"TenthTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyRound5ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyRound5ScoringAverage__2010","TenthTeeEarlyRound5ScoringAverage_AVG_2010","TenthTeeEarlyRound5ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyRound5ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Brian Gay",NA,65,65,1,"TenthTeeEarlyRound5ScoringAverage",2010
1,1,"Bo Van Pelt",NA,65,65,1,"TenthTeeEarlyRound5ScoringAverage",2010
3,3,"Brendon de Jonge",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2010
3,3,"Derek Lamely",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2010
3,3,"Pat Perez",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2010
6,6,"Ricky Barnes",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2010
6,6,"Rod Pampling",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2010
6,6,"Jeff Quinney",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2010
6,6,"David Toms",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2010
10,10,"Henrik Bjornstad",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2010
10,10,"Michael Bradley",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2010
12,12,"Freddie Jacobson",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2010
12,12,"Jerod Turner",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2010
14,14,"Greg Chalmers",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2010
14,14,"Troy Merritt",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2010
14,14,"Roger Tambellini",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2010
17,17,"Ryuji Imada",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2010
17,17,"Lee Janzen",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2010
17,17,"Bill Lunde",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2010
20,20,"Brett Quigley",NA,75,75,1,"TenthTeeEarlyRound5ScoringAverage",2010
