"Par5EagleLeaders_RANKTHISWEEK_2016","Par5EagleLeaders_RANKLASTWEEK_2016","Par5EagleLeaders_PLAYERNAME_2016","Par5EagleLeaders_ROUNDS_2016","Par5EagleLeaders_TOTAL_2016","Par5EagleLeaders_TOTALPAR5HOLES_2016","Par5EagleLeaders_TOTALHOLEOUTS_2016","stat_name","year"
1,1,"Ben Martin",48,11,162,3,"Par5EagleLeaders",2016
2,2,"Sung Kang",51,10,178,1,"Par5EagleLeaders",2016
3,3,"Patrick Rodgers",49,9,172,1,"Par5EagleLeaders",2016
4,4,"Andrew Loupe",50,8,182,3,"Par5EagleLeaders",2016
4,6,"Kyle Reifers",63,8,223,2,"Par5EagleLeaders",2016
4,4,"Adam Scott",39,8,124,NA,"Par5EagleLeaders",2016
7,6,"Kevin Chappell",49,7,176,3,"Par5EagleLeaders",2016
7,28,"Mark Hubbard",73,7,252,NA,"Par5EagleLeaders",2016
7,6,"Hiroshi Iwata",51,7,180,1,"Par5EagleLeaders",2016
7,6,"Jerry Kelly",44,7,156,2,"Par5EagleLeaders",2016
7,11,"Patrick Reed",53,7,192,1,"Par5EagleLeaders",2016
7,11,"Chris Stroud",52,7,183,1,"Par5EagleLeaders",2016
7,11,"Daniel Summerhays",55,7,190,1,"Par5EagleLeaders",2016
7,6,"Harold Varner III",58,7,198,1,"Par5EagleLeaders",2016
7,11,"Jhonattan Vegas",49,7,184,1,"Par5EagleLeaders",2016
16,11,"Tony Finau",49,6,172,1,"Par5EagleLeaders",2016
16,48,"Fabian Gomez",49,6,152,NA,"Par5EagleLeaders",2016
16,11,"David Hearn",55,6,190,2,"Par5EagleLeaders",2016
16,11,"Jim Herman",55,6,192,3,"Par5EagleLeaders",2016
16,11,"Charley Hoffman",49,6,168,1,"Par5EagleLeaders",2016
16,11,"Morgan Hoffmann",43,6,140,1,"Par5EagleLeaders",2016
16,11,"Tom Hoge",47,6,162,3,"Par5EagleLeaders",2016
