"Back9Par4ScoringAverage_RANKTHISWEEK_2006","Back9Par4ScoringAverage_RANKLASTWEEK_2006","Back9Par4ScoringAverage_PLAYERNAME_2006","Back9Par4ScoringAverage_ROUNDS_2006","Back9Par4ScoringAverage_AVG_2006","Back9Par4ScoringAverage_TOTALSTROKES_2006","Back9Par4ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,3.88,1031,266,"Back9Par4ScoringAverage",2006
2,2,"Jonathan Byrd",66,3.96,1332,336,"Back9Par4ScoringAverage",2006
3,3,"Daniel Chopra",110,3.97,2182,549,"Back9Par4ScoringAverage",2006
3,3,"Jim Furyk",89,3.97,1857,468,"Back9Par4ScoringAverage",2006
5,5,"Steve Stricker",64,3.98,1307,328,"Back9Par4ScoringAverage",2006
6,6,"Scott Gutschewski",53,3.99,1058,265,"Back9Par4ScoringAverage",2006
6,6,"Phil Mickelson",74,3.99,1391,349,"Back9Par4ScoringAverage",2006
6,6,"Tjaart van der Walt",60,3.99,1220,306,"Back9Par4ScoringAverage",2006
9,9,"Robert Allenby",79,4,1609,402,"Back9Par4ScoringAverage",2006
9,9,"Stephen Ames",63,4,1259,315,"Back9Par4ScoringAverage",2006
9,9,"Joe Durant",101,4,2099,525,"Back9Par4ScoringAverage",2006
9,9,"Vijay Singh",103,4,2106,527,"Back9Par4ScoringAverage",2006
13,13,"Briny Baird",81,4.01,1632,407,"Back9Par4ScoringAverage",2006
13,13,"KJ Choi",93,4.01,1951,487,"Back9Par4ScoringAverage",2006
13,13,"Bob Estes",85,4.01,1793,447,"Back9Par4ScoringAverage",2006
13,13,"Brian Gay",107,4.01,2255,563,"Back9Par4ScoringAverage",2006
13,13,"Brent Geiberger",99,4.01,2079,519,"Back9Par4ScoringAverage",2006
13,13,"Brett Quigley",109,4.01,2229,556,"Back9Par4ScoringAverage",2006
13,13,"John Senden",96,4.01,1935,482,"Back9Par4ScoringAverage",2006
20,20,"Woody Austin",107,4.02,2259,562,"Back9Par4ScoringAverage",2006
20,20,"Jason Bohn",104,4.02,2189,545,"Back9Par4ScoringAverage",2006
20,20,"David Branshaw",98,4.02,2038,507,"Back9Par4ScoringAverage",2006
20,20,"Alex Cejka",93,4.02,1916,477,"Back9Par4ScoringAverage",2006
20,20,"Kris Cox",83,4.02,1717,427,"Back9Par4ScoringAverage",2006
20,20,"Ryuji Imada",105,4.02,2176,541,"Back9Par4ScoringAverage",2006
20,20,"Jonathan Kaye",95,4.02,1967,489,"Back9Par4ScoringAverage",2006
20,20,"Bernhard Langer",77,4.02,1498,373,"Back9Par4ScoringAverage",2006
20,20,"Bob May",65,4.02,1305,325,"Back9Par4ScoringAverage",2006
20,20,"Jeff Overton",95,4.02,2008,499,"Back9Par4ScoringAverage",2006
20,20,"Greg Owen",79,4.02,1551,386,"Back9Par4ScoringAverage",2006
20,20,"Justin Rose",98,4.02,2001,498,"Back9Par4ScoringAverage",2006
20,20,"Adam Scott",70,4.02,1451,361,"Back9Par4ScoringAverage",2006
33,33,"Billy Andrade",78,4.03,1573,390,"Back9Par4ScoringAverage",2006
33,33,"Doug Barron",74,4.03,1551,385,"Back9Par4ScoringAverage",2006
33,33,"Steve Flesch",119,4.03,2443,606,"Back9Par4ScoringAverage",2006
33,33,"Harrison Frazar",95,4.03,1902,472,"Back9Par4ScoringAverage",2006
33,33,"Jeff Gove",91,4.03,1840,457,"Back9Par4ScoringAverage",2006
33,33,"Trevor Immelman",86,4.03,1835,455,"Back9Par4ScoringAverage",2006
