"Back9Round1ScoringAverage_RANKTHISWEEK_2010","Back9Round1ScoringAverage_RANKLASTWEEK_2010","Back9Round1ScoringAverage_PLAYERNAME_2010","Back9Round1ScoringAverage__2010","Back9Round1ScoringAverage_AVG_2010","Back9Round1ScoringAverage_TOTALSTROKES_2010","Back9Round1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"KJ Choi",NA,34.55,760,22,"Back9Round1ScoringAverage",2010
2,2,"Ryan Moore",NA,34.57,795,23,"Back9Round1ScoringAverage",2010
3,3,"Charlie Wi",NA,34.63,935,27,"Back9Round1ScoringAverage",2010
4,4,"Dustin Johnson",NA,34.64,762,22,"Back9Round1ScoringAverage",2010
5,5,"Chris DiMarco",NA,34.71,833,24,"Back9Round1ScoringAverage",2010
6,6,"Bubba Watson",NA,34.73,764,22,"Back9Round1ScoringAverage",2010
7,7,"Michael Letzig",NA,34.81,905,26,"Back9Round1ScoringAverage",2010
8,8,"Jason Day",NA,34.83,801,23,"Back9Round1ScoringAverage",2010
8,8,"Charley Hoffman",NA,34.83,836,24,"Back9Round1ScoringAverage",2010
8,8,"Steve Stricker",NA,34.83,627,18,"Back9Round1ScoringAverage",2010
11,11,"Justin Rose",NA,34.86,767,22,"Back9Round1ScoringAverage",2010
12,12,"Luke Donald",NA,34.89,663,19,"Back9Round1ScoringAverage",2010
13,13,"JP Hayes",NA,34.96,874,25,"Back9Round1ScoringAverage",2010
13,13,"Vaughn Taylor",NA,34.96,909,26,"Back9Round1ScoringAverage",2010
13,13,"David Toms",NA,34.96,839,24,"Back9Round1ScoringAverage",2010
16,16,"Robert Allenby",NA,35,700,20,"Back9Round1ScoringAverage",2010
16,16,"Shaun Micheel",NA,35,735,21,"Back9Round1ScoringAverage",2010
16,16,"Carl Pettersson",NA,35,1015,29,"Back9Round1ScoringAverage",2010
19,19,"Charles Howell III",NA,35.04,981,28,"Back9Round1ScoringAverage",2010
19,19,"Heath Slocum",NA,35.04,876,25,"Back9Round1ScoringAverage",2010
19,19,"Jay Williamson",NA,35.04,841,24,"Back9Round1ScoringAverage",2010
22,22,"Joe Durant",NA,35.05,666,19,"Back9Round1ScoringAverage",2010
23,23,"Matt Every",NA,35.06,631,18,"Back9Round1ScoringAverage",2010
24,24,"Jeff Quinney",NA,35.07,1017,29,"Back9Round1ScoringAverage",2010
25,25,"Chris Riley",NA,35.08,842,24,"Back9Round1ScoringAverage",2010
26,26,"Matt Jones",NA,35.11,948,27,"Back9Round1ScoringAverage",2010
27,27,"Kevin Streelman",NA,35.14,984,28,"Back9Round1ScoringAverage",2010
28,28,"Geoff Ogilvy",NA,35.17,633,18,"Back9Round1ScoringAverage",2010
29,29,"Matt Kuchar",NA,35.2,880,25,"Back9Round1ScoringAverage",2010
30,30,"Zach Johnson",NA,35.21,845,24,"Back9Round1ScoringAverage",2010
30,30,"Garrett Willis",NA,35.21,845,24,"Back9Round1ScoringAverage",2010
32,32,"Spencer Levin",NA,35.23,1092,31,"Back9Round1ScoringAverage",2010
32,32,"John Senden",NA,35.23,1057,30,"Back9Round1ScoringAverage",2010
34,34,"Trevor Immelman",NA,35.26,670,19,"Back9Round1ScoringAverage",2010
35,35,"Jonathan Byrd",NA,35.27,917,26,"Back9Round1ScoringAverage",2010
35,35,"Martin Laird",NA,35.27,917,26,"Back9Round1ScoringAverage",2010
37,37,"Jarrod Lyle",NA,35.28,635,18,"Back9Round1ScoringAverage",2010
38,38,"Nick Watney",NA,35.3,812,23,"Back9Round1ScoringAverage",2010
39,39,"JB Holmes",NA,35.31,918,26,"Back9Round1ScoringAverage",2010
39,39,"Scott McCarron",NA,35.31,1024,29,"Back9Round1ScoringAverage",2010
41,41,"Briny Baird",NA,35.32,989,28,"Back9Round1ScoringAverage",2010
41,41,"Ricky Barnes",NA,35.32,989,28,"Back9Round1ScoringAverage",2010
41,41,"Robert Garrigus",NA,35.32,777,22,"Back9Round1ScoringAverage",2010
41,41,"Vijay Singh",NA,35.32,777,22,"Back9Round1ScoringAverage",2010
45,45,"Tom Gillis",NA,35.33,954,27,"Back9Round1ScoringAverage",2010
46,46,"James Driscoll",NA,35.35,919,26,"Back9Round1ScoringAverage",2010
47,47,"Bo Van Pelt",NA,35.36,990,28,"Back9Round1ScoringAverage",2010
48,48,"Adam Scott",NA,35.37,672,19,"Back9Round1ScoringAverage",2010
48,48,"Kevin Stadler",NA,35.37,955,27,"Back9Round1ScoringAverage",2010
48,48,"Camilo Villegas",NA,35.37,672,19,"Back9Round1ScoringAverage",2010
51,51,"Chris Couch",NA,35.39,814,23,"Back9Round1ScoringAverage",2010
51,51,"Alex Prugh",NA,35.39,991,28,"Back9Round1ScoringAverage",2010
53,53,"Brian Gay",NA,35.41,1027,29,"Back9Round1ScoringAverage",2010
54,54,"Michael Bradley",NA,35.42,850,24,"Back9Round1ScoringAverage",2010
54,54,"Freddie Jacobson",NA,35.42,850,24,"Back9Round1ScoringAverage",2010
56,56,"Brent Delahoussaye",NA,35.43,744,21,"Back9Round1ScoringAverage",2010
56,56,"Ryuji Imada",NA,35.43,992,28,"Back9Round1ScoringAverage",2010
56,56,"Andres Romero",NA,35.43,744,21,"Back9Round1ScoringAverage",2010
59,59,"Brendon de Jonge",NA,35.44,1134,32,"Back9Round1ScoringAverage",2010
59,59,"Paul Goydos",NA,35.44,886,25,"Back9Round1ScoringAverage",2010
59,59,"Bill Haas",NA,35.44,886,25,"Back9Round1ScoringAverage",2010
59,59,"George McNeill",NA,35.44,957,27,"Back9Round1ScoringAverage",2010
59,59,"Paul Stankowski",NA,35.44,638,18,"Back9Round1ScoringAverage",2010
64,64,"Steve Elkington",NA,35.45,780,22,"Back9Round1ScoringAverage",2010
64,64,"Aron Price",NA,35.45,780,22,"Back9Round1ScoringAverage",2010
66,66,"Sean OHair",NA,35.46,851,24,"Back9Round1ScoringAverage",2010
67,67,"Lee Janzen",NA,35.5,923,26,"Back9Round1ScoringAverage",2010
67,67,"Bryce Molder",NA,35.5,923,26,"Back9Round1ScoringAverage",2010
67,67,"Scott Piercy",NA,35.5,994,28,"Back9Round1ScoringAverage",2010
70,70,"Woody Austin",NA,35.52,1030,29,"Back9Round1ScoringAverage",2010
70,70,"Jason Bohn",NA,35.52,888,25,"Back9Round1ScoringAverage",2010
70,70,"Tim Clark",NA,35.52,817,23,"Back9Round1ScoringAverage",2010
70,70,"Kevin Na",NA,35.52,888,25,"Back9Round1ScoringAverage",2010
70,70,"Brett Quigley",NA,35.52,1030,29,"Back9Round1ScoringAverage",2010
75,75,"Jeff Overton",NA,35.54,924,26,"Back9Round1ScoringAverage",2010
