"Par4ScoringAverage_RANKTHISWEEK_2005","Par4ScoringAverage_RANKLASTWEEK_2005","Par4ScoringAverage_PLAYERNAME_2005","Par4ScoringAverage_ROUNDS_2005","Par4ScoringAverage_AVG_2005","Par4ScoringAverage_TOTALSTROKES_2005","Par4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,3.92,3194,814,"Par4ScoringAverage",2005
2,2,"Vijay Singh",111,3.96,4701,1186,"Par4ScoringAverage",2005
3,3,"Phil Mickelson",81,3.97,3205,807,"Par4ScoringAverage",2005
4,4,"Jim Furyk",94,3.99,4048,1015,"Par4ScoringAverage",2005
4,4,"David Toms",87,3.99,3354,840,"Par4ScoringAverage",2005
6,6,"Olin Browne",99,4,4016,1003,"Par4ScoringAverage",2005
6,6,"Marco Dawson",82,4,3424,855,"Par4ScoringAverage",2005
6,6,"Dan Forsman",52,4,2066,516,"Par4ScoringAverage",2005
6,6,"Sergio Garcia",73,4,3041,760,"Par4ScoringAverage",2005
6,6,"Richard Johnson",50,4,2118,530,"Par4ScoringAverage",2005
6,6,"Kenny Perry",82,4,3566,892,"Par4ScoringAverage",2005
12,12,"Tim Herron",100,4.01,4247,1060,"Par4ScoringAverage",2005
12,12,"Billy Mayfair",114,4.01,4700,1171,"Par4ScoringAverage",2005
12,12,"Geoff Ogilvy",97,4.01,4022,1003,"Par4ScoringAverage",2005
12,12,"Bob Tway",87,4.01,3599,897,"Par4ScoringAverage",2005
16,16,"Jeff Brehaut",71,4.02,2825,702,"Par4ScoringAverage",2005
16,16,"Stewart Cink",98,4.02,3918,974,"Par4ScoringAverage",2005
16,16,"Scott Gutschewski",86,4.02,3534,879,"Par4ScoringAverage",2005
16,16,"Dudley Hart",84,4.02,3581,890,"Par4ScoringAverage",2005
16,16,"JJ Henry",102,4.02,4238,1054,"Par4ScoringAverage",2005
16,16,"Ryuji Imada",78,4.02,3336,829,"Par4ScoringAverage",2005
16,16,"Justin Leonard",78,4.02,3367,837,"Par4ScoringAverage",2005
16,16,"Jose Maria Olazabal",55,4.02,2333,580,"Par4ScoringAverage",2005
16,16,"Justin Rose",99,4.02,4020,1000,"Par4ScoringAverage",2005
16,16,"John Senden",101,4.02,4195,1043,"Par4ScoringAverage",2005
16,16,"Joey Sindelar",104,4.02,4341,1080,"Par4ScoringAverage",2005
16,16,"Scott Verplank",87,4.02,3793,943,"Par4ScoringAverage",2005
28,28,"Stuart Appleby",84,4.03,3562,883,"Par4ScoringAverage",2005
28,28,"Arjun Atwal",65,4.03,2786,692,"Par4ScoringAverage",2005
28,28,"Doug Barron",70,4.03,2949,732,"Par4ScoringAverage",2005
28,28,"Jason Bohn",91,4.03,3912,970,"Par4ScoringAverage",2005
28,28,"Bart Bryant",91,4.03,4032,1001,"Par4ScoringAverage",2005
28,28,"Ben Crane",78,4.03,3289,816,"Par4ScoringAverage",2005
28,28,"Chris DiMarco",83,4.03,3296,818,"Par4ScoringAverage",2005
28,28,"Bob Estes",92,4.03,4007,995,"Par4ScoringAverage",2005
28,28,"Harrison Frazar",105,4.03,4294,1065,"Par4ScoringAverage",2005
28,28,"Brandt Jobe",96,4.03,3973,987,"Par4ScoringAverage",2005
28,28,"Zach Johnson",96,4.03,4186,1038,"Par4ScoringAverage",2005
28,28,"Jonathan Kaye",77,4.03,3164,785,"Par4ScoringAverage",2005
28,28,"Davis Love III",80,4.03,3267,811,"Par4ScoringAverage",2005
28,28,"Shigeki Maruyama",99,4.03,4299,1067,"Par4ScoringAverage",2005
28,28,"Sean OHair",103,4.03,4338,1076,"Par4ScoringAverage",2005
28,28,"Arron Oberholser",65,4.03,2735,678,"Par4ScoringAverage",2005
28,28,"Tom Pernice Jr",111,4.03,4569,1133,"Par4ScoringAverage",2005
28,28,"Heath Slocum",103,4.03,4266,1058,"Par4ScoringAverage",2005
28,28,"Joey Snyder III",102,4.03,4183,1037,"Par4ScoringAverage",2005
28,28,"Darron Stiles",78,4.03,3233,803,"Par4ScoringAverage",2005
28,28,"Steve Stricker",62,4.03,2663,660,"Par4ScoringAverage",2005
28,28,"Vaughn Taylor",99,4.03,4224,1048,"Par4ScoringAverage",2005
50,50,"Mark Calcavecchia",92,4.04,3944,976,"Par4ScoringAverage",2005
50,50,"Daniel Chopra",108,4.04,4436,1099,"Par4ScoringAverage",2005
50,50,"Tim Clark",92,4.04,3848,952,"Par4ScoringAverage",2005
50,50,"Jose Coceres",56,4.04,2309,572,"Par4ScoringAverage",2005
50,50,"Fred Couples",72,4.04,2960,733,"Par4ScoringAverage",2005
50,50,"Brian Davis",75,4.04,3143,778,"Par4ScoringAverage",2005
50,50,"Luke Donald",67,4.04,2755,682,"Par4ScoringAverage",2005
50,50,"Joe Durant",81,4.04,3483,863,"Par4ScoringAverage",2005
50,50,"Steve Elkington",67,4.04,2901,718,"Par4ScoringAverage",2005
50,50,"Brad Faxon",75,4.04,3100,768,"Par4ScoringAverage",2005
50,50,"Retief Goosen",71,4.04,2726,674,"Par4ScoringAverage",2005
50,50,"Charles Howell III",95,4.04,3895,965,"Par4ScoringAverage",2005
50,50,"Freddie Jacobson",72,4.04,3130,774,"Par4ScoringAverage",2005
