"GIRPuttingAvg2530_RANKTHISWEEK_2011","GIRPuttingAvg2530_RANKLASTWEEK_2011","GIRPuttingAvg2530_PLAYERNAME_2011","GIRPuttingAvg2530_ROUNDS_2011","GIRPuttingAvg2530_PctMADE_2011","GIRPuttingAvg2530_ATTEMPTS_2011","GIRPuttingAvg2530_PUTTSMADE_2011","stat_name","year"
1,1,"Chris Kirk",87,1.9,79,15,"GIRPuttingAvg2530",2011
2,2,"Tim Petrovic",88,1.81,83,15,"GIRPuttingAvg2530",2011
3,3,"Steve Marino",76,1.75,63,11,"GIRPuttingAvg2530",2011
4,4,"Michael Thompson",79,1.72,64,11,"GIRPuttingAvg2530",2011
5,5,"Jhonattan Vegas",84,1.69,83,14,"GIRPuttingAvg2530",2011
6,6,"Charl Schwartzel",58,1.67,48,8,"GIRPuttingAvg2530",2011
7,7,"Matt McQuillan",59,1.61,56,9,"GIRPuttingAvg2530",2011
7,7,"Nate Smith",66,1.61,56,9,"GIRPuttingAvg2530",2011
9,9,"Pat Perez",76,1.6,75,12,"GIRPuttingAvg2530",2011
10,10,"Lucas Glover",74,1.57,70,11,"GIRPuttingAvg2530",2011
11,11,"Matt Bettencourt",84,1.52,79,12,"GIRPuttingAvg2530",2011
11,11,"Johnson Wagner",81,1.52,66,10,"GIRPuttingAvg2530",2011
13,13,"Shane Bertsch",62,1.5,60,9,"GIRPuttingAvg2530",2011
14,14,"Fabian Gomez",84,1.49,74,11,"GIRPuttingAvg2530",2011
15,15,"Dean Wilson",62,1.38,58,8,"GIRPuttingAvg2530",2011
16,16,"Steve Flesch",88,1.34,67,9,"GIRPuttingAvg2530",2011
17,17,"David Duval",67,1.33,60,8,"GIRPuttingAvg2530",2011
17,17,"Retief Goosen",50,1.33,45,6,"GIRPuttingAvg2530",2011
17,17,"Vijay Singh",79,1.33,83,11,"GIRPuttingAvg2530",2011
17,17,"Brandt Snedeker",85,1.33,90,12,"GIRPuttingAvg2530",2011
21,21,"Michael Bradley",74,1.3,77,10,"GIRPuttingAvg2530",2011
22,22,"Charley Hoffman",93,1.29,70,9,"GIRPuttingAvg2530",2011
22,22,"Andres Romero",77,1.29,62,8,"GIRPuttingAvg2530",2011
24,24,"Harrison Frazar",58,1.28,39,5,"GIRPuttingAvg2530",2011
25,25,"Sergio Garcia",61,1.25,56,7,"GIRPuttingAvg2530",2011
25,25,"Scott Piercy",78,1.25,72,9,"GIRPuttingAvg2530",2011
27,27,"Kris Blanks",92,1.24,89,11,"GIRPuttingAvg2530",2011
27,27,"DA Points",89,1.24,89,11,"GIRPuttingAvg2530",2011
29,29,"Paul Stankowski",78,1.23,65,8,"GIRPuttingAvg2530",2011
30,30,"Kyle Stanley",98,1.22,82,10,"GIRPuttingAvg2530",2011
31,31,"Stephen Ames",69,1.21,66,8,"GIRPuttingAvg2530",2011
32,32,"Brandt Jobe",100,1.2,100,12,"GIRPuttingAvg2530",2011
32,32,"Robert Karlsson",61,1.2,50,6,"GIRPuttingAvg2530",2011
34,34,"Kevin Streelman",90,1.19,84,10,"GIRPuttingAvg2530",2011
35,35,"Nick OHern",89,1.18,85,10,"GIRPuttingAvg2530",2011
36,36,"Chad Campbell",99,1.17,103,12,"GIRPuttingAvg2530",2011
36,36,"Tommy Gainey",104,1.17,103,12,"GIRPuttingAvg2530",2011
38,38,"Steve Stricker",70,1.16,43,5,"GIRPuttingAvg2530",2011
39,39,"Bio Kim",71,1.15,52,6,"GIRPuttingAvg2530",2011
40,40,"Kevin Stadler",88,1.14,88,10,"GIRPuttingAvg2530",2011
41,41,"DJ Brigman",67,1.13,62,7,"GIRPuttingAvg2530",2011
