"Front9Round5ScoringAverage_RANKTHISWEEK_2006","Front9Round5ScoringAverage_RANKLASTWEEK_2006","Front9Round5ScoringAverage_PLAYERNAME_2006","Front9Round5ScoringAverage__2006","Front9Round5ScoringAverage_AVG_2006","Front9Round5ScoringAverage_TOTALSTROKES_2006","Front9Round5ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Robert Garrigus",NA,33,33,1,"Front9Round5ScoringAverage",2006
1,1,"Shaun Micheel",NA,33,33,1,"Front9Round5ScoringAverage",2006
1,1,"Jesper Parnevik",NA,33,33,1,"Front9Round5ScoringAverage",2006
4,4,"Paul Azinger",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Jeff Brehaut",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Chad Campbell",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Daniel Chopra",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Fred Couples",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Ben Crane",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Bob Estes",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Todd Fischer",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Fred Funk",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Lucas Glover",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Bill Haas",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"John Huston",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Richard Johnson",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"John Senden",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Nick Watney",NA,34,34,1,"Front9Round5ScoringAverage",2006
4,4,"Mike Weir",NA,34,34,1,"Front9Round5ScoringAverage",2006
20,20,"Michael Allen",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Stephen Ames",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Doug Barron",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Rich Beem",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Alex Cejka",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"John Cook",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Ben Curtis",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Brian Gay",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Jeff Maggert",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Joe Ogilvie",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"Carl Pettersson",NA,35,35,1,"Front9Round5ScoringAverage",2006
20,20,"DA Points",NA,35,35,1,"Front9Round5ScoringAverage",2006
