"Scramblingfrom_RANKTHISWEEK_2005","Scramblingfrom_RANKLASTWEEK_2005","Scramblingfrom_PLAYERNAME_2005","Scramblingfrom_ROUNDS_2005","Scramblingfrom_Pct_2005","Scramblingfrom_SUCCESSES_2005","Scramblingfrom_ATTEMPTS_2005","stat_name","year"
73,73,"Tom Byrum",83,85.98,92,107,"Scramblingfrom",2005
74,74,"Rich Beem",66,85.94,55,64,"Scramblingfrom",2005
75,75,"Michael Allen",90,85.85,91,106,"Scramblingfrom",2005
75,75,"John Huston",90,85.85,91,106,"Scramblingfrom",2005
75,75,"Rory Sabbatini",81,85.85,91,106,"Scramblingfrom",2005
78,78,"Jim Furyk",94,85.71,78,91,"Scramblingfrom",2005
78,78,"Thomas Levet",54,85.71,36,42,"Scramblingfrom",2005
78,78,"Andrew Magee",82,85.71,72,84,"Scramblingfrom",2005
81,81,"Phil Mickelson",81,85.51,59,69,"Scramblingfrom",2005
82,82,"Jeff Sluman",94,85.47,100,117,"Scramblingfrom",2005
83,83,"Brendan Jones",81,85.45,94,110,"Scramblingfrom",2005
84,84,"David Toms",87,85.23,75,88,"Scramblingfrom",2005
85,85,"Jonathan Kaye",77,85.19,69,81,"Scramblingfrom",2005
86,86,"KJ Choi",78,85.14,63,74,"Scramblingfrom",2005
86,86,"Arron Oberholser",65,85.14,63,74,"Scramblingfrom",2005
88,88,"Cameron Beckman",96,85.12,103,121,"Scramblingfrom",2005
89,89,"Jeff Maggert",79,85.11,80,94,"Scramblingfrom",2005
89,89,"Jesper Parnevik",84,85.11,80,94,"Scramblingfrom",2005
91,91,"DA Points",94,85.07,114,134,"Scramblingfrom",2005
92,92,"Ryuji Imada",78,85.06,74,87,"Scramblingfrom",2005
93,93,"Tag Ridings",93,85.05,91,107,"Scramblingfrom",2005
94,94,"Tommy Armour III",103,85,102,120,"Scramblingfrom",2005
95,95,"Bradley Hughes",52,84.93,62,73,"Scramblingfrom",2005
96,96,"Vaughn Taylor",99,84.82,95,112,"Scramblingfrom",2005
97,97,"Dan Forsman",52,84.75,50,59,"Scramblingfrom",2005
98,98,"Rob Rashell",65,84.71,72,85,"Scramblingfrom",2005
99,99,"Steve Allan",102,84.68,105,124,"Scramblingfrom",2005
99,99,"Joe Ogilvie",103,84.68,94,111,"Scramblingfrom",2005
101,101,"Sean OHair",103,84.62,88,104,"Scramblingfrom",2005
102,102,"Skip Kendall",80,84.54,82,97,"Scramblingfrom",2005
103,103,"Mark Brooks",72,84.52,71,84,"Scramblingfrom",2005
104,104,"Shaun Micheel",81,84.44,76,90,"Scramblingfrom",2005
105,105,"Mario Tiziani",67,84.42,65,77,"Scramblingfrom",2005
106,106,"Greg Owen",84,84.38,81,96,"Scramblingfrom",2005
107,107,"James Driscoll",73,84.34,70,83,"Scramblingfrom",2005
108,108,"Pat Perez",89,84.3,102,121,"Scramblingfrom",2005
109,109,"Craig Perks",67,84.29,59,70,"Scramblingfrom",2005
110,110,"Charlie Wi",67,84.27,75,89,"Scramblingfrom",2005
111,111,"Bo Van Pelt",112,84.09,111,132,"Scramblingfrom",2005
112,112,"Stephen Leaney",89,83.96,89,106,"Scramblingfrom",2005
113,113,"Richard Johnson",50,83.87,52,62,"Scramblingfrom",2005
114,114,"Paul Azinger",66,83.78,62,74,"Scramblingfrom",2005
115,115,"Franklin Langham",91,83.76,98,117,"Scramblingfrom",2005
116,116,"Arjun Atwal",65,83.75,67,80,"Scramblingfrom",2005
117,117,"Jeff Hart",63,83.72,72,86,"Scramblingfrom",2005
117,117,"Will Ma Kenzie",75,83.72,72,86,"Scramblingfrom",2005
119,119,"Luke Donald",67,83.67,41,49,"Scramblingfrom",2005
120,120,"Woody Austin",100,83.59,107,128,"Scramblingfrom",2005
121,121,"Justin Bolli",65,83.53,71,85,"Scramblingfrom",2005
122,122,"Jose Coceres",56,83.5,86,103,"Scramblingfrom",2005
122,122,"John Rollins",97,83.5,86,103,"Scramblingfrom",2005
124,124,"John Senden",101,83.46,106,127,"Scramblingfrom",2005
124,124,"Patrick Sheehan",114,83.46,111,133,"Scramblingfrom",2005
126,126,"Todd Hamilton",94,83.33,80,96,"Scramblingfrom",2005
126,126,"Len Mattiace",86,83.33,70,84,"Scramblingfrom",2005
126,126,"Tiger Woods",76,83.33,60,72,"Scramblingfrom",2005
129,129,"Fred Funk",102,83.2,104,125,"Scramblingfrom",2005
130,130,"Chad Campbell",95,83.16,79,95,"Scramblingfrom",2005
131,131,"Brad Faxon",75,83.12,64,77,"Scramblingfrom",2005
132,132,"Daniel Chopra",108,83.11,123,148,"Scramblingfrom",2005
133,133,"Retief Goosen",71,83.05,49,59,"Scramblingfrom",2005
134,134,"David Hearn",68,82.93,68,82,"Scramblingfrom",2005
135,135,"Aaron Baddeley",84,82.88,92,111,"Scramblingfrom",2005
135,135,"Kent Jones",99,82.88,92,111,"Scramblingfrom",2005
137,137,"Billy Mayfair",114,82.84,111,134,"Scramblingfrom",2005
138,138,"Scott Verplank",87,82.8,77,93,"Scramblingfrom",2005
139,139,"Craig Barlow",81,82.76,72,87,"Scramblingfrom",2005
140,140,"Robert Gamez",91,82.68,105,127,"Scramblingfrom",2005
141,141,"Freddie Jacobson",72,82.67,62,75,"Scramblingfrom",2005
142,142,"Justin Rose",99,82.48,113,137,"Scramblingfrom",2005
143,143,"Hunter Mahan",103,82.14,92,112,"Scramblingfrom",2005
144,144,"Stephen Ames",82,81.82,72,88,"Scramblingfrom",2005
144,144,"Kevin Stadler",96,81.82,108,132,"Scramblingfrom",2005
146,146,"Hunter Haas",83,81.73,85,104,"Scramblingfrom",2005
147,147,"Matt Kuchar",60,81.72,76,93,"Scramblingfrom",2005
148,148,"Danny Briggs",70,81.71,67,82,"Scramblingfrom",2005
149,149,"Dean Wilson",86,81.63,80,98,"Scramblingfrom",2005
150,150,"Ben Crane",78,81.61,71,87,"Scramblingfrom",2005
151,151,"Alex Cejka",84,81.58,93,114,"Scramblingfrom",2005
152,152,"Adam Scott",72,81.48,66,81,"Scramblingfrom",2005
153,153,"Brett Wetterich",76,81.32,74,91,"Scramblingfrom",2005
154,154,"Ted Purdy",122,81.16,112,138,"Scramblingfrom",2005
155,155,"Ryan Palmer",101,81.13,86,106,"Scramblingfrom",2005
156,156,"Roland Thatcher",75,81.11,73,90,"Scramblingfrom",2005
157,157,"Steve Elkington",67,81.03,47,58,"Scramblingfrom",2005
158,158,"Scott Hend",75,81.01,64,79,"Scramblingfrom",2005
159,159,"Billy Andrade",83,80.87,93,115,"Scramblingfrom",2005
160,160,"Jim Carter",62,80.82,59,73,"Scramblingfrom",2005
161,161,"Peter Lonard",85,80.81,80,99,"Scramblingfrom",2005
162,162,"Scott McCarron",78,80.6,54,67,"Scramblingfrom",2005
163,163,"Mark Calcavecchia",92,80.42,115,143,"Scramblingfrom",2005
164,164,"Larry Mize",54,80.36,45,56,"Scramblingfrom",2005
165,165,"Todd Fischer",99,80.33,98,122,"Scramblingfrom",2005
165,165,"Frank Lickliter II",100,80.33,98,122,"Scramblingfrom",2005
167,167,"John Elliott",58,80.3,53,66,"Scramblingfrom",2005
168,168,"DJ Trahan",81,80.22,73,91,"Scramblingfrom",2005
169,169,"JL Lewis",98,80.17,93,116,"Scramblingfrom",2005
170,170,"Brian Bateman",98,80,100,125,"Scramblingfrom",2005
170,170,"John Cook",72,80,48,60,"Scramblingfrom",2005
170,170,"Chris Smith",93,80,84,105,"Scramblingfrom",2005
173,173,"Joe Durant",81,79.78,71,89,"Scramblingfrom",2005
174,174,"Ian Poulter",62,79.59,39,49,"Scramblingfrom",2005
175,175,"Bart Bryant",91,79.55,70,88,"Scramblingfrom",2005
175,175,"Harrison Frazar",105,79.55,105,132,"Scramblingfrom",2005
177,177,"Robert Allenby",95,79.49,62,78,"Scramblingfrom",2005
177,177,"Brent Geiberger",61,79.49,62,78,"Scramblingfrom",2005
179,179,"Fred Couples",72,79.37,50,63,"Scramblingfrom",2005
180,180,"Doug Barron",70,79.31,69,87,"Scramblingfrom",2005
181,181,"Robert Damron",89,79.13,91,115,"Scramblingfrom",2005
182,182,"Steve Jones",56,78.79,52,66,"Scramblingfrom",2005
183,183,"JJ Henry",102,78.57,77,98,"Scramblingfrom",2005
183,183,"Dennis Paulson",63,78.57,66,84,"Scramblingfrom",2005
185,185,"Sergio Garcia",73,78.46,51,65,"Scramblingfrom",2005
186,186,"Briny Baird",98,78.22,79,101,"Scramblingfrom",2005
187,187,"DJ Brigman",76,78.21,61,78,"Scramblingfrom",2005
188,188,"Mike Weir",71,78.13,50,64,"Scramblingfrom",2005
189,189,"Jason Allred",75,78.08,57,73,"Scramblingfrom",2005
190,190,"Duffy Waldorf",86,77.98,85,109,"Scramblingfrom",2005
191,191,"Tom Lehman",69,77.94,53,68,"Scramblingfrom",2005
192,192,"Matt Gogel",78,77.78,63,81,"Scramblingfrom",2005
193,193,"Joey Snyder III",102,77.66,73,94,"Scramblingfrom",2005
194,194,"Lee Westwood",50,77.55,38,49,"Scramblingfrom",2005
195,195,"Chris Anderson",66,76.84,73,95,"Scramblingfrom",2005
196,196,"Mark Hensby",70,76.79,43,56,"Scramblingfrom",2005
197,197,"Paul Claxton",79,76.29,74,97,"Scramblingfrom",2005
198,198,"Tom Gillis",77,76.19,80,105,"Scramblingfrom",2005
199,199,"Charles Warren",89,75.45,83,110,"Scramblingfrom",2005
200,200,"Chris Riley",67,75,51,68,"Scramblingfrom",2005
201,201,"Jay Williamson",53,73.85,48,65,"Scramblingfrom",2005
202,202,"Tim Clark",92,73.33,66,90,"Scramblingfrom",2005
