"DrivingPct320AllDrives_RANKTHISWEEK_2016","DrivingPct320AllDrives_RANKLASTWEEK_2016","DrivingPct320AllDrives_PLAYERNAME_2016","DrivingPct320AllDrives_ROUNDS_2016","DrivingPct320AllDrives_Pct_2016","DrivingPct320AllDrives_TOTALDRIVESFOR320_2016","DrivingPct320AllDrives_TOTALDRIVESOVERALL_2016","DrivingPct320AllDrives_RELATIVETOPAR_2016","stat_name","year"
1,1,"Bubba Watson",30,32.64,79,242,-0.241,"DrivingPct320AllDrives",2016
2,2,"JB Holmes",39,30.56,121,396,-0.091,"DrivingPct320AllDrives",2016
3,3,"Dustin Johnson",37,26.41,75,284,-0.333,"DrivingPct320AllDrives",2016
4,8,"Rory McIlroy",37,22.73,70,308,-0.343,"DrivingPct320AllDrives",2016
5,5,"Tony Finau",49,22.29,115,516,-0.304,"DrivingPct320AllDrives",2016
6,4,"Gary Woodland",45,22.22,108,486,-0.333,"DrivingPct320AllDrives",2016
7,6,"Brooks Koepka",39,20.2,80,396,-0.213,"DrivingPct320AllDrives",2016
8,7,"Ollie Schniederjans",23,19.55,52,266,-0.481,"DrivingPct320AllDrives",2016
9,12,"Andrew Loupe",50,19.06,109,572,-0.257,"DrivingPct320AllDrives",2016
10,9,"Jason Kokrak",52,18.88,108,572,-0.231,"DrivingPct320AllDrives",2016
11,10,"Charlie Beljan",26,17.72,42,237,0,"DrivingPct320AllDrives",2016
12,11,"Jason Day",36,16.99,53,312,-0.283,"DrivingPct320AllDrives",2016
13,17,"Luke List",51,16.36,89,544,-0.303,"DrivingPct320AllDrives",2016
14,13,"Ryan Palmer",46,16.27,95,584,-0.347,"DrivingPct320AllDrives",2016
15,15,"Jamie Lovemark",57,16.24,113,696,-0.292,"DrivingPct320AllDrives",2016
16,14,"Scott Piercy",45,15.91,63,396,-0.302,"DrivingPct320AllDrives",2016
17,18,"Justin Thomas",53,15.25,79,518,-0.152,"DrivingPct320AllDrives",2016
18,16,"Hudson Swafford",52,15.13,82,542,-0.341,"DrivingPct320AllDrives",2016
19,20,"Patrick Rodgers",49,14.71,80,544,-0.388,"DrivingPct320AllDrives",2016
20,22,"Rickie Fowler",42,14.6,66,452,-0.394,"DrivingPct320AllDrives",2016
21,26,"Robert Garrigus",34,14.29,46,322,-0.261,"DrivingPct320AllDrives",2016
22,25,"Adam Scott",39,13.99,47,336,-0.404,"DrivingPct320AllDrives",2016
23,19,"Smylie Kaufman",57,13.84,80,578,-0.3,"DrivingPct320AllDrives",2016
24,21,"Daniel Berger",52,13.6,68,500,-0.426,"DrivingPct320AllDrives",2016
25,30,"Justin Rose",35,13.14,46,350,-0.152,"DrivingPct320AllDrives",2016
26,23,"Steven Bowditch",40,12.94,51,394,-0.216,"DrivingPct320AllDrives",2016
27,27,"Charles Howell III",63,12.93,90,696,-0.289,"DrivingPct320AllDrives",2016
28,24,"Jimmy Walker",43,12.83,58,452,-0.293,"DrivingPct320AllDrives",2016
29,28,"Brendan Steele",48,12.41,66,532,-0.348,"DrivingPct320AllDrives",2016
30,31,"Sean OHair",45,11.27,63,559,-0.238,"DrivingPct320AllDrives",2016
31,29,"Jordan Spieth",34,11.07,31,280,-0.194,"DrivingPct320AllDrives",2016
32,32,"Harold Varner III",58,10.96,75,684,-0.36,"DrivingPct320AllDrives",2016
33,34,"Carlos Ortiz",47,10.59,50,472,-0.12,"DrivingPct320AllDrives",2016
34,38,"Patrick Reed",53,10.27,46,448,-0.478,"DrivingPct320AllDrives",2016
35,39,"Jhonattan Vegas",49,10.12,51,504,-0.392,"DrivingPct320AllDrives",2016
