"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2016","FirstTeeEarlyRound3ScoringAverage__2016","FirstTeeEarlyRound3ScoringAverage_AVG_2016","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Luke Guthrie",NA,65,65,1,"FirstTeeEarlyRound3ScoringAverage",2016
2,2,"Sung Kang",NA,66,66,1,"FirstTeeEarlyRound3ScoringAverage",2016
2,2,"Jimmy Walker",NA,66,132,2,"FirstTeeEarlyRound3ScoringAverage",2016
4,4,"Jordan Spieth",NA,66.67,200,3,"FirstTeeEarlyRound3ScoringAverage",2016
5,5,"DJ Trahan",NA,67,67,1,"FirstTeeEarlyRound3ScoringAverage",2016
6,8,"Sam Saunders",NA,67.5,135,2,"FirstTeeEarlyRound3ScoringAverage",2016
7,10,"Graham DeLaet",NA,67.67,203,3,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Tyler Aldridge",NA,68,272,4,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Chad Campbell",NA,68,68,1,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Sergio Garcia",NA,68,136,2,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Andrew Loupe",NA,68,272,4,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Geoff Ogilvy",NA,68,68,1,"FirstTeeEarlyRound3ScoringAverage",2016
8,11,"Cameron Percy",NA,68,68,1,"FirstTeeEarlyRound3ScoringAverage",2016
14,18,"David Lingmerth",NA,68.33,205,3,"FirstTeeEarlyRound3ScoringAverage",2016
15,21,"Aaron Baddeley",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2016
15,21,"Zach Johnson",NA,68.5,274,4,"FirstTeeEarlyRound3ScoringAverage",2016
15,21,"Marc Leishman",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2016
15,21,"Bryce Molder",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2016
19,26,"Jason Day",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2016
19,26,"Russell Henley",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2016
19,26,"John Huh",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2016
19,26,"Steve Stricker",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Roberto Castro",NA,69,138,2,"FirstTeeEarlyRound3ScoringAverage",2016
23,5,"Alex Cejka",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Rickie Fowler",NA,69,138,2,"FirstTeeEarlyRound3ScoringAverage",2016
23,11,"Tom Hoge",NA,69,138,2,"FirstTeeEarlyRound3ScoringAverage",2016
23,18,"Jamie Lovemark",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Shane Lowry",NA,69,69,1,"FirstTeeEarlyRound3ScoringAverage",2016
23,21,"Hideki Matsuyama",NA,69,207,3,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Sean OHair",NA,69,69,1,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Pat Perez",NA,69,69,1,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Cameron Tringale",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2016
23,30,"Tim Wilkinson",NA,69,69,1,"FirstTeeEarlyRound3ScoringAverage",2016
34,39,"Charles Howell III",NA,69.25,554,8,"FirstTeeEarlyRound3ScoringAverage",2016
35,5,"Robert Garrigus",NA,69.33,208,3,"FirstTeeEarlyRound3ScoringAverage",2016
35,41,"Padraig Harrington",NA,69.33,208,3,"FirstTeeEarlyRound3ScoringAverage",2016
35,41,"Kevin Streelman",NA,69.33,208,3,"FirstTeeEarlyRound3ScoringAverage",2016
38,43,"Boo Weekley",NA,69.4,347,5,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Jason Dufner",NA,69.5,417,6,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Russell Knox",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Rory McIlroy",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Wes Roach",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Charl Schwartzel",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2016
39,44,"Hudson Swafford",NA,69.5,278,4,"FirstTeeEarlyRound3ScoringAverage",2016
39,40,"Gary Woodland",NA,69.5,556,8,"FirstTeeEarlyRound3ScoringAverage",2016
46,51,"Jason Bohn",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2016
