"LeftTendency_RANKTHISWEEK_2008","LeftTendency_RANKLASTWEEK_2008","LeftTendency_PLAYERNAME_2008","LeftTendency_EVENTS_2008","LeftTendency_Pct_2008","LeftTendency_NUMBEROFTIMES_2008","LeftTendency_ATTEMPTS_2008","LeftTendency_AVGRTPSCORE_2008","stat_name","year"
91,91,"Gavin Coles",16,45.8,22,48,1.82,"LeftTendency",2008
91,91,"Mathew Goggin",27,45.8,38,83,0.53,"LeftTendency",2008
91,91,"John Riegger",24,45.8,49,107,1.22,"LeftTendency",2008
94,94,"Kevin Sutherland",26,46,57,124,2.63,"LeftTendency",2008
95,95,"Robert Garrigus",29,46.1,47,102,0.85,"LeftTendency",2008
95,95,"Jeff Overton",32,46.1,70,152,2.43,"LeftTendency",2008
97,97,"Stuart Appleby",23,46.7,57,122,0.88,"LeftTendency",2008
97,97,"Jesper Parnevik",29,46.7,43,92,1.63,"LeftTendency",2008
97,97,"Vijay Singh",23,46.7,50,107,-1,"LeftTendency",2008
97,97,"Ron Whittaker",22,46.7,14,30,1.43,"LeftTendency",2008
101,101,"Will Ma Kenzie",21,46.9,23,49,1.3,"LeftTendency",2008
102,102,"Alex Cejka",25,47.1,8,17,2.5,"LeftTendency",2008
103,103,"Aaron Baddeley",22,47.2,42,89,0.24,"LeftTendency",2008
104,104,"Jon Mills",32,47.3,43,91,4.42,"LeftTendency",2008
104,104,"Tim Petrovic",32,47.3,52,110,2.69,"LeftTendency",2008
106,106,"Bob Estes",28,47.4,46,97,0.43,"LeftTendency",2008
106,106,"Jeff Quinney",28,47.4,27,57,1.85,"LeftTendency",2008
108,108,"Marc Turnesa",29,47.6,30,63,1,"LeftTendency",2008
109,109,"John Mallinger",29,47.7,31,65,1.61,"LeftTendency",2008
110,110,"Camilo Villegas",22,47.8,33,69,0.61,"LeftTendency",2008
111,111,"Brad Adamonis",29,47.9,35,73,1.14,"LeftTendency",2008
111,111,"Jason Allred",23,47.9,46,96,1.96,"LeftTendency",2008
113,113,"Woody Austin",30,48,48,100,1.25,"LeftTendency",2008
114,114,"Sergio Garcia",19,48.1,52,108,0.96,"LeftTendency",2008
114,114,"Lucas Glover",26,48.1,38,79,1.32,"LeftTendency",2008
116,116,"Tim Wilkinson",29,48.2,53,110,0.94,"LeftTendency",2008
117,117,"Omar Uresti",24,48.4,31,64,1.94,"LeftTendency",2008
118,118,"Cameron Beckman",29,48.5,33,68,2.42,"LeftTendency",2008
118,118,"Vaughn Taylor",32,48.5,63,130,0.48,"LeftTendency",2008
120,120,"Glen Day",19,48.6,36,74,1.94,"LeftTendency",2008
121,121,"Rod Pampling",28,48.8,39,80,2.82,"LeftTendency",2008
121,121,"Kevin Stadler",30,48.8,42,86,1.19,"LeftTendency",2008
123,123,"Robert Allenby",28,49.2,63,128,0.79,"LeftTendency",2008
124,124,"Robert Gamez",26,49.3,36,73,3.33,"LeftTendency",2008
125,125,"Nick Flanagan",29,49.5,49,99,3.27,"LeftTendency",2008
126,126,"Jonathan Byrd",27,50,38,76,2.37,"LeftTendency",2008
126,126,"Mark Calcavecchia",25,50,13,26,0,"LeftTendency",2008
126,126,"John Huston",18,50,27,54,2.96,"LeftTendency",2008
126,126,"Ryuji Imada",25,50,59,118,1.86,"LeftTendency",2008
130,130,"Cody Freeman",26,50.6,40,79,3,"LeftTendency",2008
130,130,"Johnson Wagner",26,50.6,43,85,2.33,"LeftTendency",2008
132,132,"Billy Andrade",24,50.8,31,61,2.9,"LeftTendency",2008
133,133,"Briny Baird",30,50.9,57,112,3.16,"LeftTendency",2008
133,133,"KJ Choi",21,50.9,54,106,2.78,"LeftTendency",2008
133,133,"Marco Dawson",21,50.9,27,53,2.22,"LeftTendency",2008
136,136,"Heath Slocum",29,51,25,49,3.2,"LeftTendency",2008
137,137,"Brett Rumford",26,51.1,47,92,0.85,"LeftTendency",2008
138,138,"Steve Marino",32,51.3,58,113,0.34,"LeftTendency",2008
138,138,"Ted Purdy",25,51.3,39,76,1.03,"LeftTendency",2008
140,140,"Todd Demsey",25,51.5,51,99,2.55,"LeftTendency",2008
141,141,"Patrick Sheehan",35,51.7,61,118,3.77,"LeftTendency",2008
142,142,"Eric Axley",35,51.8,87,168,1.72,"LeftTendency",2008
143,143,"Tim Clark",27,51.9,81,156,1.48,"LeftTendency",2008
144,144,"Jim McGovern",26,52,39,75,2.31,"LeftTendency",2008
145,145,"Justin Bolli",28,52.1,37,71,1.62,"LeftTendency",2008
146,146,"Ryan Palmer",22,52.5,62,118,1.29,"LeftTendency",2008
147,147,"Tom Scherrer",20,52.6,41,78,1.71,"LeftTendency",2008
148,148,"Kenneth Ferrie",25,52.8,38,72,2.37,"LeftTendency",2008
149,149,"Brian Gay",31,53,53,100,1.89,"LeftTendency",2008
149,149,"JJ Henry",34,53,80,151,2.25,"LeftTendency",2008
151,151,"Joe Ogilvie",29,53.1,43,81,0.47,"LeftTendency",2008
151,151,"YE Yang",29,53.1,52,98,2.5,"LeftTendency",2008
153,153,"Bob Tway",20,53.6,45,84,0.67,"LeftTendency",2008
154,154,"Brett Quigley",25,53.7,51,95,2.16,"LeftTendency",2008
155,155,"Mathias Gronberg",30,53.9,55,102,2.55,"LeftTendency",2008
155,155,"Richard Johnson",21,53.9,48,89,0.42,"LeftTendency",2008
157,157,"Kevin Na",29,54,34,63,0.29,"LeftTendency",2008
158,158,"Shane Bertsch",29,54.1,40,74,1.5,"LeftTendency",2008
158,158,"Matt Kuchar",27,54.1,33,61,3.03,"LeftTendency",2008
160,160,"Retief Goosen",18,54.2,26,48,2.31,"LeftTendency",2008
160,160,"Dudley Hart",22,54.2,45,83,1.78,"LeftTendency",2008
160,160,"Dean Wilson",32,54.2,65,120,1.54,"LeftTendency",2008
163,163,"Todd Hamilton",28,54.3,25,46,0.8,"LeftTendency",2008
164,164,"Davis Love III",23,54.7,47,86,0.64,"LeftTendency",2008
166,166,"Steve Stricker",22,55.6,65,117,0.77,"LeftTendency",2008
167,167,"Anthony Kim",22,55.9,62,111,-0.32,"LeftTendency",2008
168,168,"Mark Hensby",26,56,56,100,1.43,"LeftTendency",2008
169,169,"Jeff Maggert",28,56.1,55,98,0.91,"LeftTendency",2008
170,170,"James Driscoll",28,56.5,48,85,-0.21,"LeftTendency",2008
171,171,"Carl Pettersson",29,56.9,78,137,0.9,"LeftTendency",2008
172,172,"Peter Lonard",30,57.1,72,126,1.39,"LeftTendency",2008
173,173,"Steve Lowery",25,57.5,50,87,2,"LeftTendency",2008
174,174,"Padraig Harrington",15,57.6,34,59,3.24,"LeftTendency",2008
174,174,"Kenny Perry",26,57.6,57,99,3.16,"LeftTendency",2008
176,176,"Nick OHern",26,57.7,41,71,1.71,"LeftTendency",2008
177,177,"Nathan Green",30,57.8,48,83,2.29,"LeftTendency",2008
178,178,"Paul Casey",16,58.5,38,65,2.37,"LeftTendency",2008
178,178,"Steve Flesch",29,58.5,55,94,0.91,"LeftTendency",2008
180,180,"Doug LaBelle II",22,58.7,37,63,1.62,"LeftTendency",2008
181,181,"Phil Mickelson",21,58.9,66,112,0.3,"LeftTendency",2008
182,182,"Jin Park",30,59.1,39,66,4.62,"LeftTendency",2008
183,183,"Craig Kanada",23,59.6,31,52,5.16,"LeftTendency",2008
184,184,"Jerry Kelly",31,59.8,64,107,2.03,"LeftTendency",2008
185,185,"Joe Durant",28,60.3,38,63,1.58,"LeftTendency",2008
186,186,"Tommy Armour III",25,60.6,43,71,2.56,"LeftTendency",2008
187,187,"Brandt Snedeker",26,60.8,62,102,2.26,"LeftTendency",2008
188,188,"Lee Janzen",28,61.4,81,132,2.1,"LeftTendency",2008
189,189,"JB Holmes",26,61.5,75,122,2.13,"LeftTendency",2008
190,190,"Cliff Kresge",28,64.4,29,45,4.48,"LeftTendency",2008
191,191,"Charles Warren",29,67.5,52,77,2.69,"LeftTendency",2008
192,192,"Olin Browne",27,67.6,25,37,2.4,"LeftTendency",2008
193,193,"John Senden",28,67.7,44,65,1.59,"LeftTendency",2008
194,194,"David Duval",20,69,49,71,2.24,"LeftTendency",2008
195,195,"Carlos Franco",25,71.4,50,70,2,"LeftTendency",2008
