"LeftTendency_RANKTHISWEEK_2008","LeftTendency_RANKLASTWEEK_2008","LeftTendency_PLAYERNAME_2008","LeftTendency_EVENTS_2008","LeftTendency_Pct_2008","LeftTendency_NUMBEROFTIMES_2008","LeftTendency_ATTEMPTS_2008","LeftTendency_AVGRTPSCORE_2008","stat_name","year"
1,1,"Brandt Jobe",19,20.8,5,24,2,"LeftTendency",2008
2,2,"Corey Pavin",20,24.1,7,29,2.86,"LeftTendency",2008
3,3,"Fred Couples",18,24.4,11,45,2.73,"LeftTendency",2008
4,4,"Tom Lehman",17,25,2,8,5,"LeftTendency",2008
5,5,"Parker McLachlin",27,26.5,18,68,-2.22,"LeftTendency",2008
6,6,"Chris Stroud",29,30.8,28,91,1.43,"LeftTendency",2008
7,7,"Sean OHair",25,31.1,23,74,0.87,"LeftTendency",2008
8,8,"Ian Poulter",15,31.3,10,32,0,"LeftTendency",2008
9,9,"George McNeill",29,31.4,33,105,0.91,"LeftTendency",2008
10,10,"DJ Trahan",27,32.1,26,81,0.77,"LeftTendency",2008
11,11,"Billy Mayfair",29,32.3,31,96,2.58,"LeftTendency",2008
12,12,"Tommy Gainey",24,33.3,22,66,4.09,"LeftTendency",2008
13,13,"David Lutterus",23,33.7,28,83,2.14,"LeftTendency",2008
14,14,"John Merrick",28,35,35,100,0.57,"LeftTendency",2008
15,15,"Rocco Mediate",27,35.2,19,54,3.68,"LeftTendency",2008
16,16,"Ben Curtis",22,35.5,22,62,2.27,"LeftTendency",2008
16,16,"Trevor Immelman",22,35.5,39,110,2.31,"LeftTendency",2008
16,16,"Scott Verplank",24,35.5,27,76,2.22,"LeftTendency",2008
19,19,"Paul Claxton",23,35.7,20,56,3,"LeftTendency",2008
20,20,"Bob Sowards",22,35.8,34,95,2.94,"LeftTendency",2008
21,21,"Charlie Wi",27,35.9,37,103,1.08,"LeftTendency",2008
22,22,"Chad Collins",24,36.2,34,94,2.94,"LeftTendency",2008
23,23,"Ryan Moore",24,36.4,24,66,-0.83,"LeftTendency",2008
24,24,"Troy Matteson",30,36.9,31,84,1.94,"LeftTendency",2008
25,25,"Jason Day",28,37,37,100,1.62,"LeftTendency",2008
25,25,"Nicholas Thompson",36,37,34,92,4.12,"LeftTendency",2008
27,27,"Mark Wilson",29,37.1,53,143,0.94,"LeftTendency",2008
28,28,"Harrison Frazar",23,38,27,71,0.74,"LeftTendency",2008
29,29,"Jim Furyk",26,38.4,33,86,1.82,"LeftTendency",2008
30,30,"David Toms",20,38.8,26,67,5,"LeftTendency",2008
31,31,"Geoff Ogilvy",20,39,30,77,3.67,"LeftTendency",2008
32,32,"Michael Letzig",29,39.1,25,64,1.2,"LeftTendency",2008
33,33,"Freddie Jacobson",24,39.2,29,74,1.03,"LeftTendency",2008
34,34,"Tom Pernice Jr",30,39.3,46,117,0.65,"LeftTendency",2008
35,35,"Nick Watney",27,39.5,49,124,2.65,"LeftTendency",2008
36,36,"Tim Herron",28,39.6,59,149,1.36,"LeftTendency",2008
37,37,"Dustin Johnson",30,39.7,23,58,2.17,"LeftTendency",2008
37,37,"Matt Jones",31,39.7,50,126,1.2,"LeftTendency",2008
39,39,"Charles Howell III",31,39.8,47,118,1.49,"LeftTendency",2008
39,39,"Zach Johnson",25,39.8,33,83,0.61,"LeftTendency",2008
41,41,"Paul Goydos",25,40,22,55,2.27,"LeftTendency",2008
42,42,"Kyle Thompson",26,40.2,33,82,3.33,"LeftTendency",2008
43,43,"Chris Riley",17,40.4,19,47,2.63,"LeftTendency",2008
44,44,"Brian Davis",34,40.6,39,96,2.31,"LeftTendency",2008
45,45,"Alejandro Canizares",16,40.7,35,86,3.43,"LeftTendency",2008
45,45,"Jeff Gove",18,40.7,22,54,1.36,"LeftTendency",2008
45,45,"Charley Hoffman",29,40.7,57,140,1.23,"LeftTendency",2008
48,48,"Ryan Armour",32,40.8,20,49,4,"LeftTendency",2008
48,48,"Bo Van Pelt",32,40.8,58,142,2.59,"LeftTendency",2008
50,50,"John Rollins",28,41,34,83,0,"LeftTendency",2008
51,51,"Pat Perez",27,41.1,30,73,1.67,"LeftTendency",2008
52,52,"Tag Ridings",29,41.3,38,92,2.89,"LeftTendency",2008
53,53,"Steve Allan",21,41.4,29,70,3.1,"LeftTendency",2008
53,53,"Ken Duke",33,41.4,70,169,0.71,"LeftTendency",2008
55,55,"Boo Weekley",24,41.6,32,77,3.13,"LeftTendency",2008
56,56,"Kevin Streelman",32,41.8,66,158,1.36,"LeftTendency",2008
57,57,"Hunter Mahan",27,41.9,49,117,1.84,"LeftTendency",2008
58,58,"Travis Perkins",23,42.1,24,57,4.17,"LeftTendency",2008
59,59,"Scott Sterling",28,42.2,38,90,2.37,"LeftTendency",2008
60,60,"Angel Cabrera",17,42.3,41,97,0.24,"LeftTendency",2008
60,60,"Jason Gore",33,42.3,41,97,1.46,"LeftTendency",2008
62,62,"Daniel Chopra",27,42.6,43,101,3.49,"LeftTendency",2008
62,62,"Stewart Cink",23,42.6,63,148,2.22,"LeftTendency",2008
62,62,"Frank Lickliter II",32,42.6,63,148,0.48,"LeftTendency",2008
65,65,"Chad Campbell",28,42.7,53,124,1.89,"LeftTendency",2008
65,65,"Steve Elkington",25,42.7,32,75,0.63,"LeftTendency",2008
67,67,"Bart Bryant",23,42.9,15,35,2.67,"LeftTendency",2008
67,67,"Martin Laird",29,42.9,73,170,1.78,"LeftTendency",2008
67,67,"Chez Reavie",30,42.9,39,91,1.79,"LeftTendency",2008
67,67,"Andres Romero",20,42.9,57,133,2.11,"LeftTendency",2008
71,71,"Chris DiMarco",29,43.1,47,109,1.28,"LeftTendency",2008
72,72,"Michael Allen",28,43.2,41,95,1.46,"LeftTendency",2008
72,72,"Rich Beem",29,43.2,41,95,0.24,"LeftTendency",2008
74,74,"Rory Sabbatini",23,43.3,45,104,1.33,"LeftTendency",2008
75,75,"Bubba Watson",29,43.7,55,126,-0.36,"LeftTendency",2008
76,76,"Jay Williamson",33,44,44,100,2.27,"LeftTendency",2008
77,77,"Ernie Els",16,44.2,42,95,2.14,"LeftTendency",2008
77,77,"Brenden Pappas",24,44.2,42,95,-0.71,"LeftTendency",2008
79,79,"Greg Kraft",21,44.3,31,70,4.84,"LeftTendency",2008
80,80,"Brad Elder",23,44.6,33,74,1.82,"LeftTendency",2008
80,80,"JP Hayes",26,44.6,25,56,3.6,"LeftTendency",2008
80,80,"Jimmy Walker",24,44.6,45,101,2.44,"LeftTendency",2008
83,83,"Stephen Ames",24,44.8,52,116,1.54,"LeftTendency",2008
84,84,"Justin Leonard",25,44.9,40,89,3.25,"LeftTendency",2008
85,85,"Bill Haas",31,45.5,45,99,0.44,"LeftTendency",2008
85,85,"Scott McCarron",22,45.5,30,66,2.33,"LeftTendency",2008
87,87,"Ben Crane",25,45.6,41,90,1.95,"LeftTendency",2008
87,87,"Kent Jones",23,45.6,36,79,1.94,"LeftTendency",2008
87,87,"Adam Scott",15,45.6,36,79,3.33,"LeftTendency",2008
90,90,"Mike Weir",26,45.7,53,116,1.51,"LeftTendency",2008
