"Last5EventsPutting_RANKTHISWEEK_2013","Last5EventsPutting_RANKLASTWEEK_2013","Last5EventsPutting_PLAYERNAME_2013","Last5EventsPutting_EVENTS_2013","Last5EventsPutting_RATING_2013","stat_name","year"
1,1,"Paul Haley II",1,9.3,"Last5EventsPutting",2013
1,1,"Kevin Kisner",1,9.3,"Last5EventsPutting",2013
3,3,"Kelly Kraft",2,8.9,"Last5EventsPutting",2013
3,3,"Billy Mayfair",1,8.9,"Last5EventsPutting",2013
3,3,"Ted Potter Jr",1,8.9,"Last5EventsPutting",2013
3,3,"Joey Snyder III",1,8.9,"Last5EventsPutting",2013
7,7,"Shane Bertsch",1,8.8,"Last5EventsPutting",2013
7,7,"David Lingmerth",1,8.8,"Last5EventsPutting",2013
9,9,"Matt Bettencourt",1,8.7,"Last5EventsPutting",2013
9,9,"Chris DiMarco",2,8.7,"Last5EventsPutting",2013
9,9,"Brian Harman",1,8.7,"Last5EventsPutting",2013
9,9,"Matt Jones",3,8.7,"Last5EventsPutting",2013
13,13,"Woody Austin",1,8.6,"Last5EventsPutting",2013
13,13,"Rickie Fowler",3,8.6,"Last5EventsPutting",2013
13,13,"Doug LaBelle II",2,8.6,"Last5EventsPutting",2013
13,13,"Danny Lee",1,8.6,"Last5EventsPutting",2013
13,13,"Troy Matteson",2,8.6,"Last5EventsPutting",2013
18,18,"Jason Bohn",3,8.5,"Last5EventsPutting",2013
18,18,"Steven Bowditch",3,8.5,"Last5EventsPutting",2013
18,18,"Brad Fritsch",1,8.5,"Last5EventsPutting",2013
18,18,"Miguel Angel Jimenez",1,8.5,"Last5EventsPutting",2013
18,18,"Skip Kendall",1,8.5,"Last5EventsPutting",2013
18,18,"Paul Lawrie",1,8.5,"Last5EventsPutting",2013
18,18,"Seung Yul Noh",1,8.5,"Last5EventsPutting",2013
18,18,"Rod Pampling",1,8.5,"Last5EventsPutting",2013
18,18,"Steve Stricker",4,8.5,"Last5EventsPutting",2013
27,27,"Ryan Blaum",1,8.4,"Last5EventsPutting",2013
27,27,"Andres Gonzales",1,8.4,"Last5EventsPutting",2013
27,27,"Nathan Green",2,8.4,"Last5EventsPutting",2013
27,27,"JB Holmes",1,8.4,"Last5EventsPutting",2013
27,27,"Freddie Jacobson",1,8.4,"Last5EventsPutting",2013
27,27,"Michael Kim",1,8.4,"Last5EventsPutting",2013
27,27,"Kevin Na",1,8.4,"Last5EventsPutting",2013
27,27,"Jordan Spieth",5,8.4,"Last5EventsPutting",2013
27,27,"Shawn Stefani",3,8.4,"Last5EventsPutting",2013
36,36,"Aaron Baddeley",2,8.3,"Last5EventsPutting",2013
36,36,"Todd Baek",1,8.3,"Last5EventsPutting",2013
36,36,"Bart Bryant",1,8.3,"Last5EventsPutting",2013
36,36,"Retief Goosen",3,8.3,"Last5EventsPutting",2013
36,36,"James Hahn",1,8.3,"Last5EventsPutting",2013
36,36,"Chris Kirk",3,8.3,"Last5EventsPutting",2013
36,36,"Marc Leishman",3,8.3,"Last5EventsPutting",2013
36,36,"Rory McIlroy",4,8.3,"Last5EventsPutting",2013
36,36,"Francesco Molinari",1,8.3,"Last5EventsPutting",2013
36,36,"Webb Simpson",5,8.3,"Last5EventsPutting",2013
36,36,"Toru Taniguchi",1,8.3,"Last5EventsPutting",2013
36,36,"David Toms",1,8.3,"Last5EventsPutting",2013
36,36,"Cameron Tringale",4,8.3,"Last5EventsPutting",2013
36,36,"Mike Weir",2,8.3,"Last5EventsPutting",2013
36,36,"YE Yang",2,8.3,"Last5EventsPutting",2013
51,51,"Thomas Bjorn",1,8.2,"Last5EventsPutting",2013
51,51,"Chad Campbell",3,8.2,"Last5EventsPutting",2013
51,51,"Patrick Cantlay",1,8.2,"Last5EventsPutting",2013
51,51,"Erik Compton",2,8.2,"Last5EventsPutting",2013
51,51,"Jamie Donaldson",1,8.2,"Last5EventsPutting",2013
