"CareerEarnings_RANKTHISWEEK_2005","CareerEarnings_RANKLASTWEEK_2005","CareerEarnings_PLAYERNAME_2005","CareerEarnings__2005","CareerEarnings_MONEY_2005","stat_name","year"
66,66,"Mark Brooks",NA,8660925,"CareerEarnings",2005
67,67,"Rory Sabbatini",NA,8645195,"CareerEarnings",2005
68,68,"John Daly",NA,8612616,"CareerEarnings",2005
69,69,"Frank Lickliter II",NA,8490940,"CareerEarnings",2005
70,70,"Andrew Magee",NA,8447804,"CareerEarnings",2005
71,71,"Kevin Sutherland",NA,8400328,"CareerEarnings",2005
72,72,"Carlos Franco",NA,8306701,"CareerEarnings",2005
73,73,"Bernhard Langer",NA,8249555,"CareerEarnings",2005
74,74,"Steve Stricker",NA,8230692,"CareerEarnings",2005
75,75,"Dan Forsman",NA,8216229,"CareerEarnings",2005
76,76,"Tom Pernice Jr",NA,8206146,"CareerEarnings",2005
77,77,"Craig Parry",NA,8111863,"CareerEarnings",2005
78,78,"Steve Pate",NA,8018208,"CareerEarnings",2005
79,79,"Chris Riley",NA,7999316,"CareerEarnings",2005
80,80,"Adam Scott",NA,7998359,"CareerEarnings",2005
81,81,"Peter Jacobsen",NA,7753553,"CareerEarnings",2005
82,82,"Joe Durant",NA,7616887,"CareerEarnings",2005
83,83,"Curtis Strange",NA,7599951,"CareerEarnings",2005
84,84,"Glen Day",NA,7370094,"CareerEarnings",2005
85,85,"Larry Mize",NA,7310702,"CareerEarnings",2005
86,86,"Olin Browne",NA,7272880,"CareerEarnings",2005
87,87,"Woody Austin",NA,7136188,"CareerEarnings",2005
88,88,"Ben Crenshaw",NA,7091166,"CareerEarnings",2005
89,89,"Robert Gamez",NA,7086932,"CareerEarnings",2005
90,90,"Skip Kendall",NA,7068382,"CareerEarnings",2005
91,91,"Padraig Harrington",NA,6975365,"CareerEarnings",2005
92,92,"JL Lewis",NA,6968852,"CareerEarnings",2005
93,93,"Chris Perry",NA,6866671,"CareerEarnings",2005
94,94,"Bill Glasson",NA,6784687,"CareerEarnings",2005
95,95,"Scott Simpson",NA,6778273,"CareerEarnings",2005
96,96,"Len Mattiace",NA,6645592,"CareerEarnings",2005
97,97,"Brent Geiberger",NA,6526554,"CareerEarnings",2005
98,98,"Bruce Lietzke",NA,6474794,"CareerEarnings",2005
99,99,"Lanny Wadkins",NA,6355681,"CareerEarnings",2005
100,100,"Harrison Frazar",NA,6347612,"CareerEarnings",2005
101,101,"Rich Beem",NA,6205058,"CareerEarnings",2005
102,102,"Chip Beck",NA,6199550,"CareerEarnings",2005
103,103,"Steve Jones",NA,6176170,"CareerEarnings",2005
104,104,"Tommy Armour III",NA,6170976,"CareerEarnings",2005
105,105,"Geoff Ogilvy",NA,6128354,"CareerEarnings",2005
106,106,"Tom Byrum",NA,6126619,"CareerEarnings",2005
107,107,"Darren Clarke",NA,6088933,"CareerEarnings",2005
108,108,"Nick Faldo",NA,6045627,"CareerEarnings",2005
109,109,"Luke Donald",NA,6000902,"CareerEarnings",2005
110,110,"Hale Irwin",NA,5966031,"CareerEarnings",2005
111,111,"Jim Gallagher Jr",NA,5943105,"CareerEarnings",2005
112,112,"Ben Crane",NA,5834434,"CareerEarnings",2005
113,113,"Neal Lancaster",NA,5829861,"CareerEarnings",2005
114,114,"Fuzzy Zoeller",NA,5803343,"CareerEarnings",2005
115,115,"Jack Nicklaus",NA,5734031,"CareerEarnings",2005
116,116,"Briny Baird",NA,5728098,"CareerEarnings",2005
117,117,"Robert Damron",NA,5688916,"CareerEarnings",2005
118,118,"David Peoples",NA,5677702,"CareerEarnings",2005
119,119,"Jay Don Blake",NA,5555470,"CareerEarnings",2005
120,120,"Russ Cochran",NA,5529494,"CareerEarnings",2005
121,121,"Paul Stankowski",NA,5460771,"CareerEarnings",2005
122,122,"Tim Petrovic",NA,5457237,"CareerEarnings",2005
123,123,"Peter Lonard",NA,5449879,"CareerEarnings",2005
124,124,"John Rollins",NA,5328553,"CareerEarnings",2005
125,125,"Tim Clark",NA,5326277,"CareerEarnings",2005
126,126,"Raymond Floyd",NA,5323075,"CareerEarnings",2005
127,127,"Mark McCumber",NA,5309688,"CareerEarnings",2005
128,128,"Brandt Jobe",NA,5296427,"CareerEarnings",2005
129,129,"Gil Morgan",NA,5259164,"CareerEarnings",2005
130,130,"Rod Pampling",NA,5210893,"CareerEarnings",2005
131,131,"Blaine McCallister",NA,5183758,"CareerEarnings",2005
132,132,"Bart Bryant",NA,5141901,"CareerEarnings",2005
133,133,"JP Hayes",NA,5137611,"CareerEarnings",2005
134,134,"Notah Begay III",NA,4982854,"CareerEarnings",2005
135,135,"Dennis Paulson",NA,4977451,"CareerEarnings",2005
136,136,"Brett Quigley",NA,4836628,"CareerEarnings",2005
137,137,"Paul Goydos",NA,4794458,"CareerEarnings",2005
138,138,"Jonathan Byrd",NA,4774969,"CareerEarnings",2005
139,139,"DA Weibring",NA,4770705,"CareerEarnings",2005
140,140,"Shaun Micheel",NA,4759984,"CareerEarnings",2005
141,141,"David Edwards",NA,4756834,"CareerEarnings",2005
142,142,"Jim Carter",NA,4737493,"CareerEarnings",2005
143,143,"Wayne Levi",NA,4723768,"CareerEarnings",2005
144,144,"Mike Reid",NA,4686774,"CareerEarnings",2005
145,145,"Gene Sauers",NA,4647669,"CareerEarnings",2005
146,146,"Brian Gay",NA,4565156,"CareerEarnings",2005
147,147,"Matt Gogel",NA,4487986,"CareerEarnings",2005
148,148,"Joe Ogilvie",NA,4460881,"CareerEarnings",2005
149,149,"Chris Smith",NA,4412137,"CareerEarnings",2005
150,150,"Heath Slocum",NA,4399118,"CareerEarnings",2005
151,151,"Grant Waite",NA,4392286,"CareerEarnings",2005
152,152,"Carl Pettersson",NA,4360616,"CareerEarnings",2005
153,153,"Mark Wiebe",NA,4314460,"CareerEarnings",2005
154,154,"Cameron Beckman",NA,4285096,"CareerEarnings",2005
155,155,"Joel Edwards",NA,4274655,"CareerEarnings",2005
156,156,"Zach Johnson",NA,4271126,"CareerEarnings",2005
157,157,"Mark Hensby",NA,4199710,"CareerEarnings",2005
158,158,"Tom Purtzer",NA,4192268,"CareerEarnings",2005
159,159,"Mike Hulbert",NA,4177238,"CareerEarnings",2005
160,160,"Colin Montgomerie",NA,4167826,"CareerEarnings",2005
161,161,"JJ Henry",NA,4102104,"CareerEarnings",2005
162,162,"Brandel Chamblee",NA,4018410,"CareerEarnings",2005
163,163,"Rick Fehr",NA,4012299,"CareerEarnings",2005
164,164,"Pat Perez",NA,4011679,"CareerEarnings",2005
165,165,"Donnie Hammond",NA,3955367,"CareerEarnings",2005
166,166,"Ted Purdy",NA,3953905,"CareerEarnings",2005
167,167,"John Mahaffey",NA,3876852,"CareerEarnings",2005
168,168,"Ted Tryba",NA,3853236,"CareerEarnings",2005
169,169,"Larry Nelson",NA,3827401,"CareerEarnings",2005
170,170,"Greg Kraft",NA,3813122,"CareerEarnings",2005
171,171,"Ken Green",NA,3745345,"CareerEarnings",2005
172,172,"Thomas Bjorn",NA,3687059,"CareerEarnings",2005
173,173,"Todd Hamilton",NA,3670867,"CareerEarnings",2005
174,174,"Craig Barlow",NA,3620787,"CareerEarnings",2005
175,175,"Nolan Henke",NA,3606563,"CareerEarnings",2005
176,176,"Jay Williamson",NA,3591304,"CareerEarnings",2005
177,177,"Esteban Toledo",NA,3578507,"CareerEarnings",2005
178,178,"Greg Chalmers",NA,3575097,"CareerEarnings",2005
179,179,"Brad Bryant",NA,3558804,"CareerEarnings",2005
180,180,"Andy Bean",NA,3531780,"CareerEarnings",2005
181,181,"Lee Trevino",NA,3478328,"CareerEarnings",2005
182,182,"Franklin Langham",NA,3442531,"CareerEarnings",2005
183,183,"Tim Simpson",NA,3406017,"CareerEarnings",2005
184,184,"Tommy Tolles",NA,3387665,"CareerEarnings",2005
185,185,"Hidemichi Tanaka",NA,3369607,"CareerEarnings",2005
186,186,"Bo Van Pelt",NA,3369344,"CareerEarnings",2005
187,187,"Craig Perks",NA,3350371,"CareerEarnings",2005
188,188,"Justin Rose",NA,3327401,"CareerEarnings",2005
189,189,"Don Pooley",NA,3296615,"CareerEarnings",2005
190,190,"Phil Blackmar",NA,3245909,"CareerEarnings",2005
191,191,"Bob Burns",NA,3239253,"CareerEarnings",2005
192,192,"Brian Henninger",NA,3220007,"CareerEarnings",2005
193,193,"Jose Coceres",NA,3215472,"CareerEarnings",2005
194,194,"Alex Cejka",NA,3205519,"CareerEarnings",2005
195,195,"Fulton Allem",NA,3144319,"CareerEarnings",2005
196,196,"Dan Pohl",NA,3112263,"CareerEarnings",2005
197,197,"Ronnie Black",NA,3070281,"CareerEarnings",2005
198,198,"Michael Bradley",NA,3065017,"CareerEarnings",2005
199,199,"Jay Delsing",NA,3052550,"CareerEarnings",2005
200,200,"Bob Gilder",NA,3032108,"CareerEarnings",2005
201,201,"Phil Tataurangi",NA,3022048,"CareerEarnings",2005
202,202,"Vaughn Taylor",NA,3004007,"CareerEarnings",2005
203,203,"Jeff Brehaut",NA,2945727,"CareerEarnings",2005
204,204,"Freddie Jacobson",NA,2923309,"CareerEarnings",2005
205,205,"Michael Campbell",NA,2910313,"CareerEarnings",2005
206,206,"Matt Kuchar",NA,2898484,"CareerEarnings",2005
207,207,"Arron Oberholser",NA,2897095,"CareerEarnings",2005
208,208,"Frank Nobilo",NA,2875836,"CareerEarnings",2005
209,209,"Ryan Palmer",NA,2872346,"CareerEarnings",2005
210,210,"David Ogrin",NA,2848159,"CareerEarnings",2005
211,211,"Bobby Wadkins",NA,2822418,"CareerEarnings",2005
212,212,"Jodie Mudd",NA,2806955,"CareerEarnings",2005
213,213,"Bob May",NA,2755951,"CareerEarnings",2005
214,214,"Johnny Miller",NA,2747484,"CareerEarnings",2005
215,215,"John Senden",NA,2733810,"CareerEarnings",2005
216,216,"Doug Tewell",NA,2723711,"CareerEarnings",2005
217,217,"Howard Twitty",NA,2713551,"CareerEarnings",2005
218,218,"Lee Westwood",NA,2702299,"CareerEarnings",2005
219,219,"Scott Dunlap",NA,2700250,"CareerEarnings",2005
220,220,"Stephen Leaney",NA,2680985,"CareerEarnings",2005
221,221,"Willie Wood",NA,2675872,"CareerEarnings",2005
222,222,"Jim McGovern",NA,2669212,"CareerEarnings",2005
223,223,"Aaron Baddeley",NA,2663865,"CareerEarnings",2005
224,224,"Hank Kuehne",NA,2662210,"CareerEarnings",2005
225,225,"Sandy Lyle",NA,2648861,"CareerEarnings",2005
226,226,"Brad Fabel",NA,2636911,"CareerEarnings",2005
227,227,"Scott Gump",NA,2635137,"CareerEarnings",2005
228,228,"Carl Paulson",NA,2633179,"CareerEarnings",2005
229,229,"Lucas Glover",NA,2630050,"CareerEarnings",2005
230,230,"Kent Jones",NA,2624749,"CareerEarnings",2005
231,231,"Mike Springer",NA,2596451,"CareerEarnings",2005
232,232,"Hubert Green",NA,2591959,"CareerEarnings",2005
233,233,"Tom Scherrer",NA,2552640,"CareerEarnings",2005
234,234,"Ben Curtis",NA,2536418,"CareerEarnings",2005
235,235,"Patrick Sheehan",NA,2527401,"CareerEarnings",2005
236,236,"Marco Dawson",NA,2486669,"CareerEarnings",2005
237,237,"Sean OHair",NA,2461482,"CareerEarnings",2005
238,238,"Jason Bohn",NA,2456498,"CareerEarnings",2005
239,239,"Gary Hallberg",NA,2440321,"CareerEarnings",2005
240,240,"Bob Lohr",NA,2417060,"CareerEarnings",2005
241,241,"Glen Hnatiuk",NA,2410023,"CareerEarnings",2005
242,242,"Dave Barr",NA,2404793,"CareerEarnings",2005
243,243,"Brian Watts",NA,2371525,"CareerEarnings",2005
244,244,"Keith Clearwater",NA,2365698,"CareerEarnings",2005
245,245,"Dicky Pride",NA,2359362,"CareerEarnings",2005
246,246,"Spike McRoy",NA,2343091,"CareerEarnings",2005
247,247,"Doug Barron",NA,2336054,"CareerEarnings",2005
248,248,"Billy Ray Brown",NA,2330389,"CareerEarnings",2005
249,249,"Omar Uresti",NA,2311656,"CareerEarnings",2005
250,250,"Calvin Peete",NA,2302363,"CareerEarnings",2005
251,251,"Mike Sullivan",NA,2301255,"CareerEarnings",2005
252,252,"Lennie Clements",NA,2280766,"CareerEarnings",2005
253,253,"Ed Fiori",NA,2270198,"CareerEarnings",2005
254,254,"Tom Weiskopf",NA,2241687,"CareerEarnings",2005
255,255,"Per Ulrik Johansson",NA,2234912,"CareerEarnings",2005
256,256,"Steve Allan",NA,2225917,"CareerEarnings",2005
257,257,"Brian Claar",NA,2225850,"CareerEarnings",2005
258,258,"David Gossett",NA,2215524,"CareerEarnings",2005
259,259,"Michael Allen",NA,2215061,"CareerEarnings",2005
260,260,"Roger Maltbie",NA,2212879,"CareerEarnings",2005
261,261,"JC Snead",NA,2197545,"CareerEarnings",2005
262,262,"Brenden Pappas",NA,2195574,"CareerEarnings",2005
263,263,"Todd Fischer",NA,2193492,"CareerEarnings",2005
264,264,"David Sutherland",NA,2186462,"CareerEarnings",2005
265,265,"Bradley Hughes",NA,2162580,"CareerEarnings",2005
266,266,"Clarence Rose",NA,2155380,"CareerEarnings",2005
267,267,"Robin Freeman",NA,2154387,"CareerEarnings",2005
268,268,"Pete Jordan",NA,2133719,"CareerEarnings",2005
269,269,"Dean Wilson",NA,2108987,"CareerEarnings",2005
270,270,"Ian Baker Finch",NA,2078743,"CareerEarnings",2005
271,271,"Angel Cabrera",NA,2077819,"CareerEarnings",2005
272,272,"Wayne Grady",NA,2077433,"CareerEarnings",2005
273,273,"Gabriel Hjertstedt",NA,2077026,"CareerEarnings",2005
274,274,"John Adams",NA,2019582,"CareerEarnings",2005
275,275,"Larry Rinker",NA,2007824,"CareerEarnings",2005
276,276,"Kevin Na",NA,1996362,"CareerEarnings",2005
277,277,"Ian Leggatt",NA,1970412,"CareerEarnings",2005
278,278,"Mike Donald",NA,1970260,"CareerEarnings",2005
279,279,"Trevor Dodds",NA,1940834,"CareerEarnings",2005
280,280,"Jim Thorpe",NA,1935566,"CareerEarnings",2005
281,281,"Brian Bateman",NA,1923342,"CareerEarnings",2005
282,282,"Thomas Levet",NA,1917096,"CareerEarnings",2005
283,283,"Dave Rummells",NA,1909430,"CareerEarnings",2005
284,284,"David Graham",NA,1888731,"CareerEarnings",2005
285,285,"Arnold Palmer",NA,1861857,"CareerEarnings",2005
286,286,"Mike Heinen",NA,1848216,"CareerEarnings",2005
287,287,"Richard Zokol",NA,1840397,"CareerEarnings",2005
288,288,"Seve Ballesteros",NA,1840357,"CareerEarnings",2005
289,289,"Mike Standly",NA,1834597,"CareerEarnings",2005
290,290,"Gary Player",NA,1834482,"CareerEarnings",2005
291,291,"Leonard Thompson",NA,1819028,"CareerEarnings",2005
292,292,"Bill Britton",NA,1814615,"CareerEarnings",2005
293,293,"Garrett Willis",NA,1813193,"CareerEarnings",2005
294,294,"Mark Lye",NA,1800654,"CareerEarnings",2005
295,295,"George Burns",NA,1781090,"CareerEarnings",2005
296,296,"Mike Sposa",NA,1772945,"CareerEarnings",2005
297,297,"Kelly Gibson",NA,1751957,"CareerEarnings",2005
298,298,"John Riegger",NA,1713462,"CareerEarnings",2005
299,299,"Richard Johnson",NA,1709568,"CareerEarnings",2005
300,300,"Morris Hatalsky",NA,1707280,"CareerEarnings",2005
301,301,"Bruce Fleisher",NA,1695111,"CareerEarnings",2005
302,302,"Billy Casper",NA,1691583,"CareerEarnings",2005
303,303,"Miguel Angel Jimenez",NA,1687652,"CareerEarnings",2005
304,304,"Ian Woosnam",NA,1670059,"CareerEarnings",2005
305,305,"Paul Gow",NA,1660146,"CareerEarnings",2005
306,306,"Dave Stockton Jr",NA,1658498,"CareerEarnings",2005
307,307,"Daniel Chopra",NA,1656621,"CareerEarnings",2005
308,308,"Michael Clark II",NA,1643050,"CareerEarnings",2005
309,309,"Bob Murphy",NA,1642330,"CareerEarnings",2005
310,310,"Ted Schulz",NA,1638795,"CareerEarnings",2005
311,311,"Jerry Pate",NA,1634246,"CareerEarnings",2005
312,312,"David Berganio Jr",NA,1633897,"CareerEarnings",2005
313,313,"Gary Koch",NA,1629482,"CareerEarnings",2005
314,314,"Lon Hinkle",NA,1607691,"CareerEarnings",2005
315,315,"Kenny Knox",NA,1607180,"CareerEarnings",2005
316,316,"Gene Littler",NA,1584210,"CareerEarnings",2005
317,317,"Jack Renner",NA,1579090,"CareerEarnings",2005
318,318,"Curt Byrum",NA,1576535,"CareerEarnings",2005
319,319,"Miller Barber",NA,1564204,"CareerEarnings",2005
320,320,"Mark Hayes",NA,1555739,"CareerEarnings",2005
321,321,"Jim Colbert",NA,1553136,"CareerEarnings",2005
322,322,"Brad Elder",NA,1549780,"CareerEarnings",2005
323,323,"Tag Ridings",NA,1546349,"CareerEarnings",2005
324,324,"Bob Eastwood",NA,1546106,"CareerEarnings",2005
325,325,"Keith Fergus",NA,1546009,"CareerEarnings",2005
326,326,"Edward Fryatt",NA,1509321,"CareerEarnings",2005
327,327,"Hunter Mahan",NA,1508956,"CareerEarnings",2005
328,328,"Buddy Gardner",NA,1491943,"CareerEarnings",2005
329,329,"John Maginnes",NA,1474747,"CareerEarnings",2005
330,330,"Guy Boros",NA,1455526,"CareerEarnings",2005
331,331,"Arjun Atwal",NA,1453327,"CareerEarnings",2005
332,332,"Bobby Clampett",NA,1423000,"CareerEarnings",2005
333,333,"Robert Wrenn",NA,1422635,"CareerEarnings",2005
334,334,"Greg Owen",NA,1408351,"CareerEarnings",2005
335,335,"Billy Kratzert",NA,1396819,"CareerEarnings",2005
336,336,"Mark Wilson",NA,1391030,"CareerEarnings",2005
337,337,"Pat Bates",NA,1390991,"CareerEarnings",2005
338,338,"Mathew Goggin",NA,1388378,"CareerEarnings",2005
339,339,"Jean Van de Velde",NA,1385861,"CareerEarnings",2005
340,340,"Niclas Fasth",NA,1385810,"CareerEarnings",2005
341,341,"Bill Rogers",NA,1384710,"CareerEarnings",2005
342,342,"Bruce Crampton",NA,1376193,"CareerEarnings",2005
343,343,"Andy North",NA,1365530,"CareerEarnings",2005
344,344,"Ed Dougherty",NA,1323769,"CareerEarnings",2005
345,345,"Cliff Kresge",NA,1319625,"CareerEarnings",2005
346,346,"Tom Sieckmann",NA,1310647,"CareerEarnings",2005
347,347,"Dave Stockton",NA,1303281,"CareerEarnings",2005
348,348,"Denis Watson",NA,1288621,"CareerEarnings",2005
349,349,"Barry Cheesman",NA,1285205,"CareerEarnings",2005
350,350,"Jason Gore",NA,1280773,"CareerEarnings",2005
351,351,"Jerry Smith",NA,1268574,"CareerEarnings",2005
352,352,"Al Geiberger",NA,1265188,"CareerEarnings",2005
353,353,"John Morse",NA,1256570,"CareerEarnings",2005
354,354,"PH Horgan III",NA,1228505,"CareerEarnings",2005
355,355,"Lee Rinker",NA,1221129,"CareerEarnings",2005
356,356,"Danny Edwards",NA,1212304,"CareerEarnings",2005
357,357,"Brian Davis",NA,1202812,"CareerEarnings",2005
358,358,"Dan Halldorson",NA,1193929,"CareerEarnings",2005
359,359,"Charles Coody",NA,1187762,"CareerEarnings",2005
360,360,"Dave Eichelberger",NA,1186505,"CareerEarnings",2005
361,361,"Ian Poulter",NA,1181261,"CareerEarnings",2005
362,362,"Tony Sills",NA,1173361,"CareerEarnings",2005
363,363,"Paul Lawrie",NA,1168138,"CareerEarnings",2005
364,364,"Clark Dennis",NA,1154975,"CareerEarnings",2005
365,365,"Deane Pappas",NA,1144371,"CareerEarnings",2005
366,366,"Don January",NA,1140925,"CareerEarnings",2005
367,367,"Dave Hill",NA,1130420,"CareerEarnings",2005
368,368,"Dick Mast",NA,1123038,"CareerEarnings",2005
369,369,"Charles Warren",NA,1109100,"CareerEarnings",2005
370,370,"Mathias Gronberg",NA,1108990,"CareerEarnings",2005
371,371,"Wes Short Jr",NA,1105176,"CareerEarnings",2005
372,372,"John Inman",NA,1087947,"CareerEarnings",2005
373,373,"Gibby Gilbert",NA,1056506,"CareerEarnings",2005
374,374,"Mac OGrady",NA,1050779,"CareerEarnings",2005
375,375,"Rex Caldwell",NA,1043403,"CareerEarnings",2005
376,376,"Joey Snyder III",NA,1042696,"CareerEarnings",2005
377,377,"Chi Chi Rodriguez",NA,1037106,"CareerEarnings",2005
378,378,"Mike Smith",NA,1024313,"CareerEarnings",2005
379,379,"Lee Elder",NA,1020514,"CareerEarnings",2005
380,380,"Bobby Nichols",NA,993025,"CareerEarnings",2005
381,381,"Barry Jaeckel",NA,982408,"CareerEarnings",2005
382,382,"Jim Simons",NA,981056,"CareerEarnings",2005
383,383,"Isao Aoki",NA,960571,"CareerEarnings",2005
384,384,"Danny Ellis",NA,944638,"CareerEarnings",2005
385,385,"John Morgan",NA,930979,"CareerEarnings",2005
386,386,"Tommy Aaron",NA,925061,"CareerEarnings",2005
387,387,"Danny Briggs",NA,916591,"CareerEarnings",2005
388,388,"Pat McGowan",NA,915577,"CareerEarnings",2005
389,389,"Paul Casey",NA,914333,"CareerEarnings",2005
390,390,"Andre Stolz",NA,913148,"CareerEarnings",2005
391,391,"Phillip Price",NA,911444,"CareerEarnings",2005
392,392,"Bruce Devlin",NA,907069,"CareerEarnings",2005
393,393,"Mark Carnevale",NA,906925,"CareerEarnings",2005
394,394,"Sean Murphy",NA,898386,"CareerEarnings",2005
395,395,"James Driscoll",NA,891392,"CareerEarnings",2005
396,396,"Tom Gillis",NA,887669,"CareerEarnings",2005
397,397,"Scott Hend",NA,887510,"CareerEarnings",2005
398,398,"Ben Bates",NA,882422,"CareerEarnings",2005
399,399,"Trevor Immelman",NA,872306,"CareerEarnings",2005
400,400,"Jerry McGee",NA,871753,"CareerEarnings",2005
401,401,"Ed Sneed",NA,860268,"CareerEarnings",2005
402,402,"Graeme McDowell",NA,855889,"CareerEarnings",2005
403,403,"Jimmy Green",NA,849456,"CareerEarnings",2005
404,404,"Darron Stiles",NA,846520,"CareerEarnings",2005
405,405,"David Morland IV",NA,840347,"CareerEarnings",2005
406,406,"Bill Sander",NA,823428,"CareerEarnings",2005
407,407,"Ron Streck",NA,817211,"CareerEarnings",2005
408,408,"DJ Trahan",NA,814184,"CareerEarnings",2005
409,409,"Grier Jones",NA,803189,"CareerEarnings",2005
410,410,"Gay Brewer",NA,800914,"CareerEarnings",2005
411,411,"Brent Schwarzrock",NA,793917,"CareerEarnings",2005
412,412,"Craig Bowden",NA,791279,"CareerEarnings",2005
413,413,"Lance Ten Broeck",NA,790347,"CareerEarnings",2005
414,414,"Brett Wetterich",NA,786237,"CareerEarnings",2005
415,415,"Jerry Heard",NA,780746,"CareerEarnings",2005
416,416,"Doug Sanders",NA,772993,"CareerEarnings",2005
417,417,"Greg Twiggs",NA,767294,"CareerEarnings",2005
418,418,"Frank Conner",NA,750733,"CareerEarnings",2005
419,419,"Peter Oosterhuis",NA,736692,"CareerEarnings",2005
420,420,"Joe Inman",NA,729249,"CareerEarnings",2005
421,421,"Tripp Isenhour",NA,726413,"CareerEarnings",2005
422,422,"Ryan Moore",NA,686250,"CareerEarnings",2005
423,423,"Tjaart van der Walt",NA,682843,"CareerEarnings",2005
424,424,"Mike McCullough",NA,682511,"CareerEarnings",2005
425,425,"Nick Watney",NA,678624,"CareerEarnings",2005
426,426,"Rod Curl",NA,677009,"CareerEarnings",2005
427,427,"Stan Utley",NA,674546,"CareerEarnings",2005
428,428,"Homero Blancas",NA,671251,"CareerEarnings",2005
429,429,"Gary McCord",NA,662359,"CareerEarnings",2005
430,430,"Ryuji Imada",NA,657821,"CareerEarnings",2005
