"SandSavesfrom1020yards_RANKTHISWEEK_2014","SandSavesfrom1020yards_RANKLASTWEEK_2014","SandSavesfrom1020yards_PLAYERNAME_2014","SandSavesfrom1020yards_ROUNDS_2014","SandSavesfrom1020yards_Pct_2014","SandSavesfrom1020yards_OFSAVES_2014","SandSavesfrom1020yards_OFBUNKERS_2014","stat_name","year"
1,1,"Jason Day",54,79.41,27,34,"SandSavesfrom1020yards",2014
2,2,"Heath Slocum",71,72.34,34,47,"SandSavesfrom1020yards",2014
3,3,"Gonzalo Fdez Castano",83,70.27,52,74,"SandSavesfrom1020yards",2014
4,4,"Jonas Blixt",64,70.21,33,47,"SandSavesfrom1020yards",2014
5,5,"Harris English",95,69.81,37,53,"SandSavesfrom1020yards",2014
6,6,"Matt Kuchar",91,69.23,45,65,"SandSavesfrom1020yards",2014
7,7,"Phil Mickelson",71,67.69,44,65,"SandSavesfrom1020yards",2014
8,8,"Keegan Bradley",89,67.27,37,55,"SandSavesfrom1020yards",2014
9,9,"Kevin Na",94,66.23,51,77,"SandSavesfrom1020yards",2014
10,10,"Vijay Singh",83,65.75,48,73,"SandSavesfrom1020yards",2014
11,11,"Tim Clark",75,65.52,38,58,"SandSavesfrom1020yards",2014
12,12,"Justin Leonard",75,65.45,36,55,"SandSavesfrom1020yards",2014
13,13,"KJ Choi",80,65.22,45,69,"SandSavesfrom1020yards",2014
13,13,"David Hearn",97,65.22,45,69,"SandSavesfrom1020yards",2014
15,15,"Webb Simpson",87,65,39,60,"SandSavesfrom1020yards",2014
15,15,"Charlie Wi",72,65,39,60,"SandSavesfrom1020yards",2014
17,17,"Retief Goosen",94,64.71,33,51,"SandSavesfrom1020yards",2014
17,17,"Brendon Todd",108,64.71,55,85,"SandSavesfrom1020yards",2014
19,19,"Chad Campbell",57,64.52,20,31,"SandSavesfrom1020yards",2014
20,20,"John Huh",87,64.41,38,59,"SandSavesfrom1020yards",2014
21,21,"Brian Harman",111,63.86,53,83,"SandSavesfrom1020yards",2014
22,22,"Graeme McDowell",66,63.64,28,44,"SandSavesfrom1020yards",2014
23,23,"Andres Romero",81,63.33,38,60,"SandSavesfrom1020yards",2014
23,23,"Tyrone Van Aswegen",79,63.33,38,60,"SandSavesfrom1020yards",2014
25,25,"Chad Collins",78,62.9,39,62,"SandSavesfrom1020yards",2014
26,26,"Brice Garnett",92,62.69,42,67,"SandSavesfrom1020yards",2014
27,27,"Adam Scott",68,62.5,40,64,"SandSavesfrom1020yards",2014
28,28,"Brian Gay",81,62.32,43,69,"SandSavesfrom1020yards",2014
28,28,"Russell Knox",92,62.32,43,69,"SandSavesfrom1020yards",2014
28,28,"Patrick Reed",92,62.32,43,69,"SandSavesfrom1020yards",2014
31,31,"Bud Cauley",56,62.07,18,29,"SandSavesfrom1020yards",2014
31,31,"Jordan Spieth",102,62.07,54,87,"SandSavesfrom1020yards",2014
33,33,"Josh Teater",90,61.76,42,68,"SandSavesfrom1020yards",2014
34,34,"Martin Kaymer",65,61.54,32,52,"SandSavesfrom1020yards",2014
35,35,"Sergio Garcia",61,61.11,22,36,"SandSavesfrom1020yards",2014
35,35,"Scott Langley",95,61.11,44,72,"SandSavesfrom1020yards",2014
37,37,"Jim Furyk",84,60.98,25,41,"SandSavesfrom1020yards",2014
38,38,"Greg Chalmers",85,60.76,48,79,"SandSavesfrom1020yards",2014
39,39,"Rickie Fowler",91,60,33,55,"SandSavesfrom1020yards",2014
40,40,"Brian Stuard",91,59.68,37,62,"SandSavesfrom1020yards",2014
41,41,"Jason Dufner",57,59.46,22,37,"SandSavesfrom1020yards",2014
42,42,"Richard Lee",80,59.38,38,64,"SandSavesfrom1020yards",2014
43,43,"Ted Potter Jr",68,59.32,35,59,"SandSavesfrom1020yards",2014
44,44,"Hunter Mahan",88,59.26,48,81,"SandSavesfrom1020yards",2014
45,45,"Chris Kirk",105,59.21,45,76,"SandSavesfrom1020yards",2014
46,46,"James Driscoll",71,59.18,29,49,"SandSavesfrom1020yards",2014
47,47,"DH Lee",54,58.82,30,51,"SandSavesfrom1020yards",2014
47,47,"Tim Wilkinson",86,58.82,40,68,"SandSavesfrom1020yards",2014
47,47,"Mark Wilson",69,58.82,30,51,"SandSavesfrom1020yards",2014
50,50,"Spencer Levin",59,58.49,31,53,"SandSavesfrom1020yards",2014
51,51,"Mike Weir",69,58.33,35,60,"SandSavesfrom1020yards",2014
52,52,"Morgan Hoffmann",103,58.23,46,79,"SandSavesfrom1020yards",2014
52,52,"William McGirt",96,58.23,46,79,"SandSavesfrom1020yards",2014
54,54,"Bill Haas",107,58.21,39,67,"SandSavesfrom1020yards",2014
55,55,"Justin Rose",70,57.89,22,38,"SandSavesfrom1020yards",2014
56,56,"Zach Johnson",97,57.81,37,64,"SandSavesfrom1020yards",2014
56,56,"John Senden",99,57.81,37,64,"SandSavesfrom1020yards",2014
58,58,"Aaron Baddeley",74,57.63,34,59,"SandSavesfrom1020yards",2014
59,59,"Ken Duke",80,57.41,31,54,"SandSavesfrom1020yards",2014
60,60,"Rory Sabbatini",82,57.35,39,68,"SandSavesfrom1020yards",2014
61,61,"Troy Merritt",62,57.14,24,42,"SandSavesfrom1020yards",2014
61,61,"Carl Pettersson",91,57.14,48,84,"SandSavesfrom1020yards",2014
63,63,"Ryan Moore",86,56.86,29,51,"SandSavesfrom1020yards",2014
63,63,"Jhonattan Vegas",77,56.86,29,51,"SandSavesfrom1020yards",2014
65,65,"Briny Baird",50,56.82,25,44,"SandSavesfrom1020yards",2014
66,66,"Bronson La Cassie",51,56.76,21,37,"SandSavesfrom1020yards",2014
66,66,"Henrik Stenson",56,56.76,21,37,"SandSavesfrom1020yards",2014
68,68,"DA Points",75,56.6,30,53,"SandSavesfrom1020yards",2014
69,69,"Ben Curtis",77,56.52,26,46,"SandSavesfrom1020yards",2014
69,69,"Jimmy Walker",98,56.52,39,69,"SandSavesfrom1020yards",2014
71,71,"Steven Bowditch",93,56.25,45,80,"SandSavesfrom1020yards",2014
72,72,"Stuart Appleby",92,55.95,47,84,"SandSavesfrom1020yards",2014
73,73,"Brendon de Jonge",109,55.56,50,90,"SandSavesfrom1020yards",2014
73,73,"Cameron Tringale",111,55.56,50,90,"SandSavesfrom1020yards",2014
75,75,"Luke Donald",57,55.26,21,38,"SandSavesfrom1020yards",2014
75,75,"Hideki Matsuyama",82,55.26,42,76,"SandSavesfrom1020yards",2014
77,77,"Billy Hurley III",86,55,33,60,"SandSavesfrom1020yards",2014
78,78,"Trevor Immelman",84,54.93,39,71,"SandSavesfrom1020yards",2014
78,78,"Geoff Ogilvy",84,54.93,39,71,"SandSavesfrom1020yards",2014
80,80,"Rory McIlroy",66,54.9,28,51,"SandSavesfrom1020yards",2014
81,81,"Jason Bohn",81,54.88,45,82,"SandSavesfrom1020yards",2014
82,82,"Freddie Jacobson",91,54.55,42,77,"SandSavesfrom1020yards",2014
83,83,"Chris Stroud",88,54.29,38,70,"SandSavesfrom1020yards",2014
84,84,"Jerry Kelly",80,54.24,32,59,"SandSavesfrom1020yards",2014
85,85,"Graham DeLaet",80,53.85,28,52,"SandSavesfrom1020yards",2014
86,86,"Ian Poulter",57,53.57,30,56,"SandSavesfrom1020yards",2014
87,87,"Ben Crane",81,53.52,38,71,"SandSavesfrom1020yards",2014
88,88,"Ryo Ishikawa",75,53.49,23,43,"SandSavesfrom1020yards",2014
