"VictoryLeaders_RANKTHISWEEK_2013","VictoryLeaders_RANKLASTWEEK_2013","VictoryLeaders_PLAYERNAME_2013","VictoryLeaders_EVENTS_2013","VictoryLeaders_VICTORIES_2013","stat_name","year"
1,1,"Tiger Woods",16,5,"VictoryLeaders",2013
2,2,"Matt Kuchar",23,2,"VictoryLeaders",2013
2,2,"Phil Mickelson",21,2,"VictoryLeaders",2013
2,2,"Adam Scott",16,2,"VictoryLeaders",2013
2,2,"Brandt Snedeker",23,2,"VictoryLeaders",2013
2,2,"Henrik Stenson",18,2,"VictoryLeaders",2013
7,7,"Woody Austin",8,1,"VictoryLeaders",2013
7,7,"Sangmoon Bae",26,1,"VictoryLeaders",2013
7,7,"Jonas Blixt",24,1,"VictoryLeaders",2013
7,7,"Scott Brown",21,1,"VictoryLeaders",2013
7,7,"Jason Dufner",22,1,"VictoryLeaders",2013
7,7,"Ken Duke",28,1,"VictoryLeaders",2013
7,7,"Harris English",26,1,"VictoryLeaders",2013
7,7,"Derek Ernst",21,1,"VictoryLeaders",2013
7,7,"Brian Gay",24,1,"VictoryLeaders",2013
7,7,"Bill Haas",25,1,"VictoryLeaders",2013
7,7,"Russell Henley",24,1,"VictoryLeaders",2013
7,7,"Billy Horschel",26,1,"VictoryLeaders",2013
7,7,"Zach Johnson",24,1,"VictoryLeaders",2013
7,7,"Dustin Johnson",22,1,"VictoryLeaders",2013
7,7,"Martin Laird",21,1,"VictoryLeaders",2013
7,7,"Graeme McDowell",16,1,"VictoryLeaders",2013
7,7,"John Merrick",23,1,"VictoryLeaders",2013
7,7,"DA Points",28,1,"VictoryLeaders",2013
7,7,"Patrick Reed",26,1,"VictoryLeaders",2013
7,7,"Justin Rose",17,1,"VictoryLeaders",2013
7,7,"Jordan Spieth",23,1,"VictoryLeaders",2013
7,7,"Kevin Streelman",25,1,"VictoryLeaders",2013
7,7,"Michael Thompson",22,1,"VictoryLeaders",2013
7,7,"Boo Weekley",27,1,"VictoryLeaders",2013
7,7,"Gary Woodland",26,1,"VictoryLeaders",2013
32,32,"Brad Adamonis",2,NA,"VictoryLeaders",2013
32,32,"Blake Adams",2,NA,"VictoryLeaders",2013
32,32,"Joe Affrunti",5,NA,"VictoryLeaders",2013
32,32,"Thomas Aiken",2,NA,"VictoryLeaders",2013
32,32,"Steven Alker",2,NA,"VictoryLeaders",2013
32,32,"Steve Allan",1,NA,"VictoryLeaders",2013
32,32,"Robert Allenby",24,NA,"VictoryLeaders",2013
32,32,"Max Alverio",1,NA,"VictoryLeaders",2013
32,32,"Stephen Ames",19,NA,"VictoryLeaders",2013
32,32,"JC Anderson",1,NA,"VictoryLeaders",2013
32,32,"Mark Anderson",1,NA,"VictoryLeaders",2013
32,32,"Billy Andrade",3,NA,"VictoryLeaders",2013
32,32,"Kiradech Aphibarnrat",3,NA,"VictoryLeaders",2013
32,32,"Stuart Appleby",25,NA,"VictoryLeaders",2013
32,32,"Connor Arendell",1,NA,"VictoryLeaders",2013
32,32,"Wu Ashun",1,NA,"VictoryLeaders",2013
32,32,"Arjun Atwal",8,NA,"VictoryLeaders",2013
32,32,"Eric Axley",2,NA,"VictoryLeaders",2013
32,32,"Aaron Baddeley",24,NA,"VictoryLeaders",2013
32,32,"Todd Baek",1,NA,"VictoryLeaders",2013
32,32,"Mark Baker",1,NA,"VictoryLeaders",2013
32,32,"Daniel Balin",1,NA,"VictoryLeaders",2013
32,32,"Eric Banks",1,NA,"VictoryLeaders",2013
32,32,"Blayne Barber",3,NA,"VictoryLeaders",2013
32,32,"Craig Barlow",1,NA,"VictoryLeaders",2013
32,32,"Ricky Barnes",26,NA,"VictoryLeaders",2013
32,32,"Cameron Beckman",8,NA,"VictoryLeaders",2013
32,32,"Rich Beem",3,NA,"VictoryLeaders",2013
32,32,"Charlie Beljan",24,NA,"VictoryLeaders",2013
32,32,"Shane Bertsch",1,NA,"VictoryLeaders",2013
32,32,"Matt Bettencourt",9,NA,"VictoryLeaders",2013
32,32,"Kyle Bilodeau",1,NA,"VictoryLeaders",2013
32,32,"Thomas Bjorn",4,NA,"VictoryLeaders",2013
32,32,"Jay Don Blake",1,NA,"VictoryLeaders",2013
32,32,"Kris Blanks",1,NA,"VictoryLeaders",2013
