"ConsecutiveCuts_RANKTHISWEEK_2015","ConsecutiveCuts_RANKLASTWEEK_2015","ConsecutiveCuts_PLAYERNAME_2015","ConsecutiveCuts__2015","ConsecutiveCuts_TOTAL_2015","ConsecutiveCuts_STARTTOURNAMENTID_2015","stat_name","year"
98,98,"Martin Flores",NA,2,2015420,"ConsecutiveCuts",2015
98,98,"Oscar Fraustro",NA,2,2015420,"ConsecutiveCuts",2015
98,98,"Nicholas Fung",NA,2,2014030,"ConsecutiveCuts",2015
98,98,"Lucas Glover",NA,2,2015400,"ConsecutiveCuts",2015
98,98,"Scott Gutschewski",NA,2,2011450,"ConsecutiveCuts",2015
98,98,"Scott Hoch",NA,2,2008100,"ConsecutiveCuts",2015
98,98,"Billy Horschel",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Mu Hu",NA,2,2014040,"ConsecutiveCuts",2015
98,98,"Mikko Ilonen",NA,2,2015430,"ConsecutiveCuts",2015
98,98,"Ryo Ishikawa",NA,2,2015450,"ConsecutiveCuts",2015
98,98,"Jerry Kelly",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Troy Kelly",NA,2,2015420,"ConsecutiveCuts",2015
98,98,"Hyung Sung Kim",NA,2,2015060,"ConsecutiveCuts",2015
98,98,"Chris Kirk",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Jason Knutzon",NA,2,2015040,"ConsecutiveCuts",2015
98,98,"Brooks Koepka",NA,2,2015480,"ConsecutiveCuts",2015
98,98,"Antonio Lascuna",NA,2,2015040,"ConsecutiveCuts",2015
98,98,"Hao Tong Li",NA,2,2014040,"ConsecutiveCuts",2015
98,98,"Jamie Lovemark",NA,2,2015170,"ConsecutiveCuts",2015
98,98,"Hunter Mahan",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"William McGirt",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2015
98,98,"Maverick McNealy",NA,2,2015360,"ConsecutiveCuts",2015
98,98,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2015
98,98,"Jordan Niebrugge",NA,2,2014390,"ConsecutiveCuts",2015
98,98,"Mark OMeara",NA,2,2015240,"ConsecutiveCuts",2015
98,98,"Koumei Oda",NA,2,2015430,"ConsecutiveCuts",2015
98,98,"Carlos Ortiz",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Cheng Tsung Pan",NA,2,2015340,"ConsecutiveCuts",2015
98,98,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2015
98,98,"John Parry",NA,2,2013250,"ConsecutiveCuts",2015
98,98,"Scott Piercy",NA,2,2015480,"ConsecutiveCuts",2015
98,98,"Scott Pinckney",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Andy Pope",NA,2,2015030,"ConsecutiveCuts",2015
98,98,"Daniel Popovic",NA,2,2013340,"ConsecutiveCuts",2015
98,98,"Ian Poulter",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Alex Prugh",NA,2,2015420,"ConsecutiveCuts",2015
98,98,"Alvaro Quiros",NA,2,2015070,"ConsecutiveCuts",2015
98,98,"Jon Rahm",NA,2,2015130,"ConsecutiveCuts",2015
98,98,"Chris Riley",NA,2,2015380,"ConsecutiveCuts",2015
98,98,"Justin Rose",NA,2,2015480,"ConsecutiveCuts",2015
98,98,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2015
98,98,"John Senden",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Marcel Siem",NA,2,2015430,"ConsecutiveCuts",2015
98,98,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2015
98,98,"Chris Smith",NA,2,2015380,"ConsecutiveCuts",2015
98,98,"Byron Smith",NA,2,2015420,"ConsecutiveCuts",2015
98,98,"Jordan Spieth",NA,2,2015480,"ConsecutiveCuts",2015
98,98,"Gary Stal",NA,2,2015190,"ConsecutiveCuts",2015
98,98,"Brendan Steele",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Hudson Swafford",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Yoshitaka Takeya",NA,2,2014430,"ConsecutiveCuts",2015
98,98,"Toru Taniguchi",NA,2,2013340,"ConsecutiveCuts",2015
98,98,"DJ Trahan",NA,2,2015380,"ConsecutiveCuts",2015
98,98,"Johnson Wagner",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Jimmy Walker",NA,2,2015480,"ConsecutiveCuts",2015
98,98,"Nick Watney",NA,2,2015470,"ConsecutiveCuts",2015
98,98,"Cory Whitsett",NA,2,2015030,"ConsecutiveCuts",2015
98,98,"Mark Wilson",NA,2,2015460,"ConsecutiveCuts",2015
98,98,"Oliver Wilson",NA,2,2015060,"ConsecutiveCuts",2015
98,98,"Gary Woodland",NA,2,2015470,"ConsecutiveCuts",2015
