"YTDRoundsin60sStreak_RANKTHISWEEK_2006","YTDRoundsin60sStreak_RANKLASTWEEK_2006","YTDRoundsin60sStreak_PLAYERNAME_2006","YTDRoundsin60sStreak__2006","YTDRoundsin60sStreak_BESTSTREAK_2006","stat_name","year"
1,1,"Stephen Leaney",NA,11,"YTDRoundsin60sStreak",2006
1,1,"Tiger Woods",NA,11,"YTDRoundsin60sStreak",2006
3,3,"Fred Funk",NA,10,"YTDRoundsin60sStreak",2006
4,4,"Bart Bryant",NA,9,"YTDRoundsin60sStreak",2006
4,4,"Stewart Cink",NA,9,"YTDRoundsin60sStreak",2006
6,6,"Steve Flesch",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Jim Furyk",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Davis Love III",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Troy Matteson",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Arron Oberholser",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Greg Owen",NA,8,"YTDRoundsin60sStreak",2006
6,6,"Scott Verplank",NA,8,"YTDRoundsin60sStreak",2006
13,13,"Woody Austin",NA,7,"YTDRoundsin60sStreak",2006
13,13,"Daniel Chopra",NA,7,"YTDRoundsin60sStreak",2006
13,13,"Bill Glasson",NA,7,"YTDRoundsin60sStreak",2006
13,13,"Bob May",NA,7,"YTDRoundsin60sStreak",2006
13,13,"Tom Pernice Jr",NA,7,"YTDRoundsin60sStreak",2006
13,13,"David Toms",NA,7,"YTDRoundsin60sStreak",2006
19,19,"Billy Andrade",NA,6,"YTDRoundsin60sStreak",2006
19,19,"David Branshaw",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Chad Campbell",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Robert Damron",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Joe Durant",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Brian Gay",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Trevor Immelman",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Lee Janzen",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Frank Lickliter II",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Peter Lonard",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Hunter Mahan",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Sean OHair",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Corey Pavin",NA,6,"YTDRoundsin60sStreak",2006
19,19,"John Riegger",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Jeff Sluman",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Steve Stricker",NA,6,"YTDRoundsin60sStreak",2006
19,19,"Brett Wetterich",NA,6,"YTDRoundsin60sStreak",2006
36,36,"Robert Allenby",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Stuart Appleby",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Jonathan Byrd",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Mark Calcavecchia",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Ben Crane",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Dan Forsman",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Harrison Frazar",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Robert Gamez",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Lucas Glover",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Jason Gore",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Nathan Green",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Dudley Hart",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Charley Hoffman",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Richard Johnson",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Kent Jones",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Jerry Kelly",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Shigeki Maruyama",NA,5,"YTDRoundsin60sStreak",2006
36,36,"David McKenzie",NA,5,"YTDRoundsin60sStreak",2006
36,36,"Larry Mize",NA,5,"YTDRoundsin60sStreak",2006
