"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2015","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2015","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2015","AverageApproachDistanceBogeyorWorse_ROUNDS_2015","AverageApproachDistanceBogeyorWorse_AVGYARDS_2015","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2015","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2015","stat_name","year"
47,47,"Andrew Putnam",68,158.4,1071888,188,"AverageApproachDistanceBogeyorWorse",2015
48,48,"Keegan Bradley",87,158.5,986965,173,"AverageApproachDistanceBogeyorWorse",2015
48,48,"Jeff Overton",94,158.5,1249671,219,"AverageApproachDistanceBogeyorWorse",2015
50,50,"Dustin Johnson",75,158.6,873466,153,"AverageApproachDistanceBogeyorWorse",2015
51,51,"Brian Harman",90,158.7,1193966,209,"AverageApproachDistanceBogeyorWorse",2015
52,52,"Jason Gore",76,158.8,1000383,175,"AverageApproachDistanceBogeyorWorse",2015
53,53,"Eric Axley",57,159,744049,130,"AverageApproachDistanceBogeyorWorse",2015
53,53,"Davis Love III",51,159,726847,127,"AverageApproachDistanceBogeyorWorse",2015
55,55,"Ryo Ishikawa",90,159.1,1334772,233,"AverageApproachDistanceBogeyorWorse",2015
56,56,"Andres Gonzales",90,159.2,1346974,235,"AverageApproachDistanceBogeyorWorse",2015
56,56,"JJ Henry",94,159.2,1214841,212,"AverageApproachDistanceBogeyorWorse",2015
58,58,"Rickie Fowler",76,159.3,831526,145,"AverageApproachDistanceBogeyorWorse",2015
58,58,"Mark Wilson",89,159.3,1267013,221,"AverageApproachDistanceBogeyorWorse",2015
60,60,"Nick Taylor",91,159.4,1475164,257,"AverageApproachDistanceBogeyorWorse",2015
61,61,"Jason Day",75,159.6,678035,118,"AverageApproachDistanceBogeyorWorse",2015
61,61,"Tony Finau",106,159.6,1505795,262,"AverageApproachDistanceBogeyorWorse",2015
61,61,"SJ Park",79,159.6,1028713,179,"AverageApproachDistanceBogeyorWorse",2015
61,61,"Scott Piercy",90,159.6,1407665,245,"AverageApproachDistanceBogeyorWorse",2015
61,61,"Nick Watney",91,159.6,1395819,243,"AverageApproachDistanceBogeyorWorse",2015
66,66,"Jhonattan Vegas",90,159.7,1235949,215,"AverageApproachDistanceBogeyorWorse",2015
67,67,"Stewart Cink",77,159.8,995317,173,"AverageApproachDistanceBogeyorWorse",2015
67,67,"Charley Hoffman",97,159.8,1288958,224,"AverageApproachDistanceBogeyorWorse",2015
69,69,"Steve Wheatcroft",87,160,1249555,217,"AverageApproachDistanceBogeyorWorse",2015
70,70,"Brice Garnett",81,160.1,1164326,202,"AverageApproachDistanceBogeyorWorse",2015
71,71,"Marc Leishman",74,160.2,1009445,175,"AverageApproachDistanceBogeyorWorse",2015
72,72,"Jason Kokrak",88,160.3,1338422,232,"AverageApproachDistanceBogeyorWorse",2015
73,73,"Phil Mickelson",70,160.4,987726,171,"AverageApproachDistanceBogeyorWorse",2015
74,74,"Oscar Fraustro",58,160.5,779921,135,"AverageApproachDistanceBogeyorWorse",2015
75,75,"Whee Kim",71,160.6,884829,153,"AverageApproachDistanceBogeyorWorse",2015
76,76,"Luke Guthrie",84,160.9,1233988,213,"AverageApproachDistanceBogeyorWorse",2015
76,76,"Padraig Harrington",60,160.9,967032,167,"AverageApproachDistanceBogeyorWorse",2015
76,76,"Billy Hurley III",83,160.9,897907,155,"AverageApproachDistanceBogeyorWorse",2015
76,76,"Hunter Mahan",88,160.9,1048602,181,"AverageApproachDistanceBogeyorWorse",2015
76,76,"Justin Thomas",106,160.9,1413287,244,"AverageApproachDistanceBogeyorWorse",2015
81,81,"Matt Kuchar",97,161,1078092,186,"AverageApproachDistanceBogeyorWorse",2015
82,82,"JB Holmes",89,161.1,1113629,192,"AverageApproachDistanceBogeyorWorse",2015
82,82,"Carl Pettersson",106,161.1,1577603,272,"AverageApproachDistanceBogeyorWorse",2015
82,82,"Jim Renner",68,161.1,1084772,187,"AverageApproachDistanceBogeyorWorse",2015
82,82,"Rory Sabbatini",81,161.1,1090270,188,"AverageApproachDistanceBogeyorWorse",2015
86,86,"KJ Choi",66,161.3,911914,157,"AverageApproachDistanceBogeyorWorse",2015
86,86,"Martin Flores",95,161.3,1242762,214,"AverageApproachDistanceBogeyorWorse",2015
88,88,"Harris English",105,161.4,1313116,226,"AverageApproachDistanceBogeyorWorse",2015
88,88,"Lucas Glover",79,161.4,1290041,222,"AverageApproachDistanceBogeyorWorse",2015
88,88,"John Merrick",78,161.4,1092289,188,"AverageApproachDistanceBogeyorWorse",2015
91,91,"Scott Pinckney",88,161.5,1296306,223,"AverageApproachDistanceBogeyorWorse",2015
91,91,"Kyle Reifers",96,161.5,1325973,228,"AverageApproachDistanceBogeyorWorse",2015
93,93,"Alex Cejka",94,161.6,1332433,229,"AverageApproachDistanceBogeyorWorse",2015
93,93,"Luke Donald",71,161.6,808602,139,"AverageApproachDistanceBogeyorWorse",2015
93,93,"Jason Dufner",76,161.6,849481,146,"AverageApproachDistanceBogeyorWorse",2015
96,96,"Hideki Matsuyama",95,161.7,1012915,174,"AverageApproachDistanceBogeyorWorse",2015
96,96,"Will Wilcox",58,161.7,541311,93,"AverageApproachDistanceBogeyorWorse",2015
98,98,"Chris Stroud",84,161.8,1205600,207,"AverageApproachDistanceBogeyorWorse",2015
99,99,"Jon Curran",83,161.9,1055000,181,"AverageApproachDistanceBogeyorWorse",2015
99,99,"Derek Ernst",75,161.9,1183009,203,"AverageApproachDistanceBogeyorWorse",2015
99,99,"Webb Simpson",81,161.9,944349,162,"AverageApproachDistanceBogeyorWorse",2015
99,99,"Kevin Streelman",95,161.9,1095489,188,"AverageApproachDistanceBogeyorWorse",2015
103,103,"Kevin Chappell",86,162,1241838,213,"AverageApproachDistanceBogeyorWorse",2015
103,103,"Brendon de Jonge",106,162,1498688,257,"AverageApproachDistanceBogeyorWorse",2015
103,103,"Jim Herman",88,162,1154990,198,"AverageApproachDistanceBogeyorWorse",2015
106,106,"Russell Henley",87,162.1,1050272,180,"AverageApproachDistanceBogeyorWorse",2015
107,107,"Russell Knox",96,162.2,1226379,210,"AverageApproachDistanceBogeyorWorse",2015
108,108,"Morgan Hoffmann",85,162.3,1215325,208,"AverageApproachDistanceBogeyorWorse",2015
108,108,"DA Points",72,162.3,1016669,174,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Robert Allenby",63,162.5,1029586,176,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Colt Knost",90,162.5,1187383,203,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Ben Martin",93,162.5,1304869,223,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Geoff Ogilvy",50,162.5,690492,118,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Chez Reavie",56,162.5,819039,140,"AverageApproachDistanceBogeyorWorse",2015
110,110,"Brandt Snedeker",98,162.5,1211305,207,"AverageApproachDistanceBogeyorWorse",2015
116,116,"Camilo Villegas",83,162.6,1340866,229,"AverageApproachDistanceBogeyorWorse",2015
117,117,"Heath Slocum",57,162.7,814398,139,"AverageApproachDistanceBogeyorWorse",2015
118,118,"Andres Romero",69,162.8,1084337,185,"AverageApproachDistanceBogeyorWorse",2015
118,118,"Jimmy Walker",89,162.8,1084199,185,"AverageApproachDistanceBogeyorWorse",2015
120,120,"Fabian Gomez",83,162.9,1307909,223,"AverageApproachDistanceBogeyorWorse",2015
121,121,"Max Homa",78,163,1185198,202,"AverageApproachDistanceBogeyorWorse",2015
121,121,"Carlos Ortiz",100,163,1490905,254,"AverageApproachDistanceBogeyorWorse",2015
123,123,"David Hearn",97,163.1,1344864,229,"AverageApproachDistanceBogeyorWorse",2015
123,123,"Seung Yul Noh",65,163.1,986283,168,"AverageApproachDistanceBogeyorWorse",2015
125,125,"Sangmoon Bae",98,163.2,1562979,266,"AverageApproachDistanceBogeyorWorse",2015
126,126,"Angel Cabrera",53,163.3,846390,144,"AverageApproachDistanceBogeyorWorse",2015
127,127,"Ian Poulter",68,163.4,805939,137,"AverageApproachDistanceBogeyorWorse",2015
127,127,"Daniel Summerhays",101,163.4,1441221,245,"AverageApproachDistanceBogeyorWorse",2015
129,129,"Mark Hubbard",79,163.7,1013696,172,"AverageApproachDistanceBogeyorWorse",2015
130,130,"Erik Compton",86,163.8,1232617,209,"AverageApproachDistanceBogeyorWorse",2015
130,130,"Ben Crane",62,163.8,908327,154,"AverageApproachDistanceBogeyorWorse",2015
130,130,"Danny Lee",120,163.8,1633823,277,"AverageApproachDistanceBogeyorWorse",2015
130,130,"Justin Leonard",61,163.8,925866,157,"AverageApproachDistanceBogeyorWorse",2015
134,134,"Chad Campbell",97,163.9,1439964,244,"AverageApproachDistanceBogeyorWorse",2015
134,134,"Paul Casey",87,163.9,961608,163,"AverageApproachDistanceBogeyorWorse",2015
134,134,"Vijay Singh",78,163.9,1126633,191,"AverageApproachDistanceBogeyorWorse",2015
134,134,"Nicholas Thompson",90,163.9,1386801,235,"AverageApproachDistanceBogeyorWorse",2015
138,138,"Chad Collins",79,164,932797,158,"AverageApproachDistanceBogeyorWorse",2015
138,138,"Brooks Koepka",84,164,1033004,175,"AverageApproachDistanceBogeyorWorse",2015
138,138,"Scott Langley",94,164,1322211,224,"AverageApproachDistanceBogeyorWorse",2015
138,138,"Brendon Todd",96,164,1068745,181,"AverageApproachDistanceBogeyorWorse",2015
142,142,"Michael Putnam",87,164.1,1122756,190,"AverageApproachDistanceBogeyorWorse",2015
143,143,"Daniel Berger",97,164.2,1318515,223,"AverageApproachDistanceBogeyorWorse",2015
144,144,"Sergio Garcia",59,164.4,585835,99,"AverageApproachDistanceBogeyorWorse",2015
145,145,"Greg Chalmers",58,164.5,740472,125,"AverageApproachDistanceBogeyorWorse",2015
146,146,"Spencer Levin",99,164.6,1356649,229,"AverageApproachDistanceBogeyorWorse",2015
147,147,"Derek Fathauer",81,164.7,1286267,217,"AverageApproachDistanceBogeyorWorse",2015
148,148,"Ken Duke",93,165,1491227,251,"AverageApproachDistanceBogeyorWorse",2015
148,148,"Kevin Na",98,165,1092966,184,"AverageApproachDistanceBogeyorWorse",2015
148,148,"John Senden",80,165,914617,154,"AverageApproachDistanceBogeyorWorse",2015
151,151,"Gonzalo Fdez Castano",81,165.1,1224026,206,"AverageApproachDistanceBogeyorWorse",2015
151,151,"Jonathan Randolph",72,165.1,1010568,170,"AverageApproachDistanceBogeyorWorse",2015
153,153,"Cameron Tringale",96,165.3,1308812,220,"AverageApproachDistanceBogeyorWorse",2015
153,153,"Gary Woodland",81,165.3,922343,155,"AverageApproachDistanceBogeyorWorse",2015
155,155,"Cameron Percy",72,165.4,1048060,176,"AverageApproachDistanceBogeyorWorse",2015
156,156,"Sam Saunders",83,165.5,1167744,196,"AverageApproachDistanceBogeyorWorse",2015
157,157,"David Lingmerth",90,165.6,1251749,210,"AverageApproachDistanceBogeyorWorse",2015
158,158,"Ryan Moore",81,165.7,960417,161,"AverageApproachDistanceBogeyorWorse",2015
159,159,"Pat Perez",96,166,1302793,218,"AverageApproachDistanceBogeyorWorse",2015
159,159,"Adam Scott",51,166,633607,106,"AverageApproachDistanceBogeyorWorse",2015
161,161,"Jerry Kelly",79,166.1,1040406,174,"AverageApproachDistanceBogeyorWorse",2015
161,161,"David Toms",62,166.1,855305,143,"AverageApproachDistanceBogeyorWorse",2015
163,163,"Scott Brown",97,166.4,1353570,226,"AverageApproachDistanceBogeyorWorse",2015
163,163,"Boo Weekley",79,166.4,1108023,185,"AverageApproachDistanceBogeyorWorse",2015
165,165,"Zac Blair",108,166.6,1355793,226,"AverageApproachDistanceBogeyorWorse",2015
165,165,"James Hahn",94,166.6,1355653,226,"AverageApproachDistanceBogeyorWorse",2015
167,167,"Bill Haas",89,166.7,1074079,179,"AverageApproachDistanceBogeyorWorse",2015
167,167,"Zach Johnson",90,166.7,990022,165,"AverageApproachDistanceBogeyorWorse",2015
169,169,"William McGirt",103,167,1460942,243,"AverageApproachDistanceBogeyorWorse",2015
170,170,"Jamie Donaldson",50,167.2,511515,85,"AverageApproachDistanceBogeyorWorse",2015
171,171,"Matt Jones",89,167.3,1144121,190,"AverageApproachDistanceBogeyorWorse",2015
171,171,"Brendan Steele",88,167.3,1210437,201,"AverageApproachDistanceBogeyorWorse",2015
173,173,"Steven Alker",62,167.5,783993,130,"AverageApproachDistanceBogeyorWorse",2015
173,173,"Roberto Castro",54,167.5,614900,102,"AverageApproachDistanceBogeyorWorse",2015
175,175,"Sean OHair",86,167.6,1417915,235,"AverageApproachDistanceBogeyorWorse",2015
176,176,"Tim Wilkinson",73,168,1119096,185,"AverageApproachDistanceBogeyorWorse",2015
177,177,"George McNeill",93,168.7,1475945,243,"AverageApproachDistanceBogeyorWorse",2015
178,178,"John Huh",102,168.8,1464099,241,"AverageApproachDistanceBogeyorWorse",2015
178,178,"John Peterson",84,168.8,1124526,185,"AverageApproachDistanceBogeyorWorse",2015
180,180,"Brian Davis",86,168.9,1343589,221,"AverageApproachDistanceBogeyorWorse",2015
181,181,"Jonathan Byrd",69,169.5,805257,132,"AverageApproachDistanceBogeyorWorse",2015
182,182,"Greg Owen",58,169.8,678653,111,"AverageApproachDistanceBogeyorWorse",2015
183,183,"Francesco Molinari",56,174.2,652364,104,"AverageApproachDistanceBogeyorWorse",2015
184,184,"Henrik Stenson",63,175.4,587176,93,"AverageApproachDistanceBogeyorWorse",2015
