"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2008","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2008","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2008","FirstTeeLatePar3ScoringAverage_ROUNDS_2008","FirstTeeLatePar3ScoringAverage_AVG_2008","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2008","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Justin Bolli",87,2.9,232,80,"FirstTeeLatePar3ScoringAverage",2008
2,2,"Olin Browne",77,2.91,166,57,"FirstTeeLatePar3ScoringAverage",2008
3,3,"Richard Johnson",60,2.95,174,59,"FirstTeeLatePar3ScoringAverage",2008
3,3,"Joe Ogilvie",100,2.95,319,108,"FirstTeeLatePar3ScoringAverage",2008
5,5,"Corey Pavin",69,2.96,148,50,"FirstTeeLatePar3ScoringAverage",2008
5,5,"Jeff Quinney",87,2.96,263,89,"FirstTeeLatePar3ScoringAverage",2008
7,7,"Steve Allan",58,2.97,229,77,"FirstTeeLatePar3ScoringAverage",2008
8,8,"Steve Marino",119,2.98,402,135,"FirstTeeLatePar3ScoringAverage",2008
9,9,"Paul Goydos",78,2.99,299,100,"FirstTeeLatePar3ScoringAverage",2008
9,9,"Lee Janzen",89,2.99,329,110,"FirstTeeLatePar3ScoringAverage",2008
9,9,"Craig Kanada",65,2.99,230,77,"FirstTeeLatePar3ScoringAverage",2008
9,9,"Jon Mills",95,2.99,245,82,"FirstTeeLatePar3ScoringAverage",2008
9,9,"Bob Tway",70,2.99,239,80,"FirstTeeLatePar3ScoringAverage",2008
14,14,"Chad Collins",72,3,168,56,"FirstTeeLatePar3ScoringAverage",2008
14,14,"James Driscoll",85,3,255,85,"FirstTeeLatePar3ScoringAverage",2008
14,14,"Freddie Jacobson",78,3,315,105,"FirstTeeLatePar3ScoringAverage",2008
14,14,"Tim Petrovic",97,3,381,127,"FirstTeeLatePar3ScoringAverage",2008
14,14,"Brett Rumford",72,3,186,62,"FirstTeeLatePar3ScoringAverage",2008
14,14,"Ron Whittaker",54,3,108,36,"FirstTeeLatePar3ScoringAverage",2008
20,20,"Zach Johnson",85,3.01,367,122,"FirstTeeLatePar3ScoringAverage",2008
20,20,"Hunter Mahan",87,3.01,319,106,"FirstTeeLatePar3ScoringAverage",2008
20,20,"Heath Slocum",104,3.01,439,146,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Alex Cejka",75,3.02,381,126,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Brian Gay",102,3.02,507,168,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Jason Gore",94,3.02,387,128,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Dudley Hart",74,3.02,374,124,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Justin Leonard",101,3.02,477,158,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Jeff Maggert",86,3.02,260,86,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Nick OHern",82,3.02,338,112,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Kevin Sutherland",98,3.02,462,153,"FirstTeeLatePar3ScoringAverage",2008
23,23,"Charles Warren",79,3.02,305,101,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Brad Adamonis",87,3.03,370,122,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Robert Allenby",108,3.03,525,173,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Briny Baird",113,3.03,506,167,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Shane Bertsch",96,3.03,318,105,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Paul Casey",55,3.03,221,73,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Gavin Coles",54,3.03,200,66,"FirstTeeLatePar3ScoringAverage",2008
32,32,"Jason Day",81,3.03,306,101,"FirstTeeLatePar3ScoringAverage",2008
32,32,"JP Hayes",67,3.03,194,64,"FirstTeeLatePar3ScoringAverage",2008
40,40,"Stephen Ames",83,3.04,431,142,"FirstTeeLatePar3ScoringAverage",2008
40,40,"Brad Elder",67,3.04,249,82,"FirstTeeLatePar3ScoringAverage",2008
40,40,"Kent Jones",68,3.04,249,82,"FirstTeeLatePar3ScoringAverage",2008
40,40,"Matt Jones",95,3.04,371,122,"FirstTeeLatePar3ScoringAverage",2008
40,40,"John Senden",93,3.04,228,75,"FirstTeeLatePar3ScoringAverage",2008
40,40,"Dean Wilson",109,3.04,383,126,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Glen Day",64,3.05,223,73,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Nathan Green",95,3.05,287,94,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Ryuji Imada",80,3.05,360,118,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Travis Perkins",53,3.05,122,40,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Ian Poulter",51,3.05,244,80,"FirstTeeLatePar3ScoringAverage",2008
47,47,"Vaughn Taylor",103,3.05,466,153,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Aaron Baddeley",76,3.06,309,101,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Cameron Beckman",87,3.06,236,77,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Daniel Chopra",84,3.06,349,114,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Tim Clark",90,3.06,478,156,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Marco Dawson",64,3.06,205,67,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Ken Duke",116,3.06,472,154,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Mathew Goggin",91,3.06,361,118,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Will Ma Kenzie",62,3.06,205,67,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Ryan Palmer",69,3.06,306,100,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Mike Weir",88,3.06,480,157,"FirstTeeLatePar3ScoringAverage",2008
53,53,"Mark Wilson",107,3.06,401,131,"FirstTeeLatePar3ScoringAverage",2008
53,53,"YE Yang",89,3.06,312,102,"FirstTeeLatePar3ScoringAverage",2008
