"Top5FinalRoundPerformance_RANKTHISWEEK_2016","Top5FinalRoundPerformance_RANKLASTWEEK_2016","Top5FinalRoundPerformance_PLAYERNAME_2016","Top5FinalRoundPerformance_EVENTS_2016","Top5FinalRoundPerformance_PctTIMESIMPROVED_2016","Top5FinalRoundPerformance_OFTIMESIMPROVED_2016","stat_name","year"
1,1,"Byeong Hun An",7,100,1,"Top5FinalRoundPerformance",2016
1,1,"Blayne Barber",16,100,1,"Top5FinalRoundPerformance",2016
1,1,"Ricky Barnes",18,100,1,"Top5FinalRoundPerformance",2016
1,1,"Zac Blair",18,100,1,"Top5FinalRoundPerformance",2016
1,1,"Jason Bohn",11,100,2,"Top5FinalRoundPerformance",2016
1,1,"KJ Choi",14,100,2,"Top5FinalRoundPerformance",2016
1,1,"Jason Dufner",15,100,1,"Top5FinalRoundPerformance",2016
1,1,"Tony Finau",15,100,1,"Top5FinalRoundPerformance",2016
1,1,"Sergio Garcia",8,100,1,"Top5FinalRoundPerformance",2016
1,1,"Branden Grace",9,100,1,"Top5FinalRoundPerformance",2016
1,1,"Emiliano Grillo",13,100,1,"Top5FinalRoundPerformance",2016
1,1,"Bill Haas",12,100,1,"Top5FinalRoundPerformance",2016
1,1,"Russell Henley",14,100,1,"Top5FinalRoundPerformance",2016
1,1,"Hiroshi Iwata",18,100,1,"Top5FinalRoundPerformance",2016
1,1,"Freddie Jacobson",16,100,2,"Top5FinalRoundPerformance",2016
1,1,"Si Woo Kim",19,100,1,"Top5FinalRoundPerformance",2016
1,1,"Kevin Kisner",14,100,3,"Top5FinalRoundPerformance",2016
1,1,"Russell Knox",14,100,2,"Top5FinalRoundPerformance",2016
1,1,"Brooks Koepka",11,100,1,"Top5FinalRoundPerformance",2016
1,1,"Danny Lee",16,100,1,"Top5FinalRoundPerformance",2016
1,1,"Marc Leishman",12,100,1,"Top5FinalRoundPerformance",2016
1,1,"David Lingmerth",15,100,1,"Top5FinalRoundPerformance",2016
1,1,"Peter Malnati",19,100,1,"Top5FinalRoundPerformance",2016
