"ConsecutiveGIR_RANKTHISWEEK_2007","ConsecutiveGIR_RANKLASTWEEK_2007","ConsecutiveGIR_PLAYERNAME_2007","ConsecutiveGIR_EVENTS_2007","ConsecutiveGIR_STREAK_2007","ConsecutiveGIR_CURRENTSTREAK_2007","ConsecutiveGIR_ROUND_2007","ConsecutiveGIR_HOLE_2007","ConsecutiveGIR_YEARTOURN_2007","stat_name","year"
1,1,"Dicky Pride",25,38,NA,3,7,2007465,"ConsecutiveGIR",2007
2,2,"Jeff Brehaut",21,35,NA,1,6,2007360,"ConsecutiveGIR",2007
3,3,"Tommy Armour III",24,28,3,1,4,2007465,"ConsecutiveGIR",2007
4,4,"Joe Durant",28,27,NA,2,17,2007465,"ConsecutiveGIR",2007
4,4,"Jim Furyk",23,27,NA,3,6,2007010,"ConsecutiveGIR",2007
4,4,"Kevin Sutherland",25,27,6,2,7,2007110,"ConsecutiveGIR",2007
4,4,"Bo Van Pelt",30,27,1,2,14,2007440,"ConsecutiveGIR",2007
8,8,"Lucas Glover",29,26,1,1,18,2007465,"ConsecutiveGIR",2007
8,8,"Justin Leonard",29,26,NA,4,14,2007380,"ConsecutiveGIR",2007
8,8,"Davis Love III",21,26,NA,3,11,2007010,"ConsecutiveGIR",2007
8,8,"Steve Marino",31,26,2,3,6,2007230,"ConsecutiveGIR",2007
8,8,"Pat Perez",27,26,1,1,3,2007450,"ConsecutiveGIR",2007
8,8,"Vijay Singh",27,26,1,4,3,2007260,"ConsecutiveGIR",2007
8,8,"Kevin Stadler",31,26,4,2,2,2007360,"ConsecutiveGIR",2007
15,15,"Tim Clark",19,25,1,1,5,2007300,"ConsecutiveGIR",2007
15,15,"Jeff Gove",30,25,NA,2,9,2007200,"ConsecutiveGIR",2007
15,15,"Will Ma Kenzie",30,25,NA,1,2,2007360,"ConsecutiveGIR",2007
15,15,"Adam Scott",19,25,NA,3,15,2007390,"ConsecutiveGIR",2007
15,15,"Steve Stricker",23,25,5,2,14,2007390,"ConsecutiveGIR",2007
20,20,"Robert Garrigus",28,24,4,1,18,2007465,"ConsecutiveGIR",2007
20,20,"Jason Gore",27,24,2,2,9,2007270,"ConsecutiveGIR",2007
20,20,"Trevor Immelman",21,24,6,2,16,2007010,"ConsecutiveGIR",2007
23,23,"Cameron Beckman",29,23,NA,2,3,2007465,"ConsecutiveGIR",2007
23,23,"Richard Johnson",32,23,NA,1,15,2007410,"ConsecutiveGIR",2007
23,23,"Steve Lowery",22,23,NA,4,7,2007440,"ConsecutiveGIR",2007
23,23,"Jeff Maggert",26,23,NA,2,1,2007410,"ConsecutiveGIR",2007
23,23,"Kyle Reifers",27,23,1,1,1,2007465,"ConsecutiveGIR",2007
28,28,"Woody Austin",27,22,1,3,7,2007270,"ConsecutiveGIR",2007
28,28,"DJ Brigman",22,22,NA,2,12,2007440,"ConsecutiveGIR",2007
28,28,"Daniel Chopra",34,22,2,1,4,2007440,"ConsecutiveGIR",2007
28,28,"Steve Flesch",31,22,NA,2,16,2007410,"ConsecutiveGIR",2007
28,28,"Mathew Goggin",30,22,NA,2,14,2007410,"ConsecutiveGIR",2007
28,28,"Paul Goydos",19,22,4,2,13,2007370,"ConsecutiveGIR",2007
28,28,"Mark Hensby",25,22,NA,5,18,2007030,"ConsecutiveGIR",2007
28,28,"Craig Kanada",34,22,NA,1,7,2007280,"ConsecutiveGIR",2007
28,28,"John Mallinger",29,22,NA,1,4,2007460,"ConsecutiveGIR",2007
28,28,"Troy Matteson",26,22,2,3,15,2007050,"ConsecutiveGIR",2007
28,28,"Brett Quigley",25,22,4,1,13,2007370,"ConsecutiveGIR",2007
28,28,"DJ Trahan",30,22,1,1,12,2007450,"ConsecutiveGIR",2007
28,28,"Grant Waite",12,22,1,2,4,2007440,"ConsecutiveGIR",2007
41,41,"Briny Baird",31,21,NA,4,2,2007290,"ConsecutiveGIR",2007
41,41,"Andrew Buckle",26,21,1,2,17,2007410,"ConsecutiveGIR",2007
41,41,"Chad Campbell",28,21,1,2,18,2007440,"ConsecutiveGIR",2007
41,41,"Jay Delsing",12,21,3,1,10,2007300,"ConsecutiveGIR",2007
41,41,"Ryuji Imada",32,21,1,1,12,2007030,"ConsecutiveGIR",2007
41,41,"Tom Lehman",19,21,3,4,17,2007060,"ConsecutiveGIR",2007
41,41,"John Rollins",29,21,2,3,18,2007270,"ConsecutiveGIR",2007
48,48,"Robert Allenby",28,20,NA,1,6,2007400,"ConsecutiveGIR",2007
48,48,"Billy Andrade",27,20,3,2,16,2007410,"ConsecutiveGIR",2007
48,48,"Steve Jones",9,20,2,1,7,2007030,"ConsecutiveGIR",2007
48,48,"Doug LaBelle II",33,20,1,4,15,2007030,"ConsecutiveGIR",2007
48,48,"Shigeki Maruyama",31,20,1,2,12,2007360,"ConsecutiveGIR",2007
48,48,"Joe Ogilvie",31,20,1,1,12,2007450,"ConsecutiveGIR",2007
48,48,"Ted Purdy",33,20,NA,2,10,2007320,"ConsecutiveGIR",2007
48,48,"Joey Sindelar",25,20,4,1,3,2007270,"ConsecutiveGIR",2007
48,48,"Heath Slocum",28,20,NA,4,10,2007350,"ConsecutiveGIR",2007
48,48,"Jeff Sluman",21,20,NA,1,13,2007320,"ConsecutiveGIR",2007
48,48,"Phil Tataurangi",8,20,9,2,15,2007450,"ConsecutiveGIR",2007
48,48,"Nick Watney",26,20,1,1,11,2007030,"ConsecutiveGIR",2007
60,60,"Stuart Appleby",24,19,7,3,13,2007140,"ConsecutiveGIR",2007
60,60,"John Cook",13,19,2,1,6,2007210,"ConsecutiveGIR",2007
60,60,"Robert Gamez",30,19,NA,1,11,2007480,"ConsecutiveGIR",2007
60,60,"Frank Lickliter II",30,19,1,1,9,2007480,"ConsecutiveGIR",2007
60,60,"Billy Mayfair",30,19,3,1,18,2007450,"ConsecutiveGIR",2007
60,60,"Jesper Parnevik",27,19,NA,2,16,2007270,"ConsecutiveGIR",2007
60,60,"Bubba Watson",26,19,NA,4,1,2007030,"ConsecutiveGIR",2007
67,67,"Ryan Armour",32,18,NA,1,7,2007360,"ConsecutiveGIR",2007
67,67,"Aaron Baddeley",23,18,2,1,9,2007390,"ConsecutiveGIR",2007
67,67,"Craig Barlow",16,18,NA,2,5,2007460,"ConsecutiveGIR",2007
67,67,"Olin Browne",15,18,3,2,9,2007440,"ConsecutiveGIR",2007
67,67,"Bart Bryant",25,18,1,2,11,2007030,"ConsecutiveGIR",2007
67,67,"Gavin Coles",28,18,NA,3,7,2007450,"ConsecutiveGIR",2007
67,67,"Ben Crane",9,18,NA,2,10,2007480,"ConsecutiveGIR",2007
67,67,"Todd Fischer",4,18,1,4,17,2007330,"ConsecutiveGIR",2007
67,67,"Mathias Gronberg",31,18,NA,1,11,2007450,"ConsecutiveGIR",2007
67,67,"JJ Henry",26,18,2,1,8,2007360,"ConsecutiveGIR",2007
