"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyRound4ScoringAverage__2014","FirstTeeEarlyRound4ScoringAverage_AVG_2014","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2014","stat_name","year"
72,72,"Chad Collins",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2014
72,72,"Sergio Garcia",NA,70.5,282,4,"FirstTeeEarlyRound4ScoringAverage",2014
72,72,"John Huh",NA,70.5,564,8,"FirstTeeEarlyRound4ScoringAverage",2014
72,72,"Jeff Maggert",NA,70.5,141,2,"FirstTeeEarlyRound4ScoringAverage",2014
72,72,"Chris Stroud",NA,70.5,564,8,"FirstTeeEarlyRound4ScoringAverage",2014
78,78,"Heath Slocum",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2014
78,78,"YE Yang",NA,70.6,353,5,"FirstTeeEarlyRound4ScoringAverage",2014
80,80,"Seung Yul Noh",NA,70.64,777,11,"FirstTeeEarlyRound4ScoringAverage",2014
80,80,"Cameron Tringale",NA,70.64,777,11,"FirstTeeEarlyRound4ScoringAverage",2014
82,82,"Robert Garrigus",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2014
82,82,"Marc Leishman",NA,70.67,424,6,"FirstTeeEarlyRound4ScoringAverage",2014
84,84,"Stewart Cink",NA,70.7,707,10,"FirstTeeEarlyRound4ScoringAverage",2014
84,84,"Bill Haas",NA,70.7,707,10,"FirstTeeEarlyRound4ScoringAverage",2014
86,86,"Andrew Svoboda",NA,70.71,495,7,"FirstTeeEarlyRound4ScoringAverage",2014
87,87,"Nicholas Thompson",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2014
87,87,"Jimmy Walker",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2014
87,87,"Mark Wilson",NA,70.75,283,4,"FirstTeeEarlyRound4ScoringAverage",2014
90,90,"Brian Davis",NA,70.78,637,9,"FirstTeeEarlyRound4ScoringAverage",2014
91,91,"Erik Compton",NA,70.83,425,6,"FirstTeeEarlyRound4ScoringAverage",2014
92,92,"Michael Thompson",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2014
92,92,"Tyrone Van Aswegen",NA,70.86,496,7,"FirstTeeEarlyRound4ScoringAverage",2014
94,94,"Ken Duke",NA,70.88,567,8,"FirstTeeEarlyRound4ScoringAverage",2014
95,95,"Hideki Matsuyama",NA,70.89,638,9,"FirstTeeEarlyRound4ScoringAverage",2014
96,96,"Trevor Immelman",NA,70.9,709,10,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Jason Day",NA,71,71,1,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Luke Donald",NA,71,639,9,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Brian Harman",NA,71,710,10,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"JJ Henry",NA,71,710,10,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Justin Leonard",NA,71,426,6,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"William McGirt",NA,71,355,5,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Wes Roach",NA,71,568,8,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Brendan Steele",NA,71,568,8,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Brian Stuard",NA,71,142,2,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Johnson Wagner",NA,71,213,3,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Nick Watney",NA,71,355,5,"FirstTeeEarlyRound4ScoringAverage",2014
97,97,"Will Wilcox",NA,71,284,4,"FirstTeeEarlyRound4ScoringAverage",2014
109,109,"Brendon de Jonge",NA,71.08,924,13,"FirstTeeEarlyRound4ScoringAverage",2014
110,110,"Gonzalo Fdez Castano",NA,71.1,711,10,"FirstTeeEarlyRound4ScoringAverage",2014
111,111,"Sangmoon Bae",NA,71.14,498,7,"FirstTeeEarlyRound4ScoringAverage",2014
112,112,"Jason Bohn",NA,71.17,427,6,"FirstTeeEarlyRound4ScoringAverage",2014
113,113,"Jim Furyk",NA,71.2,356,5,"FirstTeeEarlyRound4ScoringAverage",2014
114,114,"Ryan Moore",NA,71.25,285,4,"FirstTeeEarlyRound4ScoringAverage",2014
114,114,"Tim Wilkinson",NA,71.25,285,4,"FirstTeeEarlyRound4ScoringAverage",2014
116,116,"Chad Campbell",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2014
116,116,"Ben Crane",NA,71.33,428,6,"FirstTeeEarlyRound4ScoringAverage",2014
116,116,"Tommy Gainey",NA,71.33,214,3,"FirstTeeEarlyRound4ScoringAverage",2014
116,116,"Brice Garnett",NA,71.33,642,9,"FirstTeeEarlyRound4ScoringAverage",2014
120,120,"Troy Merritt",NA,71.4,357,5,"FirstTeeEarlyRound4ScoringAverage",2014
121,121,"Aaron Baddeley",NA,71.5,286,4,"FirstTeeEarlyRound4ScoringAverage",2014
121,121,"Ryan Palmer",NA,71.5,143,2,"FirstTeeEarlyRound4ScoringAverage",2014
121,121,"Justin Rose",NA,71.5,143,2,"FirstTeeEarlyRound4ScoringAverage",2014
121,121,"Gary Woodland",NA,71.5,429,6,"FirstTeeEarlyRound4ScoringAverage",2014
125,125,"Spencer Levin",NA,71.57,501,7,"FirstTeeEarlyRound4ScoringAverage",2014
126,126,"Daniel Summerhays",NA,71.63,573,8,"FirstTeeEarlyRound4ScoringAverage",2014
127,127,"Ricky Barnes",NA,71.67,430,6,"FirstTeeEarlyRound4ScoringAverage",2014
128,128,"JB Holmes",NA,71.75,287,4,"FirstTeeEarlyRound4ScoringAverage",2014
129,129,"Martin Laird",NA,71.78,646,9,"FirstTeeEarlyRound4ScoringAverage",2014
130,130,"Tim Clark",NA,71.8,359,5,"FirstTeeEarlyRound4ScoringAverage",2014
130,130,"Michael Putnam",NA,71.8,718,10,"FirstTeeEarlyRound4ScoringAverage",2014
132,132,"Brian Gay",NA,71.83,431,6,"FirstTeeEarlyRound4ScoringAverage",2014
133,133,"Scott Brown",NA,71.86,503,7,"FirstTeeEarlyRound4ScoringAverage",2014
133,133,"Ian Poulter",NA,71.86,503,7,"FirstTeeEarlyRound4ScoringAverage",2014
135,135,"Retief Goosen",NA,72,576,8,"FirstTeeEarlyRound4ScoringAverage",2014
135,135,"Andrew Loupe",NA,72,288,4,"FirstTeeEarlyRound4ScoringAverage",2014
135,135,"Rory Sabbatini",NA,72,432,6,"FirstTeeEarlyRound4ScoringAverage",2014
135,135,"Shawn Stefani",NA,72,648,9,"FirstTeeEarlyRound4ScoringAverage",2014
135,135,"Kevin Streelman",NA,72,144,2,"FirstTeeEarlyRound4ScoringAverage",2014
140,140,"Sean OHair",NA,72.11,649,9,"FirstTeeEarlyRound4ScoringAverage",2014
141,141,"Roberto Castro",NA,72.2,361,5,"FirstTeeEarlyRound4ScoringAverage",2014
142,142,"Zach Johnson",NA,72.22,650,9,"FirstTeeEarlyRound4ScoringAverage",2014
142,142,"John Merrick",NA,72.22,650,9,"FirstTeeEarlyRound4ScoringAverage",2014
142,142,"Boo Weekley",NA,72.22,650,9,"FirstTeeEarlyRound4ScoringAverage",2014
145,145,"Robert Streb",NA,72.25,289,4,"FirstTeeEarlyRound4ScoringAverage",2014
146,146,"John Rollins",NA,72.29,506,7,"FirstTeeEarlyRound4ScoringAverage",2014
147,147,"Justin Hicks",NA,72.33,868,12,"FirstTeeEarlyRound4ScoringAverage",2014
147,147,"Kevin Tway",NA,72.33,434,6,"FirstTeeEarlyRound4ScoringAverage",2014
149,149,"Brandt Snedeker",NA,72.44,652,9,"FirstTeeEarlyRound4ScoringAverage",2014
150,150,"James Hahn",NA,72.5,290,4,"FirstTeeEarlyRound4ScoringAverage",2014
151,151,"Josh Teater",NA,72.56,653,9,"FirstTeeEarlyRound4ScoringAverage",2014
152,152,"Davis Love III",NA,72.57,508,7,"FirstTeeEarlyRound4ScoringAverage",2014
153,153,"Jason Dufner",NA,72.6,363,5,"FirstTeeEarlyRound4ScoringAverage",2014
153,153,"Bo Van Pelt",NA,72.6,363,5,"FirstTeeEarlyRound4ScoringAverage",2014
155,155,"Kevin Stadler",NA,72.63,581,8,"FirstTeeEarlyRound4ScoringAverage",2014
156,156,"Chesson Hadley",NA,72.67,218,3,"FirstTeeEarlyRound4ScoringAverage",2014
156,156,"David Lingmerth",NA,72.67,436,6,"FirstTeeEarlyRound4ScoringAverage",2014
158,158,"Freddie Jacobson",NA,72.71,509,7,"FirstTeeEarlyRound4ScoringAverage",2014
159,159,"Vijay Singh",NA,72.75,582,8,"FirstTeeEarlyRound4ScoringAverage",2014
159,159,"Jhonattan Vegas",NA,72.75,291,4,"FirstTeeEarlyRound4ScoringAverage",2014
161,161,"Carl Pettersson",NA,72.83,437,6,"FirstTeeEarlyRound4ScoringAverage",2014
162,162,"Matt Jones",NA,73,365,5,"FirstTeeEarlyRound4ScoringAverage",2014
162,162,"Bronson La Cassie",NA,73,219,3,"FirstTeeEarlyRound4ScoringAverage",2014
162,162,"DA Points",NA,73,365,5,"FirstTeeEarlyRound4ScoringAverage",2014
162,162,"Kyle Stanley",NA,73,511,7,"FirstTeeEarlyRound4ScoringAverage",2014
166,166,"Geoff Ogilvy",NA,73.33,440,6,"FirstTeeEarlyRound4ScoringAverage",2014
167,167,"Jamie Lovemark",NA,73.5,294,4,"FirstTeeEarlyRound4ScoringAverage",2014
168,168,"Morgan Hoffmann",NA,74,370,5,"FirstTeeEarlyRound4ScoringAverage",2014
168,168,"Jim Renner",NA,74,296,4,"FirstTeeEarlyRound4ScoringAverage",2014
170,170,"Martin Kaymer",NA,74.2,371,5,"FirstTeeEarlyRound4ScoringAverage",2014
171,171,"Lucas Glover",NA,74.33,223,3,"FirstTeeEarlyRound4ScoringAverage",2014
172,172,"Woody Austin",NA,74.67,224,3,"FirstTeeEarlyRound4ScoringAverage",2014
172,172,"Jim Herman",NA,74.67,448,6,"FirstTeeEarlyRound4ScoringAverage",2014
174,174,"Mike Weir",NA,75,150,2,"FirstTeeEarlyRound4ScoringAverage",2014
175,175,"Briny Baird",NA,75.4,377,5,"FirstTeeEarlyRound4ScoringAverage",2014
176,176,"DH Lee",NA,75.67,227,3,"FirstTeeEarlyRound4ScoringAverage",2014
177,177,"Troy Matteson",NA,79,79,1,"FirstTeeEarlyRound4ScoringAverage",2014
