"FirstTeeLateRound5ScoringAverage_RANKTHISWEEK_2010","FirstTeeLateRound5ScoringAverage_RANKLASTWEEK_2010","FirstTeeLateRound5ScoringAverage_PLAYERNAME_2010","FirstTeeLateRound5ScoringAverage__2010","FirstTeeLateRound5ScoringAverage_AVG_2010","FirstTeeLateRound5ScoringAverage_TOTALSTROKES_2010","FirstTeeLateRound5ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Matt Kuchar",NA,63,63,1,"FirstTeeLateRound5ScoringAverage",2010
2,2,"Bill Haas",NA,64,64,1,"FirstTeeLateRound5ScoringAverage",2010
3,3,"Tim Clark",NA,65,65,1,"FirstTeeLateRound5ScoringAverage",2010
4,4,"DJ Trahan",NA,66,66,1,"FirstTeeLateRound5ScoringAverage",2010
4,4,"Bubba Watson",NA,66,66,1,"FirstTeeLateRound5ScoringAverage",2010
4,4,"Mike Weir",NA,66,66,1,"FirstTeeLateRound5ScoringAverage",2010
7,7,"Alex Prugh",NA,67,67,1,"FirstTeeLateRound5ScoringAverage",2010
7,7,"Vaughn Taylor",NA,67,67,1,"FirstTeeLateRound5ScoringAverage",2010
9,9,"Chad Collins",NA,68,68,1,"FirstTeeLateRound5ScoringAverage",2010
9,9,"Brandt Snedeker",NA,68,68,1,"FirstTeeLateRound5ScoringAverage",2010
11,11,"Steve Elkington",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2010
11,11,"Richard Johnson",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2010
11,11,"Ryan Moore",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2010
14,14,"Kevin Streelman",NA,70,70,1,"FirstTeeLateRound5ScoringAverage",2010
15,15,"John Merrick",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2010
16,16,"Martin Flores",NA,72,72,1,"FirstTeeLateRound5ScoringAverage",2010
17,17,"Joe Ogilvie",NA,74,74,1,"FirstTeeLateRound5ScoringAverage",2010
