"PuttingInside10_RANKTHISWEEK_2008","PuttingInside10_RANKLASTWEEK_2008","PuttingInside10_PLAYERNAME_2008","PuttingInside10_ROUNDS_2008","PuttingInside10_PctMADE_2008","PuttingInside10_ATTEMPTS_2008","PuttingInside10_PUTTSMADE_2008","stat_name","year"
114,114,"Tag Ridings",88,86.47,1530,1323,"PuttingInside10",2008
116,116,"Paul Goydos",78,86.41,1251,1081,"PuttingInside10",2008
117,117,"Jon Mills",95,86.36,1474,1273,"PuttingInside10",2008
118,118,"Ryan Armour",87,86.35,1421,1227,"PuttingInside10",2008
118,118,"Woody Austin",109,86.35,1626,1404,"PuttingInside10",2008
120,120,"Hunter Mahan",87,86.34,1340,1157,"PuttingInside10",2008
121,121,"Shane Bertsch",96,86.32,1674,1445,"PuttingInside10",2008
122,122,"David Duval",51,86.3,781,674,"PuttingInside10",2008
123,123,"Johnson Wagner",83,86.29,1255,1083,"PuttingInside10",2008
124,124,"Jay Williamson",96,86.25,1520,1311,"PuttingInside10",2008
125,125,"Jason Gore",94,86.24,1584,1366,"PuttingInside10",2008
126,126,"Lucas Glover",91,86.23,1561,1346,"PuttingInside10",2008
126,126,"George McNeill",97,86.23,1692,1459,"PuttingInside10",2008
128,128,"Steve Lowery",74,86.22,1255,1082,"PuttingInside10",2008
129,129,"Kenneth Ferrie",72,86.21,1131,975,"PuttingInside10",2008
130,130,"Paul Casey",55,86.18,673,580,"PuttingInside10",2008
130,130,"Ron Whittaker",54,86.18,767,661,"PuttingInside10",2008
132,132,"Dustin Johnson",92,86.16,1532,1320,"PuttingInside10",2008
133,133,"Sean OHair",81,86.14,1299,1119,"PuttingInside10",2008
134,134,"Frank Lickliter II",107,86.12,1880,1619,"PuttingInside10",2008
135,135,"Fred Couples",60,86.1,971,836,"PuttingInside10",2008
136,136,"Tom Lehman",51,86.09,719,619,"PuttingInside10",2008
137,137,"Jeff Maggert",86,86.07,1486,1279,"PuttingInside10",2008
138,138,"Kyle Thompson",70,86.06,1076,926,"PuttingInside10",2008
138,138,"David Toms",70,86.06,1062,914,"PuttingInside10",2008
140,140,"Rocco Mediate",87,86.02,1309,1126,"PuttingInside10",2008
141,141,"Ted Purdy",68,86,1136,977,"PuttingInside10",2008
142,142,"Brian Davis",108,85.96,1916,1647,"PuttingInside10",2008
143,143,"Tom Scherrer",56,85.95,840,722,"PuttingInside10",2008
144,144,"Todd Hamilton",92,85.93,1379,1185,"PuttingInside10",2008
145,145,"Pat Perez",93,85.89,1467,1260,"PuttingInside10",2008
146,146,"Scott McCarron",63,85.88,1013,870,"PuttingInside10",2008
147,147,"Billy Andrade",71,85.85,1159,995,"PuttingInside10",2008
147,147,"Tim Petrovic",97,85.85,1491,1280,"PuttingInside10",2008
149,149,"Andres Romero",69,85.84,911,782,"PuttingInside10",2008
150,150,"Rich Beem",90,85.83,1489,1278,"PuttingInside10",2008
151,151,"Kent Jones",68,85.81,1029,883,"PuttingInside10",2008
152,152,"Jeff Gove",50,85.8,845,725,"PuttingInside10",2008
153,153,"Justin Bolli",87,85.74,1396,1197,"PuttingInside10",2008
153,153,"Ernie Els",51,85.74,680,583,"PuttingInside10",2008
153,153,"Jim McGovern",75,85.74,1199,1028,"PuttingInside10",2008
156,156,"Charles Warren",79,85.7,1455,1247,"PuttingInside10",2008
157,157,"Brad Adamonis",87,85.66,1444,1237,"PuttingInside10",2008
158,158,"Matt Jones",95,85.63,1587,1359,"PuttingInside10",2008
159,159,"Trevor Immelman",70,85.6,1035,886,"PuttingInside10",2008
160,160,"Cameron Beckman",87,85.57,1407,1204,"PuttingInside10",2008
161,161,"Nick Flanagan",89,85.56,1510,1292,"PuttingInside10",2008
161,161,"Kevin Na",97,85.56,1711,1464,"PuttingInside10",2008
163,163,"Boo Weekley",86,85.55,1232,1054,"PuttingInside10",2008
164,164,"Olin Browne",77,85.53,1341,1147,"PuttingInside10",2008
165,165,"Brett Rumford",72,85.49,1158,990,"PuttingInside10",2008
165,165,"Kevin Stadler",90,85.49,1392,1190,"PuttingInside10",2008
167,167,"Camilo Villegas",79,85.47,1184,1012,"PuttingInside10",2008
168,168,"Rod Pampling",83,85.44,1298,1109,"PuttingInside10",2008
168,168,"John Senden",93,85.44,1552,1326,"PuttingInside10",2008
170,170,"Bo Van Pelt",101,85.42,1776,1517,"PuttingInside10",2008
171,171,"Scott Verplank",82,85.4,1247,1065,"PuttingInside10",2008
172,172,"Rory Sabbatini",77,85.38,1183,1010,"PuttingInside10",2008
173,173,"Steve Flesch",95,85.37,1517,1295,"PuttingInside10",2008
174,174,"JP Hayes",67,85.36,1202,1026,"PuttingInside10",2008
174,174,"DJ Trahan",94,85.36,1482,1265,"PuttingInside10",2008
176,176,"Omar Uresti",74,85.35,1215,1037,"PuttingInside10",2008
177,177,"Michael Letzig",88,85.29,1407,1200,"PuttingInside10",2008
178,178,"John Riegger",73,85.28,1223,1043,"PuttingInside10",2008
179,179,"Davis Love III",78,85.25,1234,1052,"PuttingInside10",2008
179,179,"Vijay Singh",82,85.25,1220,1040,"PuttingInside10",2008
179,179,"Nick Watney",96,85.25,1600,1364,"PuttingInside10",2008
182,182,"JB Holmes",86,85.23,1307,1114,"PuttingInside10",2008
183,183,"Mark Hensby",71,85.22,1191,1015,"PuttingInside10",2008
183,183,"Travis Perkins",53,85.22,778,663,"PuttingInside10",2008
185,185,"Will Ma Kenzie",62,85.17,1106,942,"PuttingInside10",2008
186,186,"Harrison Frazar",73,85.14,1198,1020,"PuttingInside10",2008
187,187,"Mathias Gronberg",87,85.11,1484,1263,"PuttingInside10",2008
188,188,"Nicholas Thompson",113,85.09,1817,1546,"PuttingInside10",2008
189,189,"Jason Allred",63,85.08,965,821,"PuttingInside10",2008
190,190,"Mark Calcavecchia",67,84.6,1026,868,"PuttingInside10",2008
191,191,"Cody Freeman",66,84.44,1054,890,"PuttingInside10",2008
192,192,"David Lutterus",59,84.1,975,820,"PuttingInside10",2008
193,193,"Joe Durant",92,83.52,1553,1297,"PuttingInside10",2008
194,194,"Tommy Gainey",60,83.33,894,745,"PuttingInside10",2008
195,195,"Alex Cejka",75,83.23,1175,978,"PuttingInside10",2008
196,196,"Adam Scott",51,82.67,681,563,"PuttingInside10",2008
197,197,"Robert Gamez",79,82.42,1405,1158,"PuttingInside10",2008
