"PuttingInside10_RANKTHISWEEK_2008","PuttingInside10_RANKLASTWEEK_2008","PuttingInside10_PLAYERNAME_2008","PuttingInside10_ROUNDS_2008","PuttingInside10_PctMADE_2008","PuttingInside10_ATTEMPTS_2008","PuttingInside10_PUTTSMADE_2008","stat_name","year"
1,1,"Aaron Baddeley",76,89.44,1089,974,"PuttingInside10",2008
2,2,"Shigeki Maruyama",50,89.32,768,686,"PuttingInside10",2008
3,3,"Stewart Cink",87,89.23,1142,1019,"PuttingInside10",2008
4,4,"Ben Curtis",80,89.22,1160,1035,"PuttingInside10",2008
5,5,"Ben Crane",86,89,1327,1181,"PuttingInside10",2008
6,6,"Ian Poulter",51,88.96,652,580,"PuttingInside10",2008
7,7,"JJ Henry",108,88.83,1826,1622,"PuttingInside10",2008
8,8,"Dean Wilson",109,88.72,1694,1503,"PuttingInside10",2008
9,9,"Jim Furyk",95,88.69,1371,1216,"PuttingInside10",2008
10,10,"Steve Stricker",75,88.61,1054,934,"PuttingInside10",2008
10,10,"Kevin Sutherland",98,88.61,1589,1408,"PuttingInside10",2008
12,12,"Nick OHern",82,88.55,1293,1145,"PuttingInside10",2008
13,13,"Marc Turnesa",87,88.45,1368,1210,"PuttingInside10",2008
14,14,"Dudley Hart",74,88.38,1213,1072,"PuttingInside10",2008
15,15,"Chad Collins",72,88.36,1134,1002,"PuttingInside10",2008
16,16,"Brian Gay",102,88.33,1551,1370,"PuttingInside10",2008
17,17,"Daniel Chopra",84,88.31,1240,1095,"PuttingInside10",2008
18,18,"Tim Herron",97,88.29,1571,1387,"PuttingInside10",2008
19,19,"Gavin Coles",54,88.26,801,707,"PuttingInside10",2008
20,20,"Eric Axley",113,88.25,1762,1555,"PuttingInside10",2008
20,20,"Corey Pavin",69,88.25,1013,894,"PuttingInside10",2008
22,22,"Bob Tway",70,88.22,1036,914,"PuttingInside10",2008
23,23,"Freddie Jacobson",78,88.2,1169,1031,"PuttingInside10",2008
24,24,"Scott Sterling",89,88.18,1379,1216,"PuttingInside10",2008
25,25,"Jesper Parnevik",88,88.15,1359,1198,"PuttingInside10",2008
26,26,"Anthony Kim",81,88.14,1189,1048,"PuttingInside10",2008
27,27,"Doug LaBelle II",65,88.12,943,831,"PuttingInside10",2008
28,28,"Stephen Leaney",53,88.1,832,733,"PuttingInside10",2008
29,29,"John Rollins",94,88.06,1466,1291,"PuttingInside10",2008
29,29,"Patrick Sheehan",124,88.06,1909,1681,"PuttingInside10",2008
31,31,"Craig Kanada",65,88.05,996,877,"PuttingInside10",2008
32,32,"Mike Weir",88,88.03,1220,1074,"PuttingInside10",2008
33,33,"Jerry Kelly",89,88.02,1377,1212,"PuttingInside10",2008
34,34,"Jason Day",81,87.98,1423,1252,"PuttingInside10",2008
35,35,"Brad Elder",67,87.96,997,877,"PuttingInside10",2008
36,36,"Jeff Quinney",87,87.95,1328,1168,"PuttingInside10",2008
37,37,"Stephen Ames",83,87.93,1201,1056,"PuttingInside10",2008
38,38,"Joe Ogilvie",100,87.89,1602,1408,"PuttingInside10",2008
39,39,"Richard Johnson",77,87.85,1235,1085,"PuttingInside10",2008
40,40,"Justin Leonard",101,87.84,1324,1163,"PuttingInside10",2008
41,41,"Paul Claxton",63,87.83,937,823,"PuttingInside10",2008
43,43,"Zach Johnson",85,87.78,1309,1149,"PuttingInside10",2008
44,44,"Peter Lonard",92,87.75,1486,1304,"PuttingInside10",2008
45,45,"Tom Pernice Jr",104,87.74,1802,1581,"PuttingInside10",2008
46,46,"Kenny Perry",97,87.72,1685,1478,"PuttingInside10",2008
47,47,"James Driscoll",85,87.71,1424,1249,"PuttingInside10",2008
48,48,"Brandt Snedeker",85,87.68,1242,1089,"PuttingInside10",2008
49,49,"Vaughn Taylor",103,87.66,1742,1527,"PuttingInside10",2008
50,50,"Carl Pettersson",110,87.56,1785,1563,"PuttingInside10",2008
51,51,"Nathan Green",95,87.55,1663,1456,"PuttingInside10",2008
52,52,"Ryuji Imada",80,87.53,1243,1088,"PuttingInside10",2008
53,53,"Alejandro Canizares",52,87.52,761,666,"PuttingInside10",2008
53,53,"Padraig Harrington",52,87.52,593,519,"PuttingInside10",2008
55,55,"Stuart Appleby",87,87.51,1241,1086,"PuttingInside10",2008
56,56,"KJ Choi",74,87.5,1040,910,"PuttingInside10",2008
57,57,"Brenden Pappas",66,87.49,1031,902,"PuttingInside10",2008
58,58,"John Mallinger",95,87.48,1525,1334,"PuttingInside10",2008
59,59,"Mathew Goggin",91,87.45,1514,1324,"PuttingInside10",2008
60,60,"Brett Quigley",80,87.44,1353,1183,"PuttingInside10",2008
61,61,"Tommy Armour III",77,87.43,1233,1078,"PuttingInside10",2008
62,62,"Retief Goosen",59,87.42,787,688,"PuttingInside10",2008
63,63,"Bob Estes",90,87.41,1596,1395,"PuttingInside10",2008
64,64,"Tim Wilkinson",95,87.4,1492,1304,"PuttingInside10",2008
65,65,"Todd Demsey",80,87.38,1339,1170,"PuttingInside10",2008
66,66,"Bill Haas",99,87.35,1676,1464,"PuttingInside10",2008
67,67,"Phil Mickelson",80,87.31,1095,956,"PuttingInside10",2008
68,68,"YE Yang",89,87.25,1506,1314,"PuttingInside10",2008
69,69,"Brandt Jobe",52,87.24,878,766,"PuttingInside10",2008
70,70,"Sergio Garcia",72,87.22,1041,908,"PuttingInside10",2008
70,70,"Geoff Ogilvy",65,87.22,900,785,"PuttingInside10",2008
72,72,"Michael Allen",91,87.2,1453,1267,"PuttingInside10",2008
73,73,"Ken Duke",116,87.17,1918,1672,"PuttingInside10",2008
74,74,"Steve Marino",119,87.13,1911,1665,"PuttingInside10",2008
75,75,"Chris Stroud",81,87.12,1234,1075,"PuttingInside10",2008
75,75,"Jimmy Walker",73,87.12,1149,1001,"PuttingInside10",2008
75,75,"Mark Wilson",107,87.12,1918,1671,"PuttingInside10",2008
78,78,"Bart Bryant",81,87.11,1265,1102,"PuttingInside10",2008
79,79,"Tim Clark",90,87.1,1357,1182,"PuttingInside10",2008
80,80,"Cliff Kresge",84,87.06,1360,1184,"PuttingInside10",2008
81,81,"Steve Elkington",84,87.04,1343,1169,"PuttingInside10",2008
81,81,"Heath Slocum",104,87.04,1628,1417,"PuttingInside10",2008
83,83,"Charles Howell III",101,87.01,1640,1427,"PuttingInside10",2008
83,83,"Greg Kraft",63,87.01,916,797,"PuttingInside10",2008
85,85,"Parker McLachlin",88,86.99,1445,1257,"PuttingInside10",2008
86,86,"Chad Campbell",94,86.95,1556,1353,"PuttingInside10",2008
87,87,"Carlos Franco",73,86.94,1156,1005,"PuttingInside10",2008
88,88,"Ryan Moore",72,86.93,1171,1018,"PuttingInside10",2008
89,89,"Martin Laird",98,86.92,1590,1382,"PuttingInside10",2008
90,90,"Robert Allenby",108,86.9,1603,1393,"PuttingInside10",2008
91,91,"John Huston",56,86.89,908,789,"PuttingInside10",2008
92,92,"Marco Dawson",64,86.88,1014,881,"PuttingInside10",2008
93,93,"Chez Reavie",102,86.86,1674,1454,"PuttingInside10",2008
94,94,"Glen Day",64,86.85,1034,898,"PuttingInside10",2008
94,94,"Billy Mayfair",103,86.85,1780,1546,"PuttingInside10",2008
96,96,"Jin Park",85,86.83,1314,1141,"PuttingInside10",2008
97,97,"John Merrick",98,86.82,1472,1278,"PuttingInside10",2008
98,98,"Lee Janzen",89,86.8,1401,1216,"PuttingInside10",2008
99,99,"Matt Kuchar",88,86.79,1310,1137,"PuttingInside10",2008
99,99,"Chris Riley",51,86.79,742,644,"PuttingInside10",2008
99,99,"Kevin Streelman",114,86.79,1809,1570,"PuttingInside10",2008
102,102,"Angel Cabrera",55,86.78,734,637,"PuttingInside10",2008
103,103,"Troy Matteson",94,86.75,1675,1453,"PuttingInside10",2008
103,103,"Bubba Watson",97,86.75,1525,1323,"PuttingInside10",2008
105,105,"Jonathan Byrd",88,86.7,1421,1232,"PuttingInside10",2008
106,106,"Charley Hoffman",94,86.65,1625,1408,"PuttingInside10",2008
107,107,"Briny Baird",113,86.61,1822,1578,"PuttingInside10",2008
108,108,"Robert Garrigus",90,86.58,1609,1393,"PuttingInside10",2008
108,108,"Jeff Overton",103,86.58,1692,1465,"PuttingInside10",2008
110,110,"Charlie Wi",97,86.57,1645,1424,"PuttingInside10",2008
111,111,"Ryan Palmer",69,86.54,1092,945,"PuttingInside10",2008
112,112,"Chris DiMarco",87,86.52,1409,1219,"PuttingInside10",2008
112,112,"Bob Sowards",61,86.52,972,841,"PuttingInside10",2008
114,114,"Steve Allan",58,86.47,894,773,"PuttingInside10",2008
