"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2015","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2015","BirdieorBetterPercentageLeftRough_PLAYERNAME_2015","BirdieorBetterPercentageLeftRough_ROUNDS_2015","BirdieorBetterPercentageLeftRough_Pct_2015","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2015","BirdieorBetterPercentageLeftRough_TOTALHOLES_2015","stat_name","year"
25,25,"Justin Thomas",106,18.99,34,179,"BirdieorBetterPercentageLeftRough",2015
26,26,"Jim Furyk",71,18.75,12,64,"BirdieorBetterPercentageLeftRough",2015
26,26,"Jason Gore",76,18.75,18,96,"BirdieorBetterPercentageLeftRough",2015
26,26,"Ryo Ishikawa",90,18.75,24,128,"BirdieorBetterPercentageLeftRough",2015
26,26,"Ryan Moore",81,18.75,18,96,"BirdieorBetterPercentageLeftRough",2015
30,30,"Marc Leishman",74,18.69,20,107,"BirdieorBetterPercentageLeftRough",2015
31,31,"Pat Perez",96,18.64,22,118,"BirdieorBetterPercentageLeftRough",2015
32,32,"Tony Finau",106,18.63,30,161,"BirdieorBetterPercentageLeftRough",2015
33,33,"Jason Dufner",76,18.52,15,81,"BirdieorBetterPercentageLeftRough",2015
33,33,"Andres Romero",69,18.52,20,108,"BirdieorBetterPercentageLeftRough",2015
35,35,"David Hearn",97,18.42,21,114,"BirdieorBetterPercentageLeftRough",2015
35,35,"Henrik Stenson",63,18.42,14,76,"BirdieorBetterPercentageLeftRough",2015
37,37,"Bubba Watson",71,18.4,23,125,"BirdieorBetterPercentageLeftRough",2015
38,38,"Jerry Kelly",79,18.28,17,93,"BirdieorBetterPercentageLeftRough",2015
39,39,"Matt Every",73,18.25,25,137,"BirdieorBetterPercentageLeftRough",2015
40,40,"Andrew Svoboda",80,18.12,27,149,"BirdieorBetterPercentageLeftRough",2015
41,41,"Rory Sabbatini",81,18.03,22,122,"BirdieorBetterPercentageLeftRough",2015
42,42,"Oscar Fraustro",58,17.91,12,67,"BirdieorBetterPercentageLeftRough",2015
43,43,"Ernie Els",57,17.78,16,90,"BirdieorBetterPercentageLeftRough",2015
44,44,"Aaron Baddeley",76,17.65,18,102,"BirdieorBetterPercentageLeftRough",2015
45,45,"Jonathan Randolph",72,17.56,23,131,"BirdieorBetterPercentageLeftRough",2015
46,46,"Sean OHair",86,17.48,25,143,"BirdieorBetterPercentageLeftRough",2015
47,47,"Kyle Reifers",96,17.36,21,121,"BirdieorBetterPercentageLeftRough",2015
48,48,"David Lingmerth",90,17.21,21,122,"BirdieorBetterPercentageLeftRough",2015
49,49,"Chesson Hadley",101,17.11,32,187,"BirdieorBetterPercentageLeftRough",2015
50,50,"Scott Stallings",60,16.88,13,77,"BirdieorBetterPercentageLeftRough",2015
51,51,"Sangmoon Bae",98,16.67,26,156,"BirdieorBetterPercentageLeftRough",2015
51,51,"Ben Crane",62,16.67,16,96,"BirdieorBetterPercentageLeftRough",2015
51,51,"Gonzalo Fdez Castano",81,16.67,13,78,"BirdieorBetterPercentageLeftRough",2015
51,51,"Rickie Fowler",76,16.67,15,90,"BirdieorBetterPercentageLeftRough",2015
51,51,"Seung Yul Noh",65,16.67,19,114,"BirdieorBetterPercentageLeftRough",2015
51,51,"Carlos Ortiz",100,16.67,27,162,"BirdieorBetterPercentageLeftRough",2015
57,57,"Charley Hoffman",97,16.52,19,115,"BirdieorBetterPercentageLeftRough",2015
58,58,"Brendon Todd",96,16.51,18,109,"BirdieorBetterPercentageLeftRough",2015
59,59,"Carl Pettersson",106,16.48,29,176,"BirdieorBetterPercentageLeftRough",2015
60,60,"John Merrick",78,16.46,13,79,"BirdieorBetterPercentageLeftRough",2015
61,61,"Jeff Overton",94,16.43,23,140,"BirdieorBetterPercentageLeftRough",2015
62,62,"Morgan Hoffmann",85,16.41,21,128,"BirdieorBetterPercentageLeftRough",2015
63,63,"Daniel Summerhays",101,16.27,27,166,"BirdieorBetterPercentageLeftRough",2015
64,64,"Harris English",105,16.23,25,154,"BirdieorBetterPercentageLeftRough",2015
65,65,"Derek Ernst",75,16.22,18,111,"BirdieorBetterPercentageLeftRough",2015
65,65,"Scott Langley",94,16.22,18,111,"BirdieorBetterPercentageLeftRough",2015
67,67,"SJ Park",79,16.09,14,87,"BirdieorBetterPercentageLeftRough",2015
68,68,"Chez Reavie",56,15.91,7,44,"BirdieorBetterPercentageLeftRough",2015
69,69,"JB Holmes",89,15.83,22,139,"BirdieorBetterPercentageLeftRough",2015
70,70,"Russell Knox",96,15.79,18,114,"BirdieorBetterPercentageLeftRough",2015
71,71,"Steven Bowditch",103,15.74,34,216,"BirdieorBetterPercentageLeftRough",2015
72,72,"Kevin Chappell",86,15.7,19,121,"BirdieorBetterPercentageLeftRough",2015
73,73,"Patrick Rodgers",57,15.66,13,83,"BirdieorBetterPercentageLeftRough",2015
74,74,"Shawn Stefani",94,15.44,23,149,"BirdieorBetterPercentageLeftRough",2015
74,74,"Jhonattan Vegas",90,15.44,23,149,"BirdieorBetterPercentageLeftRough",2015
76,76,"Cameron Percy",72,15.32,17,111,"BirdieorBetterPercentageLeftRough",2015
77,77,"Charlie Beljan",76,15.31,15,98,"BirdieorBetterPercentageLeftRough",2015
78,78,"Hunter Mahan",88,15.22,21,138,"BirdieorBetterPercentageLeftRough",2015
79,79,"Andres Gonzales",90,15.07,22,146,"BirdieorBetterPercentageLeftRough",2015
80,80,"Danny Lee",120,15.06,25,166,"BirdieorBetterPercentageLeftRough",2015
81,81,"Kevin Kisner",104,15.03,23,153,"BirdieorBetterPercentageLeftRough",2015
82,82,"Michael Putnam",87,15,15,100,"BirdieorBetterPercentageLeftRough",2015
82,82,"Kevin Streelman",95,15,15,100,"BirdieorBetterPercentageLeftRough",2015
84,84,"Jonas Blixt",78,14.89,14,94,"BirdieorBetterPercentageLeftRough",2015
84,84,"Billy Horschel",99,14.89,21,141,"BirdieorBetterPercentageLeftRough",2015
84,84,"Scott Pinckney",88,14.89,14,94,"BirdieorBetterPercentageLeftRough",2015
87,87,"Angel Cabrera",53,14.77,13,88,"BirdieorBetterPercentageLeftRough",2015
88,88,"Retief Goosen",81,14.75,18,122,"BirdieorBetterPercentageLeftRough",2015
89,89,"Ben Martin",93,14.63,18,123,"BirdieorBetterPercentageLeftRough",2015
90,90,"Scott Brown",97,14.62,19,130,"BirdieorBetterPercentageLeftRough",2015
91,91,"Hideki Matsuyama",95,14.55,16,110,"BirdieorBetterPercentageLeftRough",2015
92,92,"Brendon de Jonge",106,14.47,22,152,"BirdieorBetterPercentageLeftRough",2015
93,93,"Jason Bohn",95,14.42,15,104,"BirdieorBetterPercentageLeftRough",2015
94,94,"Robert Garrigus",70,14.41,17,118,"BirdieorBetterPercentageLeftRough",2015
95,95,"Eric Axley",57,14.29,13,91,"BirdieorBetterPercentageLeftRough",2015
95,95,"Ricky Barnes",82,14.29,17,119,"BirdieorBetterPercentageLeftRough",2015
95,95,"Roberto Castro",54,14.29,8,56,"BirdieorBetterPercentageLeftRough",2015
95,95,"Stewart Cink",77,14.29,19,133,"BirdieorBetterPercentageLeftRough",2015
95,95,"Derek Fathauer",81,14.29,20,140,"BirdieorBetterPercentageLeftRough",2015
95,95,"Nick Watney",91,14.29,18,126,"BirdieorBetterPercentageLeftRough",2015
101,101,"Bill Haas",89,14.16,16,113,"BirdieorBetterPercentageLeftRough",2015
101,101,"Max Homa",78,14.16,16,113,"BirdieorBetterPercentageLeftRough",2015
103,103,"Chris Kirk",76,14.13,13,92,"BirdieorBetterPercentageLeftRough",2015
104,104,"Erik Compton",86,14.07,19,135,"BirdieorBetterPercentageLeftRough",2015
105,105,"DA Points",72,13.95,18,129,"BirdieorBetterPercentageLeftRough",2015
106,106,"Brandt Snedeker",98,13.92,22,158,"BirdieorBetterPercentageLeftRough",2015
107,107,"Luke Guthrie",84,13.85,18,130,"BirdieorBetterPercentageLeftRough",2015
107,107,"Justin Rose",69,13.85,9,65,"BirdieorBetterPercentageLeftRough",2015
109,109,"Nick Taylor",91,13.84,22,159,"BirdieorBetterPercentageLeftRough",2015
110,110,"Vijay Singh",78,13.79,20,145,"BirdieorBetterPercentageLeftRough",2015
111,111,"Byron Smith",59,13.7,10,73,"BirdieorBetterPercentageLeftRough",2015
112,112,"Daniel Berger",97,13.68,16,117,"BirdieorBetterPercentageLeftRough",2015
113,113,"Matt Kuchar",97,13.58,22,162,"BirdieorBetterPercentageLeftRough",2015
114,114,"John Huh",102,13.56,16,118,"BirdieorBetterPercentageLeftRough",2015
115,115,"Luke Donald",71,13.45,16,119,"BirdieorBetterPercentageLeftRough",2015
115,115,"Lucas Glover",79,13.45,16,119,"BirdieorBetterPercentageLeftRough",2015
117,117,"Michael Thompson",83,13.42,20,149,"BirdieorBetterPercentageLeftRough",2015
118,118,"Cameron Tringale",96,13.4,13,97,"BirdieorBetterPercentageLeftRough",2015
119,119,"Padraig Harrington",60,13.33,14,105,"BirdieorBetterPercentageLeftRough",2015
120,120,"Whee Kim",71,13.25,11,83,"BirdieorBetterPercentageLeftRough",2015
121,121,"Lee Westwood",56,12.9,8,62,"BirdieorBetterPercentageLeftRough",2015
122,122,"Hudson Swafford",97,12.88,17,132,"BirdieorBetterPercentageLeftRough",2015
123,123,"Charl Schwartzel",67,12.86,9,70,"BirdieorBetterPercentageLeftRough",2015
124,124,"Spencer Levin",99,12.71,15,118,"BirdieorBetterPercentageLeftRough",2015
125,125,"Ian Poulter",68,12.68,9,71,"BirdieorBetterPercentageLeftRough",2015
126,126,"Jonathan Byrd",69,12.66,10,79,"BirdieorBetterPercentageLeftRough",2015
127,127,"Brendan Steele",88,12.61,15,119,"BirdieorBetterPercentageLeftRough",2015
128,128,"Brian Harman",90,12.4,15,121,"BirdieorBetterPercentageLeftRough",2015
128,128,"Jimmy Walker",89,12.4,16,129,"BirdieorBetterPercentageLeftRough",2015
130,130,"Boo Weekley",79,12.39,14,113,"BirdieorBetterPercentageLeftRough",2015
131,131,"KJ Choi",66,12.36,11,89,"BirdieorBetterPercentageLeftRough",2015
132,132,"Bryce Molder",91,12.35,10,81,"BirdieorBetterPercentageLeftRough",2015
133,133,"Blayne Barber",76,12.31,16,130,"BirdieorBetterPercentageLeftRough",2015
134,134,"William McGirt",103,12.18,19,156,"BirdieorBetterPercentageLeftRough",2015
135,135,"Dustin Johnson",75,12.15,13,107,"BirdieorBetterPercentageLeftRough",2015
136,136,"David Toms",62,12.12,4,33,"BirdieorBetterPercentageLeftRough",2015
137,137,"Chad Campbell",97,12.05,20,166,"BirdieorBetterPercentageLeftRough",2015
137,137,"Justin Leonard",61,12.05,10,83,"BirdieorBetterPercentageLeftRough",2015
139,139,"Bo Van Pelt",81,11.86,14,118,"BirdieorBetterPercentageLeftRough",2015
139,139,"Steve Wheatcroft",87,11.86,14,118,"BirdieorBetterPercentageLeftRough",2015
141,141,"Troy Merritt",91,11.7,11,94,"BirdieorBetterPercentageLeftRough",2015
142,142,"Gary Woodland",81,11.63,10,86,"BirdieorBetterPercentageLeftRough",2015
143,143,"Tim Wilkinson",73,11.54,12,104,"BirdieorBetterPercentageLeftRough",2015
144,144,"Geoff Ogilvy",50,11.43,8,70,"BirdieorBetterPercentageLeftRough",2015
145,145,"Jon Curran",83,11.38,14,123,"BirdieorBetterPercentageLeftRough",2015
146,146,"Johnson Wagner",68,11.34,11,97,"BirdieorBetterPercentageLeftRough",2015
147,147,"Greg Owen",58,11.29,7,62,"BirdieorBetterPercentageLeftRough",2015
147,147,"Alex Prugh",84,11.29,14,124,"BirdieorBetterPercentageLeftRough",2015
149,149,"Keegan Bradley",87,11.24,10,89,"BirdieorBetterPercentageLeftRough",2015
150,150,"Greg Chalmers",58,11.11,6,54,"BirdieorBetterPercentageLeftRough",2015
150,150,"Brian Davis",86,11.11,12,108,"BirdieorBetterPercentageLeftRough",2015
152,152,"Jamie Donaldson",50,10.91,6,55,"BirdieorBetterPercentageLeftRough",2015
153,153,"Billy Hurley III",83,10.85,14,129,"BirdieorBetterPercentageLeftRough",2015
154,154,"Zach Johnson",90,10.81,12,111,"BirdieorBetterPercentageLeftRough",2015
155,155,"John Peterson",84,10.71,12,112,"BirdieorBetterPercentageLeftRough",2015
155,155,"Webb Simpson",81,10.71,12,112,"BirdieorBetterPercentageLeftRough",2015
157,157,"Robert Allenby",63,10.38,11,106,"BirdieorBetterPercentageLeftRough",2015
158,158,"Chris Stroud",84,10.28,11,107,"BirdieorBetterPercentageLeftRough",2015
159,159,"Roger Sloan",56,10.17,6,59,"BirdieorBetterPercentageLeftRough",2015
160,160,"Andrew Putnam",68,10.09,11,109,"BirdieorBetterPercentageLeftRough",2015
161,161,"Zac Blair",108,10,11,110,"BirdieorBetterPercentageLeftRough",2015
162,162,"Jim Herman",88,9.8,10,102,"BirdieorBetterPercentageLeftRough",2015
163,163,"Heath Slocum",57,9.62,5,52,"BirdieorBetterPercentageLeftRough",2015
164,164,"Mark Wilson",89,9.47,9,95,"BirdieorBetterPercentageLeftRough",2015
165,165,"Jim Renner",68,9.43,10,106,"BirdieorBetterPercentageLeftRough",2015
166,166,"Graham DeLaet",65,9.41,8,85,"BirdieorBetterPercentageLeftRough",2015
167,167,"Steven Alker",62,9.38,6,64,"BirdieorBetterPercentageLeftRough",2015
167,167,"Sergio Garcia",59,9.38,6,64,"BirdieorBetterPercentageLeftRough",2015
169,169,"Tyrone Van Aswegen",58,9.23,6,65,"BirdieorBetterPercentageLeftRough",2015
170,170,"Mark Hubbard",79,9.09,8,88,"BirdieorBetterPercentageLeftRough",2015
171,171,"Davis Love III",51,8.75,7,80,"BirdieorBetterPercentageLeftRough",2015
172,172,"Russell Henley",87,8.7,12,138,"BirdieorBetterPercentageLeftRough",2015
173,173,"Robert Streb",110,8.64,14,162,"BirdieorBetterPercentageLeftRough",2015
174,174,"Ken Duke",93,8.51,8,94,"BirdieorBetterPercentageLeftRough",2015
175,175,"JJ Henry",94,8.45,12,142,"BirdieorBetterPercentageLeftRough",2015
176,176,"Nicholas Thompson",90,8.42,8,95,"BirdieorBetterPercentageLeftRough",2015
177,177,"Brian Stuard",97,8.41,9,107,"BirdieorBetterPercentageLeftRough",2015
178,178,"Fabian Gomez",83,8.04,9,112,"BirdieorBetterPercentageLeftRough",2015
179,179,"Francesco Molinari",56,7.84,4,51,"BirdieorBetterPercentageLeftRough",2015
180,180,"Colt Knost",90,7.23,6,83,"BirdieorBetterPercentageLeftRough",2015
181,181,"Chad Collins",79,7.14,7,98,"BirdieorBetterPercentageLeftRough",2015
182,182,"John Senden",80,6.58,5,76,"BirdieorBetterPercentageLeftRough",2015
183,183,"Adam Scott",51,6.15,4,65,"BirdieorBetterPercentageLeftRough",2015
184,184,"Bill Lunde",50,1.92,1,52,"BirdieorBetterPercentageLeftRough",2015
