"MoneyperEventLeaders_RANKTHISWEEK_2010","MoneyperEventLeaders_RANKLASTWEEK_2010","MoneyperEventLeaders_PLAYERNAME_2010","MoneyperEventLeaders_EVENTS_2010","MoneyperEventLeaders_MONEYPEREVENT_2010","MoneyperEventLeaders_TOTALMONEY_2010","stat_name","year"
48,48,"Kevin Na",26,77762,2021814,"MoneyperEventLeaders",2010
49,49,"Robert Karlsson",11,77560,853169,"MoneyperEventLeaders",2010
50,50,"Padraig Harrington",18,76747,1381452,"MoneyperEventLeaders",2010
51,51,"Jason Bohn",25,76190,1904762,"MoneyperEventLeaders",2010
52,52,"Scott Verplank",22,75145,1653190,"MoneyperEventLeaders",2010
53,53,"Stephen Gallacher",2,74622,149245,"MoneyperEventLeaders",2010
54,54,"Sean OHair",25,74361,1859039,"MoneyperEventLeaders",2010
55,55,"Robert Garrigus",22,71967,1583275,"MoneyperEventLeaders",2010
56,56,"Vaughn Taylor",26,70725,1838861,"MoneyperEventLeaders",2010
57,57,"Freddie Jacobson",24,69427,1666252,"MoneyperEventLeaders",2010
58,58,"Stewart Cink",23,68418,1573635,"MoneyperEventLeaders",2010
59,59,"Brendon de Jonge",32,67749,2167978,"MoneyperEventLeaders",2010
60,60,"Michael Sim",20,66946,1338926,"MoneyperEventLeaders",2010
61,61,"Carl Pettersson",29,66705,1934464,"MoneyperEventLeaders",2010
62,62,"Angel Cabrera",19,66654,1266439,"MoneyperEventLeaders",2010
63,63,"Lucas Glover",23,65707,1511275,"MoneyperEventLeaders",2010
64,64,"Ricky Barnes",28,65542,1835195,"MoneyperEventLeaders",2010
65,65,"David Toms",25,63639,1590997,"MoneyperEventLeaders",2010
66,66,"Stuart Appleby",31,63413,1965824,"MoneyperEventLeaders",2010
67,67,"Sergio Garcia",15,62456,936845,"MoneyperEventLeaders",2010
68,68,"YE Yang",21,61986,1301726,"MoneyperEventLeaders",2010
69,69,"Brandt Snedeker",26,61641,1602689,"MoneyperEventLeaders",2010
70,70,"Steve Marino",24,61634,1479239,"MoneyperEventLeaders",2010
71,71,"Charl Schwartzel",11,61531,676845,"MoneyperEventLeaders",2010
72,72,"WC Liang",4,61358,245435,"MoneyperEventLeaders",2010
73,73,"DJ Trahan",27,59988,1619693,"MoneyperEventLeaders",2010
74,74,"Rory Sabbatini",26,59492,1546808,"MoneyperEventLeaders",2010
75,75,"Jonathan Byrd",26,59037,1534981,"MoneyperEventLeaders",2010
76,76,"Charlie Wi",27,58092,1568492,"MoneyperEventLeaders",2010
77,77,"Marc Leishman",26,57262,1488837,"MoneyperEventLeaders",2010
78,78,"Fred Couples",7,56772,397406,"MoneyperEventLeaders",2010
79,79,"Vijay Singh",24,55594,1334262,"MoneyperEventLeaders",2010
80,80,"Bryce Molder",26,54939,1428438,"MoneyperEventLeaders",2010
81,81,"Chris Kirk",1,54480,54480,"MoneyperEventLeaders",2010
82,82,"Charles Howell III",28,52936,1482211,"MoneyperEventLeaders",2010
83,83,"Kevin Streelman",28,52583,1472349,"MoneyperEventLeaders",2010
84,84,"Brian Davis",32,51266,1640515,"MoneyperEventLeaders",2010
85,85,"Brian Gay",30,50722,1521662,"MoneyperEventLeaders",2010
86,86,"Davis Love III",24,50602,1214471,"MoneyperEventLeaders",2010
87,87,"Tom Watson",3,49790,149371,"MoneyperEventLeaders",2010
88,88,"Shaun Micheel",21,48833,1025500,"MoneyperEventLeaders",2010
89,89,"Kenny Perry",20,48440,968810,"MoneyperEventLeaders",2010
90,90,"Bradley Dredge",1,47999,47999,"MoneyperEventLeaders",2010
90,90,"Marcel Siem",1,47999,47999,"MoneyperEventLeaders",2010
92,92,"Andres Romero",21,46627,979169,"MoneyperEventLeaders",2010
93,93,"Cameron Beckman",25,46339,1158485,"MoneyperEventLeaders",2010
94,94,"Dean Wilson",18,46257,832640,"MoneyperEventLeaders",2010
95,95,"Henrik Stenson",15,45538,683070,"MoneyperEventLeaders",2010
96,96,"Rocco Mediate",25,45522,1138067,"MoneyperEventLeaders",2010
97,97,"John Rollins",26,45489,1182735,"MoneyperEventLeaders",2010
98,98,"Alex Prugh",28,45450,1272606,"MoneyperEventLeaders",2010
99,99,"Matt Jones",27,45027,1215743,"MoneyperEventLeaders",2010
100,100,"Jason Dufner",25,44867,1121695,"MoneyperEventLeaders",2010
101,101,"Paul Goydos",25,44850,1121250,"MoneyperEventLeaders",2010
102,102,"Francesco Molinari",8,44774,358196,"MoneyperEventLeaders",2010
103,103,"Ken Duke",5,44155,220777,"MoneyperEventLeaders",2010
104,104,"John Ellis",1,44000,44000,"MoneyperEventLeaders",2010
105,105,"Steve Elkington",22,43412,955083,"MoneyperEventLeaders",2010
106,106,"Tom Gillis",27,43190,1166146,"MoneyperEventLeaders",2010
107,107,"Michael Allen",17,42742,726630,"MoneyperEventLeaders",2010
108,108,"John Senden",30,42468,1274057,"MoneyperEventLeaders",2010
109,109,"Chris Riley",24,41732,1001581,"MoneyperEventLeaders",2010
110,110,"Joe Durant",19,41513,788754,"MoneyperEventLeaders",2010
111,111,"Stephen Ames",23,39849,916527,"MoneyperEventLeaders",2010
112,112,"Tom Lehman",9,39642,356784,"MoneyperEventLeaders",2010
113,113,"Jerry Kelly",29,39203,1136897,"MoneyperEventLeaders",2010
114,114,"Spencer Levin",31,38699,1199671,"MoneyperEventLeaders",2010
115,115,"Chris Couch",23,38615,888146,"MoneyperEventLeaders",2010
116,116,"Bill Lunde",28,38424,1075874,"MoneyperEventLeaders",2010
117,117,"JJ Henry",27,38358,1035688,"MoneyperEventLeaders",2010
118,118,"David Duval",24,38316,919584,"MoneyperEventLeaders",2010
119,119,"Justin Leonard",27,38016,1026445,"MoneyperEventLeaders",2010
120,120,"Blake Adams",26,37061,963592,"MoneyperEventLeaders",2010
121,121,"Paul Stankowski",18,37032,666590,"MoneyperEventLeaders",2010
122,122,"Kris Blanks",30,36972,1109178,"MoneyperEventLeaders",2010
123,123,"Ryuji Imada",28,36745,1028868,"MoneyperEventLeaders",2010
124,124,"Greg Chalmers",27,36644,989414,"MoneyperEventLeaders",2010
125,125,"Garrett Willis",24,36323,871762,"MoneyperEventLeaders",2010
126,126,"Nick OHern",11,36239,398633,"MoneyperEventLeaders",2010
127,127,"Brandt Jobe",1,35316,35316,"MoneyperEventLeaders",2010
128,128,"Pat Perez",27,35095,947587,"MoneyperEventLeaders",2010
129,129,"Chris Stroud",27,34891,942082,"MoneyperEventLeaders",2010
130,130,"Derek Lamely",28,34748,972961,"MoneyperEventLeaders",2010
131,131,"Jimmy Walker",27,34740,937986,"MoneyperEventLeaders",2010
132,132,"Chad Campbell",28,34684,971153,"MoneyperEventLeaders",2010
133,133,"JP Hayes",25,34500,862522,"MoneyperEventLeaders",2010
134,134,"Graham DeLaet",28,34071,954011,"MoneyperEventLeaders",2010
135,135,"Michael Connell",25,33858,846459,"MoneyperEventLeaders",2010
136,136,"Ben Curtis",24,33839,812136,"MoneyperEventLeaders",2010
137,137,"Aaron Baddeley",26,33819,879317,"MoneyperEventLeaders",2010
138,138,"Colm Moriarty",1,33791,33791,"MoneyperEventLeaders",2010
139,139,"DA Points",29,33635,975433,"MoneyperEventLeaders",2010
140,140,"Kevin Stadler",28,33275,931720,"MoneyperEventLeaders",2010
141,141,"Kevin Sutherland",25,32747,818681,"MoneyperEventLeaders",2010
142,142,"Aron Price",22,32442,713736,"MoneyperEventLeaders",2010
143,143,"Josh Teater",31,32429,1005322,"MoneyperEventLeaders",2010
144,144,"Boo Weekley",27,32323,872729,"MoneyperEventLeaders",2010
145,145,"Alex Cejka",28,32294,904253,"MoneyperEventLeaders",2010
146,146,"Tim Petrovic",32,32154,1028959,"MoneyperEventLeaders",2010
147,147,"Brett Wetterich",16,31917,510672,"MoneyperEventLeaders",2010
148,148,"Webb Simpson",31,31385,972961,"MoneyperEventLeaders",2010
149,149,"Chad Collins",26,31383,815961,"MoneyperEventLeaders",2010
150,150,"Todd Fischer",1,31200,31200,"MoneyperEventLeaders",2010
151,151,"Roland Thatcher",26,30621,796157,"MoneyperEventLeaders",2010
152,152,"Miguel Angel Jimenez",7,30428,212999,"MoneyperEventLeaders",2010
153,153,"Tom Pernice Jr",22,30124,662729,"MoneyperEventLeaders",2010
154,154,"Mike Weir",19,29425,559092,"MoneyperEventLeaders",2010
155,155,"Jeff Maggert",28,28627,801578,"MoneyperEventLeaders",2010
156,156,"Tag Ridings",1,28594,28594,"MoneyperEventLeaders",2010
157,157,"Mark Wilson",28,28202,789681,"MoneyperEventLeaders",2010
158,158,"Alejandro Canizares",2,27977,55955,"MoneyperEventLeaders",2010
159,159,"Charles Warren",21,27362,574615,"MoneyperEventLeaders",2010
160,160,"Troy Merritt",29,27137,786976,"MoneyperEventLeaders",2010
161,161,"Bob Estes",26,26967,701158,"MoneyperEventLeaders",2010
162,162,"Johnson Wagner",28,26921,753802,"MoneyperEventLeaders",2010
163,163,"Briny Baird",28,26913,753577,"MoneyperEventLeaders",2010
164,164,"Matt Bettencourt",32,26746,855900,"MoneyperEventLeaders",2010
165,165,"Jhonattan Vegas",1,26483,26483,"MoneyperEventLeaders",2010
166,166,"Troy Matteson",28,26287,736059,"MoneyperEventLeaders",2010
167,167,"Alvaro Quiros",9,25829,232464,"MoneyperEventLeaders",2010
168,168,"Peter Hanson",7,25582,179074,"MoneyperEventLeaders",2010
169,169,"Matt Every",18,25380,456847,"MoneyperEventLeaders",2010
170,170,"Richard Johnson",27,25130,678514,"MoneyperEventLeaders",2010
171,171,"Woody Austin",29,25081,727351,"MoneyperEventLeaders",2010
172,172,"Cameron Percy",25,24810,620262,"MoneyperEventLeaders",2010
173,173,"Billy Mayfair",26,24701,642230,"MoneyperEventLeaders",2010
174,174,"Chris Tidland",24,24512,588290,"MoneyperEventLeaders",2010
175,175,"Will Ma Kenzie",23,24239,557504,"MoneyperEventLeaders",2010
176,176,"Scott Piercy",28,24158,676431,"MoneyperEventLeaders",2010
177,177,"Michael Putnam",1,23850,23850,"MoneyperEventLeaders",2010
178,178,"George McNeill",28,23744,664854,"MoneyperEventLeaders",2010
179,179,"John Mallinger",29,23609,684686,"MoneyperEventLeaders",2010
180,180,"Nathan Green",27,23562,636179,"MoneyperEventLeaders",2010
181,181,"Kirk Triplett",11,23533,258872,"MoneyperEventLeaders",2010
182,182,"Jarrod Lyle",18,23486,422760,"MoneyperEventLeaders",2010
183,183,"Jason Allred",1,23385,23385,"MoneyperEventLeaders",2010
183,183,"Rafa Cabrera Bello",1,23385,23385,"MoneyperEventLeaders",2010
183,183,"Jim Herman",1,23385,23385,"MoneyperEventLeaders",2010
186,186,"David Horsey",2,23350,46700,"MoneyperEventLeaders",2010
187,187,"Lee Janzen",26,23199,603195,"MoneyperEventLeaders",2010
188,188,"Soren Kjeldsen",7,22712,158989,"MoneyperEventLeaders",2010
189,189,"Trevor Immelman",19,22219,422171,"MoneyperEventLeaders",2010
190,190,"Scott McCarron",29,22156,642542,"MoneyperEventLeaders",2010
191,191,"Jeev Milkha Singh",19,22118,420245,"MoneyperEventLeaders",2010
192,192,"Kevin Chappell",2,22000,44000,"MoneyperEventLeaders",2010
193,193,"Darren Clarke",2,21637,43275,"MoneyperEventLeaders",2010
194,194,"Simon Dyson",8,21383,171070,"MoneyperEventLeaders",2010
195,195,"John Merrick",31,21252,658815,"MoneyperEventLeaders",2010
196,196,"Steve Allan",2,21000,42000,"MoneyperEventLeaders",2010
197,197,"Kent Jones",9,20971,188746,"MoneyperEventLeaders",2010
198,198,"Jeff Quinney",29,20891,605865,"MoneyperEventLeaders",2010
199,199,"Michael Letzig",27,20878,563728,"MoneyperEventLeaders",2010
200,200,"Joe Ogilvie",32,20056,641796,"MoneyperEventLeaders",2010
201,201,"Rob Grube",1,19890,19890,"MoneyperEventLeaders",2010
201,201,"Adam Hadwin",1,19890,19890,"MoneyperEventLeaders",2010
201,201,"Brock Mackenzie",1,19890,19890,"MoneyperEventLeaders",2010
204,204,"Simon Khan",4,19411,77646,"MoneyperEventLeaders",2010
205,205,"James Driscoll",26,19254,500624,"MoneyperEventLeaders",2010
206,206,"Brian Stuard",28,19160,536497,"MoneyperEventLeaders",2010
207,207,"KT Kim",2,19051,38102,"MoneyperEventLeaders",2010
208,208,"Danny Chia",1,19046,19046,"MoneyperEventLeaders",2010
208,208,"Zane Scotland",1,19046,19046,"MoneyperEventLeaders",2010
210,210,"Mark Hensby",12,19032,228384,"MoneyperEventLeaders",2010
211,211,"Nicholas Thompson",29,18843,546475,"MoneyperEventLeaders",2010
212,212,"Craig Barlow",10,18462,184621,"MoneyperEventLeaders",2010
213,213,"Peter Senior",1,18047,18047,"MoneyperEventLeaders",2010
214,214,"Steve Flesch",25,17614,440374,"MoneyperEventLeaders",2010
215,215,"James Nitties",30,17501,525033,"MoneyperEventLeaders",2010
216,216,"Bobby Gates",2,17361,34722,"MoneyperEventLeaders",2010
217,217,"Toru Taniguchi",2,17359,34719,"MoneyperEventLeaders",2010
218,218,"Mathew Goggin",28,17269,483537,"MoneyperEventLeaders",2010
219,219,"Brett Quigley",29,17148,497296,"MoneyperEventLeaders",2010
220,220,"Hirofumi Miyase",1,17126,17126,"MoneyperEventLeaders",2010
220,220,"Steven Tiley",1,17126,17126,"MoneyperEventLeaders",2010
222,222,"Skip Kendall",18,16913,304439,"MoneyperEventLeaders",2010
223,223,"Shane Lowry",2,16895,33791,"MoneyperEventLeaders",2010
224,224,"Jay Williamson",24,16854,404497,"MoneyperEventLeaders",2010
225,225,"Andrew Coltart",1,16742,16742,"MoneyperEventLeaders",2010
226,226,"Chris DiMarco",25,16368,409205,"MoneyperEventLeaders",2010
227,227,"Thomas Aiken",1,16358,16358,"MoneyperEventLeaders",2010
228,228,"Tim Herron",24,16312,391502,"MoneyperEventLeaders",2010
229,229,"Seung Yul Noh",5,16284,81422,"MoneyperEventLeaders",2010
230,230,"Fredrik Andersson Hed",2,15921,31842,"MoneyperEventLeaders",2010
231,231,"Steve Wheatcroft",27,15133,408595,"MoneyperEventLeaders",2010
232,232,"Garth Mulroy",19,15111,287117,"MoneyperEventLeaders",2010
233,233,"Michael Bradley",24,15035,360844,"MoneyperEventLeaders",2010
234,234,"Ryo Ishikawa",10,14917,149179,"MoneyperEventLeaders",2010
235,235,"Mathias Gronberg",22,14642,322130,"MoneyperEventLeaders",2010
236,236,"Danny Wax",1,14450,14450,"MoneyperEventLeaders",2010
237,237,"Kyle Stanley",3,14363,43090,"MoneyperEventLeaders",2010
238,238,"Shane Bertsch",4,14276,57107,"MoneyperEventLeaders",2010
239,239,"Roger Tambellini",26,14259,370735,"MoneyperEventLeaders",2010
240,240,"Rob Labritz",1,14150,14150,"MoneyperEventLeaders",2010
241,241,"Jason Schultz",1,13845,13845,"MoneyperEventLeaders",2010
242,242,"Cameron Tringale",22,13755,302618,"MoneyperEventLeaders",2010
243,243,"Sam Saunders",7,13603,95226,"MoneyperEventLeaders",2010
244,244,"Jeff Klauk",13,13359,173676,"MoneyperEventLeaders",2010
245,245,"Jeff Burns",1,13237,13237,"MoneyperEventLeaders",2010
246,246,"Matthew Richardson",1,13023,13023,"MoneyperEventLeaders",2010
247,247,"Fred Funk",6,12967,77802,"MoneyperEventLeaders",2010
248,248,"Santiago Luna",1,12960,12960,"MoneyperEventLeaders",2010
249,249,"Matt Weibring",10,12832,128328,"MoneyperEventLeaders",2010
250,250,"Jon Mills",1,12818,12818,"MoneyperEventLeaders",2010
251,251,"Jerry Richardson Jr",1,12724,12724,"MoneyperEventLeaders",2010
252,252,"Robert Gamez",8,12712,101700,"MoneyperEventLeaders",2010
253,253,"Frank Lickliter II",6,12453,74720,"MoneyperEventLeaders",2010
254,254,"Gonzalo Fdez Castano",3,12377,37133,"MoneyperEventLeaders",2010
255,255,"Thongchai Jaidee",8,12335,98685,"MoneyperEventLeaders",2010
256,256,"Ty Tryon",1,12293,12293,"MoneyperEventLeaders",2010
257,257,"Martin Flores",26,12256,318673,"MoneyperEventLeaders",2010
258,258,"Alexandre Rocha",1,12040,12040,"MoneyperEventLeaders",2010
259,259,"Gary Woodland",8,11976,95815,"MoneyperEventLeaders",2010
260,260,"Harrison Frazar",17,11840,201280,"MoneyperEventLeaders",2010
261,261,"Cliff Kresge",17,11740,199584,"MoneyperEventLeaders",2010
262,262,"Rich Beem",11,11716,128877,"MoneyperEventLeaders",2010
263,263,"Jason Preeo",1,11707,11707,"MoneyperEventLeaders",2010
264,264,"Rod Pampling",26,11510,299263,"MoneyperEventLeaders",2010
265,265,"Glen Day",13,11367,147776,"MoneyperEventLeaders",2010
266,266,"Jamie Lovemark",4,11350,45400,"MoneyperEventLeaders",2010
267,267,"Carlos Franco",11,11202,123231,"MoneyperEventLeaders",2010
268,268,"Casey Wittenberg",1,11200,11200,"MoneyperEventLeaders",2010
269,269,"Benjamin Fox",3,11180,33540,"MoneyperEventLeaders",2010
270,270,"Daniel Chopra",28,11121,311405,"MoneyperEventLeaders",2010
271,271,"Erik Compton",7,11035,77245,"MoneyperEventLeaders",2010
272,272,"Marco Dawson",10,10816,108160,"MoneyperEventLeaders",2010
273,273,"Seungsu Han",1,10812,10812,"MoneyperEventLeaders",2010
274,274,"Tim Wilkinson",15,10713,160705,"MoneyperEventLeaders",2010
275,275,"Andrew Svoboda",1,10556,10556,"MoneyperEventLeaders",2010
276,276,"Omar Uresti",27,10498,283455,"MoneyperEventLeaders",2010
277,277,"Colin Montgomerie",3,10325,30977,"MoneyperEventLeaders",2010
278,278,"Ted Purdy",30,10255,307677,"MoneyperEventLeaders",2010
279,279,"Mark Anderson",1,10203,10203,"MoneyperEventLeaders",2010
280,280,"Oliver Wilson",9,10080,90721,"MoneyperEventLeaders",2010
281,281,"Greg Owen",27,9956,268835,"MoneyperEventLeaders",2010
282,282,"Kevin Hayashi",1,9900,9900,"MoneyperEventLeaders",2010
283,283,"Blake Trimble",1,9752,9752,"MoneyperEventLeaders",2010
284,284,"Paul Azinger",1,9486,9486,"MoneyperEventLeaders",2010
285,285,"Daniel Barbetti",1,9481,9481,"MoneyperEventLeaders",2010
285,285,"Peter Gustafsson",1,9481,9481,"MoneyperEventLeaders",2010
287,287,"Michael ONeal",2,9212,18424,"MoneyperEventLeaders",2010
288,288,"Guy Boros",6,9138,54832,"MoneyperEventLeaders",2010
289,289,"Yuta Ikeda",11,8951,98463,"MoneyperEventLeaders",2010
290,290,"Mike Small",8,8708,69665,"MoneyperEventLeaders",2010
291,291,"Drew Weaver",2,8682,17365,"MoneyperEventLeaders",2010
292,292,"Billy Hurley III",1,8560,8560,"MoneyperEventLeaders",2010
293,293,"Warren Schutte",1,8471,8471,"MoneyperEventLeaders",2010
294,294,"Gareth Maybin",2,8336,16672,"MoneyperEventLeaders",2010
295,295,"Henrik Bjornstad",26,8304,215912,"MoneyperEventLeaders",2010
296,296,"Ross McGowan",6,8120,48722,"MoneyperEventLeaders",2010
297,297,"Dicky Pride",5,8024,40120,"MoneyperEventLeaders",2010
298,298,"John Daly",20,7929,158586,"MoneyperEventLeaders",2010
299,299,"Erick Justesen",2,7825,15651,"MoneyperEventLeaders",2010
300,300,"Jason Gore",10,7721,77212,"MoneyperEventLeaders",2010
301,301,"Gregory Bourdy",2,7612,15225,"MoneyperEventLeaders",2010
302,302,"Rich Barcelo",25,7555,188891,"MoneyperEventLeaders",2010
303,303,"Chez Reavie",15,7532,112993,"MoneyperEventLeaders",2010
304,304,"Mark Calcavecchia",16,7498,119980,"MoneyperEventLeaders",2010
305,305,"Rhys Davies",4,7190,28761,"MoneyperEventLeaders",2010
306,306,"Craig Bowden",20,7046,140935,"MoneyperEventLeaders",2010
307,307,"Ross Fisher",10,6658,66581,"MoneyperEventLeaders",2010
308,308,"Jonathan Kaye",6,6498,38989,"MoneyperEventLeaders",2010
309,309,"Thomas Levet",2,6480,12960,"MoneyperEventLeaders",2010
310,310,"Fran Quinn",7,6442,45096,"MoneyperEventLeaders",2010
311,311,"Phil Schmitt",2,6272,12544,"MoneyperEventLeaders",2010
312,312,"Jim Carter",5,5857,29285,"MoneyperEventLeaders",2010
313,313,"Pablo Martin Benavides",2,5853,11707,"MoneyperEventLeaders",2010
314,314,"Chris Rogers",2,5852,11704,"MoneyperEventLeaders",2010
315,315,"John Morse",5,5799,28998,"MoneyperEventLeaders",2010
316,316,"Shigeki Maruyama",4,5610,22440,"MoneyperEventLeaders",2010
317,317,"Ryuichi Oda",2,5582,11165,"MoneyperEventLeaders",2010
318,318,"Brenden Pappas",24,5566,133584,"MoneyperEventLeaders",2010
319,319,"Alex Hamilton",2,5417,10835,"MoneyperEventLeaders",2010
320,320,"John Huston",13,5326,69248,"MoneyperEventLeaders",2010
321,321,"David Lutterus",25,4926,123169,"MoneyperEventLeaders",2010
322,322,"Phil Tataurangi",4,4862,19449,"MoneyperEventLeaders",2010
323,323,"Vance Veazey",23,4842,111369,"MoneyperEventLeaders",2010
324,324,"Steve Lowery",25,4744,118602,"MoneyperEventLeaders",2010
325,325,"Manuel Villegas",2,4740,9481,"MoneyperEventLeaders",2010
326,326,"Hiroyuki Fujita",4,4592,18368,"MoneyperEventLeaders",2010
327,327,"Tom Byrum",3,4473,13420,"MoneyperEventLeaders",2010
328,328,"Robert Damron",4,4361,17446,"MoneyperEventLeaders",2010
329,329,"Jerod Turner",21,4349,91343,"MoneyperEventLeaders",2010
330,330,"Jeff Gove",22,4188,92155,"MoneyperEventLeaders",2010
331,331,"Eric Axley",6,4020,24124,"MoneyperEventLeaders",2010
332,332,"Todd Hamilton",20,3880,77608,"MoneyperEventLeaders",2010
333,333,"Len Mattiace",6,3700,22200,"MoneyperEventLeaders",2010
334,334,"Aaron Goldberg",3,3538,10615,"MoneyperEventLeaders",2010
335,335,"Michael Clark II",6,3507,21044,"MoneyperEventLeaders",2010
336,336,"Chris Baryla",7,3464,24254,"MoneyperEventLeaders",2010
337,337,"Brent Delahoussaye",21,3319,69708,"MoneyperEventLeaders",2010
338,338,"Mark Brooks",14,3311,46360,"MoneyperEventLeaders",2010
339,339,"Willie Wood",2,3270,6540,"MoneyperEventLeaders",2010
340,340,"Robin Freeman",4,3265,13062,"MoneyperEventLeaders",2010
341,341,"JL Lewis",4,3240,12960,"MoneyperEventLeaders",2010
342,342,"Justin Bolli",23,3216,73990,"MoneyperEventLeaders",2010
343,343,"Brad Adamonis",4,3015,12060,"MoneyperEventLeaders",2010
344,344,"Chris Wilson",26,2941,76481,"MoneyperEventLeaders",2010
345,345,"Kevin Johnson",26,2684,69806,"MoneyperEventLeaders",2010
346,346,"Parker McLachlin",20,2664,53291,"MoneyperEventLeaders",2010
347,347,"Andrew McLardy",21,2528,53106,"MoneyperEventLeaders",2010
348,348,"Brad Faxon",23,2412,55482,"MoneyperEventLeaders",2010
349,349,"Greg Kraft",22,2371,52176,"MoneyperEventLeaders",2010
350,350,"Chris Smith",10,2340,23400,"MoneyperEventLeaders",2010
351,351,"Tommy Armour III",5,2226,11130,"MoneyperEventLeaders",2010
352,352,"Jim Gallagher Jr",3,2184,6552,"MoneyperEventLeaders",2010
353,353,"Jesper Parnevik",5,1833,9165,"MoneyperEventLeaders",2010
354,354,"Spike McRoy",4,1710,6840,"MoneyperEventLeaders",2010
355,355,"Matt Hill",5,1461,7305,"MoneyperEventLeaders",2010
356,356,"Marc Turnesa",7,1451,10158,"MoneyperEventLeaders",2010
