"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyRound2ScoringAverage__2010","TenthTeeEarlyRound2ScoringAverage_AVG_2010","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Chad Collins",NA,67,134,2,"TenthTeeEarlyRound2ScoringAverage",2010
1,1,"Luke Donald",NA,67,201,3,"TenthTeeEarlyRound2ScoringAverage",2010
3,3,"Paul Casey",NA,67.33,202,3,"TenthTeeEarlyRound2ScoringAverage",2010
3,3,"Kevin Na",NA,67.33,404,6,"TenthTeeEarlyRound2ScoringAverage",2010
5,5,"Lee Janzen",NA,67.4,337,5,"TenthTeeEarlyRound2ScoringAverage",2010
6,6,"Retief Goosen",NA,67.5,135,2,"TenthTeeEarlyRound2ScoringAverage",2010
7,7,"Jim Furyk",NA,67.63,541,8,"TenthTeeEarlyRound2ScoringAverage",2010
8,8,"Zach Johnson",NA,67.71,474,7,"TenthTeeEarlyRound2ScoringAverage",2010
9,9,"Stephen Ames",NA,68,204,3,"TenthTeeEarlyRound2ScoringAverage",2010
9,9,"Lucas Glover",NA,68,408,6,"TenthTeeEarlyRound2ScoringAverage",2010
11,11,"Chad Campbell",NA,68.2,341,5,"TenthTeeEarlyRound2ScoringAverage",2010
11,11,"Steve Elkington",NA,68.2,341,5,"TenthTeeEarlyRound2ScoringAverage",2010
13,13,"Mark Wilson",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2010
14,14,"Greg Chalmers",NA,68.44,616,9,"TenthTeeEarlyRound2ScoringAverage",2010
15,15,"Matt Kuchar",NA,68.5,137,2,"TenthTeeEarlyRound2ScoringAverage",2010
15,15,"Boo Weekley",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2010
17,17,"Michael Connell",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2010
17,17,"Webb Simpson",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2010
19,19,"Carl Pettersson",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2010
20,20,"Padraig Harrington",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2010
20,20,"Phil Mickelson",NA,68.75,550,8,"TenthTeeEarlyRound2ScoringAverage",2010
