"AveragePuttingDistanceGIR1Putts_RANKTHISWEEK_2009","AveragePuttingDistanceGIR1Putts_RANKLASTWEEK_2009","AveragePuttingDistanceGIR1Putts_PLAYERNAME_2009","AveragePuttingDistanceGIR1Putts_ROUNDS_2009","AveragePuttingDistanceGIR1Putts_AVG_2009","AveragePuttingDistanceGIR1Putts_DISTANCEFEET_2009","AveragePuttingDistanceGIR1Putts_TOTALPUTTS_2009","stat_name","year"
30,30,"Martin Laird",72,NA,2298.917,208,"AveragePuttingDistanceGIR1Putts",2009
30,30,"Peter Lonard",86,NA,2363.5,213,"AveragePuttingDistanceGIR1Putts",2009
30,30,"James Nitties",86,NA,2579.083,233,"AveragePuttingDistanceGIR1Putts",2009
30,30,"Rod Pampling",72,NA,2397.333,217,"AveragePuttingDistanceGIR1Putts",2009
30,30,"Webb Simpson",94,NA,3094.667,280,"AveragePuttingDistanceGIR1Putts",2009
36,36,"Woody Austin",84,NA,2609.583,237,"AveragePuttingDistanceGIR1Putts",2009
36,36,"Cameron Beckman",87,NA,2423.5,221,"AveragePuttingDistanceGIR1Putts",2009
36,36,"JJ Henry",97,NA,2602,237,"AveragePuttingDistanceGIR1Putts",2009
36,36,"John Merrick",91,NA,2129.25,194,"AveragePuttingDistanceGIR1Putts",2009
36,36,"Pat Perez",74,NA,2211.833,201,"AveragePuttingDistanceGIR1Putts",2009
36,36,"DA Points",99,NA,3136.083,285,"AveragePuttingDistanceGIR1Putts",2009
36,36,"Chris Riley",77,NA,2435.667,221,"AveragePuttingDistanceGIR1Putts",2009
36,36,"Justin Rose",71,NA,2150.667,196,"AveragePuttingDistanceGIR1Putts",2009
36,36,"John Senden",100,NA,3182.333,289,"AveragePuttingDistanceGIR1Putts",2009
45,45,"Stewart Cink",79,NA,1872.583,171,"AveragePuttingDistanceGIR1Putts",2009
45,45,"Ryuji Imada",85,NA,2374.083,218,"AveragePuttingDistanceGIR1Putts",2009
45,45,"Tom Lehman",55,NA,1018,93,"AveragePuttingDistanceGIR1Putts",2009
45,45,"Davis Love III",89,NA,2416,222,"AveragePuttingDistanceGIR1Putts",2009
49,49,"Glen Day",79,NA,1927.5,178,"AveragePuttingDistanceGIR1Putts",2009
49,49,"Bob Heintz",59,NA,1905.333,176,"AveragePuttingDistanceGIR1Putts",2009
49,49,"Jeff Overton",92,NA,2552.583,236,"AveragePuttingDistanceGIR1Putts",2009
49,49,"Kevin Sutherland",96,NA,2555.333,235,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Matt Bettencourt",98,NA,3047.917,283,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Kris Blanks",60,NA,1738.833,162,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Luke Donald",79,NA,2268.083,211,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Lucas Glover",93,NA,2708.333,251,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Kevin Na",91,NA,2890.917,268,"AveragePuttingDistanceGIR1Putts",2009
53,53,"DJ Trahan",96,NA,2658.417,248,"AveragePuttingDistanceGIR1Putts",2009
53,53,"Charlie Wi",92,NA,2939.75,274,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Aaron Baddeley",66,NA,1924.333,181,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Joe Durant",62,NA,1632.917,153,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Bob Estes",78,NA,2236.5,209,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Colt Knost",71,NA,1788.667,168,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Marc Leishman",91,NA,2867.667,269,"AveragePuttingDistanceGIR1Putts",2009
60,60,"David Mathis",82,NA,2127.667,200,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Kenny Perry",92,NA,2682.833,251,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Kirk Triplett",60,NA,1808.833,170,"AveragePuttingDistanceGIR1Putts",2009
60,60,"Matt Weibring",65,NA,1906.833,179,"AveragePuttingDistanceGIR1Putts",2009
69,69,"Paul Goydos",79,NA,2250,212,"AveragePuttingDistanceGIR1Putts",2009
69,69,"Freddie Jacobson",83,NA,2436.25,231,"AveragePuttingDistanceGIR1Putts",2009
69,69,"Kent Jones",73,NA,1898.5,179,"AveragePuttingDistanceGIR1Putts",2009
69,69,"Hunter Mahan",94,NA,2889,272,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Robert Allenby",71,NA,1632.167,156,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Brendon de Jonge",90,NA,2682.583,256,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Steve Flesch",77,NA,1937.333,185,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Bill Haas",91,NA,2758.75,263,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Troy Matteson",95,NA,2798.667,267,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Scott McCarron",91,NA,2631.333,251,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Bryce Molder",69,NA,1926.5,184,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Tim Petrovic",97,NA,2875.417,274,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Scott Piercy",85,NA,2460.917,235,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Dean Wilson",81,NA,2550.75,242,"AveragePuttingDistanceGIR1Putts",2009
73,73,"Tiger Woods",64,NA,1812.5,172,"AveragePuttingDistanceGIR1Putts",2009
84,84,"Jim Furyk",86,NA,2368.667,227,"AveragePuttingDistanceGIR1Putts",2009
84,84,"Ryan Moore",89,NA,2500.5,240,"AveragePuttingDistanceGIR1Putts",2009
84,84,"Chris Stroud",88,NA,2595.167,249,"AveragePuttingDistanceGIR1Putts",2009
84,84,"Bubba Watson",73,NA,1867.75,179,"AveragePuttingDistanceGIR1Putts",2009
84,84,"Mark Wilson",99,NA,2959.667,283,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Stephen Ames",77,NA,2148.917,208,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Brian Bateman",55,NA,1316.917,127,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Rich Beem",77,NA,1850.417,179,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Jason Day",61,NA,1773.917,172,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Chris DiMarco",97,NA,2523.917,245,"AveragePuttingDistanceGIR1Putts",2009
89,89,"David Duval",56,NA,1184.333,115,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Derek Fathauer",63,NA,1470.667,142,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Nathan Green",104,NA,2779.083,268,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Michael Letzig",96,NA,2786.75,269,"AveragePuttingDistanceGIR1Putts",2009
89,89,"Joe Ogilvie",85,NA,2741.083,265,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Chad Campbell",90,NA,2375.417,232,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Sergio Garcia",59,NA,1447.667,141,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Robert Garrigus",83,NA,2201.083,215,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Dustin Johnson",85,NA,2187.25,214,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Steve Lowery",83,NA,2347.917,230,"AveragePuttingDistanceGIR1Putts",2009
99,99,"George McNeill",82,NA,2515.917,245,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Chez Reavie",81,NA,2005.667,196,"AveragePuttingDistanceGIR1Putts",2009
99,99,"Tag Ridings",50,NA,1233.417,120,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Tim Clark",81,NA,2207.083,217,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Mathew Goggin",76,NA,1702,167,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Zach Johnson",94,NA,2862.833,281,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Matt Jones",56,NA,1418.167,139,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Jarrod Lyle",65,NA,1205.917,119,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Steve Marino",98,NA,2745.917,270,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Billy Mayfair",83,NA,1861.583,183,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Rocco Mediate",79,NA,2011.417,198,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Geoff Ogilvy",78,NA,2128.5,209,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Aron Price",89,NA,2285.167,225,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Nick Watney",86,NA,2171.583,214,"AveragePuttingDistanceGIR1Putts",2009
107,107,"Mike Weir",85,NA,2374.417,234,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Brad Adamonis",70,NA,1633,162,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Michael Allen",73,NA,1875.333,186,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Sean OHair",80,NA,2043.25,203,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Tom Pernice Jr",82,NA,2145.5,212,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Jeff Quinney",78,NA,2295,227,"AveragePuttingDistanceGIR1Putts",2009
119,119,"John Rollins",92,NA,2430.25,241,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Brandt Snedeker",81,NA,2267.917,224,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Scott Sterling",51,NA,1253.083,124,"AveragePuttingDistanceGIR1Putts",2009
119,119,"Kevin Streelman",97,NA,2865.417,284,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Briny Baird",89,NA,2224,223,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Fred Couples",54,NA,1404.583,141,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Jason Dufner",90,NA,2433.583,244,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Harrison Frazar",93,NA,2950.5,294,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Retief Goosen",74,NA,1746.917,174,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Cliff Kresge",78,NA,2074.417,207,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Leif Olson",51,NA,1245.667,125,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Greg Owen",97,NA,2482.833,248,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Ryan Palmer",78,NA,2172.667,218,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Brett Quigley",92,NA,2356.333,236,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Heath Slocum",95,NA,2506.417,250,"AveragePuttingDistanceGIR1Putts",2009
128,128,"Vaughn Taylor",88,NA,2511,251,"AveragePuttingDistanceGIR1Putts",2009
128,128,"YE Yang",83,NA,2155.583,216,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Eric Axley",71,NA,1493.75,151,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Will Ma Kenzie",69,NA,1711.5,173,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Andres Romero",58,NA,1432,144,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Adam Scott",53,NA,1174.417,118,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Darron Stiles",52,NA,1362.083,137,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Steve Stricker",81,NA,2233.167,226,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Bo Van Pelt",100,NA,2902.25,293,"AveragePuttingDistanceGIR1Putts",2009
141,141,"Brian Vranesh",51,NA,1206.333,122,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Angel Cabrera",55,NA,1219.083,124,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Mark Calcavecchia",72,NA,1974.333,201,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Justin Leonard",95,NA,2609.167,266,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Phil Mickelson",66,NA,1547.833,158,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Ian Poulter",59,NA,1299.417,132,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Boo Weekley",79,NA,1955.167,198,"AveragePuttingDistanceGIR1Putts",2009
149,149,"Jay Williamson",69,NA,1541,157,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Tommy Armour III",58,NA,1567.333,161,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Jonathan Byrd",89,NA,2743.667,282,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Alex Cejka",82,NA,2222.667,228,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Jason Gore",74,NA,1719.25,177,"AveragePuttingDistanceGIR1Putts",2009
156,156,"John Mallinger",90,NA,2227.833,228,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Scott Verplank",88,NA,2632.25,269,"AveragePuttingDistanceGIR1Putts",2009
156,156,"Camilo Villegas",76,NA,1702.667,174,"AveragePuttingDistanceGIR1Putts",2009
163,163,"Daniel Chopra",89,NA,2725,283,"AveragePuttingDistanceGIR1Putts",2009
163,163,"Rick Price",54,NA,1055.75,109,"AveragePuttingDistanceGIR1Putts",2009
163,163,"Charles Warren",63,NA,1541.167,159,"AveragePuttingDistanceGIR1Putts",2009
166,166,"Ricky Barnes",67,NA,1373.583,143,"AveragePuttingDistanceGIR1Putts",2009
166,166,"Jason Bohn",88,NA,2536.083,265,"AveragePuttingDistanceGIR1Putts",2009
168,168,"Brian Davis",103,NA,2982.5,314,"AveragePuttingDistanceGIR1Putts",2009
169,169,"Ken Duke",87,NA,1906.417,202,"AveragePuttingDistanceGIR1Putts",2009
169,169,"Vijay Singh",71,NA,1417.167,150,"AveragePuttingDistanceGIR1Putts",2009
169,169,"Jimmy Walker",74,NA,1811.917,192,"AveragePuttingDistanceGIR1Putts",2009
172,172,"KJ Choi",65,NA,1413.75,151,"AveragePuttingDistanceGIR1Putts",2009
172,172,"Charley Hoffman",97,NA,2681.083,288,"AveragePuttingDistanceGIR1Putts",2009
172,172,"Charles Howell III",99,NA,2397.75,256,"AveragePuttingDistanceGIR1Putts",2009
172,172,"Nicholas Thompson",96,NA,2606.833,279,"AveragePuttingDistanceGIR1Putts",2009
172,172,"Peter Tomasulo",61,NA,1221.5,131,"AveragePuttingDistanceGIR1Putts",2009
177,177,"Ernie Els",70,NA,1573.25,170,"AveragePuttingDistanceGIR1Putts",2009
177,177,"Tim Herron",87,NA,2263.25,244,"AveragePuttingDistanceGIR1Putts",2009
177,177,"Anthony Kim",76,NA,1927.667,209,"AveragePuttingDistanceGIR1Putts",2009
180,180,"Stuart Appleby",79,NA,1553.833,170,"AveragePuttingDistanceGIR1Putts",2009
180,180,"Jeff Maggert",79,NA,1976.583,215,"AveragePuttingDistanceGIR1Putts",2009
182,182,"Rory Sabbatini",81,NA,2114.667,232,"AveragePuttingDistanceGIR1Putts",2009
183,183,"Padraig Harrington",66,NA,1302.417,148,"AveragePuttingDistanceGIR1Putts",2009
184,184,"JB Holmes",74,NA,1427.333,169,"AveragePuttingDistanceGIR1Putts",2009
