"FirstTeeLateScoringAverage_RANKTHISWEEK_2006","FirstTeeLateScoringAverage_RANKLASTWEEK_2006","FirstTeeLateScoringAverage_PLAYERNAME_2006","FirstTeeLateScoringAverage_ROUNDS_2006","FirstTeeLateScoringAverage_AVG_2006","FirstTeeLateScoringAverage_TOTALSTROKES_2006","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2006","stat_name","year"
51,51,"Ian Poulter",53,70.83,1700,24,"FirstTeeLateScoringAverage",2006
53,53,"Jason Gore",86,70.86,1559,22,"FirstTeeLateScoringAverage",2006
54,54,"Tom Pernice Jr",108,70.88,2835,40,"FirstTeeLateScoringAverage",2006
54,54,"Justin Rose",98,70.88,2835,40,"FirstTeeLateScoringAverage",2006
56,56,"David McKenzie",82,70.89,1276,18,"FirstTeeLateScoringAverage",2006
57,57,"Joe Durant",101,70.91,2411,34,"FirstTeeLateScoringAverage",2006
57,57,"Paul Stankowski",70,70.91,1560,22,"FirstTeeLateScoringAverage",2006
59,59,"KJ Choi",93,70.93,2057,29,"FirstTeeLateScoringAverage",2006
59,59,"Will Ma Kenzie",91,70.93,1986,28,"FirstTeeLateScoringAverage",2006
61,61,"JJ Henry",96,70.94,2554,36,"FirstTeeLateScoringAverage",2006
61,61,"Charley Hoffman",100,70.94,2554,36,"FirstTeeLateScoringAverage",2006
63,63,"David Branshaw",98,70.96,1774,25,"FirstTeeLateScoringAverage",2006
63,63,"Charles Howell III",96,70.96,1703,24,"FirstTeeLateScoringAverage",2006
65,65,"Billy Andrade",78,71,1491,21,"FirstTeeLateScoringAverage",2006
65,65,"Stuart Appleby",83,71,2627,37,"FirstTeeLateScoringAverage",2006
65,65,"Aaron Baddeley",78,71,1633,23,"FirstTeeLateScoringAverage",2006
65,65,"Doug Barron",74,71,1349,19,"FirstTeeLateScoringAverage",2006
65,65,"Steve Lowery",99,71,1846,26,"FirstTeeLateScoringAverage",2006
70,70,"Brian Gay",107,71.03,2486,35,"FirstTeeLateScoringAverage",2006
71,71,"Steve Flesch",119,71.06,2416,34,"FirstTeeLateScoringAverage",2006
72,72,"Robert Allenby",79,71.07,2132,30,"FirstTeeLateScoringAverage",2006
72,72,"Jonathan Kaye",95,71.07,1990,28,"FirstTeeLateScoringAverage",2006
72,72,"Brett Wetterich",82,71.07,1990,28,"FirstTeeLateScoringAverage",2006
75,75,"Brent Geiberger",99,71.11,1280,18,"FirstTeeLateScoringAverage",2006
75,75,"Dudley Hart",83,71.11,1991,28,"FirstTeeLateScoringAverage",2006
77,77,"Padraig Harrington",54,71.14,1565,22,"FirstTeeLateScoringAverage",2006
77,77,"Shigeki Maruyama",94,71.14,2063,29,"FirstTeeLateScoringAverage",2006
77,77,"DJ Trahan",92,71.14,1494,21,"FirstTeeLateScoringAverage",2006
80,80,"Briny Baird",81,71.15,1921,27,"FirstTeeLateScoringAverage",2006
81,81,"Jeff Brehaut",100,71.16,1779,25,"FirstTeeLateScoringAverage",2006
81,81,"Retief Goosen",68,71.16,2206,31,"FirstTeeLateScoringAverage",2006
83,83,"Daniel Chopra",110,71.18,3132,44,"FirstTeeLateScoringAverage",2006
83,83,"Larry Mize",53,71.18,783,11,"FirstTeeLateScoringAverage",2006
85,85,"Harrison Frazar",95,71.22,2279,32,"FirstTeeLateScoringAverage",2006
86,86,"Chris DiMarco",83,71.23,2137,30,"FirstTeeLateScoringAverage",2006
86,86,"Steve Elkington",52,71.23,926,13,"FirstTeeLateScoringAverage",2006
86,86,"Lee Janzen",79,71.23,1567,22,"FirstTeeLateScoringAverage",2006
86,86,"Jesper Parnevik",84,71.23,1852,26,"FirstTeeLateScoringAverage",2006
90,90,"Marco Dawson",87,71.24,1781,25,"FirstTeeLateScoringAverage",2006
90,90,"JB Holmes",81,71.24,1781,25,"FirstTeeLateScoringAverage",2006
92,92,"Shaun Micheel",96,71.25,2565,36,"FirstTeeLateScoringAverage",2006
93,93,"Joey Sindelar",90,71.26,1639,23,"FirstTeeLateScoringAverage",2006
94,94,"Billy Mayfair",94,71.27,2138,30,"FirstTeeLateScoringAverage",2006
94,94,"John Rollins",93,71.27,2138,30,"FirstTeeLateScoringAverage",2006
96,96,"Jason Bohn",104,71.28,2281,32,"FirstTeeLateScoringAverage",2006
97,97,"Michael Allen",84,71.29,1497,21,"FirstTeeLateScoringAverage",2006
97,97,"Alex Aragon",63,71.29,998,14,"FirstTeeLateScoringAverage",2006
99,99,"Scott Gutschewski",53,71.3,1426,20,"FirstTeeLateScoringAverage",2006
100,100,"Arjun Atwal",97,71.31,1854,26,"FirstTeeLateScoringAverage",2006
100,100,"Tim Herron",82,71.31,1854,26,"FirstTeeLateScoringAverage",2006
100,100,"Hunter Mahan",98,71.31,2068,29,"FirstTeeLateScoringAverage",2006
103,103,"Paul Azinger",87,71.32,1569,22,"FirstTeeLateScoringAverage",2006
103,103,"Daisuke Maruyama",83,71.32,1355,19,"FirstTeeLateScoringAverage",2006
105,105,"Bubba Dickerson",98,71.33,1712,24,"FirstTeeLateScoringAverage",2006
105,105,"Corey Pavin",74,71.33,1498,21,"FirstTeeLateScoringAverage",2006
105,105,"Jeff Sluman",101,71.33,2354,33,"FirstTeeLateScoringAverage",2006
105,105,"Kirk Triplett",58,71.33,1070,15,"FirstTeeLateScoringAverage",2006
109,109,"Greg Owen",79,71.34,2283,32,"FirstTeeLateScoringAverage",2006
110,110,"Sean OHair",100,71.36,1998,28,"FirstTeeLateScoringAverage",2006
111,111,"Tommy Armour III",65,71.38,1142,16,"FirstTeeLateScoringAverage",2006
111,111,"Bernhard Langer",77,71.38,1713,24,"FirstTeeLateScoringAverage",2006
113,113,"Chris Couch",75,71.39,1642,23,"FirstTeeLateScoringAverage",2006
113,113,"Lucas Glover",105,71.39,2927,41,"FirstTeeLateScoringAverage",2006
115,115,"Arron Oberholser",82,71.4,2499,35,"FirstTeeLateScoringAverage",2006
116,116,"Bart Bryant",87,71.42,2214,31,"FirstTeeLateScoringAverage",2006
117,117,"Davis Love III",85,71.43,2000,28,"FirstTeeLateScoringAverage",2006
117,117,"Mark Wilson",79,71.43,1500,21,"FirstTeeLateScoringAverage",2006
119,119,"Ryan Hietala",61,71.44,643,9,"FirstTeeLateScoringAverage",2006
120,120,"Dean Wilson",115,71.45,2215,31,"FirstTeeLateScoringAverage",2006
121,121,"Sergio Garcia",59,71.46,1715,24,"FirstTeeLateScoringAverage",2006
122,122,"Tim Clark",80,71.47,2430,34,"FirstTeeLateScoringAverage",2006
123,123,"Fred Funk",106,71.48,2359,33,"FirstTeeLateScoringAverage",2006
123,123,"Chris Riley",86,71.48,1501,21,"FirstTeeLateScoringAverage",2006
123,123,"Chris Smith",67,71.48,1644,23,"FirstTeeLateScoringAverage",2006
126,126,"Rod Pampling",89,71.5,2002,28,"FirstTeeLateScoringAverage",2006
127,127,"Steve Jones",83,71.52,1502,21,"FirstTeeLateScoringAverage",2006
127,127,"Mike Weir",88,71.52,2360,33,"FirstTeeLateScoringAverage",2006
129,129,"Ben Curtis",86,71.54,1860,26,"FirstTeeLateScoringAverage",2006
129,129,"Carlos Franco",86,71.54,1717,24,"FirstTeeLateScoringAverage",2006
131,131,"Brian Davis",92,71.59,1575,22,"FirstTeeLateScoringAverage",2006
132,132,"Henrik Bjornstad",97,71.6,1790,25,"FirstTeeLateScoringAverage",2006
132,132,"Todd Fischer",101,71.6,1790,25,"FirstTeeLateScoringAverage",2006
134,134,"Peter Lonard",77,71.63,1934,27,"FirstTeeLateScoringAverage",2006
135,135,"Carl Pettersson",95,71.64,2006,28,"FirstTeeLateScoringAverage",2006
136,136,"David Howell",52,71.65,1218,17,"FirstTeeLateScoringAverage",2006
137,137,"Bo Van Pelt",102,71.66,2938,41,"FirstTeeLateScoringAverage",2006
138,138,"Eric Axley",91,71.67,1720,24,"FirstTeeLateScoringAverage",2006
139,139,"Skip Kendall",72,71.68,1362,19,"FirstTeeLateScoringAverage",2006
140,140,"John Cook",67,71.7,1434,20,"FirstTeeLateScoringAverage",2006
141,141,"Justin Leonard",83,71.72,2080,29,"FirstTeeLateScoringAverage",2006
142,142,"Tim Petrovic",95,71.73,1578,22,"FirstTeeLateScoringAverage",2006
143,143,"John Huston",74,71.74,1650,23,"FirstTeeLateScoringAverage",2006
143,143,"Joe Ogilvie",95,71.74,1937,27,"FirstTeeLateScoringAverage",2006
143,143,"Jeff Overton",95,71.74,1363,19,"FirstTeeLateScoringAverage",2006
143,143,"Ted Purdy",103,71.74,2511,35,"FirstTeeLateScoringAverage",2006
147,147,"Matt Hansen",68,71.75,1148,16,"FirstTeeLateScoringAverage",2006
147,147,"Duffy Waldorf",96,71.75,1722,24,"FirstTeeLateScoringAverage",2006
149,149,"Brandt Jobe",91,71.76,2081,29,"FirstTeeLateScoringAverage",2006
150,150,"Jimmy Walker",60,71.77,933,13,"FirstTeeLateScoringAverage",2006
151,151,"Stephen Ames",63,71.78,1651,23,"FirstTeeLateScoringAverage",2006
151,151,"Troy Matteson",101,71.78,2297,32,"FirstTeeLateScoringAverage",2006
153,153,"Jeff Maggert",81,71.79,2082,29,"FirstTeeLateScoringAverage",2006
154,154,"Robert Damron",91,71.83,2083,29,"FirstTeeLateScoringAverage",2006
155,155,"Tag Ridings",103,71.85,1868,26,"FirstTeeLateScoringAverage",2006
156,156,"Kent Jones",103,71.91,1654,23,"FirstTeeLateScoringAverage",2006
157,157,"Jason Schultz",77,71.95,1439,20,"FirstTeeLateScoringAverage",2006
158,158,"James Driscoll",80,71.96,1727,24,"FirstTeeLateScoringAverage",2006
158,158,"Mathias Gronberg",92,71.96,1871,26,"FirstTeeLateScoringAverage",2006
160,160,"Freddie Jacobson",56,72,1368,19,"FirstTeeLateScoringAverage",2006
161,161,"Kris Cox",83,72.04,1657,23,"FirstTeeLateScoringAverage",2006
162,162,"Mathew Goggin",72,72.05,1441,20,"FirstTeeLateScoringAverage",2006
163,163,"Fred Couples",52,72.11,1298,18,"FirstTeeLateScoringAverage",2006
164,164,"JL Lewis",57,72.13,1154,16,"FirstTeeLateScoringAverage",2006
165,165,"Robert Garrigus",85,72.14,1515,21,"FirstTeeLateScoringAverage",2006
166,166,"Geoff Ogilvy",76,72.17,2165,30,"FirstTeeLateScoringAverage",2006
167,167,"Ron Whittaker",81,72.18,794,11,"FirstTeeLateScoringAverage",2006
168,168,"Ian Leggatt",80,72.19,1516,21,"FirstTeeLateScoringAverage",2006
169,169,"Bob Tway",81,72.2,1444,20,"FirstTeeLateScoringAverage",2006
170,170,"Mike Sposa",68,72.21,1011,14,"FirstTeeLateScoringAverage",2006
171,171,"Michael Connell",51,72.23,939,13,"FirstTeeLateScoringAverage",2006
172,172,"Nicholas Thompson",96,72.25,1445,20,"FirstTeeLateScoringAverage",2006
173,173,"DA Points",82,72.36,1592,22,"FirstTeeLateScoringAverage",2006
174,174,"Roger Tambellini",64,72.44,1304,18,"FirstTeeLateScoringAverage",2006
175,175,"Tom Lehman",70,72.5,1450,20,"FirstTeeLateScoringAverage",2006
175,175,"Pat Perez",50,72.5,870,12,"FirstTeeLateScoringAverage",2006
177,177,"Mark Calcavecchia",94,72.52,2103,29,"FirstTeeLateScoringAverage",2006
178,178,"Patrick Sheehan",104,72.55,1596,22,"FirstTeeLateScoringAverage",2006
179,179,"Mark Brooks",90,72.77,1601,22,"FirstTeeLateScoringAverage",2006
180,180,"Mark OMeara",52,72.79,1019,14,"FirstTeeLateScoringAverage",2006
181,181,"David Duval",71,72.82,801,11,"FirstTeeLateScoringAverage",2006
181,181,"Todd Hamilton",72,72.82,801,11,"FirstTeeLateScoringAverage",2006
183,183,"John Daly",51,72.83,874,12,"FirstTeeLateScoringAverage",2006
184,184,"Jon Mills",68,72.92,948,13,"FirstTeeLateScoringAverage",2006
185,185,"Wes Short Jr",96,72.95,1605,22,"FirstTeeLateScoringAverage",2006
186,186,"Rich Beem",85,72.96,1824,25,"FirstTeeLateScoringAverage",2006
187,187,"Greg Kraft",79,73,1533,21,"FirstTeeLateScoringAverage",2006
187,187,"Hidemichi Tanaka",74,73,1168,16,"FirstTeeLateScoringAverage",2006
189,189,"Olin Browne",108,73.08,1827,25,"FirstTeeLateScoringAverage",2006
190,190,"Danny Ellis",68,73.15,951,13,"FirstTeeLateScoringAverage",2006
191,191,"Greg Chalmers",71,73.25,879,12,"FirstTeeLateScoringAverage",2006
192,192,"Brad Faxon",78,73.47,1102,15,"FirstTeeLateScoringAverage",2006
193,193,"John Engler Jr",69,73.53,1103,15,"FirstTeeLateScoringAverage",2006
194,194,"Len Mattiace",59,73.64,1031,14,"FirstTeeLateScoringAverage",2006
195,195,"Vance Veazey",59,74,592,8,"FirstTeeLateScoringAverage",2006
196,196,"Thomas Levet",53,74.54,969,13,"FirstTeeLateScoringAverage",2006
