"BestSubParRoundsStreak_RANKTHISWEEK_2007","BestSubParRoundsStreak_RANKLASTWEEK_2007","BestSubParRoundsStreak_PLAYERNAME_2007","BestSubParRoundsStreak__2007","BestSubParRoundsStreak_CAREERBESTSTREAK_2007","BestSubParRoundsStreak_BESTYTDSTREAK_2007","BestSubParRoundsStreak_CURRENTSTREAK_2007","stat_name","year"
1,1,"Tim Petrovic",NA,26,7,NA,"BestSubParRoundsStreak",2007
2,2,"Jeff Sluman",NA,23,4,NA,"BestSubParRoundsStreak",2007
3,3,"Tim Clark",NA,22,7,NA,"BestSubParRoundsStreak",2007
3,3,"Fred Couples",NA,22,1,NA,"BestSubParRoundsStreak",2007
3,3,"Scott McCarron",NA,22,NA,NA,"BestSubParRoundsStreak",2007
6,6,"Stuart Appleby",NA,21,4,NA,"BestSubParRoundsStreak",2007
6,6,"Bob Estes",NA,21,5,NA,"BestSubParRoundsStreak",2007
6,6,"Scott Verplank",NA,21,14,NA,"BestSubParRoundsStreak",2007
9,9,"Jay Don Blake",NA,20,NA,NA,"BestSubParRoundsStreak",2007
9,9,"Joey Sindelar",NA,20,6,NA,"BestSubParRoundsStreak",2007
11,11,"Joe Durant",NA,19,4,NA,"BestSubParRoundsStreak",2007
11,11,"Jesper Parnevik",NA,19,12,NA,"BestSubParRoundsStreak",2007
11,11,"Dan Pohl",NA,19,NA,NA,"BestSubParRoundsStreak",2007
14,14,"Glen Day",NA,18,5,NA,"BestSubParRoundsStreak",2007
14,14,"Chris DiMarco",NA,18,4,NA,"BestSubParRoundsStreak",2007
14,14,"Retief Goosen",NA,18,3,NA,"BestSubParRoundsStreak",2007
14,14,"Charles Howell III",NA,18,6,NA,"BestSubParRoundsStreak",2007
14,14,"Craig Parry",NA,18,NA,NA,"BestSubParRoundsStreak",2007
19,19,"Ronnie Black",NA,17,1,NA,"BestSubParRoundsStreak",2007
19,19,"Jonathan Byrd",NA,17,6,NA,"BestSubParRoundsStreak",2007
19,19,"Ed Fiori",NA,17,NA,NA,"BestSubParRoundsStreak",2007
19,19,"Donnie Hammond",NA,17,2,NA,"BestSubParRoundsStreak",2007
19,19,"Roger Maltbie",NA,17,NA,NA,"BestSubParRoundsStreak",2007
19,19,"Shigeki Maruyama",NA,17,5,NA,"BestSubParRoundsStreak",2007
19,19,"Mark OMeara",NA,17,3,NA,"BestSubParRoundsStreak",2007
19,19,"Vijay Singh",NA,17,7,NA,"BestSubParRoundsStreak",2007
19,19,"Kirk Triplett",NA,17,3,NA,"BestSubParRoundsStreak",2007
19,19,"Tiger Woods",NA,17,11,NA,"BestSubParRoundsStreak",2007
29,29,"Ken Green",NA,16,NA,NA,"BestSubParRoundsStreak",2007
29,29,"Lee Janzen",NA,16,4,NA,"BestSubParRoundsStreak",2007
29,29,"Jerry Kelly",NA,16,4,NA,"BestSubParRoundsStreak",2007
29,29,"Troy Matteson",NA,16,5,NA,"BestSubParRoundsStreak",2007
29,29,"Blaine McCallister",NA,16,NA,NA,"BestSubParRoundsStreak",2007
29,29,"Steve Pate",NA,16,NA,NA,"BestSubParRoundsStreak",2007
29,29,"Corey Pavin",NA,16,4,NA,"BestSubParRoundsStreak",2007
29,29,"Chris Riley",NA,16,5,NA,"BestSubParRoundsStreak",2007
37,37,"Carlos Franco",NA,15,4,NA,"BestSubParRoundsStreak",2007
37,37,"Scott Hoch",NA,15,NA,NA,"BestSubParRoundsStreak",2007
37,37,"Tom Kite",NA,15,NA,NA,"BestSubParRoundsStreak",2007
37,37,"Davis Love III",NA,15,6,NA,"BestSubParRoundsStreak",2007
37,37,"Andrew Magee",NA,15,1,NA,"BestSubParRoundsStreak",2007
37,37,"Scott Simpson",NA,15,NA,NA,"BestSubParRoundsStreak",2007
37,37,"Chris Smith",NA,15,2,NA,"BestSubParRoundsStreak",2007
37,37,"Craig Stadler",NA,15,NA,NA,"BestSubParRoundsStreak",2007
37,37,"Bob Tway",NA,15,4,NA,"BestSubParRoundsStreak",2007
46,46,"Robert Allenby",NA,14,10,NA,"BestSubParRoundsStreak",2007
46,46,"Brian Bateman",NA,14,4,NA,"BestSubParRoundsStreak",2007
46,46,"Russ Cochran",NA,14,3,NA,"BestSubParRoundsStreak",2007
46,46,"Marco Dawson",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Steve Flesch",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Brent Geiberger",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"John Huston",NA,14,2,NA,"BestSubParRoundsStreak",2007
46,46,"Kent Jones",NA,14,6,NA,"BestSubParRoundsStreak",2007
46,46,"Stephen Leaney",NA,14,10,NA,"BestSubParRoundsStreak",2007
46,46,"Justin Leonard",NA,14,7,NA,"BestSubParRoundsStreak",2007
46,46,"Frank Lickliter II",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Peter Lonard",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Jeff Maggert",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Rocco Mediate",NA,14,3,NA,"BestSubParRoundsStreak",2007
46,46,"Joe Ogilvie",NA,14,5,NA,"BestSubParRoundsStreak",2007
46,46,"Loren Roberts",NA,14,1,NA,"BestSubParRoundsStreak",2007
46,46,"Payne Stewart",NA,14,NA,NA,"BestSubParRoundsStreak",2007
46,46,"Bo Van Pelt",NA,14,14,NA,"BestSubParRoundsStreak",2007
46,46,"Grant Waite",NA,14,4,NA,"BestSubParRoundsStreak",2007
65,65,"Billy Andrade",NA,13,6,NA,"BestSubParRoundsStreak",2007
65,65,"Woody Austin",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"Paul Azinger",NA,13,3,NA,"BestSubParRoundsStreak",2007
65,65,"Briny Baird",NA,13,6,NA,"BestSubParRoundsStreak",2007
65,65,"Jason Bohn",NA,13,4,NA,"BestSubParRoundsStreak",2007
65,65,"Bart Bryant",NA,13,6,NA,"BestSubParRoundsStreak",2007
65,65,"Brad Bryant",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Rex Caldwell",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"John Cook",NA,13,4,NA,"BestSubParRoundsStreak",2007
65,65,"Jay Delsing",NA,13,4,NA,"BestSubParRoundsStreak",2007
65,65,"David Duval",NA,13,2,NA,"BestSubParRoundsStreak",2007
65,65,"Steve Elkington",NA,13,6,NA,"BestSubParRoundsStreak",2007
65,65,"Rick Fehr",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Dan Forsman",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"Harrison Frazar",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"David Frost",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Fred Funk",NA,13,8,NA,"BestSubParRoundsStreak",2007
65,65,"Jim Furyk",NA,13,9,NA,"BestSubParRoundsStreak",2007
65,65,"Buddy Gardner",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Brian Gay",NA,13,6,NA,"BestSubParRoundsStreak",2007
65,65,"Paul Gow",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"Tim Herron",NA,13,4,NA,"BestSubParRoundsStreak",2007
65,65,"Peter Jacobsen",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Neal Lancaster",NA,13,8,NA,"BestSubParRoundsStreak",2007
65,65,"Bernhard Langer",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"Tom Lehman",NA,13,8,NA,"BestSubParRoundsStreak",2007
65,65,"Mark McCumber",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Calvin Peete",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"David Peoples",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Ted Purdy",NA,13,5,NA,"BestSubParRoundsStreak",2007
65,65,"Mike Reid",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Dave Rummells",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Tom Sieckmann",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Tony Sills",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Curtis Strange",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"Mike Sullivan",NA,13,NA,NA,"BestSubParRoundsStreak",2007
65,65,"David Toms",NA,13,10,NA,"BestSubParRoundsStreak",2007
65,65,"Duffy Waldorf",NA,13,4,NA,"BestSubParRoundsStreak",2007
65,65,"Mike Weir",NA,13,8,NA,"BestSubParRoundsStreak",2007
104,104,"Aaron Baddeley",NA,12,12,NA,"BestSubParRoundsStreak",2007
104,104,"Dave Barr",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Cameron Beckman",NA,12,6,NA,"BestSubParRoundsStreak",2007
104,104,"Jeff Brehaut",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Mark Brooks",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Mark Calcavecchia",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Chad Campbell",NA,12,5,NA,"BestSubParRoundsStreak",2007
104,104,"Greg Chalmers",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Stewart Cink",NA,12,6,NA,"BestSubParRoundsStreak",2007
104,104,"Ben Crane",NA,12,3,NA,"BestSubParRoundsStreak",2007
104,104,"Danny Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"David Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Joel Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Brad Faxon",NA,12,2,NA,"BestSubParRoundsStreak",2007
104,104,"Todd Fischer",NA,12,3,NA,"BestSubParRoundsStreak",2007
104,104,"Robert Gamez",NA,12,8,NA,"BestSubParRoundsStreak",2007
104,104,"Paul Goydos",NA,12,3,NA,"BestSubParRoundsStreak",2007
104,104,"Nathan Green",NA,12,5,NA,"BestSubParRoundsStreak",2007
104,104,"Mathias Gronberg",NA,12,12,NA,"BestSubParRoundsStreak",2007
104,104,"Jay Haas",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Mike Heinen",NA,12,1,NA,"BestSubParRoundsStreak",2007
104,104,"Jonathan Kaye",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Skip Kendall",NA,12,3,NA,"BestSubParRoundsStreak",2007
104,104,"Gary Koch",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Greg Kraft",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Jim McGovern",NA,12,1,NA,"BestSubParRoundsStreak",2007
104,104,"Phil Mickelson",NA,12,11,NA,"BestSubParRoundsStreak",2007
104,104,"Larry Mize",NA,12,2,NA,"BestSubParRoundsStreak",2007
104,104,"Gil Morgan",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Frank Nobilo",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Jose Maria Olazabal",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Don Pooley",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Gene Sauers",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Paul Stankowski",NA,12,4,NA,"BestSubParRoundsStreak",2007
104,104,"Kevin Sutherland",NA,12,5,NA,"BestSubParRoundsStreak",2007
104,104,"Hal Sutton",NA,12,NA,NA,"BestSubParRoundsStreak",2007
104,104,"Jay Williamson",NA,12,12,NA,"BestSubParRoundsStreak",2007
104,104,"Willie Wood",NA,12,3,NA,"BestSubParRoundsStreak",2007
104,104,"Fuzzy Zoeller",NA,12,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Craig Barlow",NA,11,3,NA,"BestSubParRoundsStreak",2007
143,143,"Chip Beck",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Olin Browne",NA,11,2,NA,"BestSubParRoundsStreak",2007
143,143,"George Burns",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Bob Burns",NA,11,1,NA,"BestSubParRoundsStreak",2007
143,143,"Tom Byrum",NA,11,6,NA,"BestSubParRoundsStreak",2007
143,143,"Jim Carter",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Brandel Chamblee",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"KJ Choi",NA,11,6,NA,"BestSubParRoundsStreak",2007
143,143,"Michael Clark II",NA,11,1,NA,"BestSubParRoundsStreak",2007
143,143,"John Daly",NA,11,4,NA,"BestSubParRoundsStreak",2007
143,143,"Bubba Dickerson",NA,11,4,NA,"BestSubParRoundsStreak",2007
143,143,"Luke Donald",NA,11,8,NA,"BestSubParRoundsStreak",2007
143,143,"Brad Fabel",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Keith Fergus",NA,11,2,NA,"BestSubParRoundsStreak",2007
143,143,"Bruce Fleisher",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Raymond Floyd",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Sergio Garcia",NA,11,7,NA,"BestSubParRoundsStreak",2007
143,143,"Mathew Goggin",NA,11,6,NA,"BestSubParRoundsStreak",2007
143,143,"Jason Gore",NA,11,5,NA,"BestSubParRoundsStreak",2007
143,143,"Todd Hamilton",NA,11,3,NA,"BestSubParRoundsStreak",2007
143,143,"JP Hayes",NA,11,5,NA,"BestSubParRoundsStreak",2007
143,143,"JJ Henry",NA,11,4,NA,"BestSubParRoundsStreak",2007
143,143,"Bradley Hughes",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Freddie Jacobson",NA,11,8,NA,"BestSubParRoundsStreak",2007
143,143,"Ian Leggatt",NA,11,1,NA,"BestSubParRoundsStreak",2007
143,143,"Bruce Lietzke",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"John Mahaffey",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Billy Mayfair",NA,11,7,NA,"BestSubParRoundsStreak",2007
143,143,"Shaun Micheel",NA,11,7,NA,"BestSubParRoundsStreak",2007
143,143,"Geoff Ogilvy",NA,11,9,NA,"BestSubParRoundsStreak",2007
143,143,"David Ogrin",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Rod Pampling",NA,11,5,NA,"BestSubParRoundsStreak",2007
143,143,"Carl Pettersson",NA,11,6,NA,"BestSubParRoundsStreak",2007
143,143,"Nick Price",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Dicky Pride",NA,11,7,NA,"BestSubParRoundsStreak",2007
143,143,"Tom Purtzer",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Lee Rinker",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Clarence Rose",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Rory Sabbatini",NA,11,7,NA,"BestSubParRoundsStreak",2007
143,143,"Wes Short Jr",NA,11,3,NA,"BestSubParRoundsStreak",2007
143,143,"Tim Simpson",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Jim Thorpe",NA,11,NA,NA,"BestSubParRoundsStreak",2007
143,143,"Nick Watney",NA,11,11,NA,"BestSubParRoundsStreak",2007
143,143,"Richard Zokol",NA,11,NA,NA,"BestSubParRoundsStreak",2007
