"ConsecutivePar3Birdies_RANKTHISWEEK_2015","ConsecutivePar3Birdies_RANKLASTWEEK_2015","ConsecutivePar3Birdies_PLAYERNAME_2015","ConsecutivePar3Birdies_EVENTS_2015","ConsecutivePar3Birdies_NUMBEROFHOLES_2015","stat_name","year"
1,1,"Harris English",29,5,"ConsecutivePar3Birdies",2015
1,1,"Michael Putnam",28,5,"ConsecutivePar3Birdies",2015
1,1,"Nicholas Thompson",31,5,"ConsecutivePar3Birdies",2015
4,4,"Steven Alker",22,4,"ConsecutivePar3Birdies",2015
4,4,"Aaron Baddeley",25,4,"ConsecutivePar3Birdies",2015
4,4,"Greg Chalmers",17,4,"ConsecutivePar3Birdies",2015
4,4,"Austin Cook",7,4,"ConsecutivePar3Birdies",2015
4,4,"Robert Garrigus",25,4,"ConsecutivePar3Birdies",2015
4,4,"Colt Knost",29,4,"ConsecutivePar3Birdies",2015
4,4,"Russell Knox",28,4,"ConsecutivePar3Birdies",2015
4,4,"Sean OHair",26,4,"ConsecutivePar3Birdies",2015
4,4,"Geoff Ogilvy",15,4,"ConsecutivePar3Birdies",2015
4,4,"Ryan Palmer",22,4,"ConsecutivePar3Birdies",2015
4,4,"John Peterson",25,4,"ConsecutivePar3Birdies",2015
4,4,"Rory Sabbatini",25,4,"ConsecutivePar3Birdies",2015
4,4,"Shawn Stefani",26,4,"ConsecutivePar3Birdies",2015
4,4,"Boo Weekley",24,4,"ConsecutivePar3Birdies",2015
4,4,"Will Wilcox",17,4,"ConsecutivePar3Birdies",2015
19,19,"Blake Adams",13,3,"ConsecutivePar3Birdies",2015
19,19,"Byeong Hun An",5,3,"ConsecutivePar3Birdies",2015
19,19,"Ryan Armour",17,3,"ConsecutivePar3Birdies",2015
19,19,"Sangmoon Bae",30,3,"ConsecutivePar3Birdies",2015
19,19,"Ricky Barnes",27,3,"ConsecutivePar3Birdies",2015
19,19,"Daniel Berger",31,3,"ConsecutivePar3Birdies",2015
19,19,"Michael Block",6,3,"ConsecutivePar3Birdies",2015
19,19,"Jason Bohn",27,3,"ConsecutivePar3Birdies",2015
19,19,"Steven Bowditch",32,3,"ConsecutivePar3Birdies",2015
19,19,"Jonathan Byrd",22,3,"ConsecutivePar3Birdies",2015
19,19,"Alex Cejka",30,3,"ConsecutivePar3Birdies",2015
19,19,"Kevin Chappell",26,3,"ConsecutivePar3Birdies",2015
19,19,"Chad Collins",24,3,"ConsecutivePar3Birdies",2015
19,19,"Jason Day",20,3,"ConsecutivePar3Birdies",2015
19,19,"Ken Duke",30,3,"ConsecutivePar3Birdies",2015
19,19,"Ernie Els",18,3,"ConsecutivePar3Birdies",2015
19,19,"Derek Ernst",26,3,"ConsecutivePar3Birdies",2015
19,19,"Matt Every",26,3,"ConsecutivePar3Birdies",2015
19,19,"Gonzalo Fdez Castano",28,3,"ConsecutivePar3Birdies",2015
19,19,"Tony Finau",31,3,"ConsecutivePar3Birdies",2015
19,19,"Jim Furyk",19,3,"ConsecutivePar3Birdies",2015
19,19,"Sergio Garcia",15,3,"ConsecutivePar3Birdies",2015
19,19,"Brice Garnett",29,3,"ConsecutivePar3Birdies",2015
19,19,"Jason Gore",26,3,"ConsecutivePar3Birdies",2015
19,19,"Chesson Hadley",30,3,"ConsecutivePar3Birdies",2015
19,19,"Adam Hadwin",30,3,"ConsecutivePar3Birdies",2015
19,19,"David Hearn",30,3,"ConsecutivePar3Birdies",2015
19,19,"Russell Henley",24,3,"ConsecutivePar3Birdies",2015
19,19,"JJ Henry",30,3,"ConsecutivePar3Birdies",2015
19,19,"Jim Herman",27,3,"ConsecutivePar3Birdies",2015
19,19,"Charley Hoffman",28,3,"ConsecutivePar3Birdies",2015
19,19,"Tom Hoge",26,3,"ConsecutivePar3Birdies",2015
19,19,"JB Holmes",25,3,"ConsecutivePar3Birdies",2015
19,19,"Charles Howell III",30,3,"ConsecutivePar3Birdies",2015
19,19,"Mark Hubbard",25,3,"ConsecutivePar3Birdies",2015
19,19,"John Huh",31,3,"ConsecutivePar3Birdies",2015
19,19,"Billy Hurley III",28,3,"ConsecutivePar3Birdies",2015
19,19,"Hiroshi Iwata",4,3,"ConsecutivePar3Birdies",2015
19,19,"Zach Johnson",25,3,"ConsecutivePar3Birdies",2015
19,19,"Martin Kaymer",13,3,"ConsecutivePar3Birdies",2015
19,19,"Jerry Kelly",24,3,"ConsecutivePar3Birdies",2015
