"1125FinalRoundPerformance_RANKTHISWEEK_2006","1125FinalRoundPerformance_RANKLASTWEEK_2006","1125FinalRoundPerformance_PLAYERNAME_2006","1125FinalRoundPerformance_EVENTS_2006","1125FinalRoundPerformance_PctTIMESIMPROVED_2006","1125FinalRoundPerformance_OFTIMESIMPROVED_2006","stat_name","year"
1,1,"Stephen Ames",21,100,2,"1125FinalRoundPerformance",2006
1,1,"Henrik Bjornstad",31,100,2,"1125FinalRoundPerformance",2006
1,1,"Jonathan Byrd",20,100,2,"1125FinalRoundPerformance",2006
1,1,"Carlos Franco",29,100,1,"1125FinalRoundPerformance",2006
1,1,"Sergio Garcia",17,100,1,"1125FinalRoundPerformance",2006
1,1,"Bill Haas",30,100,2,"1125FinalRoundPerformance",2006
1,1,"Todd Hamilton",27,100,1,"1125FinalRoundPerformance",2006
1,1,"David Howell",14,100,1,"1125FinalRoundPerformance",2006
1,1,"Kent Jones",32,100,4,"1125FinalRoundPerformance",2006
1,1,"Skip Kendall",22,100,1,"1125FinalRoundPerformance",2006
1,1,"Daisuke Maruyama",25,100,2,"1125FinalRoundPerformance",2006
1,1,"Mark OMeara",18,100,1,"1125FinalRoundPerformance",2006
1,1,"Jose Maria Olazabal",18,100,6,"1125FinalRoundPerformance",2006
1,1,"Joey Sindelar",29,100,2,"1125FinalRoundPerformance",2006
1,1,"Omar Uresti",22,100,1,"1125FinalRoundPerformance",2006
1,1,"Tjaart van der Walt",21,100,1,"1125FinalRoundPerformance",2006
1,1,"Tiger Woods",15,100,1,"1125FinalRoundPerformance",2006
18,18,"Geoff Ogilvy",20,87.5,7,"1125FinalRoundPerformance",2006
19,19,"Steve Stricker",17,83.3,5,"1125FinalRoundPerformance",2006
20,20,"Ernie Els",18,80,4,"1125FinalRoundPerformance",2006
21,21,"Ryuji Imada",31,77.8,7,"1125FinalRoundPerformance",2006
22,22,"Bubba Dickerson",32,75,3,"1125FinalRoundPerformance",2006
22,22,"Jerry Kelly",31,75,3,"1125FinalRoundPerformance",2006
22,22,"Joe Ogilvie",29,75,3,"1125FinalRoundPerformance",2006
22,22,"Pat Perez",19,75,3,"1125FinalRoundPerformance",2006
22,22,"Tim Petrovic",30,75,3,"1125FinalRoundPerformance",2006
22,22,"Carl Pettersson",28,75,6,"1125FinalRoundPerformance",2006
22,22,"Adam Scott",19,75,3,"1125FinalRoundPerformance",2006
22,22,"Heath Slocum",30,75,3,"1125FinalRoundPerformance",2006
30,30,"Jason Bohn",29,71.4,5,"1125FinalRoundPerformance",2006
30,30,"Ted Purdy",33,71.4,5,"1125FinalRoundPerformance",2006
32,32,"Harrison Frazar",29,70,7,"1125FinalRoundPerformance",2006
33,33,"Stewart Cink",26,66.7,6,"1125FinalRoundPerformance",2006
33,33,"Luke Donald",18,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Nathan Green",30,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Trevor Immelman",24,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Rod Pampling",24,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Rory Sabbatini",24,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Paul Stankowski",22,66.7,2,"1125FinalRoundPerformance",2006
33,33,"Camilo Villegas",29,66.7,2,"1125FinalRoundPerformance",2006
41,41,"Tom Pernice Jr",33,62.5,5,"1125FinalRoundPerformance",2006
41,41,"Brett Quigley",33,62.5,5,"1125FinalRoundPerformance",2006
43,43,"Robert Allenby",22,60,3,"1125FinalRoundPerformance",2006
43,43,"Paul Azinger",30,60,3,"1125FinalRoundPerformance",2006
43,43,"Billy Mayfair",29,60,3,"1125FinalRoundPerformance",2006
43,43,"Jeff Sluman",29,60,3,"1125FinalRoundPerformance",2006
47,47,"Ben Crane",26,57.1,4,"1125FinalRoundPerformance",2006
48,48,"Bo Van Pelt",28,55.6,5,"1125FinalRoundPerformance",2006
49,49,"Arron Oberholser",23,54.5,6,"1125FinalRoundPerformance",2006
50,50,"Billy Andrade",24,50,1,"1125FinalRoundPerformance",2006
50,50,"Stuart Appleby",23,50,4,"1125FinalRoundPerformance",2006
50,50,"Arjun Atwal",33,50,2,"1125FinalRoundPerformance",2006
50,50,"Brian Bateman",26,50,1,"1125FinalRoundPerformance",2006
50,50,"John Cook",22,50,1,"1125FinalRoundPerformance",2006
50,50,"Chris DiMarco",26,50,2,"1125FinalRoundPerformance",2006
50,50,"Brad Faxon",26,50,1,"1125FinalRoundPerformance",2006
50,50,"Fred Funk",29,50,5,"1125FinalRoundPerformance",2006
50,50,"Jason Gore",29,50,1,"1125FinalRoundPerformance",2006
50,50,"Jeff Gove",29,50,1,"1125FinalRoundPerformance",2006
50,50,"Dudley Hart",29,50,1,"1125FinalRoundPerformance",2006
50,50,"Jonathan Kaye",32,50,1,"1125FinalRoundPerformance",2006
50,50,"Bernhard Langer",24,50,2,"1125FinalRoundPerformance",2006
50,50,"Tom Lehman",20,50,2,"1125FinalRoundPerformance",2006
50,50,"Frank Lickliter II",29,50,2,"1125FinalRoundPerformance",2006
50,50,"Shigeki Maruyama",30,50,2,"1125FinalRoundPerformance",2006
50,50,"Phil Mickelson",19,50,2,"1125FinalRoundPerformance",2006
50,50,"Ryan Moore",22,50,1,"1125FinalRoundPerformance",2006
50,50,"Sean OHair",30,50,1,"1125FinalRoundPerformance",2006
50,50,"Jeff Overton",28,50,2,"1125FinalRoundPerformance",2006
50,50,"Ryan Palmer",30,50,2,"1125FinalRoundPerformance",2006
50,50,"Corey Pavin",23,50,2,"1125FinalRoundPerformance",2006
50,50,"Kenny Perry",22,50,3,"1125FinalRoundPerformance",2006
50,50,"Ian Poulter",15,50,1,"1125FinalRoundPerformance",2006
50,50,"Vijay Singh",27,50,1,"1125FinalRoundPerformance",2006
50,50,"Vaughn Taylor",26,50,3,"1125FinalRoundPerformance",2006
50,50,"Nicholas Thompson",32,50,1,"1125FinalRoundPerformance",2006
50,50,"DJ Trahan",33,50,2,"1125FinalRoundPerformance",2006
50,50,"Charles Warren",27,50,2,"1125FinalRoundPerformance",2006
50,50,"Ron Whittaker",28,50,1,"1125FinalRoundPerformance",2006
80,80,"Robert Damron",31,42.9,3,"1125FinalRoundPerformance",2006
80,80,"Greg Owen",24,42.9,3,"1125FinalRoundPerformance",2006
80,80,"David Toms",22,42.9,3,"1125FinalRoundPerformance",2006
80,80,"Nick Watney",29,42.9,3,"1125FinalRoundPerformance",2006
84,84,"Bob Estes",25,40,2,"1125FinalRoundPerformance",2006
84,84,"Jim Furyk",24,40,2,"1125FinalRoundPerformance",2006
84,84,"Richard Johnson",29,40,2,"1125FinalRoundPerformance",2006
84,84,"David McKenzie",28,40,2,"1125FinalRoundPerformance",2006
84,84,"Shaun Micheel",29,40,2,"1125FinalRoundPerformance",2006
84,84,"Bubba Watson",27,40,2,"1125FinalRoundPerformance",2006
90,90,"Craig Barlow",22,37.5,3,"1125FinalRoundPerformance",2006
90,90,"Brian Gay",31,37.5,3,"1125FinalRoundPerformance",2006
92,92,"Tommy Armour III",25,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Woody Austin",31,33.3,2,"1125FinalRoundPerformance",2006
92,92,"Ben Curtis",26,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Steve Elkington",17,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Danny Ellis",23,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Brent Geiberger",30,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Lucas Glover",31,33.3,1,"1125FinalRoundPerformance",2006
92,92,"JJ Henry",28,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Charley Hoffman",29,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Freddie Jacobson",18,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Lee Janzen",28,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Davis Love III",23,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Hunter Mahan",29,33.3,1,"1125FinalRoundPerformance",2006
92,92,"Troy Matteson",32,33.3,1,"1125FinalRoundPerformance",2006
