"Par5Performance_RANKTHISWEEK_2010","Par5Performance_RANKLASTWEEK_2010","Par5Performance_PLAYERNAME_2010","Par5Performance_ROUNDS_2010","Par5Performance_STATUS_2010","Par5Performance_PAR5AVG_2010","Par5Performance_TOTALPAR_2010","stat_name","year"
1,NA,"JB Holmes",100,-138,4.55,1545,"Par5Performance",2010
2,NA,"Charles Howell III",103,-131,4.6,1650,"Par5Performance",2010
2,NA,"John Merrick",109,-131,4.62,1720,"Par5Performance",2010
4,NA,"Matt Kuchar",97,-130,4.56,1490,"Par5Performance",2010
5,NA,"Brendon de Jonge",114,-129,4.65,1845,"Par5Performance",2010
6,NA,"Tom Gillis",97,-128,4.59,1565,"Par5Performance",2010
7,NA,"Bo Van Pelt",104,-126,4.61,1605,"Par5Performance",2010
8,NA,"DJ Trahan",92,-122,4.59,1490,"Par5Performance",2010
9,NA,"Matt Bettencourt",91,-119,4.61,1515,"Par5Performance",2010
10,NA,"Bubba Watson",77,-117,4.52,1230,"Par5Performance",2010
11,NA,"Bill Haas",87,-116,4.59,1410,"Par5Performance",2010
11,NA,"Charley Hoffman",85,-116,4.57,1350,"Par5Performance",2010
13,NA,"Webb Simpson",98,-114,4.62,1495,"Par5Performance",2010
14,NA,"Dustin Johnson",83,-111,4.58,1315,"Par5Performance",2010
15,NA,"Joe Ogilvie",99,-110,4.65,1575,"Par5Performance",2010
16,NA,"JJ Henry",92,-109,4.62,1435,"Par5Performance",2010
16,NA,"Matt Jones",89,-109,4.61,1415,"Par5Performance",2010
16,NA,"Spencer Levin",110,-109,4.68,1705,"Par5Performance",2010
16,NA,"Kevin Stadler",86,-109,4.62,1430,"Par5Performance",2010
20,NA,"Vaughn Taylor",87,-108,4.62,1425,"Par5Performance",2010
21,NA,"Martin Laird",91,-107,4.63,1430,"Par5Performance",2010
22,NA,"Woody Austin",93,-106,4.64,1480,"Par5Performance",2010
22,NA,"Phil Mickelson",76,-106,4.58,1265,"Par5Performance",2010
22,NA,"James Nitties",92,-106,4.64,1465,"Par5Performance",2010
22,NA,"Brett Quigley",96,-106,4.66,1565,"Par5Performance",2010
26,NA,"John Senden",103,-105,4.68,1645,"Par5Performance",2010
27,NA,"Kevin Sutherland",86,-104,4.63,1405,"Par5Performance",2010
28,NA,"Jerry Kelly",99,-103,4.67,1580,"Par5Performance",2010
29,NA,"Stewart Cink",84,-102,4.59,1240,"Par5Performance",2010
30,NA,"Jonathan Byrd",85,-101,4.61,1295,"Par5Performance",2010
30,NA,"Nick Watney",91,-101,4.65,1425,"Par5Performance",2010
32,NA,"Brandt Snedeker",89,-99,4.65,1395,"Par5Performance",2010
32,NA,"Josh Teater",101,-99,4.7,1625,"Par5Performance",2010
34,NA,"Davis Love III",79,-97,4.6,1215,"Par5Performance",2010
34,NA,"Kevin Na",94,-97,4.66,1425,"Par5Performance",2010
34,NA,"Tim Petrovic",105,-97,4.71,1670,"Par5Performance",2010
34,NA,"Chris Stroud",90,-97,4.66,1425,"Par5Performance",2010
38,NA,"Rickie Fowler",98,-96,4.69,1560,"Par5Performance",2010
39,NA,"Graham DeLaet",88,-95,4.65,1355,"Par5Performance",2010
39,NA,"Alex Prugh",88,-95,4.66,1395,"Par5Performance",2010
41,NA,"Briny Baird",87,-94,4.64,1295,"Par5Performance",2010
41,NA,"Kevin Streelman",90,-94,4.67,1435,"Par5Performance",2010
43,NA,"Ryan Moore",80,-93,4.63,1265,"Par5Performance",2010
43,NA,"Steve Stricker",73,-93,4.58,1120,"Par5Performance",2010
45,NA,"Scott Piercy",88,-92,4.67,1405,"Par5Performance",2010
46,NA,"Aaron Baddeley",94,-91,4.69,1485,"Par5Performance",2010
46,NA,"Greg Chalmers",93,-91,4.69,1475,"Par5Performance",2010
46,NA,"KJ Choi",82,-91,4.65,1315,"Par5Performance",2010
49,NA,"Steve Elkington",74,-90,4.63,1225,"Par5Performance",2010
49,NA,"Ryuji Imada",90,-90,4.68,1395,"Par5Performance",2010
49,NA,"Hunter Mahan",85,-90,4.66,1335,"Par5Performance",2010
49,NA,"Scott McCarron",90,-90,4.69,1440,"Par5Performance",2010
49,NA,"DA Points",90,-90,4.69,1435,"Par5Performance",2010
54,NA,"Stuart Appleby",101,-89,4.71,1535,"Par5Performance",2010
54,NA,"Ricky Barnes",103,-89,4.73,1625,"Par5Performance",2010
54,NA,"Chad Collins",87,-89,4.66,1325,"Par5Performance",2010
54,NA,"Michael Letzig",84,-89,4.65,1285,"Par5Performance",2010
58,NA,"Kris Blanks",91,-88,4.71,1500,"Par5Performance",2010
58,NA,"James Driscoll",78,-88,4.63,1200,"Par5Performance",2010
58,NA,"Justin Rose",78,-88,4.63,1175,"Par5Performance",2010
61,NA,"Robert Allenby",76,-87,4.62,1130,"Par5Performance",2010
61,NA,"Brian Davis",101,-87,4.73,1640,"Par5Performance",2010
61,NA,"Jason Dufner",87,-87,4.69,1420,"Par5Performance",2010
61,NA,"Lucas Glover",75,-87,4.63,1170,"Par5Performance",2010
61,NA,"Heath Slocum",97,-87,4.72,1575,"Par5Performance",2010
61,NA,"Charlie Wi",95,-87,4.7,1450,"Par5Performance",2010
67,NA,"Brian Gay",101,-86,4.72,1530,"Par5Performance",2010
67,NA,"Retief Goosen",75,-86,4.6,1075,"Par5Performance",2010
67,NA,"JP Hayes",79,-86,4.67,1305,"Par5Performance",2010
67,NA,"Troy Merritt",86,-86,4.68,1355,"Par5Performance",2010
71,NA,"Martin Flores",75,-85,4.66,1235,"Par5Performance",2010
71,NA,"Marc Leishman",87,-85,4.67,1295,"Par5Performance",2010
71,NA,"John Rollins",81,-85,4.66,1260,"Par5Performance",2010
71,NA,"Vijay Singh",75,-85,4.61,1095,"Par5Performance",2010
75,NA,"Ben Crane",85,-84,4.67,1265,"Par5Performance",2010
75,NA,"Rory Sabbatini",79,-84,4.68,1310,"Par5Performance",2010
77,NA,"Jason Bohn",84,-83,4.69,1355,"Par5Performance",2010
77,NA,"Michael Connell",89,-83,4.7,1375,"Par5Performance",2010
77,NA,"Ernie Els",72,-83,4.63,1120,"Par5Performance",2010
77,NA,"Richard Johnson",90,-83,4.69,1355,"Par5Performance",2010
77,NA,"Rod Pampling",77,-83,4.67,1265,"Par5Performance",2010
82,NA,"Mathew Goggin",85,-82,4.69,1330,"Par5Performance",2010
83,NA,"Zach Johnson",93,-81,4.71,1400,"Par5Performance",2010
83,NA,"Troy Matteson",84,-81,4.7,1330,"Par5Performance",2010
83,NA,"Mark Wilson",87,-81,4.71,1385,"Par5Performance",2010
86,NA,"Pat Perez",90,-80,4.72,1435,"Par5Performance",2010
86,NA,"Ted Purdy",86,-80,4.71,1380,"Par5Performance",2010
88,NA,"Daniel Chopra",74,-79,4.67,1185,"Par5Performance",2010
88,NA,"Jason Day",82,-79,4.68,1235,"Par5Performance",2010
88,NA,"Nicholas Thompson",88,-79,4.72,1430,"Par5Performance",2010
88,NA,"Chris Tidland",77,-79,4.69,1255,"Par5Performance",2010
88,NA,"Boo Weekley",88,-79,4.7,1335,"Par5Performance",2010
93,NA,"Tim Clark",88,-78,4.71,1335,"Par5Performance",2010
93,NA,"Steve Flesch",78,-78,4.7,1305,"Par5Performance",2010
95,NA,"John Mallinger",78,-77,4.69,1250,"Par5Performance",2010
95,NA,"Ryan Palmer",84,-77,4.72,1355,"Par5Performance",2010
95,NA,"Tom Pernice Jr",74,-77,4.66,1135,"Par5Performance",2010
95,NA,"Garrett Willis",82,-77,4.71,1320,"Par5Performance",2010
99,NA,"Tim Herron",79,-75,4.69,1225,"Par5Performance",2010
99,NA,"Will Ma Kenzie",72,-75,4.66,1115,"Par5Performance",2010
99,NA,"Sean OHair",84,-75,4.72,1325,"Par5Performance",2010
99,NA,"Jeff Overton",89,-75,4.72,1355,"Par5Performance",2010
99,NA,"Aron Price",70,-75,4.65,1080,"Par5Performance",2010
99,NA,"David Toms",86,-75,4.72,1330,"Par5Performance",2010
105,NA,"Adam Scott",70,-74,4.67,1135,"Par5Performance",2010
106,NA,"Justin Leonard",89,-73,4.71,1275,"Par5Performance",2010
106,NA,"Steve Marino",81,-73,4.73,1335,"Par5Performance",2010
106,NA,"Jeff Quinney",91,-73,4.74,1415,"Par5Performance",2010
106,NA,"Johnson Wagner",85,-73,4.73,1360,"Par5Performance",2010
110,NA,"Derek Lamely",81,-72,4.72,1295,"Par5Performance",2010
111,NA,"Henrik Bjornstad",72,-71,4.7,1175,"Par5Performance",2010
111,NA,"Chris Couch",66,-71,4.67,1080,"Par5Performance",2010
111,NA,"Chris DiMarco",88,-71,4.74,1390,"Par5Performance",2010
111,NA,"George McNeill",79,-71,4.71,1240,"Par5Performance",2010
111,NA,"Cameron Percy",73,-71,4.7,1195,"Par5Performance",2010
116,NA,"Jim Furyk",76,-70,4.7,1175,"Par5Performance",2010
116,NA,"Lee Janzen",77,-70,4.71,1200,"Par5Performance",2010
116,NA,"Bryce Molder",84,-70,4.74,1345,"Par5Performance",2010
119,NA,"Blake Adams",84,-69,4.73,1260,"Par5Performance",2010
119,NA,"Bill Lunde",79,-69,4.74,1340,"Par5Performance",2010
119,NA,"Paul Stankowski",62,-69,4.63,940,"Par5Performance",2010
122,NA,"Carl Pettersson",99,-68,4.78,1570,"Par5Performance",2010
123,NA,"Michael Bradley",77,-67,4.73,1230,"Par5Performance",2010
123,NA,"Bob Estes",79,-67,4.73,1220,"Par5Performance",2010
123,NA,"Roland Thatcher",72,-67,4.7,1135,"Par5Performance",2010
126,NA,"Chad Campbell",95,-66,4.77,1460,"Par5Performance",2010
126,NA,"Joe Durant",67,-66,4.67,1000,"Par5Performance",2010
128,NA,"Ben Curtis",78,-65,4.73,1185,"Par5Performance",2010
128,NA,"Geoff Ogilvy",62,-65,4.67,980,"Par5Performance",2010
128,NA,"Jimmy Walker",82,-65,4.75,1310,"Par5Performance",2010
131,NA,"Angel Cabrera",64,-64,4.67,980,"Par5Performance",2010
131,NA,"Alex Cejka",81,-64,4.76,1330,"Par5Performance",2010
131,NA,"Matt Every",60,-64,4.67,960,"Par5Performance",2010
