"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2008","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2008","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2008","TenthTeeLatePar4ScoringAverage_ROUNDS_2008","TenthTeeLatePar4ScoringAverage_AVG_2008","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2008","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Jim Furyk",95,3.84,123,32,"TenthTeeLatePar4ScoringAverage",2008
2,2,"John Huston",56,3.86,359,93,"TenthTeeLatePar4ScoringAverage",2008
3,3,"Mike Weir",88,3.89,323,83,"TenthTeeLatePar4ScoringAverage",2008
4,4,"Nick OHern",82,3.9,503,129,"TenthTeeLatePar4ScoringAverage",2008
4,4,"Steve Stricker",75,3.9,304,78,"TenthTeeLatePar4ScoringAverage",2008
6,6,"Anthony Kim",81,3.92,506,129,"TenthTeeLatePar4ScoringAverage",2008
7,7,"Justin Leonard",101,3.93,381,97,"TenthTeeLatePar4ScoringAverage",2008
8,8,"Fred Couples",60,3.94,477,121,"TenthTeeLatePar4ScoringAverage",2008
8,8,"Geoff Ogilvy",65,3.94,260,66,"TenthTeeLatePar4ScoringAverage",2008
10,10,"Vijay Singh",82,3.95,249,63,"TenthTeeLatePar4ScoringAverage",2008
11,11,"Ben Crane",86,3.96,760,192,"TenthTeeLatePar4ScoringAverage",2008
11,11,"Padraig Harrington",52,3.96,198,50,"TenthTeeLatePar4ScoringAverage",2008
13,13,"Stewart Cink",87,3.97,298,75,"TenthTeeLatePar4ScoringAverage",2008
13,13,"Mathias Gronberg",87,3.97,790,199,"TenthTeeLatePar4ScoringAverage",2008
13,13,"Charley Hoffman",94,3.97,580,146,"TenthTeeLatePar4ScoringAverage",2008
13,13,"Vaughn Taylor",103,3.97,782,197,"TenthTeeLatePar4ScoringAverage",2008
13,13,"Camilo Villegas",79,3.97,357,90,"TenthTeeLatePar4ScoringAverage",2008
18,18,"Stuart Appleby",87,3.98,493,124,"TenthTeeLatePar4ScoringAverage",2008
18,18,"Glen Day",64,3.98,466,117,"TenthTeeLatePar4ScoringAverage",2008
18,18,"Kenny Perry",97,3.98,477,120,"TenthTeeLatePar4ScoringAverage",2008
18,18,"Kevin Stadler",90,3.98,633,159,"TenthTeeLatePar4ScoringAverage",2008
18,18,"Kevin Streelman",114,3.98,1119,281,"TenthTeeLatePar4ScoringAverage",2008
23,23,"Woody Austin",109,3.99,739,185,"TenthTeeLatePar4ScoringAverage",2008
23,23,"Gavin Coles",54,3.99,391,98,"TenthTeeLatePar4ScoringAverage",2008
23,23,"Tim Herron",97,3.99,798,200,"TenthTeeLatePar4ScoringAverage",2008
23,23,"Jeff Overton",103,3.99,934,234,"TenthTeeLatePar4ScoringAverage",2008
23,23,"Ryan Palmer",69,3.99,507,127,"TenthTeeLatePar4ScoringAverage",2008
28,28,"Ernie Els",51,4,256,64,"TenthTeeLatePar4ScoringAverage",2008
28,28,"JB Holmes",86,4,488,122,"TenthTeeLatePar4ScoringAverage",2008
28,28,"DJ Trahan",94,4,780,195,"TenthTeeLatePar4ScoringAverage",2008
28,28,"Charlie Wi",97,4,989,247,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Steve Elkington",84,4.01,517,129,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Sergio Garcia",72,4.01,353,88,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Brian Gay",102,4.01,537,134,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Craig Kanada",65,4.01,610,152,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Steve Marino",119,4.01,1031,257,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Parker McLachlin",88,4.01,469,117,"TenthTeeLatePar4ScoringAverage",2008
32,32,"Jin Park",85,4.01,903,225,"TenthTeeLatePar4ScoringAverage",2008
39,39,"KJ Choi",74,4.02,265,66,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Brian Davis",108,4.02,1064,265,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Mathew Goggin",91,4.02,708,176,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Matt Jones",95,4.02,522,130,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Matt Kuchar",88,4.02,595,148,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Steve Lowery",74,4.02,683,170,"TenthTeeLatePar4ScoringAverage",2008
39,39,"John Merrick",98,4.02,1012,252,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Jimmy Walker",73,4.02,865,215,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Nick Watney",96,4.02,796,198,"TenthTeeLatePar4ScoringAverage",2008
39,39,"Jay Williamson",96,4.02,748,186,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Eric Axley",113,4.03,1068,265,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Briny Baird",113,4.03,947,235,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Shane Bertsch",96,4.03,834,207,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Olin Browne",77,4.03,863,214,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Tim Clark",90,4.03,475,118,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Todd Demsey",80,4.03,694,172,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Kenneth Ferrie",72,4.03,589,146,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Nick Flanagan",89,4.03,612,152,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Lee Janzen",89,4.03,781,194,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Kent Jones",68,4.03,544,135,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Frank Lickliter II",107,4.03,922,229,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Peter Lonard",92,4.03,742,184,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Jeff Maggert",86,4.03,930,231,"TenthTeeLatePar4ScoringAverage",2008
49,49,"Scott McCarron",63,4.03,306,76,"TenthTeeLatePar4ScoringAverage",2008
49,49,"John Riegger",73,4.03,789,196,"TenthTeeLatePar4ScoringAverage",2008
49,49,"John Senden",93,4.03,851,211,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Robert Garrigus",90,4.04,598,148,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Jason Gore",94,4.04,570,141,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Mark Hensby",71,4.04,582,144,"TenthTeeLatePar4ScoringAverage",2008
65,65,"John Mallinger",95,4.04,844,209,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Shigeki Maruyama",50,4.04,489,121,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Chez Reavie",102,4.04,1140,282,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Patrick Sheehan",124,4.04,945,234,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Brandt Snedeker",85,4.04,517,128,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Boo Weekley",86,4.04,695,172,"TenthTeeLatePar4ScoringAverage",2008
65,65,"Dean Wilson",109,4.04,930,230,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Paul Goydos",78,4.05,600,148,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Nathan Green",95,4.05,920,227,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Richard Johnson",77,4.05,956,236,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Jerry Kelly",89,4.05,931,230,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Doug LaBelle II",65,4.05,559,138,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Billy Mayfair",103,4.05,754,186,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Joe Ogilvie",100,4.05,839,207,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Pat Perez",93,4.05,688,170,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Andres Romero",69,4.05,571,141,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Rory Sabbatini",77,4.05,454,112,"TenthTeeLatePar4ScoringAverage",2008
75,75,"Nicholas Thompson",113,4.05,882,218,"TenthTeeLatePar4ScoringAverage",2008
75,75,"David Toms",70,4.05,352,87,"TenthTeeLatePar4ScoringAverage",2008
87,87,"Robert Allenby",108,4.06,569,140,"TenthTeeLatePar4ScoringAverage",2008
87,87,"Stephen Ames",83,4.06,345,85,"TenthTeeLatePar4ScoringAverage",2008
87,87,"Aaron Baddeley",76,4.06,483,119,"TenthTeeLatePar4ScoringAverage",2008
