"Total3Putts510_RANKTHISWEEK_2014","Total3Putts510_RANKLASTWEEK_2014","Total3Putts510_PLAYERNAME_2014","Total3Putts510_ROUNDS_2014","Total3Putts510_TOTAL3PUTTS510_2014","Total3Putts510_TOTAL3PUTTS_2014","stat_name","year"
1,1,"Kyle Stanley",87,8,74,"Total3Putts510",2014
2,2,"Seung Yul Noh",92,6,44,"Total3Putts510",2014
3,3,"Rory Sabbatini",82,5,54,"Total3Putts510",2014
4,4,"Kevin Chappell",100,4,42,"Total3Putts510",2014
4,4,"Lucas Glover",68,4,41,"Total3Putts510",2014
4,4,"Will Ma Kenzie",82,4,37,"Total3Putts510",2014
4,4,"Brian Stuard",91,4,30,"Total3Putts510",2014
8,8,"Woody Austin",63,3,31,"Total3Putts510",2014
8,8,"Gonzalo Fdez Castano",83,3,42,"Total3Putts510",2014
8,8,"Brian Gay",81,3,33,"Total3Putts510",2014
8,8,"Hideki Matsuyama",82,3,47,"Total3Putts510",2014
8,8,"Phil Mickelson",71,3,28,"Total3Putts510",2014
8,8,"Geoff Ogilvy",84,3,49,"Total3Putts510",2014
8,8,"Pat Perez",84,3,36,"Total3Putts510",2014
8,8,"Carl Pettersson",91,3,46,"Total3Putts510",2014
8,8,"Ted Potter Jr",68,3,31,"Total3Putts510",2014
8,8,"Hudson Swafford",75,3,40,"Total3Putts510",2014
8,8,"Nicholas Thompson",85,3,55,"Total3Putts510",2014
8,8,"Michael Thompson",74,3,35,"Total3Putts510",2014
8,8,"Bo Van Pelt",83,3,38,"Total3Putts510",2014
21,21,"Stuart Appleby",92,2,38,"Total3Putts510",2014
21,21,"Sangmoon Bae",76,2,37,"Total3Putts510",2014
21,21,"Steven Bowditch",93,2,59,"Total3Putts510",2014
21,21,"Scott Brown",100,2,38,"Total3Putts510",2014
21,21,"Paul Casey",56,2,19,"Total3Putts510",2014
21,21,"KJ Choi",80,2,25,"Total3Putts510",2014
21,21,"Erik Compton",88,2,31,"Total3Putts510",2014
21,21,"Graham DeLaet",80,2,41,"Total3Putts510",2014
21,21,"James Driscoll",71,2,29,"Total3Putts510",2014
21,21,"Matt Every",85,2,31,"Total3Putts510",2014
21,21,"Martin Flores",85,2,42,"Total3Putts510",2014
21,21,"Rickie Fowler",91,2,26,"Total3Putts510",2014
21,21,"Brice Garnett",92,2,38,"Total3Putts510",2014
21,21,"Luke Guthrie",85,2,43,"Total3Putts510",2014
