"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2009","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2009","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2009","AveragePuttingDistanceGIR2Putts_ROUNDS_2009","AveragePuttingDistanceGIR2Putts_AVG_2009","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2009","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2009","stat_name","year"
1,1,"Matt Jones",56,NA,11054.667,386,"AveragePuttingDistanceGIR2Putts",2009
2,2,"Ben Curtis",63,NA,9913.417,368,"AveragePuttingDistanceGIR2Putts",2009
3,3,"Bryce Molder",69,NA,11904.583,444,"AveragePuttingDistanceGIR2Putts",2009
4,4,"Scott McCarron",91,NA,18056,674,"AveragePuttingDistanceGIR2Putts",2009
5,5,"Nathan Green",104,NA,19214.333,723,"AveragePuttingDistanceGIR2Putts",2009
5,5,"Brendon Todd",53,NA,9840.5,370,"AveragePuttingDistanceGIR2Putts",2009
7,7,"Aron Price",89,NA,16632.833,633,"AveragePuttingDistanceGIR2Putts",2009
8,8,"Jeff Klauk",97,NA,19777.167,757,"AveragePuttingDistanceGIR2Putts",2009
9,9,"Martin Laird",72,NA,12990.667,498,"AveragePuttingDistanceGIR2Putts",2009
9,9,"Corey Pavin",73,NA,10943.667,419,"AveragePuttingDistanceGIR2Putts",2009
11,11,"Brian Bateman",55,NA,10286.75,397,"AveragePuttingDistanceGIR2Putts",2009
11,11,"Retief Goosen",74,NA,11109.417,429,"AveragePuttingDistanceGIR2Putts",2009
11,11,"JJ Henry",97,NA,19577.667,756,"AveragePuttingDistanceGIR2Putts",2009
11,11,"John Senden",100,NA,21877.583,844,"AveragePuttingDistanceGIR2Putts",2009
15,15,"Marc Turnesa",77,NA,14732.083,571,"AveragePuttingDistanceGIR2Putts",2009
16,16,"Brad Faxon",59,NA,9042.25,352,"AveragePuttingDistanceGIR2Putts",2009
16,16,"Nick Watney",86,NA,14441.167,562,"AveragePuttingDistanceGIR2Putts",2009
18,18,"Ben Crane",93,NA,16404.167,641,"AveragePuttingDistanceGIR2Putts",2009
18,18,"Scott Piercy",85,NA,15808.833,618,"AveragePuttingDistanceGIR2Putts",2009
