"SandSavePercentage_RANKTHISWEEK_2011","SandSavePercentage_RANKLASTWEEK_2011","SandSavePercentage_PLAYERNAME_2011","SandSavePercentage_ROUNDS_2011","SandSavePercentage_Pct_2011","SandSavePercentage_SAVES_2011","SandSavePercentage_BUNKERS_2011","SandSavePercentage_TOTALOUPAR_2011","stat_name","year"
1,1,"Brian Gay",90,63.4,97,153,49,"SandSavePercentage",2011
2,2,"Greg Chalmers",88,61.68,103,167,45,"SandSavePercentage",2011
3,3,"Paul Stankowski",78,61.17,63,103,19,"SandSavePercentage",2011
4,4,"Jason Day",76,60.96,89,146,33,"SandSavePercentage",2011
5,5,"Luke Donald",73,59.09,65,110,28,"SandSavePercentage",2011
6,6,"Matt Kuchar",94,58.86,93,158,45,"SandSavePercentage",2011
7,7,"Retief Goosen",50,58.75,47,80,19,"SandSavePercentage",2011
8,8,"Chris Riley",76,58.18,64,110,30,"SandSavePercentage",2011
9,9,"Justin Rose",79,58.16,82,141,28,"SandSavePercentage",2011
10,10,"Woody Austin",59,58.11,43,74,21,"SandSavePercentage",2011
11,11,"Rod Pampling",72,57.63,68,118,20,"SandSavePercentage",2011
12,12,"Bryce Molder",82,57.52,88,153,47,"SandSavePercentage",2011
13,13,"Tom Gillis",55,57.14,52,91,10,"SandSavePercentage",2011
14,14,"DJ Brigman",67,56.38,53,94,33,"SandSavePercentage",2011
15,15,"Shaun Micheel",77,56.3,67,119,37,"SandSavePercentage",2011
16,16,"Hunter Haas",96,56.21,86,153,36,"SandSavePercentage",2011
17,17,"Jerry Kelly",85,55.97,75,134,43,"SandSavePercentage",2011
18,18,"David Toms",78,55.93,66,118,30,"SandSavePercentage",2011
19,19,"Adam Scott",60,55.66,59,106,24,"SandSavePercentage",2011
20,20,"KJ Choi",77,55.65,69,124,32,"SandSavePercentage",2011
21,21,"Michael Putnam",67,55.36,62,112,28,"SandSavePercentage",2011
22,22,"Kevin Na",84,55.35,88,159,43,"SandSavePercentage",2011
23,23,"Mark Wilson",89,55.19,85,154,45,"SandSavePercentage",2011
24,24,"Brandt Jobe",100,55.17,80,145,39,"SandSavePercentage",2011
24,24,"Ian Poulter",52,55.17,48,87,22,"SandSavePercentage",2011
26,26,"Zach Johnson",79,54.61,77,141,42,"SandSavePercentage",2011
26,26,"Vijay Singh",79,54.61,77,141,48,"SandSavePercentage",2011
28,28,"Anthony Kim",72,54.4,68,125,51,"SandSavePercentage",2011
29,29,"Aaron Baddeley",77,54.38,87,160,56,"SandSavePercentage",2011
30,30,"Charles Howell III",108,54.19,84,155,36,"SandSavePercentage",2011
31,31,"Jason Dufner",78,54.07,73,135,42,"SandSavePercentage",2011
32,32,"Robert Karlsson",61,54.05,60,111,35,"SandSavePercentage",2011
33,33,"Kevin Chappell",78,53.96,75,139,30,"SandSavePercentage",2011
34,34,"Arjun Atwal",91,53.7,87,162,65,"SandSavePercentage",2011
35,35,"David Hearn",88,53.68,51,95,29,"SandSavePercentage",2011
36,36,"Ben Curtis",66,53.61,52,97,39,"SandSavePercentage",2011
