"SandSavePercentage_RANKTHISWEEK_2011","SandSavePercentage_RANKLASTWEEK_2011","SandSavePercentage_PLAYERNAME_2011","SandSavePercentage_ROUNDS_2011","SandSavePercentage_Pct_2011","SandSavePercentage_SAVES_2011","SandSavePercentage_BUNKERS_2011","SandSavePercentage_TOTALOUPAR_2011","stat_name","year"
37,37,"Jim Furyk",87,53.45,62,116,36,"SandSavePercentage",2011
38,38,"Chris Kirk",87,53.42,86,161,46,"SandSavePercentage",2011
39,39,"Stuart Appleby",65,53.21,58,109,46,"SandSavePercentage",2011
40,40,"Nate Smith",66,53.06,52,98,39,"SandSavePercentage",2011
41,41,"Charlie Wi",83,53.01,88,166,51,"SandSavePercentage",2011
42,42,"Trevor Immelman",84,52.99,62,117,43,"SandSavePercentage",2011
42,42,"Justin Leonard",82,52.99,62,117,33,"SandSavePercentage",2011
44,44,"Rory Sabbatini",85,52.98,80,151,47,"SandSavePercentage",2011
45,45,"Joe Ogilvie",75,52.94,54,102,34,"SandSavePercentage",2011
46,46,"Freddie Jacobson",92,52.73,87,165,54,"SandSavePercentage",2011
47,47,"Stewart Cink",72,52.63,60,114,45,"SandSavePercentage",2011
48,48,"YE Yang",63,52.38,55,105,36,"SandSavePercentage",2011
49,49,"Bo Van Pelt",92,52.32,79,151,29,"SandSavePercentage",2011
50,50,"Geoff Ogilvy",69,52.29,57,109,40,"SandSavePercentage",2011
51,51,"Sergio Garcia",61,52.17,60,115,23,"SandSavePercentage",2011
51,51,"Phil Mickelson",79,52.17,72,138,39,"SandSavePercentage",2011
53,53,"Steve Stricker",70,52.07,63,121,41,"SandSavePercentage",2011
54,54,"Brendan Steele",89,52.05,76,146,48,"SandSavePercentage",2011
55,55,"Steve Flesch",88,52.03,77,148,54,"SandSavePercentage",2011
55,55,"William McGirt",103,52.03,77,148,40,"SandSavePercentage",2011
57,57,"Webb Simpson",98,52,78,150,33,"SandSavePercentage",2011
58,58,"Pat Perez",76,51.88,69,133,38,"SandSavePercentage",2011
59,59,"Roland Thatcher",67,51.82,57,110,33,"SandSavePercentage",2011
60,60,"Dean Wilson",62,51.81,43,83,30,"SandSavePercentage",2011
61,61,"Zack Miller",86,51.7,76,147,44,"SandSavePercentage",2011
62,62,"Bill Lunde",92,51.69,61,118,37,"SandSavePercentage",2011
63,63,"Robert Allenby",84,51.66,78,151,39,"SandSavePercentage",2011
64,64,"Brian Davis",105,51.65,94,182,57,"SandSavePercentage",2011
65,65,"Marc Leishman",87,51.59,81,157,44,"SandSavePercentage",2011
66,66,"Hunter Mahan",92,51.43,90,175,42,"SandSavePercentage",2011
67,67,"Alex Cejka",59,51.33,58,113,43,"SandSavePercentage",2011
68,68,"Graeme McDowell",50,51.28,40,78,35,"SandSavePercentage",2011
69,69,"Ryan Palmer",82,51.18,65,127,31,"SandSavePercentage",2011
70,70,"DJ Trahan",91,50.75,68,134,39,"SandSavePercentage",2011
71,71,"Padraig Harrington",60,50.59,43,85,35,"SandSavePercentage",2011
72,72,"David Mathis",83,50.39,64,127,49,"SandSavePercentage",2011
73,73,"Chris DiMarco",93,50.38,67,133,50,"SandSavePercentage",2011
73,73,"Carl Pettersson",95,50.38,67,133,48,"SandSavePercentage",2011
75,75,"Billy Mayfair",94,50.36,70,139,34,"SandSavePercentage",2011
76,76,"Jonathan Byrd",83,50.35,71,141,51,"SandSavePercentage",2011
77,77,"Jason Bohn",74,50,49,98,28,"SandSavePercentage",2011
77,77,"Billy Horschel",75,50,53,106,34,"SandSavePercentage",2011
77,77,"Bio Kim",71,50,56,112,38,"SandSavePercentage",2011
77,77,"DA Points",89,50,83,166,51,"SandSavePercentage",2011
77,77,"Jimmy Walker",79,50,80,160,53,"SandSavePercentage",2011
82,82,"Jarrod Lyle",83,49.66,72,145,47,"SandSavePercentage",2011
82,82,"Brandt Snedeker",85,49.66,74,149,48,"SandSavePercentage",2011
84,84,"Matt Jones",71,49.64,69,139,43,"SandSavePercentage",2011
85,85,"Nick OHern",89,49.62,65,131,49,"SandSavePercentage",2011
86,86,"Michael Thompson",79,49.48,48,97,36,"SandSavePercentage",2011
87,87,"Lee Janzen",62,49.38,40,81,36,"SandSavePercentage",2011
88,88,"Ryuji Imada",83,49.32,73,148,55,"SandSavePercentage",2011
89,89,"Nathan Green",81,49.29,69,140,49,"SandSavePercentage",2011
90,90,"Chris Stroud",88,49.17,59,120,40,"SandSavePercentage",2011
91,91,"JP Hayes",56,48.94,46,94,38,"SandSavePercentage",2011
92,92,"Shane Bertsch",62,48.89,44,90,26,"SandSavePercentage",2011
93,93,"Brendon de Jonge",105,48.73,77,158,54,"SandSavePercentage",2011
94,94,"Cameron Beckman",71,48.54,50,103,37,"SandSavePercentage",2011
95,95,"Steve Elkington",50,48.19,40,83,31,"SandSavePercentage",2011
96,96,"Nick Watney",80,48.12,64,133,28,"SandSavePercentage",2011
97,97,"Kevin Streelman",90,48.06,62,129,48,"SandSavePercentage",2011
98,98,"Stephen Ames",69,48.04,49,102,44,"SandSavePercentage",2011
99,99,"Sean OHair",71,48,48,100,39,"SandSavePercentage",2011
100,100,"Charl Schwartzel",58,47.92,46,96,30,"SandSavePercentage",2011
101,101,"Marc Turnesa",54,47.76,32,67,26,"SandSavePercentage",2011
102,102,"Sung Kang",63,47.5,38,80,31,"SandSavePercentage",2011
103,103,"Scott Gutschewski",67,47.41,55,116,51,"SandSavePercentage",2011
104,104,"Tim Petrovic",88,47.37,72,152,71,"SandSavePercentage",2011
105,105,"Ben Crane",76,47.27,52,110,43,"SandSavePercentage",2011
106,106,"Tommy Gainey",104,47.2,76,161,58,"SandSavePercentage",2011
107,107,"Lucas Glover",74,47.1,65,138,58,"SandSavePercentage",2011
108,108,"Andres Romero",77,47.06,72,153,49,"SandSavePercentage",2011
109,109,"Chris Couch",73,47.01,63,134,49,"SandSavePercentage",2011
110,110,"Joe Durant",71,46.88,45,96,43,"SandSavePercentage",2011
111,111,"Steven Bowditch",86,46.79,73,156,62,"SandSavePercentage",2011
112,112,"Daniel Summerhays",75,46.67,63,135,58,"SandSavePercentage",2011
113,113,"Tim Herron",85,46.56,61,131,44,"SandSavePercentage",2011
114,114,"Ryan Moore",79,46.4,58,125,40,"SandSavePercentage",2011
115,115,"Matt Bettencourt",84,46.2,73,158,72,"SandSavePercentage",2011
115,115,"Josh Teater",104,46.2,73,158,47,"SandSavePercentage",2011
117,117,"Blake Adams",116,45.92,90,196,75,"SandSavePercentage",2011
118,118,"Camilo Villegas",69,45.71,64,140,59,"SandSavePercentage",2011
119,119,"Spencer Levin",113,45.45,75,165,55,"SandSavePercentage",2011
119,119,"Matt McQuillan",59,45.45,40,88,47,"SandSavePercentage",2011
121,121,"George McNeill",69,45.36,44,97,38,"SandSavePercentage",2011
121,121,"Heath Slocum",89,45.36,44,97,34,"SandSavePercentage",2011
123,123,"Tag Ridings",87,45.28,48,106,39,"SandSavePercentage",2011
124,124,"Briny Baird",60,45.07,32,71,30,"SandSavePercentage",2011
124,124,"Rickie Fowler",84,45.07,64,142,56,"SandSavePercentage",2011
126,126,"John Rollins",85,44.63,54,121,33,"SandSavePercentage",2011
127,127,"Ricky Barnes",78,44.44,56,126,40,"SandSavePercentage",2011
127,127,"Martin Piller",63,44.44,48,108,43,"SandSavePercentage",2011
127,127,"Aron Price",58,44.44,28,63,26,"SandSavePercentage",2011
130,130,"Derek Lamely",65,44.32,39,88,30,"SandSavePercentage",2011
131,131,"Troy Merritt",63,44.3,35,79,35,"SandSavePercentage",2011
132,132,"Jim Renner",65,44.29,31,70,20,"SandSavePercentage",2011
133,133,"Jeff Overton",92,44.24,73,165,63,"SandSavePercentage",2011
134,134,"Johnson Wagner",81,44.19,57,129,61,"SandSavePercentage",2011
135,135,"Martin Laird",77,44.17,53,120,47,"SandSavePercentage",2011
136,136,"Kris Blanks",92,44.06,63,143,47,"SandSavePercentage",2011
137,137,"Boo Weekley",66,44,33,75,31,"SandSavePercentage",2011
138,138,"Bill Haas",93,43.86,75,171,54,"SandSavePercentage",2011
139,139,"Chez Reavie",92,43.71,66,151,66,"SandSavePercentage",2011
140,140,"Fabian Gomez",84,43.7,59,135,53,"SandSavePercentage",2011
141,141,"JB Holmes",57,43.33,39,90,28,"SandSavePercentage",2011
142,142,"Cameron Tringale",110,43.26,77,178,68,"SandSavePercentage",2011
143,143,"Charley Hoffman",93,43.21,70,162,52,"SandSavePercentage",2011
144,144,"Scott McCarron",65,42.99,46,107,52,"SandSavePercentage",2011
145,145,"James Driscoll",71,42.86,42,98,35,"SandSavePercentage",2011
146,146,"Kevin Kisner",70,42.73,47,110,58,"SandSavePercentage",2011
147,147,"Joseph Bramlett",73,42.71,41,96,33,"SandSavePercentage",2011
148,148,"Gary Woodland",93,42.62,52,122,47,"SandSavePercentage",2011
149,149,"Michael Connell",76,42.48,48,113,59,"SandSavePercentage",2011
150,150,"Harrison Frazar",58,42.16,43,102,42,"SandSavePercentage",2011
151,151,"John Merrick",71,42.05,37,88,22,"SandSavePercentage",2011
152,152,"Kyle Stanley",98,41.61,57,137,51,"SandSavePercentage",2011
153,153,"Chad Campbell",99,41.48,56,135,57,"SandSavePercentage",2011
153,153,"Dustin Johnson",72,41.48,56,135,52,"SandSavePercentage",2011
155,155,"Garrett Willis",71,41.44,46,111,49,"SandSavePercentage",2011
156,156,"Scott Piercy",78,41.18,56,136,63,"SandSavePercentage",2011
157,157,"John Senden",94,41.1,67,163,59,"SandSavePercentage",2011
158,158,"Steve Marino",76,41.09,53,129,57,"SandSavePercentage",2011
159,159,"Robert Garrigus",83,40.94,61,149,69,"SandSavePercentage",2011
160,160,"JJ Henry",96,40.83,49,120,41,"SandSavePercentage",2011
161,161,"Vaughn Taylor",89,40.77,53,130,50,"SandSavePercentage",2011
162,162,"Jhonattan Vegas",84,40.56,58,143,76,"SandSavePercentage",2011
163,163,"Rich Beem",53,40.26,31,77,40,"SandSavePercentage",2011
164,164,"Angel Cabrera",50,39.78,37,93,43,"SandSavePercentage",2011
165,165,"Ernie Els",71,39.5,47,119,57,"SandSavePercentage",2011
165,165,"Colt Knost",80,39.5,47,119,56,"SandSavePercentage",2011
167,167,"Kent Jones",76,39.47,45,114,58,"SandSavePercentage",2011
168,168,"Keegan Bradley",91,39.31,57,145,59,"SandSavePercentage",2011
169,169,"Paul Goydos",81,38.84,47,121,76,"SandSavePercentage",2011
170,170,"Richard Johnson",64,38.71,36,93,57,"SandSavePercentage",2011
170,170,"Bubba Watson",85,38.71,48,124,61,"SandSavePercentage",2011
172,172,"Ben Martin",74,38.68,41,106,46,"SandSavePercentage",2011
173,173,"Davis Love III",70,38.66,46,119,58,"SandSavePercentage",2011
174,174,"Will Strickler",51,38.36,28,73,38,"SandSavePercentage",2011
175,175,"Rocco Mediate",53,37.78,34,90,47,"SandSavePercentage",2011
176,176,"Troy Matteson",91,37.68,52,138,62,"SandSavePercentage",2011
177,177,"Andres Gonzales",60,37.35,31,83,40,"SandSavePercentage",2011
178,178,"David Duval",67,37.27,41,110,54,"SandSavePercentage",2011
179,179,"Bobby Gates",82,37.19,45,121,57,"SandSavePercentage",2011
180,180,"Kevin Stadler",88,36.21,42,116,60,"SandSavePercentage",2011
181,181,"Alex Prugh",82,34.56,47,136,68,"SandSavePercentage",2011
182,182,"Alexandre Rocha",65,32.89,25,76,35,"SandSavePercentage",2011
183,183,"Michael Bradley",74,32.67,33,101,50,"SandSavePercentage",2011
184,184,"Justin Hicks",60,32.5,26,80,55,"SandSavePercentage",2011
185,185,"Scott Stallings",84,31.48,34,108,54,"SandSavePercentage",2011
186,186,"Jim Herman",69,30.49,25,82,45,"SandSavePercentage",2011
