"Puttingfrom10_RANKTHISWEEK_2006","Puttingfrom10_RANKLASTWEEK_2006","Puttingfrom10_PLAYERNAME_2006","Puttingfrom10_ROUNDS_2006","Puttingfrom10_PctMADE_2006","Puttingfrom10_ATTEMPTS_2006","Puttingfrom10_PUTTSMADE_2006","stat_name","year"
1,1,"Jim Furyk",89,60.53,38,23,"Puttingfrom10",2006
2,2,"Mark OMeara",52,59.38,32,19,"Puttingfrom10",2006
3,3,"Tom Lehman",70,58.06,31,18,"Puttingfrom10",2006
4,4,"JL Lewis",57,57.69,26,15,"Puttingfrom10",2006
5,5,"Alex Aragon",63,55.26,38,21,"Puttingfrom10",2006
6,6,"Dudley Hart",83,54.55,44,24,"Puttingfrom10",2006
7,7,"Ryuji Imada",105,54.35,46,25,"Puttingfrom10",2006
8,8,"Brad Faxon",78,51.85,54,28,"Puttingfrom10",2006
8,8,"Mike Sposa",68,51.85,27,14,"Puttingfrom10",2006
10,10,"Jeff Overton",95,51.61,62,32,"Puttingfrom10",2006
11,11,"Scott Gutschewski",53,51.35,37,19,"Puttingfrom10",2006
11,11,"DA Points",82,51.35,37,19,"Puttingfrom10",2006
13,13,"Zach Johnson",98,50.98,51,26,"Puttingfrom10",2006
14,14,"Arjun Atwal",97,50.88,57,29,"Puttingfrom10",2006
15,15,"Henrik Bjornstad",97,50.82,61,31,"Puttingfrom10",2006
16,16,"John Rollins",93,50.72,69,35,"Puttingfrom10",2006
17,17,"Jonathan Byrd",66,50,26,13,"Puttingfrom10",2006
17,17,"Luke Donald",66,50,30,15,"Puttingfrom10",2006
17,17,"Padraig Harrington",54,50,30,15,"Puttingfrom10",2006
17,17,"John Huston",74,50,42,21,"Puttingfrom10",2006
17,17,"Kent Jones",103,50,68,34,"Puttingfrom10",2006
17,17,"Rod Pampling",89,50,34,17,"Puttingfrom10",2006
17,17,"Adam Scott",70,50,34,17,"Puttingfrom10",2006
17,17,"Chris Smith",67,50,30,15,"Puttingfrom10",2006
17,17,"Duffy Waldorf",96,50,64,32,"Puttingfrom10",2006
26,26,"Brian Gay",107,49.37,79,39,"Puttingfrom10",2006
27,27,"Nathan Green",108,49.21,63,31,"Puttingfrom10",2006
28,28,"Rich Beem",85,49.18,61,30,"Puttingfrom10",2006
29,29,"Charles Warren",93,49.15,59,29,"Puttingfrom10",2006
30,30,"Eric Axley",91,49.09,55,27,"Puttingfrom10",2006
31,31,"Kevin Sutherland",100,48.94,47,23,"Puttingfrom10",2006
32,32,"Bob Estes",85,48.78,41,20,"Puttingfrom10",2006
32,32,"Ryan Moore",68,48.78,41,20,"Puttingfrom10",2006
34,34,"Charley Hoffman",100,48.53,68,33,"Puttingfrom10",2006
35,35,"Nick Watney",97,48.48,66,32,"Puttingfrom10",2006
36,36,"Tom Pernice Jr",108,48.39,62,30,"Puttingfrom10",2006
37,37,"Vijay Singh",103,48.28,58,28,"Puttingfrom10",2006
38,38,"Robert Gamez",94,47.69,65,31,"Puttingfrom10",2006
39,39,"Chad Campbell",91,47.5,40,19,"Puttingfrom10",2006
40,40,"Brett Quigley",109,47.46,59,28,"Puttingfrom10",2006
41,41,"Jimmy Walker",60,47.22,36,17,"Puttingfrom10",2006
42,42,"Steve Jones",83,46.94,49,23,"Puttingfrom10",2006
43,43,"Tim Petrovic",95,46.88,64,30,"Puttingfrom10",2006
44,44,"Charles Howell III",96,46.67,45,21,"Puttingfrom10",2006
44,44,"Skip Kendall",72,46.67,45,21,"Puttingfrom10",2006
44,44,"Will Ma Kenzie",91,46.67,45,21,"Puttingfrom10",2006
44,44,"Joe Ogilvie",95,46.67,45,21,"Puttingfrom10",2006
44,44,"Jeff Sluman",101,46.67,60,28,"Puttingfrom10",2006
44,44,"Vance Veazey",59,46.67,30,14,"Puttingfrom10",2006
50,50,"Mathias Gronberg",92,46.55,58,27,"Puttingfrom10",2006
51,51,"Bubba Watson",83,46.51,43,20,"Puttingfrom10",2006
52,52,"Mathew Goggin",72,46.43,28,13,"Puttingfrom10",2006
53,53,"Aaron Baddeley",78,46.34,41,19,"Puttingfrom10",2006
54,54,"David Branshaw",98,46.15,52,24,"Puttingfrom10",2006
55,55,"James Driscoll",80,46,50,23,"Puttingfrom10",2006
56,56,"Bernhard Langer",77,45.95,37,17,"Puttingfrom10",2006
57,57,"Daniel Chopra",110,45.9,61,28,"Puttingfrom10",2006
57,57,"Stewart Cink",93,45.9,61,28,"Puttingfrom10",2006
59,59,"Ben Crane",85,45.83,48,22,"Puttingfrom10",2006
60,60,"Tommy Armour III",65,45.45,44,20,"Puttingfrom10",2006
60,60,"Shaun Micheel",96,45.45,55,25,"Puttingfrom10",2006
62,62,"Michael Allen",84,45.31,64,29,"Puttingfrom10",2006
63,63,"Daisuke Maruyama",83,45.24,42,19,"Puttingfrom10",2006
64,64,"Robert Garrigus",85,45.1,51,23,"Puttingfrom10",2006
65,65,"Jesper Parnevik",84,44.9,49,22,"Puttingfrom10",2006
66,66,"Brian Davis",92,44.44,81,36,"Puttingfrom10",2006
66,66,"Steve Lowery",99,44.44,63,28,"Puttingfrom10",2006
68,68,"Olin Browne",108,44.07,59,26,"Puttingfrom10",2006
69,69,"Tim Clark",80,44,50,22,"Puttingfrom10",2006
69,69,"Greg Kraft",79,44,50,22,"Puttingfrom10",2006
71,71,"Billy Andrade",78,43.9,41,18,"Puttingfrom10",2006
72,72,"Scott Verplank",88,43.75,48,21,"Puttingfrom10",2006
73,73,"Harrison Frazar",95,43.59,39,17,"Puttingfrom10",2006
74,74,"John Cook",67,43.33,30,13,"Puttingfrom10",2006
75,75,"Brian Bateman",69,43.24,37,16,"Puttingfrom10",2006
