"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2009","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2009","BestYTD1PuttorBetterStreak_PLAYERNAME_2009","BestYTD1PuttorBetterStreak_EVENTS_2009","BestYTD1PuttorBetterStreak_VALUE_2009","stat_name","year"
6,6,"Vaughn Taylor",28,10,"BestYTD1PuttorBetterStreak",2009
27,27,"Eric Axley",30,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Briny Baird",28,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Kris Blanks",20,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Jason Bohn",25,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Greg Chalmers",26,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Darren Clarke",7,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Jason Day",18,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Ken Duke",29,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Joe Durant",20,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Ernie Els",19,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Harrison Frazar",28,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Retief Goosen",20,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Paul Goydos",25,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Nathan Green",30,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Scott Gutschewski",19,9,"BestYTD1PuttorBetterStreak",2009
27,27,"JJ Henry",28,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Matt Kuchar",24,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Michael Letzig",28,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Spencer Levin",25,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Jarrod Lyle",21,9,"BestYTD1PuttorBetterStreak",2009
27,27,"George McNeill",26,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Jeff Quinney",26,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Justin Rose",22,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Henrik Stenson",10,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Steve Stricker",22,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Kevin Sutherland",27,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Omar Uresti",9,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Scott Verplank",24,9,"BestYTD1PuttorBetterStreak",2009
27,27,"Brian Vranesh",20,9,"BestYTD1PuttorBetterStreak",2009
56,56,"Thomas Aiken",3,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Michael Allen",22,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Aaron Baddeley",23,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Matt Bettencourt",31,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Guy Boros",7,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bart Bryant",17,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Erik Compton",5,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Ben Crane",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Glen Day",26,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Brendon de Jonge",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Chris DiMarco",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"James Driscoll",17,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bob Estes",23,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bill Haas",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Padraig Harrington",20,8,"BestYTD1PuttorBetterStreak",2009
56,56,"JB Holmes",25,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Ryuji Imada",25,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Jerry Kelly",26,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Marc Leishman",28,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Thomas Levet",3,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Frank Lickliter II",14,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Wen Tang Lin",3,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Edward Loar",1,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bill Lunde",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Hunter Mahan",25,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Phil Mickelson",18,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Ryan Moore",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Kevin Na",26,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Jack Newman",2,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Pat Perez",22,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Carl Pettersson",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"DA Points",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Aron Price",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Brett Quigley",28,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Chris Riley",22,8,"BestYTD1PuttorBetterStreak",2009
56,56,"John Rollins",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Jeev Milkha Singh",15,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Heath Slocum",30,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Kevin Stadler",20,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Kevin Streelman",29,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Nicholas Thompson",31,8,"BestYTD1PuttorBetterStreak",2009
56,56,"David Toms",27,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bo Van Pelt",30,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Camilo Villegas",21,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Nick Watney",24,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Bubba Watson",24,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Mike Weir",24,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Charlie Wi",28,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Tim Wilkinson",14,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Jay Williamson",22,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Mark Wilson",28,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Gary Woodland",18,8,"BestYTD1PuttorBetterStreak",2009
56,56,"Tiger Woods",17,8,"BestYTD1PuttorBetterStreak",2009
109,109,"Brad Adamonis",25,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Stephen Ames",23,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Billy Andrade",17,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Woody Austin",24,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Paul Azinger",8,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Ian Baker Finch",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Mark Calcavecchia",23,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Michael Campbell",6,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Alex Cejka",25,7,"BestYTD1PuttorBetterStreak",2009
109,109,"KJ Choi",22,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Daniel Chopra",28,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Bobby Clampett",2,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Robert Damron",5,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Marco Dawson",6,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Jason Dufner",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"David Duval",22,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Brad Faxon",23,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Gonzalo Fdez Castano",5,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Todd Fischer",3,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Steve Flesch",27,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Rickie Fowler",6,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Carlos Franco",10,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Tommy Gainey",15,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Lucas Glover",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Mathias Gronberg",13,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Dudley Hart",13,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Tim Herron",27,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Yuta Ikeda",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Lee Janzen",23,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Zach Johnson",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Dustin Johnson",25,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Vincent Johnson",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Kent Jones",24,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Matt Jones",17,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Shingo Katayama",6,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Troy Kelly",17,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Anthony Kim",22,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Soren Kjeldsen",7,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Cliff Kresge",28,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Danny Lee",12,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Justin Leonard",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Peter Lonard",30,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Davis Love III",27,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Will Ma Kenzie",24,7,"BestYTD1PuttorBetterStreak",2009
109,109,"John Mallinger",27,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Steve Marino",29,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Troy Matteson",30,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Billy Mayfair",28,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Graeme McDowell",11,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Shaun Micheel",16,7,"BestYTD1PuttorBetterStreak",2009
109,109,"David Morland IV",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Arron Oberholser",4,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Geoff Ogilvy",20,7,"BestYTD1PuttorBetterStreak",2009
109,109,"David Ogrin",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Jose Maria Olazabal",4,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Louis Oosthuizen",6,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Greg Owen",30,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Tom Pernice Jr",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Scott Piercy",28,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Ian Poulter",17,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Alvaro Quiros",9,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Michael Schachner",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Jason Schmuhl",2,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Webb Simpson",30,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Vijay Singh",21,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Brandt Snedeker",26,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Scott Sterling",16,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Nick Taylor",2,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Roland Thatcher",16,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Peter Tomasulo",25,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Kirk Triplett",20,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Marc Turnesa",30,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Vance Veazey",1,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Jimmy Walker",24,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Matt Weibring",22,7,"BestYTD1PuttorBetterStreak",2009
109,109,"Garrett Willis",6,7,"BestYTD1PuttorBetterStreak",2009
185,185,"Tyler Aldridge",17,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Steve Allan",17,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Robert Allenby",21,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Stuart Appleby",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Arjun Atwal",12,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Ricky Barnes",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Brian Bateman",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Notah Begay III",15,6,"BestYTD1PuttorBetterStreak",2009
185,185,"David Berganio Jr",15,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Matthew Borchert",19,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Michael Bradley",17,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Mark Brooks",17,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jonathan Byrd",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Angel Cabrera",17,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Chad Campbell",26,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Paul Casey",12,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Kevin Chappell",3,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Tim Clark",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jose Coceres",6,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Keoke Cotner",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Fred Couples",16,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Graham DeLaet",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Nick Dougherty",3,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Derek Fathauer",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Raymond Floyd",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Robin Freeman",5,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Tadd Fujikawa",4,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Robert Garrigus",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Brent Geiberger",6,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Mathew Goggin",26,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Andres Gonzales",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jason Gore",24,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Mike Grob",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Todd Hamilton",29,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Anders Hansen",4,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Peter Hanson",5,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Mark Hensby",5,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Charley Hoffman",27,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Miguel Angel Jimenez",8,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Brandt Jobe",8,6,"BestYTD1PuttorBetterStreak",2009
185,185,"James Kamte",2,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Martin Kaymer",11,6,"BestYTD1PuttorBetterStreak",2009
185,185,"James Kingston",2,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Colt Knost",24,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Greg Kraft",21,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Martin Laird",24,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Neal Lancaster",6,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Stephen Leaney",11,6,"BestYTD1PuttorBetterStreak",2009
185,185,"JL Lewis",4,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Eric Lippert",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jeff Maggert",28,6,"BestYTD1PuttorBetterStreak",2009
185,185,"David Mathis",27,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Parker McLachlin",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Spike McRoy",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Rocco Mediate",22,6,"BestYTD1PuttorBetterStreak",2009
185,185,"John Merrick",28,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Larry Mize",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Bryce Molder",21,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Sean OHair",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"James Oh",21,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jeff Overton",28,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Ryan Palmer",26,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Rod Pampling",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Deane Pappas",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Jesper Parnevik",14,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Corey Pavin",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Cameron Peck",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Martin Piller",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Dicky Pride",10,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Chez Reavie",27,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Loren Roberts",3,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Andres Romero",20,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Rory Sabbatini",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Reinier Saxton",2,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Charl Schwartzel",6,6,"BestYTD1PuttorBetterStreak",2009
185,185,"John Senden",29,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Patrick Sheehan",15,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Joel Sjoholm",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Chris Stroud",28,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Brendon Todd",21,6,"BestYTD1PuttorBetterStreak",2009
185,185,"DJ Trahan",30,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Bob Tway",13,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Charles Warren",20,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Drew Weaver",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Wes Weston",1,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Dean Wilson",29,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Oliver Wilson",9,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Casey Wittenberg",25,6,"BestYTD1PuttorBetterStreak",2009
185,185,"YE Yang",23,6,"BestYTD1PuttorBetterStreak",2009
185,185,"Azuma Yano",4,6,"BestYTD1PuttorBetterStreak",2009
275,275,"Mark Anderson",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Tommy Armour III",19,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Craig Barlow",5,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Olin Browne",9,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Tim Cantwell Jr",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Christian Cevaer",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Paul Claxton",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Wil Collins",18,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Chris Couch",8,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Jay Delsing",7,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Keith Dicciani",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Steve Elkington",23,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Richard Finch",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Hiroyuki Fujita",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Robert Gamez",11,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Daniel Gaunt",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Richard Green",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Soren Hansen",8,5,"BestYTD1PuttorBetterStreak",2009
275,275,"JP Hayes",15,5,"BestYTD1PuttorBetterStreak",2009
275,275,"John Huston",13,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Yuji Igarashi",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Trevor Immelman",13,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Ryo Ishikawa",6,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Thongchai Jaidee",4,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Clint Jensen",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Richard Johnson",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Robert Karlsson",6,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Tony Kelley",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Simon Khan",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Chris Kirk",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Drew Kittleson",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Joel Kribel",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Kenichi Kuboya",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Richard Lee",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Tom Lehman",16,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Luke List",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Paul McGinley",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Rory McIlroy",11,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Steve Pate",4,5,"BestYTD1PuttorBetterStreak",2009
275,275,"David Peoples",6,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Gary Player",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Rick Price",21,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Ted Purdy",30,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Tag Ridings",16,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Andrew Ruthkoski",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Adam Scott",19,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Michael Sim",3,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Jeff Sluman",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Craig Stadler",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Paul Stankowski",9,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Kyle Stanley",7,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Richard Sterne",8,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Darron Stiles",20,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Andrew Svoboda",1,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Phil Tataurangi",2,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Johnson Wagner",26,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Aaron Watkins",18,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Boo Weekley",22,5,"BestYTD1PuttorBetterStreak",2009
275,275,"Lee Westwood",8,5,"BestYTD1PuttorBetterStreak",2009
335,335,"Fulton Allem",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Fredrik Andersson Hed",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Rich Barcelo",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Chris Baryla",3,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Gregory Bisconti",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Craig Bowden",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Jeff Brehaut",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Jason Buha",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Bronson Burgoon",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Rodney Butcher",3,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Tom Byrum",4,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Greg Casagranda",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Martin Catalioto",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Jimmy Chestnut",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Keith Clearwater",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"John Daly",6,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Steve Dartnall",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Bryan DeCorso",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Ross Fisher",10,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Alastair Forsyth",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Fred Funk",6,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Jim Gallagher Jr",2,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Bobby Gates",1,4,"BestYTD1PuttorBetterStreak",2009
335,335,"Kyle German",1,4,"BestYTD1PuttorBetterStreak",2009
