"Approachesfrom5075yardsRgh_RANKTHISWEEK_2015","Approachesfrom5075yardsRgh_RANKLASTWEEK_2015","Approachesfrom5075yardsRgh_PLAYERNAME_2015","Approachesfrom5075yardsRgh_ROUNDS_2015","Approachesfrom5075yardsRgh_AVG_2015","Approachesfrom5075yardsRgh_TOTALDISTANCEFEET_2015","Approachesfrom5075yardsRgh_OFATTEMPTS_2015","Approachesfrom5075yardsRgh_RELATIVETOPAR_2015","stat_name","year"
1,1,"Jamie Donaldson",50,NA,50.5,6,-1,"Approachesfrom5075yardsRgh",2015
2,2,"Nicholas Thompson",90,NA,56.083,5,0,"Approachesfrom5075yardsRgh",2015
3,3,"Gonzalo Fdez Castano",81,NA,93.333,8,3,"Approachesfrom5075yardsRgh",2015
4,4,"Jason Gore",76,NA,79.667,6,-2,"Approachesfrom5075yardsRgh",2015
4,4,"Tim Wilkinson",73,NA,66.417,5,2,"Approachesfrom5075yardsRgh",2015
6,6,"Sergio Garcia",59,NA,111.833,8,5,"Approachesfrom5075yardsRgh",2015
7,7,"Cameron Percy",72,NA,85,6,1,"Approachesfrom5075yardsRgh",2015
8,8,"John Merrick",78,NA,90.417,6,4,"Approachesfrom5075yardsRgh",2015
9,9,"Keegan Bradley",87,NA,106.5,7,3,"Approachesfrom5075yardsRgh",2015
10,10,"Scott Brown",97,NA,199,13,2,"Approachesfrom5075yardsRgh",2015
11,11,"Zac Blair",108,NA,123.833,8,2,"Approachesfrom5075yardsRgh",2015
11,11,"Ken Duke",93,NA,170.167,11,-1,"Approachesfrom5075yardsRgh",2015
13,13,"Blayne Barber",76,NA,253.917,16,3,"Approachesfrom5075yardsRgh",2015
14,14,"Louis Oosthuizen",68,NA,64,4,0,"Approachesfrom5075yardsRgh",2015
15,15,"Bubba Watson",71,NA,358.417,22,-6,"Approachesfrom5075yardsRgh",2015
16,16,"Retief Goosen",81,NA,196.75,12,3,"Approachesfrom5075yardsRgh",2015
17,17,"Jonathan Byrd",69,NA,120.083,7,-3,"Approachesfrom5075yardsRgh",2015
18,18,"Ian Poulter",68,NA,68.833,4,0,"Approachesfrom5075yardsRgh",2015
19,19,"Oscar Fraustro",58,NA,157.083,9,-2,"Approachesfrom5075yardsRgh",2015
20,20,"Patrick Reed",103,NA,306.583,17,0,"Approachesfrom5075yardsRgh",2015
21,21,"Stewart Cink",77,NA,144.75,8,4,"Approachesfrom5075yardsRgh",2015
22,22,"Brooks Koepka",84,NA,127.333,7,-2,"Approachesfrom5075yardsRgh",2015
23,23,"Derek Ernst",75,NA,91.75,5,2,"Approachesfrom5075yardsRgh",2015
24,24,"Mark Hubbard",79,NA,222,12,3,"Approachesfrom5075yardsRgh",2015
25,25,"Heath Slocum",57,NA,56.083,3,3,"Approachesfrom5075yardsRgh",2015
26,26,"Chad Collins",79,NA,262.667,14,2,"Approachesfrom5075yardsRgh",2015
26,26,"Chesson Hadley",101,NA,281.667,15,4,"Approachesfrom5075yardsRgh",2015
26,26,"Charley Hoffman",97,NA,243.833,13,2,"Approachesfrom5075yardsRgh",2015
29,29,"Morgan Hoffmann",85,NA,339.75,18,3,"Approachesfrom5075yardsRgh",2015
30,30,"Derek Fathauer",81,NA,265.833,14,4,"Approachesfrom5075yardsRgh",2015
31,31,"Russell Henley",87,NA,191,10,4,"Approachesfrom5075yardsRgh",2015
32,32,"Jhonattan Vegas",90,NA,251.833,13,-2,"Approachesfrom5075yardsRgh",2015
33,33,"Jim Renner",68,NA,234.75,12,3,"Approachesfrom5075yardsRgh",2015
34,34,"Jason Dufner",76,NA,59,3,1,"Approachesfrom5075yardsRgh",2015
