"Round1ScoringAverage_RANKTHISWEEK_2011","Round1ScoringAverage_RANKLASTWEEK_2011","Round1ScoringAverage_PLAYERNAME_2011","Round1ScoringAverage__2011","Round1ScoringAverage_AVG_2011","Round1ScoringAverage_TOTALSTROKES_2011","Round1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
84,84,"Blake Adams",NA,70.91,2411,34,"Round1ScoringAverage",2011
85,85,"David Mathis",NA,70.92,1773,25,"Round1ScoringAverage",2011
86,86,"Chris Kirk",NA,70.93,1986,28,"Round1ScoringAverage",2011
86,86,"Bill Lunde",NA,70.93,1915,27,"Round1ScoringAverage",2011
88,88,"Dustin Johnson",NA,70.95,1419,20,"Round1ScoringAverage",2011
89,89,"Zach Johnson",NA,71,1562,22,"Round1ScoringAverage",2011
89,89,"Michael Thompson",NA,71,1775,25,"Round1ScoringAverage",2011
89,89,"Bubba Watson",NA,71,1491,21,"Round1ScoringAverage",2011
92,92,"Nathan Green",NA,71.04,1847,26,"Round1ScoringAverage",2011
93,93,"Alex Cejka",NA,71.05,1492,21,"Round1ScoringAverage",2011
93,93,"Lucas Glover",NA,71.05,1563,22,"Round1ScoringAverage",2011
93,93,"Boo Weekley",NA,71.05,1563,22,"Round1ScoringAverage",2011
96,96,"Chris DiMarco",NA,71.06,2203,31,"Round1ScoringAverage",2011
97,97,"Jim Furyk",NA,71.08,1777,25,"Round1ScoringAverage",2011
97,97,"Johnson Wagner",NA,71.08,1777,25,"Round1ScoringAverage",2011
99,99,"Justin Rose",NA,71.09,1564,22,"Round1ScoringAverage",2011
100,100,"Troy Matteson",NA,71.11,1991,28,"Round1ScoringAverage",2011
101,101,"Kevin Chappell",NA,71.12,1849,26,"Round1ScoringAverage",2011
101,101,"Bryce Molder",NA,71.12,1849,26,"Round1ScoringAverage",2011
101,101,"Bo Van Pelt",NA,71.12,1849,26,"Round1ScoringAverage",2011
104,104,"JB Holmes",NA,71.13,1067,15,"Round1ScoringAverage",2011
105,105,"Jason Bohn",NA,71.14,1565,22,"Round1ScoringAverage",2011
105,105,"Nick OHern",NA,71.14,2063,29,"Round1ScoringAverage",2011
105,105,"Charl Schwartzel",NA,71.14,996,14,"Round1ScoringAverage",2011
108,108,"Cameron Tringale",NA,71.16,2277,32,"Round1ScoringAverage",2011
109,109,"Scott Gutschewski",NA,71.17,1637,23,"Round1ScoringAverage",2011
109,109,"Ryuji Imada",NA,71.17,2064,29,"Round1ScoringAverage",2011
109,109,"Jimmy Walker",NA,71.17,1708,24,"Round1ScoringAverage",2011
112,112,"Robert Karlsson",NA,71.18,1210,17,"Round1ScoringAverage",2011
113,113,"Aaron Baddeley",NA,71.23,1567,22,"Round1ScoringAverage",2011
114,114,"Tommy Gainey",NA,71.24,2422,34,"Round1ScoringAverage",2011
114,114,"Paul Goydos",NA,71.24,1781,25,"Round1ScoringAverage",2011
114,114,"Vijay Singh",NA,71.24,1781,25,"Round1ScoringAverage",2011
117,117,"Shaun Micheel",NA,71.26,1924,27,"Round1ScoringAverage",2011
118,118,"Scott McCarron",NA,71.27,1568,22,"Round1ScoringAverage",2011
119,119,"Dean Wilson",NA,71.29,1497,21,"Round1ScoringAverage",2011
120,120,"Ian Poulter",NA,71.33,1070,15,"Round1ScoringAverage",2011
120,120,"Garrett Willis",NA,71.33,1712,24,"Round1ScoringAverage",2011
122,122,"Steve Elkington",NA,71.35,1213,17,"Round1ScoringAverage",2011
122,122,"Ernie Els",NA,71.35,1427,20,"Round1ScoringAverage",2011
122,122,"Brandt Snedeker",NA,71.35,1855,26,"Round1ScoringAverage",2011
125,125,"Kent Jones",NA,71.36,1784,25,"Round1ScoringAverage",2011
125,125,"Andres Romero",NA,71.36,1570,22,"Round1ScoringAverage",2011
127,127,"Arjun Atwal",NA,71.38,2070,29,"Round1ScoringAverage",2011
128,128,"Justin Leonard",NA,71.42,1857,26,"Round1ScoringAverage",2011
129,129,"DJ Brigman",NA,71.43,1643,23,"Round1ScoringAverage",2011
129,129,"Sung Kang",NA,71.43,1500,21,"Round1ScoringAverage",2011
129,129,"Chris Stroud",NA,71.43,2000,28,"Round1ScoringAverage",2011
132,132,"Greg Chalmers",NA,71.44,1929,27,"Round1ScoringAverage",2011
132,132,"Brendan Steele",NA,71.44,1929,27,"Round1ScoringAverage",2011
132,132,"Jhonattan Vegas",NA,71.44,1786,25,"Round1ScoringAverage",2011
135,135,"Stephen Ames",NA,71.45,1572,22,"Round1ScoringAverage",2011
136,136,"Michael Connell",NA,71.46,1858,26,"Round1ScoringAverage",2011
137,137,"Graeme McDowell",NA,71.47,1072,15,"Round1ScoringAverage",2011
138,138,"Derek Lamely",NA,71.48,1787,25,"Round1ScoringAverage",2011
138,138,"Jarrod Lyle",NA,71.48,2073,29,"Round1ScoringAverage",2011
140,140,"Cameron Beckman",NA,71.5,1716,24,"Round1ScoringAverage",2011
140,140,"Tim Herron",NA,71.5,2002,28,"Round1ScoringAverage",2011
140,140,"Kevin Streelman",NA,71.5,1859,26,"Round1ScoringAverage",2011
140,140,"DJ Trahan",NA,71.5,2145,30,"Round1ScoringAverage",2011
144,144,"Martin Piller",NA,71.52,1645,23,"Round1ScoringAverage",2011
145,145,"Tom Gillis",NA,71.53,1359,19,"Round1ScoringAverage",2011
146,146,"Heath Slocum",NA,71.54,2003,28,"Round1ScoringAverage",2011
147,147,"Shane Bertsch",NA,71.55,1431,20,"Round1ScoringAverage",2011
148,148,"Joseph Bramlett",NA,71.56,1789,25,"Round1ScoringAverage",2011
148,148,"Anthony Kim",NA,71.56,1789,25,"Round1ScoringAverage",2011
150,150,"Paul Stankowski",NA,71.58,1718,24,"Round1ScoringAverage",2011
151,151,"James Driscoll",NA,71.63,1719,24,"Round1ScoringAverage",2011
152,152,"Pat Perez",NA,71.67,1720,24,"Round1ScoringAverage",2011
153,153,"Michael Putnam",NA,71.71,1506,21,"Round1ScoringAverage",2011
154,154,"Marc Leishman",NA,71.74,1937,27,"Round1ScoringAverage",2011
155,155,"Joe Durant",NA,71.76,1794,25,"Round1ScoringAverage",2011
156,156,"Kevin Na",NA,71.77,1866,26,"Round1ScoringAverage",2011
157,157,"Ben Curtis",NA,71.83,1652,23,"Round1ScoringAverage",2011
157,157,"Zack Miller",NA,71.83,2155,30,"Round1ScoringAverage",2011
159,159,"JP Hayes",NA,71.84,1365,19,"Round1ScoringAverage",2011
160,160,"Matt Bettencourt",NA,71.86,2084,29,"Round1ScoringAverage",2011
161,161,"Matt McQuillan",NA,71.9,1510,21,"Round1ScoringAverage",2011
162,162,"Stuart Appleby",NA,71.92,1726,24,"Round1ScoringAverage",2011
163,163,"Marc Turnesa",NA,71.95,1439,20,"Round1ScoringAverage",2011
164,164,"Bobby Gates",NA,72.03,2089,29,"Round1ScoringAverage",2011
165,165,"Kevin Stadler",NA,72.04,1945,27,"Round1ScoringAverage",2011
166,166,"Jim Renner",NA,72.05,1585,22,"Round1ScoringAverage",2011
167,167,"Sean OHair",NA,72.09,1658,23,"Round1ScoringAverage",2011
168,168,"Harrison Frazar",NA,72.11,1370,19,"Round1ScoringAverage",2011
168,168,"Colt Knost",NA,72.11,1947,27,"Round1ScoringAverage",2011
170,170,"David Duval",NA,72.17,1732,24,"Round1ScoringAverage",2011
171,171,"Andres Gonzales",NA,72.19,1516,21,"Round1ScoringAverage",2011
172,172,"Bio Kim",NA,72.2,1805,25,"Round1ScoringAverage",2011
173,173,"Roland Thatcher",NA,72.23,1589,22,"Round1ScoringAverage",2011
174,174,"Troy Merritt",NA,72.26,1662,23,"Round1ScoringAverage",2011
175,175,"Nate Smith",NA,72.29,1735,24,"Round1ScoringAverage",2011
176,176,"Camilo Villegas",NA,72.3,1663,23,"Round1ScoringAverage",2011
177,177,"Steven Bowditch",NA,72.32,2025,28,"Round1ScoringAverage",2011
178,178,"Billy Horschel",NA,72.36,1809,25,"Round1ScoringAverage",2011
179,179,"Kevin Kisner",NA,72.46,1739,24,"Round1ScoringAverage",2011
180,180,"Richard Johnson",NA,72.52,1668,23,"Round1ScoringAverage",2011
181,181,"Will Strickler",NA,72.58,1379,19,"Round1ScoringAverage",2011
182,182,"Rocco Mediate",NA,72.73,1600,22,"Round1ScoringAverage",2011
183,183,"Justin Hicks",NA,72.78,1674,23,"Round1ScoringAverage",2011
184,184,"Alex Prugh",NA,72.83,2112,29,"Round1ScoringAverage",2011
185,185,"Daniel Summerhays",NA,72.97,2116,29,"Round1ScoringAverage",2011
186,186,"Rich Beem",NA,73,1533,21,"Round1ScoringAverage",2011
