"Top5FinalRoundPerformance_RANKTHISWEEK_2009","Top5FinalRoundPerformance_RANKLASTWEEK_2009","Top5FinalRoundPerformance_PLAYERNAME_2009","Top5FinalRoundPerformance_EVENTS_2009","Top5FinalRoundPerformance_PctTIMESIMPROVED_2009","Top5FinalRoundPerformance_OFTIMESIMPROVED_2009","stat_name","year"
1,1,"Tim Petrovic",31,100,1,"Top5FinalRoundPerformance",2009
1,1,"DA Points",29,100,1,"Top5FinalRoundPerformance",2009
1,1,"Ian Poulter",17,100,1,"Top5FinalRoundPerformance",2009
1,1,"Jeff Quinney",26,100,1,"Top5FinalRoundPerformance",2009
1,1,"Andres Romero",20,100,1,"Top5FinalRoundPerformance",2009
1,1,"Justin Rose",22,100,2,"Top5FinalRoundPerformance",2009
1,1,"John Senden",29,100,1,"Top5FinalRoundPerformance",2009
1,1,"Kevin Stadler",20,100,1,"Top5FinalRoundPerformance",2009
1,1,"David Toms",27,100,2,"Top5FinalRoundPerformance",2009
1,1,"Scott Verplank",24,100,1,"Top5FinalRoundPerformance",2009
1,1,"Nick Watney",24,100,2,"Top5FinalRoundPerformance",2009
1,1,"Mark Wilson",28,100,2,"Top5FinalRoundPerformance",2009
1,1,"YE Yang",23,100,2,"Top5FinalRoundPerformance",2009
47,47,"Tiger Woods",17,88.9,8,"Top5FinalRoundPerformance",2009
48,48,"Steve Stricker",22,83.3,5,"Top5FinalRoundPerformance",2009
49,49,"Brian Gay",27,75,3,"Top5FinalRoundPerformance",2009
49,49,"Lucas Glover",26,75,3,"Top5FinalRoundPerformance",2009
49,49,"Sean OHair",23,75,3,"Top5FinalRoundPerformance",2009
49,49,"John Rollins",27,75,3,"Top5FinalRoundPerformance",2009
53,53,"Davis Love III",27,66.7,2,"Top5FinalRoundPerformance",2009
53,53,"George McNeill",26,66.7,2,"Top5FinalRoundPerformance",2009
53,53,"Kevin Na",26,66.7,2,"Top5FinalRoundPerformance",2009
53,53,"Brett Quigley",28,66.7,2,"Top5FinalRoundPerformance",2009
53,53,"Camilo Villegas",21,66.7,2,"Top5FinalRoundPerformance",2009
58,58,"Paul Goydos",25,60,3,"Top5FinalRoundPerformance",2009
58,58,"Padraig Harrington",20,60,3,"Top5FinalRoundPerformance",2009
58,58,"Zach Johnson",26,60,3,"Top5FinalRoundPerformance",2009
61,61,"Retief Goosen",20,57.1,4,"Top5FinalRoundPerformance",2009
61,61,"Kenny Perry",24,57.1,4,"Top5FinalRoundPerformance",2009
63,63,"Michael Allen",22,50,1,"Top5FinalRoundPerformance",2009
63,63,"Briny Baird",28,50,1,"Top5FinalRoundPerformance",2009
63,63,"Matt Bettencourt",31,50,1,"Top5FinalRoundPerformance",2009
63,63,"Greg Chalmers",26,50,1,"Top5FinalRoundPerformance",2009
63,63,"Jim Furyk",23,50,2,"Top5FinalRoundPerformance",2009
63,63,"Nathan Green",30,50,1,"Top5FinalRoundPerformance",2009
63,63,"Freddie Jacobson",25,50,1,"Top5FinalRoundPerformance",2009
63,63,"Lee Janzen",23,50,1,"Top5FinalRoundPerformance",2009
63,63,"Jerry Kelly",26,50,1,"Top5FinalRoundPerformance",2009
63,63,"Matt Kuchar",24,50,1,"Top5FinalRoundPerformance",2009
63,63,"John Mallinger",27,50,1,"Top5FinalRoundPerformance",2009
63,63,"Bryce Molder",21,50,1,"Top5FinalRoundPerformance",2009
63,63,"Nick OHern",27,50,1,"Top5FinalRoundPerformance",2009
63,63,"Rory Sabbatini",25,50,1,"Top5FinalRoundPerformance",2009
63,63,"Brandt Snedeker",26,50,1,"Top5FinalRoundPerformance",2009
63,63,"Bubba Watson",24,50,1,"Top5FinalRoundPerformance",2009
63,63,"Charlie Wi",28,50,1,"Top5FinalRoundPerformance",2009
80,80,"Steve Marino",29,40,2,"Top5FinalRoundPerformance",2009
81,81,"Jonathan Byrd",25,33.3,1,"Top5FinalRoundPerformance",2009
81,81,"Charley Hoffman",27,33.3,1,"Top5FinalRoundPerformance",2009
81,81,"Geoff Ogilvy",20,33.3,1,"Top5FinalRoundPerformance",2009
81,81,"Mike Weir",24,33.3,1,"Top5FinalRoundPerformance",2009
85,85,"Stuart Appleby",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Woody Austin",24,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Cameron Beckman",26,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jason Bohn",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Alex Cejka",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Stewart Cink",22,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Brendon de Jonge",29,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Luke Donald",21,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Bob Estes",23,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Robert Garrigus",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jason Gore",24,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Bill Haas",29,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Bob Heintz",20,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Ryuji Imada",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Kent Jones",24,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Colt Knost",24,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Cliff Kresge",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Tom Lehman",16,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Michael Letzig",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jarrod Lyle",21,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jeff Maggert",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Hunter Mahan",25,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Scott McCarron",27,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Rocco Mediate",22,0,NA,"Top5FinalRoundPerformance",2009
85,85,"John Merrick",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Ryan Moore",27,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jeff Overton",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Rod Pampling",23,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Carl Pettersson",29,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Scott Piercy",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Chris Riley",22,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Webb Simpson",30,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Vijay Singh",21,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Heath Slocum",30,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Scott Sterling",16,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Darron Stiles",20,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Chris Stroud",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Vaughn Taylor",28,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Nicholas Thompson",31,0,NA,"Top5FinalRoundPerformance",2009
85,85,"DJ Trahan",30,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Bo Van Pelt",30,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Jay Williamson",22,0,NA,"Top5FinalRoundPerformance",2009
85,85,"Casey Wittenberg",25,0,NA,"Top5FinalRoundPerformance",2009
