"Par5EagleLeaders_RANKTHISWEEK_2010","Par5EagleLeaders_RANKLASTWEEK_2010","Par5EagleLeaders_PLAYERNAME_2010","Par5EagleLeaders_ROUNDS_2010","Par5EagleLeaders_TOTAL_2010","Par5EagleLeaders_TOTALPAR5HOLES_2010","Par5EagleLeaders_TOTALHOLEOUTS_2010","stat_name","year"
49,49,"Bo Van Pelt",104,6,321,NA,"Par5EagleLeaders",2010
49,49,"Johnson Wagner",85,6,272,2,"Par5EagleLeaders",2010
73,73,"KJ Choi",82,5,263,NA,"Par5EagleLeaders",2010
73,73,"Daniel Chopra",74,5,237,2,"Par5EagleLeaders",2010
73,73,"Brian Davis",101,5,328,1,"Par5EagleLeaders",2010
73,73,"Joe Durant",67,5,200,1,"Par5EagleLeaders",2010
73,73,"Steve Elkington",74,5,245,3,"Par5EagleLeaders",2010
73,73,"Martin Flores",75,5,247,1,"Par5EagleLeaders",2010
73,73,"Padraig Harrington",57,5,175,NA,"Par5EagleLeaders",2010
73,73,"Jerry Kelly",99,5,316,2,"Par5EagleLeaders",2010
73,73,"John Mallinger",78,5,250,1,"Par5EagleLeaders",2010
73,73,"Steve Marino",81,5,267,1,"Par5EagleLeaders",2010
73,73,"Billy Mayfair",78,5,247,NA,"Par5EagleLeaders",2010
73,73,"Ryan Moore",80,5,253,NA,"Par5EagleLeaders",2010
73,73,"Kevin Na",94,5,285,1,"Par5EagleLeaders",2010
73,73,"DA Points",90,5,287,3,"Par5EagleLeaders",2010
73,73,"Aron Price",70,5,216,1,"Par5EagleLeaders",2010
73,73,"John Rollins",81,5,252,2,"Par5EagleLeaders",2010
73,73,"Rory Sabbatini",79,5,262,1,"Par5EagleLeaders",2010
73,73,"Brandt Snedeker",89,5,279,1,"Par5EagleLeaders",2010
73,73,"Steve Stricker",73,5,224,2,"Par5EagleLeaders",2010
73,73,"Vaughn Taylor",87,5,285,3,"Par5EagleLeaders",2010
73,73,"Nicholas Thompson",88,5,286,NA,"Par5EagleLeaders",2010
73,73,"Camilo Villegas",78,5,220,NA,"Par5EagleLeaders",2010
73,73,"Jimmy Walker",82,5,262,NA,"Par5EagleLeaders",2010
96,96,"Stephen Ames",75,4,230,1,"Par5EagleLeaders",2010
96,96,"Briny Baird",87,4,259,NA,"Par5EagleLeaders",2010
96,96,"Henrik Bjornstad",72,4,235,1,"Par5EagleLeaders",2010
96,96,"Alex Cejka",81,4,266,1,"Par5EagleLeaders",2010
96,96,"Jason Day",82,4,247,1,"Par5EagleLeaders",2010
96,96,"Graham DeLaet",88,4,271,1,"Par5EagleLeaders",2010
96,96,"Robert Garrigus",71,4,216,1,"Par5EagleLeaders",2010
96,96,"Trevor Immelman",55,4,168,2,"Par5EagleLeaders",2010
96,96,"Kevin Johnson",62,4,201,NA,"Par5EagleLeaders",2010
96,96,"Marc Leishman",87,4,259,1,"Par5EagleLeaders",2010
96,96,"David Lutterus",69,4,224,2,"Par5EagleLeaders",2010
96,96,"Jeff Maggert",76,4,235,1,"Par5EagleLeaders",2010
96,96,"Troy Matteson",84,4,266,NA,"Par5EagleLeaders",2010
96,96,"Rocco Mediate",71,4,224,3,"Par5EagleLeaders",2010
96,96,"Pat Perez",90,4,287,1,"Par5EagleLeaders",2010
96,96,"Jeff Quinney",91,4,283,NA,"Par5EagleLeaders",2010
96,96,"Chris Riley",73,4,213,NA,"Par5EagleLeaders",2010
96,96,"John Senden",103,4,329,NA,"Par5EagleLeaders",2010
96,96,"Webb Simpson",98,4,299,1,"Par5EagleLeaders",2010
96,96,"Heath Slocum",97,4,315,NA,"Par5EagleLeaders",2010
96,96,"Roger Tambellini",77,4,247,1,"Par5EagleLeaders",2010
96,96,"Roland Thatcher",72,4,227,1,"Par5EagleLeaders",2010
96,96,"David Toms",86,4,266,NA,"Par5EagleLeaders",2010
96,96,"Cameron Tringale",55,4,179,NA,"Par5EagleLeaders",2010
96,96,"Mike Weir",59,4,185,2,"Par5EagleLeaders",2010
96,96,"Steve Wheatcroft",74,4,237,1,"Par5EagleLeaders",2010
96,96,"Charlie Wi",95,4,290,NA,"Par5EagleLeaders",2010
96,96,"Jay Williamson",76,4,234,NA,"Par5EagleLeaders",2010
96,96,"Garrett Willis",82,4,264,NA,"Par5EagleLeaders",2010
96,96,"Mark Wilson",87,4,277,1,"Par5EagleLeaders",2010
126,126,"Blake Adams",84,3,252,1,"Par5EagleLeaders",2010
126,126,"Angel Cabrera",64,3,196,NA,"Par5EagleLeaders",2010
126,126,"Mark Calcavecchia",50,3,163,NA,"Par5EagleLeaders",2010
126,126,"Chad Campbell",95,3,292,NA,"Par5EagleLeaders",2010
126,126,"Chris DiMarco",88,3,278,1,"Par5EagleLeaders",2010
126,126,"Bob Estes",79,3,244,1,"Par5EagleLeaders",2010
126,126,"Jim Furyk",76,3,235,1,"Par5EagleLeaders",2010
126,126,"Brian Gay",101,3,306,2,"Par5EagleLeaders",2010
126,126,"Retief Goosen",75,3,215,NA,"Par5EagleLeaders",2010
126,126,"Jeff Gove",57,3,184,1,"Par5EagleLeaders",2010
126,126,"Nathan Green",86,3,266,NA,"Par5EagleLeaders",2010
126,126,"Tim Herron",79,3,245,NA,"Par5EagleLeaders",2010
126,126,"Freddie Jacobson",83,3,255,NA,"Par5EagleLeaders",2010
126,126,"Justin Leonard",89,3,255,1,"Par5EagleLeaders",2010
126,126,"Rory McIlroy",54,3,162,NA,"Par5EagleLeaders",2010
126,126,"Cameron Percy",73,3,239,1,"Par5EagleLeaders",2010
126,126,"Tom Pernice Jr",74,3,227,NA,"Par5EagleLeaders",2010
126,126,"Jeev Milkha Singh",59,3,164,2,"Par5EagleLeaders",2010
126,126,"Brian Stuard",81,3,249,NA,"Par5EagleLeaders",2010
126,126,"Chris Tidland",77,3,251,NA,"Par5EagleLeaders",2010
126,126,"Vance Veazey",58,3,185,NA,"Par5EagleLeaders",2010
126,126,"Scott Verplank",74,3,220,NA,"Par5EagleLeaders",2010
126,126,"Brett Wetterich",54,3,164,1,"Par5EagleLeaders",2010
126,126,"YE Yang",72,3,214,NA,"Par5EagleLeaders",2010
150,150,"Cameron Beckman",68,2,204,NA,"Par5EagleLeaders",2010
150,150,"Tim Clark",88,2,267,NA,"Par5EagleLeaders",2010
150,150,"Ben Curtis",78,2,237,NA,"Par5EagleLeaders",2010
150,150,"David Duval",71,2,237,NA,"Par5EagleLeaders",2010
150,150,"Ernie Els",72,2,224,NA,"Par5EagleLeaders",2010
150,150,"Matt Every",60,2,192,NA,"Par5EagleLeaders",2010
150,150,"Brad Faxon",58,2,189,NA,"Par5EagleLeaders",2010
150,150,"Sergio Garcia",58,2,169,1,"Par5EagleLeaders",2010
150,150,"Mathias Gronberg",61,2,187,NA,"Par5EagleLeaders",2010
150,150,"Ryuji Imada",90,2,279,NA,"Par5EagleLeaders",2010
150,150,"Lee Janzen",77,2,240,NA,"Par5EagleLeaders",2010
150,150,"Zach Johnson",93,2,280,1,"Par5EagleLeaders",2010
150,150,"Skip Kendall",58,2,184,NA,"Par5EagleLeaders",2010
150,150,"Cliff Kresge",50,2,154,NA,"Par5EagleLeaders",2010
150,150,"Spencer Levin",110,2,341,NA,"Par5EagleLeaders",2010
150,150,"Steve Lowery",67,2,213,NA,"Par5EagleLeaders",2010
150,150,"Jarrod Lyle",54,2,166,NA,"Par5EagleLeaders",2010
150,150,"Will Ma Kenzie",72,2,223,NA,"Par5EagleLeaders",2010
150,150,"Andrew McLardy",52,2,167,1,"Par5EagleLeaders",2010
150,150,"Shaun Micheel",70,2,218,1,"Par5EagleLeaders",2010
150,150,"Bryce Molder",84,2,269,1,"Par5EagleLeaders",2010
150,150,"Brenden Pappas",66,2,215,1,"Par5EagleLeaders",2010
150,150,"Ian Poulter",55,2,148,NA,"Par5EagleLeaders",2010
150,150,"Ted Purdy",86,2,276,NA,"Par5EagleLeaders",2010
150,150,"Justin Rose",78,2,235,1,"Par5EagleLeaders",2010
150,150,"Michael Sim",64,2,196,NA,"Par5EagleLeaders",2010
150,150,"Paul Stankowski",62,2,188,NA,"Par5EagleLeaders",2010
150,150,"Chris Stroud",90,2,285,1,"Par5EagleLeaders",2010
150,150,"Jerod Turner",54,2,165,NA,"Par5EagleLeaders",2010
150,150,"Chris Wilson",65,2,213,1,"Par5EagleLeaders",2010
180,180,"Kris Blanks",91,1,300,NA,"Par5EagleLeaders",2010
180,180,"Justin Bolli",55,1,178,NA,"Par5EagleLeaders",2010
180,180,"Michael Bradley",77,1,246,NA,"Par5EagleLeaders",2010
180,180,"Brent Delahoussaye",57,1,179,NA,"Par5EagleLeaders",2010
180,180,"Paul Goydos",78,1,253,NA,"Par5EagleLeaders",2010
180,180,"Greg Kraft",52,1,168,NA,"Par5EagleLeaders",2010
180,180,"Geoff Ogilvy",62,1,196,NA,"Par5EagleLeaders",2010
180,180,"Greg Owen",69,1,226,NA,"Par5EagleLeaders",2010
180,180,"Tim Petrovic",105,1,334,NA,"Par5EagleLeaders",2010
180,180,"Omar Uresti",74,1,239,NA,"Par5EagleLeaders",2010
180,180,"Dean Wilson",54,1,160,NA,"Par5EagleLeaders",2010
