"3PuttAvoidanceRound4_RANKTHISWEEK_2014","3PuttAvoidanceRound4_RANKLASTWEEK_2014","3PuttAvoidanceRound4_PLAYERNAME_2014","3PuttAvoidanceRound4__2014","3PuttAvoidanceRound4_Pct_2014","3PuttAvoidanceRound4_TOTAL3PUTTS_2014","3PuttAvoidanceRound4_TOTALHOLES_2014","stat_name","year"
1,1,"Roberto Castro",NA,0.51,1,198,"3PuttAvoidanceRound4",2014
2,2,"Ernie Els",NA,0.69,2,288,"3PuttAvoidanceRound4",2014
2,2,"Kevin Kisner",NA,0.69,2,288,"3PuttAvoidanceRound4",2014
4,4,"Ryo Ishikawa",NA,0.85,2,234,"3PuttAvoidanceRound4",2014
5,5,"Luke Donald",NA,0.93,2,216,"3PuttAvoidanceRound4",2014
5,5,"Brooks Koepka",NA,0.93,2,216,"3PuttAvoidanceRound4",2014
5,5,"Troy Matteson",NA,0.93,1,108,"3PuttAvoidanceRound4",2014
8,8,"Matt Jones",NA,1.04,3,288,"3PuttAvoidanceRound4",2014
9,9,"Derek Ernst",NA,1.11,2,180,"3PuttAvoidanceRound4",2014
9,9,"Tommy Gainey",NA,1.11,2,180,"3PuttAvoidanceRound4",2014
11,11,"Billy Horschel",NA,1.17,4,342,"3PuttAvoidanceRound4",2014
12,12,"Greg Chalmers",NA,1.19,3,252,"3PuttAvoidanceRound4",2014
12,12,"Sergio Garcia",NA,1.19,3,252,"3PuttAvoidanceRound4",2014
14,14,"Jimmy Walker",NA,1.26,5,396,"3PuttAvoidanceRound4",2014
15,15,"Paul Casey",NA,1.39,3,216,"3PuttAvoidanceRound4",2014
15,15,"Russell Knox",NA,1.39,5,360,"3PuttAvoidanceRound4",2014
15,15,"Danny Lee",NA,1.39,3,216,"3PuttAvoidanceRound4",2014
15,15,"Mike Weir",NA,1.39,2,144,"3PuttAvoidanceRound4",2014
19,19,"Jason Bohn",NA,1.48,4,270,"3PuttAvoidanceRound4",2014
19,19,"Graeme McDowell",NA,1.48,4,270,"3PuttAvoidanceRound4",2014
21,21,"Tim Clark",NA,1.52,3,198,"3PuttAvoidanceRound4",2014
22,22,"Freddie Jacobson",NA,1.54,5,324,"3PuttAvoidanceRound4",2014
22,22,"Hunter Mahan",NA,1.54,5,324,"3PuttAvoidanceRound4",2014
