"Back9LowestRound_RANKTHISWEEK_2006","Back9LowestRound_RANKLASTWEEK_2006","Back9LowestRound_PLAYERNAME_2006","Back9LowestRound_ROUNDS_2006","Back9LowestRound_LOWRND_2006","stat_name","year"
1,1,"Joe Ogilvie",95,28,"Back9LowestRound",2006
2,2,"Jonathan Byrd",66,29,"Back9LowestRound",2006
2,2,"Daniel Chopra",110,29,"Back9LowestRound",2006
2,2,"Steve Flesch",119,29,"Back9LowestRound",2006
2,2,"Harrison Frazar",95,29,"Back9LowestRound",2006
2,2,"JJ Henry",96,29,"Back9LowestRound",2006
2,2,"Jeff Maggert",81,29,"Back9LowestRound",2006
8,8,"Robert Allenby",79,30,"Back9LowestRound",2006
8,8,"Stephen Ames",63,30,"Back9LowestRound",2006
8,8,"Woody Austin",107,30,"Back9LowestRound",2006
8,8,"Aaron Baddeley",78,30,"Back9LowestRound",2006
8,8,"Jason Bohn",104,30,"Back9LowestRound",2006
8,8,"John Cook",67,30,"Back9LowestRound",2006
8,8,"Ben Crane",85,30,"Back9LowestRound",2006
8,8,"Ben Curtis",86,30,"Back9LowestRound",2006
8,8,"Robert Damron",91,30,"Back9LowestRound",2006
8,8,"Luke Donald",66,30,"Back9LowestRound",2006
8,8,"Brian Gay",107,30,"Back9LowestRound",2006
8,8,"Brent Geiberger",99,30,"Back9LowestRound",2006
8,8,"Retief Goosen",68,30,"Back9LowestRound",2006
8,8,"Jason Gore",86,30,"Back9LowestRound",2006
8,8,"Todd Hamilton",72,30,"Back9LowestRound",2006
8,8,"Charles Howell III",96,30,"Back9LowestRound",2006
8,8,"Ryuji Imada",105,30,"Back9LowestRound",2006
8,8,"Freddie Jacobson",56,30,"Back9LowestRound",2006
8,8,"Skip Kendall",72,30,"Back9LowestRound",2006
8,8,"Shigeki Maruyama",94,30,"Back9LowestRound",2006
8,8,"Phil Mickelson",74,30,"Back9LowestRound",2006
8,8,"Arron Oberholser",82,30,"Back9LowestRound",2006
8,8,"Jose Maria Olazabal",62,30,"Back9LowestRound",2006
8,8,"Jeff Overton",95,30,"Back9LowestRound",2006
8,8,"Rod Pampling",89,30,"Back9LowestRound",2006
8,8,"Pat Perez",50,30,"Back9LowestRound",2006
8,8,"Tag Ridings",103,30,"Back9LowestRound",2006
8,8,"Vijay Singh",103,30,"Back9LowestRound",2006
8,8,"Heath Slocum",96,30,"Back9LowestRound",2006
8,8,"Jeff Sluman",101,30,"Back9LowestRound",2006
8,8,"Vaughn Taylor",88,30,"Back9LowestRound",2006
8,8,"David Toms",76,30,"Back9LowestRound",2006
8,8,"Bo Van Pelt",102,30,"Back9LowestRound",2006
8,8,"Vance Veazey",59,30,"Back9LowestRound",2006
8,8,"Camilo Villegas",95,30,"Back9LowestRound",2006
8,8,"Bubba Watson",83,30,"Back9LowestRound",2006
44,44,"Michael Allen",84,31,"Back9LowestRound",2006
44,44,"Billy Andrade",78,31,"Back9LowestRound",2006
44,44,"Arjun Atwal",97,31,"Back9LowestRound",2006
44,44,"Eric Axley",91,31,"Back9LowestRound",2006
44,44,"Paul Azinger",87,31,"Back9LowestRound",2006
44,44,"Doug Barron",74,31,"Back9LowestRound",2006
44,44,"Rich Beem",85,31,"Back9LowestRound",2006
44,44,"Shane Bertsch",104,31,"Back9LowestRound",2006
44,44,"Henrik Bjornstad",97,31,"Back9LowestRound",2006
44,44,"David Branshaw",98,31,"Back9LowestRound",2006
44,44,"Mark Brooks",90,31,"Back9LowestRound",2006
44,44,"Mark Calcavecchia",94,31,"Back9LowestRound",2006
44,44,"Chad Campbell",91,31,"Back9LowestRound",2006
44,44,"Alex Cejka",93,31,"Back9LowestRound",2006
44,44,"Greg Chalmers",71,31,"Back9LowestRound",2006
44,44,"Stewart Cink",93,31,"Back9LowestRound",2006
44,44,"Tim Clark",80,31,"Back9LowestRound",2006
44,44,"Fred Couples",52,31,"Back9LowestRound",2006
44,44,"Kris Cox",83,31,"Back9LowestRound",2006
44,44,"John Daly",51,31,"Back9LowestRound",2006
44,44,"Brian Davis",92,31,"Back9LowestRound",2006
44,44,"Bubba Dickerson",98,31,"Back9LowestRound",2006
44,44,"Joe Durant",101,31,"Back9LowestRound",2006
44,44,"Steve Elkington",52,31,"Back9LowestRound",2006
44,44,"Ernie Els",69,31,"Back9LowestRound",2006
