"Back9LowestRound_RANKTHISWEEK_2006","Back9LowestRound_RANKLASTWEEK_2006","Back9LowestRound_PLAYERNAME_2006","Back9LowestRound_ROUNDS_2006","Back9LowestRound_LOWRND_2006","stat_name","year"
44,44,"Bob Estes",85,31,"Back9LowestRound",2006
44,44,"Todd Fischer",101,31,"Back9LowestRound",2006
44,44,"Carlos Franco",86,31,"Back9LowestRound",2006
44,44,"Fred Funk",106,31,"Back9LowestRound",2006
44,44,"Jim Furyk",89,31,"Back9LowestRound",2006
44,44,"Robert Gamez",94,31,"Back9LowestRound",2006
44,44,"Robert Garrigus",85,31,"Back9LowestRound",2006
44,44,"Lucas Glover",105,31,"Back9LowestRound",2006
44,44,"Mathew Goggin",72,31,"Back9LowestRound",2006
44,44,"Paul Goydos",72,31,"Back9LowestRound",2006
44,44,"Nathan Green",108,31,"Back9LowestRound",2006
44,44,"Mathias Gronberg",92,31,"Back9LowestRound",2006
44,44,"Bill Haas",99,31,"Back9LowestRound",2006
44,44,"Matt Hansen",68,31,"Back9LowestRound",2006
44,44,"Dudley Hart",83,31,"Back9LowestRound",2006
44,44,"JP Hayes",55,31,"Back9LowestRound",2006
44,44,"Charley Hoffman",100,31,"Back9LowestRound",2006
44,44,"JB Holmes",81,31,"Back9LowestRound",2006
44,44,"David Howell",52,31,"Back9LowestRound",2006
44,44,"Trevor Immelman",86,31,"Back9LowestRound",2006
44,44,"Lee Janzen",79,31,"Back9LowestRound",2006
44,44,"Richard Johnson",94,31,"Back9LowestRound",2006
44,44,"Steve Jones",83,31,"Back9LowestRound",2006
44,44,"Jonathan Kaye",95,31,"Back9LowestRound",2006
44,44,"Jerry Kelly",100,31,"Back9LowestRound",2006
44,44,"Greg Kraft",79,31,"Back9LowestRound",2006
44,44,"Bernhard Langer",77,31,"Back9LowestRound",2006
44,44,"Stephen Leaney",84,31,"Back9LowestRound",2006
44,44,"Ian Leggatt",80,31,"Back9LowestRound",2006
44,44,"Tom Lehman",70,31,"Back9LowestRound",2006
44,44,"Thomas Levet",53,31,"Back9LowestRound",2006
44,44,"Frank Lickliter II",99,31,"Back9LowestRound",2006
44,44,"Peter Lonard",77,31,"Back9LowestRound",2006
44,44,"Steve Lowery",99,31,"Back9LowestRound",2006
44,44,"Will Ma Kenzie",91,31,"Back9LowestRound",2006
44,44,"Hunter Mahan",98,31,"Back9LowestRound",2006
44,44,"Daisuke Maruyama",83,31,"Back9LowestRound",2006
44,44,"Troy Matteson",101,31,"Back9LowestRound",2006
44,44,"Bob May",65,31,"Back9LowestRound",2006
44,44,"Billy Mayfair",94,31,"Back9LowestRound",2006
44,44,"Jon Mills",68,31,"Back9LowestRound",2006
44,44,"Sean OHair",100,31,"Back9LowestRound",2006
44,44,"Geoff Ogilvy",76,31,"Back9LowestRound",2006
44,44,"Greg Owen",79,31,"Back9LowestRound",2006
44,44,"Ryan Palmer",101,31,"Back9LowestRound",2006
44,44,"Jesper Parnevik",84,31,"Back9LowestRound",2006
44,44,"Tom Pernice Jr",108,31,"Back9LowestRound",2006
44,44,"Kenny Perry",73,31,"Back9LowestRound",2006
44,44,"Tim Petrovic",95,31,"Back9LowestRound",2006
44,44,"Carl Pettersson",95,31,"Back9LowestRound",2006
44,44,"DA Points",82,31,"Back9LowestRound",2006
44,44,"Brett Quigley",109,31,"Back9LowestRound",2006
44,44,"Chris Riley",86,31,"Back9LowestRound",2006
44,44,"John Rollins",93,31,"Back9LowestRound",2006
44,44,"Justin Rose",98,31,"Back9LowestRound",2006
44,44,"Rory Sabbatini",84,31,"Back9LowestRound",2006
44,44,"Adam Scott",70,31,"Back9LowestRound",2006
44,44,"John Senden",96,31,"Back9LowestRound",2006
44,44,"Patrick Sheehan",104,31,"Back9LowestRound",2006
44,44,"Wes Short Jr",96,31,"Back9LowestRound",2006
44,44,"Joey Sindelar",90,31,"Back9LowestRound",2006
44,44,"Paul Stankowski",70,31,"Back9LowestRound",2006
44,44,"DJ Trahan",92,31,"Back9LowestRound",2006
44,44,"Bob Tway",81,31,"Back9LowestRound",2006
44,44,"Omar Uresti",61,31,"Back9LowestRound",2006
44,44,"Scott Verplank",88,31,"Back9LowestRound",2006
44,44,"Charles Warren",93,31,"Back9LowestRound",2006
44,44,"Nick Watney",97,31,"Back9LowestRound",2006
44,44,"Mike Weir",88,31,"Back9LowestRound",2006
44,44,"Brett Wetterich",82,31,"Back9LowestRound",2006
44,44,"Dean Wilson",115,31,"Back9LowestRound",2006
44,44,"Tiger Woods",55,31,"Back9LowestRound",2006
141,141,"Stuart Appleby",83,32,"Back9LowestRound",2006
141,141,"Alex Aragon",63,32,"Back9LowestRound",2006
141,141,"Tommy Armour III",65,32,"Back9LowestRound",2006
141,141,"Briny Baird",81,32,"Back9LowestRound",2006
141,141,"Craig Barlow",77,32,"Back9LowestRound",2006
141,141,"Brian Bateman",69,32,"Back9LowestRound",2006
141,141,"Jeff Brehaut",100,32,"Back9LowestRound",2006
141,141,"Olin Browne",108,32,"Back9LowestRound",2006
141,141,"Bart Bryant",87,32,"Back9LowestRound",2006
141,141,"KJ Choi",93,32,"Back9LowestRound",2006
141,141,"Michael Connell",51,32,"Back9LowestRound",2006
141,141,"Chris Couch",75,32,"Back9LowestRound",2006
141,141,"Marco Dawson",87,32,"Back9LowestRound",2006
141,141,"James Driscoll",80,32,"Back9LowestRound",2006
141,141,"David Duval",71,32,"Back9LowestRound",2006
141,141,"Danny Ellis",68,32,"Back9LowestRound",2006
141,141,"Brad Faxon",78,32,"Back9LowestRound",2006
141,141,"Jeff Gove",91,32,"Back9LowestRound",2006
141,141,"Scott Gutschewski",53,32,"Back9LowestRound",2006
141,141,"Tim Herron",82,32,"Back9LowestRound",2006
141,141,"Ryan Hietala",61,32,"Back9LowestRound",2006
141,141,"John Huston",74,32,"Back9LowestRound",2006
141,141,"Brandt Jobe",91,32,"Back9LowestRound",2006
141,141,"Zach Johnson",98,32,"Back9LowestRound",2006
141,141,"Kent Jones",103,32,"Back9LowestRound",2006
141,141,"Justin Leonard",83,32,"Back9LowestRound",2006
141,141,"JL Lewis",57,32,"Back9LowestRound",2006
141,141,"Davis Love III",85,32,"Back9LowestRound",2006
141,141,"Len Mattiace",59,32,"Back9LowestRound",2006
141,141,"David McKenzie",82,32,"Back9LowestRound",2006
141,141,"Shaun Micheel",96,32,"Back9LowestRound",2006
141,141,"Larry Mize",53,32,"Back9LowestRound",2006
141,141,"Ryan Moore",68,32,"Back9LowestRound",2006
141,141,"Corey Pavin",74,32,"Back9LowestRound",2006
141,141,"Ian Poulter",53,32,"Back9LowestRound",2006
141,141,"Ted Purdy",103,32,"Back9LowestRound",2006
141,141,"Jason Schultz",77,32,"Back9LowestRound",2006
141,141,"Chris Smith",67,32,"Back9LowestRound",2006
141,141,"Jerry Smith",94,32,"Back9LowestRound",2006
141,141,"Mike Sposa",68,32,"Back9LowestRound",2006
141,141,"Steve Stricker",64,32,"Back9LowestRound",2006
141,141,"Kevin Sutherland",100,32,"Back9LowestRound",2006
141,141,"Roger Tambellini",64,32,"Back9LowestRound",2006
141,141,"Hidemichi Tanaka",74,32,"Back9LowestRound",2006
141,141,"Nicholas Thompson",96,32,"Back9LowestRound",2006
141,141,"Kirk Triplett",58,32,"Back9LowestRound",2006
141,141,"Duffy Waldorf",96,32,"Back9LowestRound",2006
141,141,"Ron Whittaker",81,32,"Back9LowestRound",2006
141,141,"Mark Wilson",79,32,"Back9LowestRound",2006
190,190,"Chris DiMarco",83,33,"Back9LowestRound",2006
190,190,"John Engler Jr",69,33,"Back9LowestRound",2006
190,190,"Sergio Garcia",59,33,"Back9LowestRound",2006
190,190,"Padraig Harrington",54,33,"Back9LowestRound",2006
190,190,"Mark OMeara",52,33,"Back9LowestRound",2006
190,190,"Tjaart van der Walt",60,33,"Back9LowestRound",2006
190,190,"Jimmy Walker",60,33,"Back9LowestRound",2006
