"MoneyLeaders_RANKTHISWEEK_2013","MoneyLeaders_RANKLASTWEEK_2013","MoneyLeaders_PLAYERNAME_2013","MoneyLeaders_EVENTS_2013","MoneyLeaders_MONEY_2013","MoneyLeaders_YTDVICTORIES_2013","stat_name","year"
175,175,"Troy Matteson",24,245090,NA,"MoneyLeaders",2013
176,176,"Kevin Sutherland",13,223098,NA,"MoneyLeaders",2013
177,177,"Scott Gardiner",23,219645,NA,"MoneyLeaders",2013
178,178,"Fred Couples",4,218398,NA,"MoneyLeaders",2013
179,179,"Aaron Watkins",19,217495,NA,"MoneyLeaders",2013
180,180,"Will Claxton",24,206722,NA,"MoneyLeaders",2013
181,181,"Bill Lunde",10,206710,NA,"MoneyLeaders",2013
182,182,"Robert Allenby",24,204272,NA,"MoneyLeaders",2013
183,183,"Tim Petrovic",12,196565,NA,"MoneyLeaders",2013
184,184,"Mike Weir",22,194510,NA,"MoneyLeaders",2013
185,185,"Stephen Ames",19,188987,NA,"MoneyLeaders",2013
186,186,"Glen Day",6,186610,NA,"MoneyLeaders",2013
187,187,"Darron Stiles",20,184866,NA,"MoneyLeaders",2013
188,188,"Andres Gonzales",17,179387,NA,"MoneyLeaders",2013
189,189,"Colt Knost",25,176710,NA,"MoneyLeaders",2013
190,190,"Chris DiMarco",11,175555,NA,"MoneyLeaders",2013
191,191,"Alistair Presnell",23,163134,NA,"MoneyLeaders",2013
192,192,"Steve Marino",12,148874,NA,"MoneyLeaders",2013
193,193,"Paul Casey",7,147612,NA,"MoneyLeaders",2013
194,194,"John Mallinger",12,137299,NA,"MoneyLeaders",2013
195,195,"Jin Park",20,136457,NA,"MoneyLeaders",2013
196,196,"Lee Williams",22,133755,NA,"MoneyLeaders",2013
197,197,"Billy Mayfair",14,123860,NA,"MoneyLeaders",2013
198,198,"Billy Andrade",3,114000,NA,"MoneyLeaders",2013
199,199,"Kevin Na",8,110864,NA,"MoneyLeaders",2013
200,200,"Rod Pampling",16,110451,NA,"MoneyLeaders",2013
201,201,"Matt Bettencourt",9,101687,NA,"MoneyLeaders",2013
202,202,"Joey Snyder III",15,98887,NA,"MoneyLeaders",2013
203,203,"Nathan Green",9,97753,NA,"MoneyLeaders",2013
204,204,"Heath Slocum",9,90796,NA,"MoneyLeaders",2013
205,205,"Wes Short Jr",15,82855,NA,"MoneyLeaders",2013
206,206,"Michael Bradley",21,79107,NA,"MoneyLeaders",2013
207,207,"Andrew Svoboda",18,77219,NA,"MoneyLeaders",2013
208,208,"Steve Flesch",6,76654,NA,"MoneyLeaders",2013
209,209,"Gary Christian",10,75332,NA,"MoneyLeaders",2013
210,210,"Paul Haley II",18,73006,NA,"MoneyLeaders",2013
211,211,"Scott Verplank",14,62905,NA,"MoneyLeaders",2013
212,212,"Eric Meierdierks",19,58029,NA,"MoneyLeaders",2013
213,213,"Bernhard Langer",1,56040,NA,"MoneyLeaders",2013
214,214,"Joe Ogilvie",15,54173,NA,"MoneyLeaders",2013
215,215,"Jeff Gove",17,53401,NA,"MoneyLeaders",2013
216,216,"Kenny Perry",3,52616,NA,"MoneyLeaders",2013
217,217,"Joe Affrunti",5,49615,NA,"MoneyLeaders",2013
218,218,"Jesper Parnevik",13,49241,NA,"MoneyLeaders",2013
219,219,"Hank Kuehne",5,48046,NA,"MoneyLeaders",2013
220,220,"Michael Letzig",17,45626,NA,"MoneyLeaders",2013
221,221,"John Daly",12,43543,NA,"MoneyLeaders",2013
222,222,"Neal Lancaster",6,36979,NA,"MoneyLeaders",2013
223,223,"Peter Lonard",1,36667,NA,"MoneyLeaders",2013
223,223,"Paul Stankowski",1,36667,NA,"MoneyLeaders",2013
225,225,"Sandy Lyle",2,34962,NA,"MoneyLeaders",2013
226,226,"Troy Kelly",10,32350,NA,"MoneyLeaders",2013
227,227,"Joe Durant",7,32290,NA,"MoneyLeaders",2013
228,228,"Ryuji Imada",7,30820,NA,"MoneyLeaders",2013
229,229,"Tom Watson",4,28980,NA,"MoneyLeaders",2013
230,230,"Duffy Waldorf",3,28657,NA,"MoneyLeaders",2013
231,231,"Chris Riley",3,27521,NA,"MoneyLeaders",2013
232,232,"Lee Janzen",11,25482,NA,"MoneyLeaders",2013
233,233,"Arjun Atwal",8,22122,NA,"MoneyLeaders",2013
234,234,"Alexandre Rocha",3,21254,NA,"MoneyLeaders",2013
235,235,"Dean Wilson",2,20836,NA,"MoneyLeaders",2013
236,236,"Tom Lehman",2,20077,NA,"MoneyLeaders",2013
236,236,"Mark OMeara",3,20077,NA,"MoneyLeaders",2013
238,238,"Jose Maria Olazabal",2,19480,NA,"MoneyLeaders",2013
239,239,"Bart Bryant",2,19068,NA,"MoneyLeaders",2013
239,239,"Russ Cochran",1,19068,NA,"MoneyLeaders",2013
241,241,"Robert Gamez",3,17880,NA,"MoneyLeaders",2013
242,242,"Todd Hamilton",4,17864,NA,"MoneyLeaders",2013
243,243,"David Frost",1,16864,NA,"MoneyLeaders",2013
244,244,"JB Holmes",5,15184,NA,"MoneyLeaders",2013
245,245,"Skip Kendall",2,13590,NA,"MoneyLeaders",2013
246,246,"Marc Turnesa",2,12900,NA,"MoneyLeaders",2013
247,247,"Ted Purdy",3,12797,NA,"MoneyLeaders",2013
248,248,"Andre Stolz",1,7905,NA,"MoneyLeaders",2013
249,249,"Marco Dawson",1,6630,NA,"MoneyLeaders",2013
249,249,"Kent Jones",1,6630,NA,"MoneyLeaders",2013
251,251,"David Duval",8,6210,NA,"MoneyLeaders",2013
252,252,"Scott McCarron",8,6060,NA,"MoneyLeaders",2013
253,253,"Frank Lickliter II",3,5730,NA,"MoneyLeaders",2013
