"Front9Par4ScoringAverage_RANKTHISWEEK_2006","Front9Par4ScoringAverage_RANKLASTWEEK_2006","Front9Par4ScoringAverage_PLAYERNAME_2006","Front9Par4ScoringAverage_ROUNDS_2006","Front9Par4ScoringAverage_AVG_2006","Front9Par4ScoringAverage_TOTALSTROKES_2006","Front9Par4ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Steve Stricker",64,3.95,1303,330,"Front9Par4ScoringAverage",2006
2,2,"Jim Furyk",89,3.96,1912,483,"Front9Par4ScoringAverage",2006
2,2,"Tiger Woods",55,3.96,1109,280,"Front9Par4ScoringAverage",2006
4,4,"Luke Donald",66,3.99,1387,348,"Front9Par4ScoringAverage",2006
4,4,"Steve Flesch",119,3.99,2439,611,"Front9Par4ScoringAverage",2006
4,4,"Lucas Glover",105,3.99,2135,535,"Front9Par4ScoringAverage",2006
4,4,"David Toms",76,3.99,1494,374,"Front9Par4ScoringAverage",2006
8,8,"Stewart Cink",93,4,1950,488,"Front9Par4ScoringAverage",2006
8,8,"Padraig Harrington",54,4,1057,264,"Front9Par4ScoringAverage",2006
8,8,"Charley Hoffman",100,4,2070,517,"Front9Par4ScoringAverage",2006
8,8,"Trevor Immelman",86,4,1885,471,"Front9Par4ScoringAverage",2006
8,8,"Kent Jones",103,4,2143,536,"Front9Par4ScoringAverage",2006
8,8,"Billy Mayfair",94,4,2019,505,"Front9Par4ScoringAverage",2006
8,8,"John Senden",96,4,1982,496,"Front9Par4ScoringAverage",2006
8,8,"Scott Verplank",88,4,1848,462,"Front9Par4ScoringAverage",2006
8,8,"Brett Wetterich",82,4,1749,437,"Front9Par4ScoringAverage",2006
17,17,"Eric Axley",91,4.01,1902,474,"Front9Par4ScoringAverage",2006
17,17,"David Branshaw",98,4.01,2054,512,"Front9Par4ScoringAverage",2006
17,17,"Jonathan Byrd",66,4.01,1365,340,"Front9Par4ScoringAverage",2006
17,17,"Marco Dawson",87,4.01,1819,454,"Front9Par4ScoringAverage",2006
17,17,"Fred Funk",106,4.01,2260,563,"Front9Par4ScoringAverage",2006
17,17,"Retief Goosen",68,4.01,1274,318,"Front9Par4ScoringAverage",2006
17,17,"Jeff Gove",91,4.01,1822,454,"Front9Par4ScoringAverage",2006
17,17,"Skip Kendall",72,4.01,1512,377,"Front9Par4ScoringAverage",2006
17,17,"Daisuke Maruyama",83,4.01,1682,419,"Front9Par4ScoringAverage",2006
17,17,"David McKenzie",82,4.01,1712,427,"Front9Par4ScoringAverage",2006
17,17,"Phil Mickelson",74,4.01,1462,365,"Front9Par4ScoringAverage",2006
17,17,"Arron Oberholser",82,4.01,1752,437,"Front9Par4ScoringAverage",2006
17,17,"Joe Ogilvie",95,4.01,1957,488,"Front9Par4ScoringAverage",2006
17,17,"Bubba Watson",83,4.01,1656,413,"Front9Par4ScoringAverage",2006
17,17,"Mike Weir",88,4.01,1825,455,"Front9Par4ScoringAverage",2006
32,32,"Ernie Els",69,4.02,1404,349,"Front9Par4ScoringAverage",2006
32,32,"Harrison Frazar",95,4.02,1949,485,"Front9Par4ScoringAverage",2006
32,32,"Robert Garrigus",85,4.02,1751,436,"Front9Par4ScoringAverage",2006
32,32,"Brian Gay",107,4.02,2286,568,"Front9Par4ScoringAverage",2006
32,32,"Nathan Green",108,4.02,2231,555,"Front9Par4ScoringAverage",2006
32,32,"Zach Johnson",98,4.02,1953,486,"Front9Par4ScoringAverage",2006
32,32,"Jerry Kelly",100,4.02,2118,527,"Front9Par4ScoringAverage",2006
32,32,"Stephen Leaney",84,4.02,1782,443,"Front9Par4ScoringAverage",2006
32,32,"Frank Lickliter II",99,4.02,2038,507,"Front9Par4ScoringAverage",2006
32,32,"Will Ma Kenzie",91,4.02,1863,463,"Front9Par4ScoringAverage",2006
32,32,"Jesper Parnevik",84,4.02,1781,443,"Front9Par4ScoringAverage",2006
32,32,"Adam Scott",70,4.02,1514,377,"Front9Par4ScoringAverage",2006
32,32,"Vijay Singh",103,4.02,2167,539,"Front9Par4ScoringAverage",2006
32,32,"Jerry Smith",94,4.02,1982,493,"Front9Par4ScoringAverage",2006
32,32,"Kevin Sutherland",100,4.02,2039,507,"Front9Par4ScoringAverage",2006
32,32,"Bob Tway",81,4.02,1677,417,"Front9Par4ScoringAverage",2006
32,32,"Camilo Villegas",95,4.02,2017,502,"Front9Par4ScoringAverage",2006
32,32,"Charles Warren",93,4.02,1924,479,"Front9Par4ScoringAverage",2006
32,32,"Dean Wilson",115,4.02,2413,600,"Front9Par4ScoringAverage",2006
32,32,"Mark Wilson",79,4.02,1600,398,"Front9Par4ScoringAverage",2006
52,52,"Robert Allenby",79,4.03,1673,415,"Front9Par4ScoringAverage",2006
52,52,"Craig Barlow",77,4.03,1547,384,"Front9Par4ScoringAverage",2006
52,52,"Brian Bateman",69,4.03,1409,350,"Front9Par4ScoringAverage",2006
