"YTDSubParRoundsStreak_RANKTHISWEEK_2016","YTDSubParRoundsStreak_RANKLASTWEEK_2016","YTDSubParRoundsStreak_PLAYERNAME_2016","YTDSubParRoundsStreak__2016","YTDSubParRoundsStreak_VALUE_2016","stat_name","year"
1,1,"Russell Knox",NA,17,"YTDSubParRoundsStreak",2016
2,2,"Charles Howell III",NA,16,"YTDSubParRoundsStreak",2016
3,3,"Kevin Kisner",NA,15,"YTDSubParRoundsStreak",2016
3,3,"Patrick Reed",NA,15,"YTDSubParRoundsStreak",2016
5,5,"Cameron Tringale",NA,13,"YTDSubParRoundsStreak",2016
6,6,"Chad Campbell",NA,12,"YTDSubParRoundsStreak",2016
6,6,"Si Woo Kim",NA,12,"YTDSubParRoundsStreak",2016
6,6,"Kevin Na",NA,12,"YTDSubParRoundsStreak",2016
9,9,"Jim Herman",NA,11,"YTDSubParRoundsStreak",2016
9,9,"Jason Kokrak",NA,11,"YTDSubParRoundsStreak",2016
9,9,"Jamie Lovemark",NA,11,"YTDSubParRoundsStreak",2016
9,9,"Johnson Wagner",NA,11,"YTDSubParRoundsStreak",2016
9,9,"Jimmy Walker",NA,11,"YTDSubParRoundsStreak",2016
14,14,"Jason Bohn",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Jason Dufner",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Smylie Kaufman",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Martin Laird",NA,10,"YTDSubParRoundsStreak",2016
14,14,"William McGirt",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Seung Yul Noh",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Webb Simpson",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Nick Taylor",NA,10,"YTDSubParRoundsStreak",2016
14,14,"Tim Wilkinson",NA,10,"YTDSubParRoundsStreak",2016
23,23,"Tony Finau",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Brice Garnett",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Fabian Gomez",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Bill Haas",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Marc Leishman",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Hideki Matsuyama",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Adam Scott",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Brett Stegmaier",NA,9,"YTDSubParRoundsStreak",2016
23,23,"Harold Varner III",NA,9,"YTDSubParRoundsStreak",2016
32,32,"Daniel Berger",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Alex Cejka",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Kevin Chappell",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Jon Curran",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Brendon de Jonge",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Harris English",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Rickie Fowler",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Sergio Garcia",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Branden Grace",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Padraig Harrington",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Matt Jones",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Jerry Kelly",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Ben Martin",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Graeme McDowell",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Ryan Palmer",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Scott Piercy",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Brandt Snedeker",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Jordan Spieth",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Henrik Stenson",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Justin Thomas",NA,8,"YTDSubParRoundsStreak",2016
32,32,"David Toms",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Jhonattan Vegas",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Camilo Villegas",NA,8,"YTDSubParRoundsStreak",2016
32,32,"Bubba Watson",NA,8,"YTDSubParRoundsStreak",2016
56,56,"Zac Blair",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Scott Brown",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Roberto Castro",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Stewart Cink",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Ben Crane",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Graham DeLaet",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Derek Fathauer",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Robert Garrigus",NA,7,"YTDSubParRoundsStreak",2016
56,74,"Lucas Glover",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Brian Harman",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Chris Kirk",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Scott Langley",NA,7,"YTDSubParRoundsStreak",2016
56,56,"DH Lee",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Danny Lee",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Ryan Moore",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Cameron Percy",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Robert Streb",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Hudson Swafford",NA,7,"YTDSubParRoundsStreak",2016
56,56,"Gary Woodland",NA,7,"YTDSubParRoundsStreak",2016
75,74,"Tyler Aldridge",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Jason Day",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Retief Goosen",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Emiliano Grillo",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Adam Hadwin",NA,6,"YTDSubParRoundsStreak",2016
75,74,"David Hearn",NA,6,"YTDSubParRoundsStreak",2016
75,74,"John Huh",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Dustin Johnson",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Patton Kizzire",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Brooks Koepka",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Matt Kuchar",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Anirban Lahiri",NA,6,"YTDSubParRoundsStreak",2016
75,74,"David Lingmerth",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Luke List",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Will Ma Kenzie",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Peter Malnati",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Phil Mickelson",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Sean OHair",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Greg Owen",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Chez Reavie",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Patrick Rodgers",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Brendan Steele",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Kevin Streelman",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Daniel Summerhays",NA,6,"YTDSubParRoundsStreak",2016
75,74,"Tyrone Van Aswegen",NA,6,"YTDSubParRoundsStreak",2016
100,100,"Aaron Baddeley",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Ricky Barnes",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Shane Bertsch",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Steven Bowditch",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Paul Casey",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Bud Cauley",NA,5,"YTDSubParRoundsStreak",2016
100,100,"KJ Choi",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Luke Donald",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Derek Ernst",NA,5,"YTDSubParRoundsStreak",2016
100,178,"Chesson Hadley",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Russell Henley",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Charley Hoffman",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Billy Horschel",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Mark Hubbard",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Ryo Ishikawa",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Hiroshi Iwata",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Zach Johnson",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Michael Kim",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Colt Knost",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Andrew Loupe",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Steve Marino",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Rory McIlroy",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Bryce Molder",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Henrik Norlander",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Carlos Ortiz",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Scott Pinckney",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Wes Roach",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Charl Schwartzel",NA,5,"YTDSubParRoundsStreak",2016
100,132,"John Senden",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Hunter Stewart",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Chris Stroud",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Vaughn Taylor",NA,5,"YTDSubParRoundsStreak",2016
100,100,"DJ Trahan",NA,5,"YTDSubParRoundsStreak",2016
100,100,"Boo Weekley",NA,5,"YTDSubParRoundsStreak",2016
134,132,"Thomas Aiken",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Kiradech Aphibarnrat",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Stuart Appleby",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Jonas Blixt",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Bronson Burgoon",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Rodolfo Cazaubon",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Tim Clark",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Erik Compton",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Ross Fisher",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Matthew Fitzpatrick",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Rhein Gibson",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Andres Gonzales",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Luke Guthrie",NA,4,"YTDSubParRoundsStreak",2016
134,132,"James Hahn",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Scott Hend",NA,4,"YTDSubParRoundsStreak",2016
134,132,"JJ Henry",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Tom Hoge",NA,4,"YTDSubParRoundsStreak",2016
134,132,"JB Holmes",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Freddie Jacobson",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Thongchai Jaidee",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Sung Kang",NA,4,"YTDSubParRoundsStreak",2016
134,132,"KT Kim",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Whee Kim",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Kelly Kraft",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Spencer Levin",NA,4,"YTDSubParRoundsStreak",2016
134,132,"Davis Love III",NA,4,"YTDSubParRoundsStreak",2016
