"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2008","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2008","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2008","TenthTeeLatePar3ScoringAverage_ROUNDS_2008","TenthTeeLatePar3ScoringAverage_AVG_2008","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2008","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Bob Sowards",61,2.88,150,52,"TenthTeeLatePar3ScoringAverage",2008
2,2,"Paul Casey",55,2.92,73,25,"TenthTeeLatePar3ScoringAverage",2008
2,2,"Phil Mickelson",80,2.92,35,12,"TenthTeeLatePar3ScoringAverage",2008
4,4,"DJ Trahan",94,2.93,220,75,"TenthTeeLatePar3ScoringAverage",2008
5,5,"Brian Gay",102,2.94,144,49,"TenthTeeLatePar3ScoringAverage",2008
6,6,"Heath Slocum",104,2.96,166,56,"TenthTeeLatePar3ScoringAverage",2008
7,7,"James Driscoll",85,2.97,223,75,"TenthTeeLatePar3ScoringAverage",2008
7,7,"Paul Goydos",78,2.97,172,58,"TenthTeeLatePar3ScoringAverage",2008
7,7,"Zach Johnson",85,2.97,107,36,"TenthTeeLatePar3ScoringAverage",2008
7,7,"Corey Pavin",69,2.97,211,71,"TenthTeeLatePar3ScoringAverage",2008
7,7,"Kyle Thompson",70,2.97,196,66,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Ryan Armour",87,2.98,182,61,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Marco Dawson",64,2.98,155,52,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Glen Day",64,2.98,134,45,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Craig Kanada",65,2.98,167,56,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Matt Kuchar",88,2.98,173,58,"TenthTeeLatePar3ScoringAverage",2008
12,12,"Jeff Quinney",87,2.98,277,93,"TenthTeeLatePar3ScoringAverage",2008
