"Approaches5075yardsRghRTP_RANKTHISWEEK_2015","Approaches5075yardsRghRTP_RANKLASTWEEK_2015","Approaches5075yardsRghRTP_PLAYERNAME_2015","Approaches5075yardsRghRTP_ROUNDS_2015","Approaches5075yardsRghRTP_AVGRTP_2015","stat_name","year"
1,1,"Sean OHair",86,-0.556,"Approaches5075yardsRghRTP",2015
2,2,"Jonathan Byrd",69,-0.429,"Approaches5075yardsRghRTP",2015
3,3,"Henrik Stenson",63,-0.375,"Approaches5075yardsRghRTP",2015
4,4,"Jason Gore",76,-0.333,"Approaches5075yardsRghRTP",2015
5,5,"Brooks Koepka",84,-0.286,"Approaches5075yardsRghRTP",2015
6,6,"Bubba Watson",71,-0.273,"Approaches5075yardsRghRTP",2015
7,7,"Oscar Fraustro",58,-0.222,"Approaches5075yardsRghRTP",2015
7,7,"Adam Hadwin",95,-0.222,"Approaches5075yardsRghRTP",2015
9,9,"Eric Axley",57,-0.2,"Approaches5075yardsRghRTP",2015
10,10,"Jamie Donaldson",50,-0.167,"Approaches5075yardsRghRTP",2015
10,10,"David Toms",62,-0.167,"Approaches5075yardsRghRTP",2015
12,12,"Jhonattan Vegas",90,-0.154,"Approaches5075yardsRghRTP",2015
13,13,"Nick Taylor",91,-0.133,"Approaches5075yardsRghRTP",2015
14,14,"Martin Flores",95,-0.125,"Approaches5075yardsRghRTP",2015
14,14,"Marc Leishman",74,-0.125,"Approaches5075yardsRghRTP",2015
14,14,"DA Points",72,-0.125,"Approaches5075yardsRghRTP",2015
17,17,"Matt Every",73,-0.111,"Approaches5075yardsRghRTP",2015
18,18,"Ken Duke",93,-0.091,"Approaches5075yardsRghRTP",2015
19,19,"Danny Lee",120,-0.077,"Approaches5075yardsRghRTP",2015
20,20,"Jason Kokrak",88,-0.059,"Approaches5075yardsRghRTP",2015
21,21,"Charlie Beljan",76,0,"Approaches5075yardsRghRTP",2015
21,21,"Angel Cabrera",53,0,"Approaches5075yardsRghRTP",2015
21,21,"Ben Crane",62,0,"Approaches5075yardsRghRTP",2015
21,21,"Jim Furyk",71,0,"Approaches5075yardsRghRTP",2015
21,21,"Robert Garrigus",70,0,"Approaches5075yardsRghRTP",2015
