"DrivingPct260280Measured_RANKTHISWEEK_2014","DrivingPct260280Measured_RANKLASTWEEK_2014","DrivingPct260280Measured_PLAYERNAME_2014","DrivingPct260280Measured_ROUNDS_2014","DrivingPct260280Measured_Pct_2014","DrivingPct260280Measured_TOTALDRIVESFOR260280_2014","DrivingPct260280Measured_TOTALDRVSOVERALL_2014","DrivingPct260280Measured_RELATIVETOPAR_2014","stat_name","year"
1,1,"Luke Donald",57,50,44,88,-0.14,"DrivingPct260280Measured",2014
2,2,"Justin Leonard",75,47.83,66,138,-0.11,"DrivingPct260280Measured",2014
3,3,"Jeff Maggert",54,45.19,47,104,-0.26,"DrivingPct260280Measured",2014
4,4,"Tim Clark",75,44.93,62,138,0,"DrivingPct260280Measured",2014
5,5,"Chad Collins",78,43.75,63,144,-0.03,"DrivingPct260280Measured",2014
6,6,"Heath Slocum",71,43.48,60,138,-0.05,"DrivingPct260280Measured",2014
7,7,"DH Lee",54,43,43,100,0.05,"DrivingPct260280Measured",2014
8,8,"David Hearn",97,42.13,75,178,-0.12,"DrivingPct260280Measured",2014
9,9,"Billy Hurley III",86,41.67,65,156,-0.12,"DrivingPct260280Measured",2014
10,10,"Ben Curtis",77,41.55,59,142,-0.1,"DrivingPct260280Measured",2014
11,11,"Jim Furyk",84,41.18,56,136,-0.05,"DrivingPct260280Measured",2014
12,12,"Mark Wilson",69,39.68,50,126,0.06,"DrivingPct260280Measured",2014
13,13,"Ben Crane",81,39.51,64,162,-0.02,"DrivingPct260280Measured",2014
14,14,"Brendon Todd",108,39.5,79,200,-0.04,"DrivingPct260280Measured",2014
15,15,"Ken Duke",80,39.29,55,140,-0.16,"DrivingPct260280Measured",2014
16,16,"Graeme McDowell",66,38.54,37,96,0,"DrivingPct260280Measured",2014
17,17,"Jason Bohn",81,38.27,62,162,-0.11,"DrivingPct260280Measured",2014
18,18,"Brian Davis",93,38.2,68,178,-0.13,"DrivingPct260280Measured",2014
19,19,"Brian Gay",81,38.03,54,142,0,"DrivingPct260280Measured",2014
20,20,"Charlie Wi",72,37.86,53,140,-0.04,"DrivingPct260280Measured",2014
21,21,"Stuart Appleby",92,37.78,68,180,0,"DrivingPct260280Measured",2014
22,22,"Spencer Levin",59,37.29,44,118,-0.05,"DrivingPct260280Measured",2014
23,23,"Ted Potter Jr",68,36.76,50,136,0.04,"DrivingPct260280Measured",2014
24,24,"David Toms",64,35.83,43,120,-0.19,"DrivingPct260280Measured",2014
25,25,"Justin Hicks",103,35.35,70,198,0,"DrivingPct260280Measured",2014
26,26,"Kevin Na",94,34.88,60,172,-0.13,"DrivingPct260280Measured",2014
27,27,"Jerry Kelly",80,34.87,53,152,-0.11,"DrivingPct260280Measured",2014
28,28,"Brian Stuard",91,34.71,59,170,-0.08,"DrivingPct260280Measured",2014
29,29,"KJ Choi",80,34.29,48,140,-0.06,"DrivingPct260280Measured",2014
30,30,"Tim Wilkinson",86,34.15,56,164,-0.05,"DrivingPct260280Measured",2014
31,31,"Daniel Summerhays",98,34.04,64,188,0.03,"DrivingPct260280Measured",2014
32,32,"Woody Austin",63,33.9,40,118,-0.05,"DrivingPct260280Measured",2014
33,33,"Zach Johnson",97,33.72,58,172,-0.12,"DrivingPct260280Measured",2014
34,34,"Scott Langley",95,33.15,59,178,-0.03,"DrivingPct260280Measured",2014
35,35,"Bryce Molder",77,32.61,45,138,-0.09,"DrivingPct260280Measured",2014
36,36,"Andrew Svoboda",77,32.47,50,154,-0.08,"DrivingPct260280Measured",2014
37,37,"DA Points",75,32.46,37,114,0.03,"DrivingPct260280Measured",2014
