"StrokeDifferentialFieldAverage_RANKTHISWEEK_2011","StrokeDifferentialFieldAverage_RANKLASTWEEK_2011","StrokeDifferentialFieldAverage_PLAYERNAME_2011","StrokeDifferentialFieldAverage_ROUNDS_2011","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2011","StrokeDifferentialFieldAverage_PLAYERSSCORE_2011","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2011","stat_name","year"
1,1,"Luke Donald",73,2.17,69.3,71.47,"StrokeDifferentialFieldAverage",2011
2,2,"Steve Stricker",70,1.81,69.33,71.14,"StrokeDifferentialFieldAverage",2011
3,3,"Webb Simpson",98,1.7,69.16,70.86,"StrokeDifferentialFieldAverage",2011
4,4,"Nick Watney",80,1.46,69.57,71.03,"StrokeDifferentialFieldAverage",2011
5,5,"Matt Kuchar",94,1.45,69.6,71.05,"StrokeDifferentialFieldAverage",2011
5,5,"Charl Schwartzel",58,1.45,70.5,71.95,"StrokeDifferentialFieldAverage",2011
7,7,"Phil Mickelson",79,1.31,70.21,71.52,"StrokeDifferentialFieldAverage",2011
8,8,"Charles Howell III",108,1.3,69.85,71.15,"StrokeDifferentialFieldAverage",2011
9,9,"Sergio Garcia",61,1.27,70.23,71.5,"StrokeDifferentialFieldAverage",2011
9,9,"David Toms",78,1.27,69.55,70.82,"StrokeDifferentialFieldAverage",2011
11,11,"Jason Day",76,1.24,69.86,71.1,"StrokeDifferentialFieldAverage",2011
12,12,"Hunter Mahan",92,1.21,69.98,71.19,"StrokeDifferentialFieldAverage",2011
13,13,"Gary Woodland",93,1.12,70.11,71.23,"StrokeDifferentialFieldAverage",2011
14,14,"KJ Choi",77,1.06,70.52,71.58,"StrokeDifferentialFieldAverage",2011
15,15,"Freddie Jacobson",92,1.05,70.16,71.21,"StrokeDifferentialFieldAverage",2011
15,15,"Brandt Snedeker",85,1.05,69.94,70.99,"StrokeDifferentialFieldAverage",2011
17,17,"Spencer Levin",113,1.03,70,71.03,"StrokeDifferentialFieldAverage",2011
18,18,"Adam Scott",60,1.02,70.24,71.26,"StrokeDifferentialFieldAverage",2011
19,19,"Rickie Fowler",84,1.01,70.51,71.52,"StrokeDifferentialFieldAverage",2011
19,19,"Zach Johnson",79,1.01,70.08,71.09,"StrokeDifferentialFieldAverage",2011
21,21,"Bill Haas",93,0.94,70.11,71.05,"StrokeDifferentialFieldAverage",2011
22,22,"John Senden",94,0.9,70.28,71.18,"StrokeDifferentialFieldAverage",2011
23,23,"Justin Rose",79,0.88,70.45,71.33,"StrokeDifferentialFieldAverage",2011
23,23,"Bo Van Pelt",92,0.88,70.3,71.18,"StrokeDifferentialFieldAverage",2011
25,25,"Aaron Baddeley",77,0.87,70.22,71.09,"StrokeDifferentialFieldAverage",2011
26,26,"Martin Laird",77,0.86,70.17,71.03,"StrokeDifferentialFieldAverage",2011
27,27,"JB Holmes",57,0.8,70.77,71.57,"StrokeDifferentialFieldAverage",2011
28,28,"Brandt Jobe",100,0.79,70.33,71.12,"StrokeDifferentialFieldAverage",2011
28,28,"Robert Karlsson",61,0.79,70.64,71.43,"StrokeDifferentialFieldAverage",2011
30,30,"Dustin Johnson",72,0.76,70.75,71.51,"StrokeDifferentialFieldAverage",2011
31,31,"Brian Gay",90,0.74,70.32,71.06,"StrokeDifferentialFieldAverage",2011
32,32,"Keegan Bradley",91,0.73,70.63,71.36,"StrokeDifferentialFieldAverage",2011
33,33,"Robert Allenby",84,0.69,70.69,71.38,"StrokeDifferentialFieldAverage",2011
33,33,"Kyle Stanley",98,0.69,70.32,71.01,"StrokeDifferentialFieldAverage",2011
35,35,"Jason Dufner",78,0.67,70.36,71.03,"StrokeDifferentialFieldAverage",2011
35,35,"Ryan Moore",79,0.67,70.63,71.3,"StrokeDifferentialFieldAverage",2011
35,35,"Carl Pettersson",95,0.67,70.25,70.92,"StrokeDifferentialFieldAverage",2011
38,38,"Chad Campbell",99,0.65,70.4,71.05,"StrokeDifferentialFieldAverage",2011
38,38,"Bryce Molder",82,0.65,70.17,70.82,"StrokeDifferentialFieldAverage",2011
38,38,"Geoff Ogilvy",69,0.65,70.53,71.18,"StrokeDifferentialFieldAverage",2011
41,41,"Kevin Na",84,0.64,70.43,71.07,"StrokeDifferentialFieldAverage",2011
42,42,"Bubba Watson",85,0.63,70.56,71.19,"StrokeDifferentialFieldAverage",2011
43,43,"YE Yang",63,0.62,70.8,71.42,"StrokeDifferentialFieldAverage",2011
44,44,"Brian Davis",105,0.61,70.4,71.01,"StrokeDifferentialFieldAverage",2011
44,44,"Brendon de Jonge",105,0.61,70.19,70.8,"StrokeDifferentialFieldAverage",2011
46,46,"Jim Furyk",87,0.57,70.57,71.14,"StrokeDifferentialFieldAverage",2011
46,46,"Chris Kirk",87,0.57,70.29,70.86,"StrokeDifferentialFieldAverage",2011
48,48,"Stewart Cink",72,0.56,71,71.56,"StrokeDifferentialFieldAverage",2011
49,49,"Rory Sabbatini",85,0.54,70.71,71.25,"StrokeDifferentialFieldAverage",2011
