"StrokeDifferentialFieldAverage_RANKTHISWEEK_2011","StrokeDifferentialFieldAverage_RANKLASTWEEK_2011","StrokeDifferentialFieldAverage_PLAYERNAME_2011","StrokeDifferentialFieldAverage_ROUNDS_2011","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2011","StrokeDifferentialFieldAverage_PLAYERSSCORE_2011","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2011","stat_name","year"
49,49,"Kevin Streelman",90,0.54,70.69,71.23,"StrokeDifferentialFieldAverage",2011
51,51,"Ben Crane",76,0.52,70.44,70.96,"StrokeDifferentialFieldAverage",2011
51,51,"Jerry Kelly",85,0.52,70.24,70.76,"StrokeDifferentialFieldAverage",2011
53,53,"Chris Couch",73,0.51,70.18,70.69,"StrokeDifferentialFieldAverage",2011
54,54,"Angel Cabrera",50,0.5,71.02,71.52,"StrokeDifferentialFieldAverage",2011
54,54,"DA Points",89,0.5,70.81,71.31,"StrokeDifferentialFieldAverage",2011
56,56,"Briny Baird",60,0.49,70.37,70.86,"StrokeDifferentialFieldAverage",2011
56,56,"Trevor Immelman",84,0.49,70.62,71.11,"StrokeDifferentialFieldAverage",2011
58,58,"John Merrick",71,0.47,70.11,70.58,"StrokeDifferentialFieldAverage",2011
59,59,"Jimmy Walker",79,0.45,70.66,71.11,"StrokeDifferentialFieldAverage",2011
60,60,"JJ Henry",96,0.44,70.72,71.16,"StrokeDifferentialFieldAverage",2011
61,61,"John Rollins",85,0.43,70.4,70.83,"StrokeDifferentialFieldAverage",2011
61,61,"Mark Wilson",89,0.43,70.55,70.98,"StrokeDifferentialFieldAverage",2011
63,63,"Greg Chalmers",88,0.42,70.59,71.01,"StrokeDifferentialFieldAverage",2011
63,63,"Lucas Glover",74,0.42,70.74,71.16,"StrokeDifferentialFieldAverage",2011
65,65,"Pat Perez",76,0.4,70.79,71.19,"StrokeDifferentialFieldAverage",2011
65,65,"Andres Romero",77,0.4,70.68,71.08,"StrokeDifferentialFieldAverage",2011
67,67,"Blake Adams",116,0.39,70.42,70.81,"StrokeDifferentialFieldAverage",2011
67,67,"Davis Love III",70,0.39,70.76,71.15,"StrokeDifferentialFieldAverage",2011
67,67,"Vijay Singh",79,0.39,70.68,71.07,"StrokeDifferentialFieldAverage",2011
70,70,"Hunter Haas",96,0.38,70.64,71.02,"StrokeDifferentialFieldAverage",2011
70,70,"Steve Marino",76,0.38,70.71,71.09,"StrokeDifferentialFieldAverage",2011
72,72,"Billy Mayfair",94,0.36,70.41,70.77,"StrokeDifferentialFieldAverage",2011
73,73,"Ryan Palmer",82,0.34,70.9,71.24,"StrokeDifferentialFieldAverage",2011
73,73,"Chez Reavie",92,0.34,70.61,70.95,"StrokeDifferentialFieldAverage",2011
75,75,"Nick OHern",89,0.32,70.72,71.04,"StrokeDifferentialFieldAverage",2011
76,76,"Charlie Wi",83,0.31,70.76,71.07,"StrokeDifferentialFieldAverage",2011
77,77,"Ricky Barnes",78,0.3,70.9,71.2,"StrokeDifferentialFieldAverage",2011
77,77,"Retief Goosen",50,0.3,70.76,71.06,"StrokeDifferentialFieldAverage",2011
77,77,"Tim Herron",85,0.3,70.71,71.01,"StrokeDifferentialFieldAverage",2011
77,77,"Scott Piercy",78,0.3,70.83,71.13,"StrokeDifferentialFieldAverage",2011
81,81,"Ian Poulter",52,0.26,70.9,71.16,"StrokeDifferentialFieldAverage",2011
81,81,"Johnson Wagner",81,0.26,70.75,71.01,"StrokeDifferentialFieldAverage",2011
83,83,"Robert Garrigus",83,0.25,70.95,71.2,"StrokeDifferentialFieldAverage",2011
84,84,"William McGirt",103,0.24,70.6,70.84,"StrokeDifferentialFieldAverage",2011
85,85,"Jonathan Byrd",83,0.23,70.57,70.8,"StrokeDifferentialFieldAverage",2011
85,85,"David Hearn",88,0.23,70.4,70.63,"StrokeDifferentialFieldAverage",2011
87,87,"Bill Lunde",92,0.22,70.7,70.92,"StrokeDifferentialFieldAverage",2011
87,87,"Rod Pampling",72,0.22,70.49,70.71,"StrokeDifferentialFieldAverage",2011
89,89,"Cameron Tringale",110,0.21,70.65,70.86,"StrokeDifferentialFieldAverage",2011
90,90,"Charley Hoffman",93,0.2,70.86,71.06,"StrokeDifferentialFieldAverage",2011
90,90,"Sung Kang",63,0.2,70.9,71.1,"StrokeDifferentialFieldAverage",2011
92,92,"Aron Price",58,0.19,70.6,70.79,"StrokeDifferentialFieldAverage",2011
93,93,"George McNeill",69,0.18,70.59,70.77,"StrokeDifferentialFieldAverage",2011
93,93,"Chris Stroud",88,0.18,70.6,70.78,"StrokeDifferentialFieldAverage",2011
95,95,"Anthony Kim",72,0.17,71.18,71.35,"StrokeDifferentialFieldAverage",2011
95,95,"Graeme McDowell",50,0.17,71.19,71.36,"StrokeDifferentialFieldAverage",2011
97,97,"Tommy Gainey",104,0.16,70.79,70.95,"StrokeDifferentialFieldAverage",2011
98,98,"Woody Austin",59,0.15,70.64,70.79,"StrokeDifferentialFieldAverage",2011
99,99,"Jeff Overton",92,0.14,71,71.14,"StrokeDifferentialFieldAverage",2011
99,99,"Vaughn Taylor",89,0.14,70.8,70.94,"StrokeDifferentialFieldAverage",2011
101,101,"Kris Blanks",92,0.13,70.65,70.78,"StrokeDifferentialFieldAverage",2011
101,101,"Alex Cejka",59,0.13,71.25,71.38,"StrokeDifferentialFieldAverage",2011
103,103,"Chris DiMarco",93,0.12,70.83,70.95,"StrokeDifferentialFieldAverage",2011
103,103,"Padraig Harrington",60,0.12,70.88,71,"StrokeDifferentialFieldAverage",2011
105,105,"DJ Trahan",91,0.11,70.7,70.81,"StrokeDifferentialFieldAverage",2011
106,106,"Shane Bertsch",62,0.1,70.55,70.65,"StrokeDifferentialFieldAverage",2011
106,106,"Ben Curtis",66,0.1,70.91,71.01,"StrokeDifferentialFieldAverage",2011
106,106,"Marc Leishman",87,0.1,71.07,71.17,"StrokeDifferentialFieldAverage",2011
106,106,"Michael Thompson",79,0.1,70.7,70.8,"StrokeDifferentialFieldAverage",2011
110,110,"David Mathis",83,0.09,70.83,70.92,"StrokeDifferentialFieldAverage",2011
111,111,"Brendan Steele",89,0.08,70.98,71.06,"StrokeDifferentialFieldAverage",2011
112,112,"Michael Bradley",74,0.07,70.77,70.84,"StrokeDifferentialFieldAverage",2011
112,112,"Jhonattan Vegas",84,0.07,70.88,70.95,"StrokeDifferentialFieldAverage",2011
114,114,"Ernie Els",71,0.03,71.2,71.23,"StrokeDifferentialFieldAverage",2011
114,114,"Michael Putnam",67,0.03,71.15,71.18,"StrokeDifferentialFieldAverage",2011
116,116,"Justin Leonard",82,0.02,71.1,71.12,"StrokeDifferentialFieldAverage",2011
116,116,"Troy Matteson",91,0.02,70.95,70.97,"StrokeDifferentialFieldAverage",2011
118,118,"Camilo Villegas",69,0,71.4,71.4,"StrokeDifferentialFieldAverage",2011
119,119,"Heath Slocum",89,-0.01,70.64,70.63,"StrokeDifferentialFieldAverage",2011
119,119,"Josh Teater",104,-0.01,70.87,70.86,"StrokeDifferentialFieldAverage",2011
121,121,"Scott Stallings",84,-0.02,71.04,71.02,"StrokeDifferentialFieldAverage",2011
122,122,"Stephen Ames",69,-0.05,70.87,70.82,"StrokeDifferentialFieldAverage",2011
123,123,"Chris Riley",76,-0.06,70.97,70.91,"StrokeDifferentialFieldAverage",2011
123,123,"Paul Stankowski",78,-0.06,71,70.94,"StrokeDifferentialFieldAverage",2011
125,125,"Ryuji Imada",83,-0.08,71.01,70.93,"StrokeDifferentialFieldAverage",2011
126,126,"Jason Bohn",74,-0.09,70.73,70.64,"StrokeDifferentialFieldAverage",2011
127,127,"Kevin Chappell",78,-0.1,71.14,71.04,"StrokeDifferentialFieldAverage",2011
127,127,"Sean OHair",71,-0.1,71.29,71.19,"StrokeDifferentialFieldAverage",2011
127,127,"Dean Wilson",62,-0.1,71.1,71,"StrokeDifferentialFieldAverage",2011
130,130,"Boo Weekley",66,-0.11,70.8,70.69,"StrokeDifferentialFieldAverage",2011
131,131,"Harrison Frazar",58,-0.12,71.45,71.33,"StrokeDifferentialFieldAverage",2011
131,131,"Kevin Stadler",88,-0.12,71.01,70.89,"StrokeDifferentialFieldAverage",2011
133,133,"James Driscoll",71,-0.13,71.18,71.05,"StrokeDifferentialFieldAverage",2011
134,134,"Scott McCarron",65,-0.14,71.09,70.95,"StrokeDifferentialFieldAverage",2011
135,135,"Joe Ogilvie",75,-0.16,70.8,70.64,"StrokeDifferentialFieldAverage",2011
136,136,"Kent Jones",76,-0.19,71.04,70.85,"StrokeDifferentialFieldAverage",2011
137,137,"Ben Martin",74,-0.2,71.24,71.04,"StrokeDifferentialFieldAverage",2011
137,137,"Jim Renner",65,-0.2,71.09,70.89,"StrokeDifferentialFieldAverage",2011
139,139,"Tim Petrovic",88,-0.21,71.09,70.88,"StrokeDifferentialFieldAverage",2011
140,140,"Jim Herman",69,-0.22,71.1,70.88,"StrokeDifferentialFieldAverage",2011
141,141,"Steve Flesch",88,-0.24,71.2,70.96,"StrokeDifferentialFieldAverage",2011
142,142,"Steven Bowditch",86,-0.25,71.2,70.95,"StrokeDifferentialFieldAverage",2011
142,142,"Matt Jones",71,-0.25,71.25,71,"StrokeDifferentialFieldAverage",2011
144,144,"Steve Elkington",50,-0.28,71.16,70.88,"StrokeDifferentialFieldAverage",2011
145,145,"Alexandre Rocha",65,-0.3,71.35,71.05,"StrokeDifferentialFieldAverage",2011
146,146,"Tag Ridings",87,-0.31,71.16,70.85,"StrokeDifferentialFieldAverage",2011
147,147,"Nathan Green",81,-0.33,71.22,70.89,"StrokeDifferentialFieldAverage",2011
148,148,"Michael Connell",76,-0.38,71.26,70.88,"StrokeDifferentialFieldAverage",2011
149,149,"Billy Horschel",75,-0.39,71.2,70.81,"StrokeDifferentialFieldAverage",2011
149,149,"Lee Janzen",62,-0.39,71.24,70.85,"StrokeDifferentialFieldAverage",2011
151,151,"Arjun Atwal",91,-0.4,71.44,71.04,"StrokeDifferentialFieldAverage",2011
151,151,"Joe Durant",71,-0.4,71.27,70.87,"StrokeDifferentialFieldAverage",2011
153,153,"Scott Gutschewski",67,-0.42,71.58,71.16,"StrokeDifferentialFieldAverage",2011
154,154,"Roland Thatcher",67,-0.43,71.36,70.93,"StrokeDifferentialFieldAverage",2011
155,155,"Garrett Willis",71,-0.44,71.31,70.87,"StrokeDifferentialFieldAverage",2011
156,156,"Bobby Gates",82,-0.45,71.43,70.98,"StrokeDifferentialFieldAverage",2011
157,157,"Fabian Gomez",84,-0.47,71.4,70.93,"StrokeDifferentialFieldAverage",2011
158,158,"Tom Gillis",55,-0.48,71.47,70.99,"StrokeDifferentialFieldAverage",2011
159,159,"Jarrod Lyle",83,-0.53,71.55,71.02,"StrokeDifferentialFieldAverage",2011
159,159,"Marc Turnesa",54,-0.53,71.72,71.19,"StrokeDifferentialFieldAverage",2011
161,161,"Cameron Beckman",71,-0.54,71.11,70.57,"StrokeDifferentialFieldAverage",2011
162,162,"Bio Kim",71,-0.57,71.68,71.11,"StrokeDifferentialFieldAverage",2011
163,163,"Paul Goydos",81,-0.58,71.62,71.04,"StrokeDifferentialFieldAverage",2011
164,164,"Stuart Appleby",65,-0.59,71.65,71.06,"StrokeDifferentialFieldAverage",2011
164,164,"Andres Gonzales",60,-0.59,71.42,70.83,"StrokeDifferentialFieldAverage",2011
166,166,"Matt McQuillan",59,-0.61,71.25,70.64,"StrokeDifferentialFieldAverage",2011
167,167,"Joseph Bramlett",73,-0.62,71.48,70.86,"StrokeDifferentialFieldAverage",2011
168,168,"Matt Bettencourt",84,-0.63,71.52,70.89,"StrokeDifferentialFieldAverage",2011
169,169,"Shaun Micheel",77,-0.64,71.69,71.05,"StrokeDifferentialFieldAverage",2011
170,170,"David Duval",67,-0.71,71.85,71.14,"StrokeDifferentialFieldAverage",2011
171,171,"Colt Knost",80,-0.72,71.65,70.93,"StrokeDifferentialFieldAverage",2011
172,172,"Alex Prugh",82,-0.73,71.85,71.12,"StrokeDifferentialFieldAverage",2011
173,173,"Nate Smith",66,-0.74,71.53,70.79,"StrokeDifferentialFieldAverage",2011
174,174,"JP Hayes",56,-0.78,71.91,71.13,"StrokeDifferentialFieldAverage",2011
175,175,"Richard Johnson",64,-0.79,71.81,71.02,"StrokeDifferentialFieldAverage",2011
176,176,"Kevin Kisner",70,-0.8,71.64,70.84,"StrokeDifferentialFieldAverage",2011
177,177,"Zack Miller",86,-0.82,71.84,71.02,"StrokeDifferentialFieldAverage",2011
178,178,"DJ Brigman",67,-0.85,71.72,70.87,"StrokeDifferentialFieldAverage",2011
179,179,"Justin Hicks",60,-0.99,72.35,71.36,"StrokeDifferentialFieldAverage",2011
180,180,"Troy Merritt",63,-1,71.87,70.87,"StrokeDifferentialFieldAverage",2011
181,181,"Will Strickler",51,-1.12,72.04,70.92,"StrokeDifferentialFieldAverage",2011
182,182,"Derek Lamely",65,-1.35,72.14,70.79,"StrokeDifferentialFieldAverage",2011
183,183,"Daniel Summerhays",75,-1.36,72.25,70.89,"StrokeDifferentialFieldAverage",2011
184,184,"Martin Piller",63,-1.43,72.43,71,"StrokeDifferentialFieldAverage",2011
185,185,"Rocco Mediate",53,-1.6,72.68,71.08,"StrokeDifferentialFieldAverage",2011
186,186,"Rich Beem",53,-1.61,72.87,71.26,"StrokeDifferentialFieldAverage",2011
