"PuttsMadePerEventOver20_RANKTHISWEEK_2010","PuttsMadePerEventOver20_RANKLASTWEEK_2010","PuttsMadePerEventOver20_PLAYERNAME_2010","PuttsMadePerEventOver20_ROUNDS_2010","PuttsMadePerEventOver20_PUTTSMADE_2010","stat_name","year"
1,1,"Paul Stankowski",62,2.6,"PuttsMadePerEventOver20",2010
2,2,"Stephen Ames",75,2.3,"PuttsMadePerEventOver20",2010
2,2,"Paul Casey",64,2.3,"PuttsMadePerEventOver20",2010
2,2,"KJ Choi",82,2.3,"PuttsMadePerEventOver20",2010
5,5,"Zach Johnson",93,2.2,"PuttsMadePerEventOver20",2010
5,5,"Kevin Na",94,2.2,"PuttsMadePerEventOver20",2010
7,7,"Robert Allenby",76,2.1,"PuttsMadePerEventOver20",2010
7,7,"Steve Stricker",73,2.1,"PuttsMadePerEventOver20",2010
9,9,"Jason Day",82,2,"PuttsMadePerEventOver20",2010
9,9,"Andres Romero",73,2,"PuttsMadePerEventOver20",2010
11,11,"Stewart Cink",84,1.9,"PuttsMadePerEventOver20",2010
11,11,"Ben Crane",85,1.9,"PuttsMadePerEventOver20",2010
11,11,"Richard Johnson",90,1.9,"PuttsMadePerEventOver20",2010
11,11,"Chris Tidland",77,1.9,"PuttsMadePerEventOver20",2010
11,11,"YE Yang",72,1.9,"PuttsMadePerEventOver20",2010
16,16,"Blake Adams",84,1.8,"PuttsMadePerEventOver20",2010
16,16,"Chad Collins",87,1.8,"PuttsMadePerEventOver20",2010
16,16,"Freddie Jacobson",83,1.8,"PuttsMadePerEventOver20",2010
16,16,"Rory McIlroy",54,1.8,"PuttsMadePerEventOver20",2010
16,16,"Shaun Micheel",70,1.8,"PuttsMadePerEventOver20",2010
16,16,"Bryce Molder",84,1.8,"PuttsMadePerEventOver20",2010
16,16,"Carl Pettersson",99,1.8,"PuttsMadePerEventOver20",2010
16,16,"Boo Weekley",88,1.8,"PuttsMadePerEventOver20",2010
24,24,"Aaron Baddeley",94,1.7,"PuttsMadePerEventOver20",2010
24,24,"Jason Bohn",84,1.7,"PuttsMadePerEventOver20",2010
24,24,"Tom Gillis",97,1.7,"PuttsMadePerEventOver20",2010
