"LeftRoughTendency_RANKTHISWEEK_2011","LeftRoughTendency_RANKLASTWEEK_2011","LeftRoughTendency_PLAYERNAME_2011","LeftRoughTendency_ROUNDS_2011","LeftRoughTendency_Pct_2011","LeftRoughTendency_TOTALLEFTROUGH_2011","LeftRoughTendency_POSSIBLEFWYS_2011","LeftRoughTendency_RELATIVETOPAR_2011","stat_name","year"
1,1,"Steve Elkington",50,8.06,47,583,0.09,"LeftRoughTendency",2011
2,2,"Brian Davis",105,8.58,109,1271,0.12,"LeftRoughTendency",2011
3,3,"Joe Durant",71,8.83,78,883,0.28,"LeftRoughTendency",2011
4,4,"David Toms",78,9.16,75,819,0.07,"LeftRoughTendency",2011
5,5,"John Rollins",85,9.19,91,990,0,"LeftRoughTendency",2011
6,6,"Bryce Molder",82,9.31,91,977,0.04,"LeftRoughTendency",2011
7,7,"Brian Gay",90,9.58,98,1023,0.03,"LeftRoughTendency",2011
8,8,"John Merrick",71,9.83,82,834,0.18,"LeftRoughTendency",2011
9,9,"Ben Crane",76,9.84,85,864,0.02,"LeftRoughTendency",2011
10,10,"Jason Dufner",78,9.87,89,902,0.09,"LeftRoughTendency",2011
11,11,"Blake Adams",116,9.9,144,1454,0.13,"LeftRoughTendency",2011
12,12,"Heath Slocum",89,9.98,103,1032,0.14,"LeftRoughTendency",2011
13,13,"Jerry Kelly",85,10.06,95,944,0.07,"LeftRoughTendency",2011
14,14,"Kevin Streelman",90,10.12,100,988,0.08,"LeftRoughTendency",2011
15,15,"Aron Price",58,10.32,70,678,0.24,"LeftRoughTendency",2011
16,16,"Mark Wilson",89,10.54,102,968,0.15,"LeftRoughTendency",2011
17,17,"Josh Teater",104,10.85,138,1272,0.13,"LeftRoughTendency",2011
18,18,"Rocco Mediate",53,10.88,73,671,0.23,"LeftRoughTendency",2011
19,19,"Chris DiMarco",93,10.92,124,1136,0.1,"LeftRoughTendency",2011
20,20,"Chris Riley",76,10.93,103,942,0.21,"LeftRoughTendency",2011
21,21,"Charles Howell III",108,11,137,1245,-0.09,"LeftRoughTendency",2011
21,21,"Zach Johnson",79,11,98,891,0.09,"LeftRoughTendency",2011
23,23,"David Hearn",88,11.02,116,1053,0.09,"LeftRoughTendency",2011
24,24,"Nick OHern",89,11.09,117,1055,0.15,"LeftRoughTendency",2011
25,25,"Chad Campbell",99,11.18,134,1199,0.14,"LeftRoughTendency",2011
25,25,"Brendan Steele",89,11.18,119,1064,0.13,"LeftRoughTendency",2011
27,27,"David Mathis",83,11.2,109,973,0.15,"LeftRoughTendency",2011
28,28,"Chris Couch",73,11.21,104,928,-0.04,"LeftRoughTendency",2011
29,29,"Greg Chalmers",88,11.22,122,1087,0.08,"LeftRoughTendency",2011
30,30,"Brandt Jobe",100,11.24,126,1121,0.1,"LeftRoughTendency",2011
31,31,"Scott Stallings",84,11.3,107,947,0.11,"LeftRoughTendency",2011
32,32,"Kris Blanks",92,11.32,129,1140,0.12,"LeftRoughTendency",2011
33,33,"Kent Jones",76,11.43,106,927,0.18,"LeftRoughTendency",2011
34,34,"Briny Baird",60,11.47,78,680,0.05,"LeftRoughTendency",2011
35,35,"Daniel Summerhays",75,11.48,104,906,0.16,"LeftRoughTendency",2011
36,36,"Boo Weekley",66,11.49,91,792,0.16,"LeftRoughTendency",2011
37,37,"Billy Mayfair",94,11.52,136,1181,0.09,"LeftRoughTendency",2011
38,38,"Matt McQuillan",59,11.54,77,667,0.21,"LeftRoughTendency",2011
39,39,"George McNeill",69,11.56,92,796,0.12,"LeftRoughTendency",2011
39,39,"Ian Poulter",52,11.56,63,545,0.11,"LeftRoughTendency",2011
41,41,"Ben Martin",74,11.58,104,898,0.17,"LeftRoughTendency",2011
42,42,"Troy Merritt",63,11.62,91,783,0.11,"LeftRoughTendency",2011
43,43,"Kyle Stanley",98,11.65,128,1099,0.08,"LeftRoughTendency",2011
44,44,"Rod Pampling",72,11.74,98,835,0.14,"LeftRoughTendency",2011
45,45,"Marc Turnesa",54,11.87,75,632,0.08,"LeftRoughTendency",2011
46,46,"John Senden",94,11.89,133,1119,0.1,"LeftRoughTendency",2011
47,47,"Sung Kang",63,11.91,84,705,0.13,"LeftRoughTendency",2011
48,48,"Alex Cejka",59,11.96,77,644,0.05,"LeftRoughTendency",2011
49,49,"Andres Gonzales",60,12.04,76,631,0.17,"LeftRoughTendency",2011
50,50,"Shane Bertsch",62,12.05,87,722,0.08,"LeftRoughTendency",2011
50,50,"Michael Thompson",79,12.05,114,946,0.06,"LeftRoughTendency",2011
52,52,"Chez Reavie",92,12.09,138,1141,0.12,"LeftRoughTendency",2011
53,53,"Stephen Ames",69,12.11,101,834,0.07,"LeftRoughTendency",2011
54,54,"Kevin Chappell",78,12.14,102,840,0.18,"LeftRoughTendency",2011
55,55,"Marc Leishman",87,12.29,134,1090,0.04,"LeftRoughTendency",2011
56,56,"Charlie Wi",83,12.35,131,1061,0.16,"LeftRoughTendency",2011
57,57,"Ben Curtis",66,12.37,107,865,0.1,"LeftRoughTendency",2011
58,58,"Adam Scott",60,12.38,78,630,0.08,"LeftRoughTendency",2011
59,59,"Woody Austin",59,12.46,86,690,0.16,"LeftRoughTendency",2011
60,60,"Bio Kim",71,12.47,97,778,0.05,"LeftRoughTendency",2011
61,61,"Justin Rose",79,12.53,110,878,0.04,"LeftRoughTendency",2011
62,62,"Will Strickler",51,12.56,74,589,0.19,"LeftRoughTendency",2011
63,63,"Graeme McDowell",50,12.6,65,516,0.11,"LeftRoughTendency",2011
64,64,"Justin Leonard",82,12.63,129,1021,0.16,"LeftRoughTendency",2011
65,65,"Jim Furyk",87,12.72,124,975,0.2,"LeftRoughTendency",2011
66,66,"Colt Knost",80,12.78,119,931,0.19,"LeftRoughTendency",2011
67,67,"Bill Lunde",92,12.83,137,1068,0.13,"LeftRoughTendency",2011
68,68,"Cameron Tringale",110,12.85,172,1339,0.09,"LeftRoughTendency",2011
69,69,"Tim Petrovic",88,12.87,136,1057,0.16,"LeftRoughTendency",2011
70,70,"Camilo Villegas",69,12.88,101,784,0.05,"LeftRoughTendency",2011
71,71,"Justin Hicks",60,12.89,79,613,0.22,"LeftRoughTendency",2011
72,72,"Chris Stroud",88,12.92,139,1076,0.06,"LeftRoughTendency",2011
73,73,"Bo Van Pelt",92,12.94,128,989,0.03,"LeftRoughTendency",2011
74,74,"Brendon de Jonge",105,12.95,165,1274,0.06,"LeftRoughTendency",2011
74,74,"JP Hayes",56,12.95,86,664,0.05,"LeftRoughTendency",2011
74,74,"Charley Hoffman",93,12.95,132,1019,0.09,"LeftRoughTendency",2011
77,77,"Joseph Bramlett",73,13.07,109,834,0.08,"LeftRoughTendency",2011
78,78,"Hunter Mahan",92,13.11,139,1060,0.04,"LeftRoughTendency",2011
79,79,"Paul Goydos",81,13.13,135,1028,0.09,"LeftRoughTendency",2011
79,79,"Pat Perez",76,13.13,127,967,0.06,"LeftRoughTendency",2011
81,81,"Zack Miller",86,13.15,135,1027,0.16,"LeftRoughTendency",2011
