"LeftRoughTendency_RANKTHISWEEK_2011","LeftRoughTendency_RANKLASTWEEK_2011","LeftRoughTendency_PLAYERNAME_2011","LeftRoughTendency_ROUNDS_2011","LeftRoughTendency_Pct_2011","LeftRoughTendency_TOTALLEFTROUGH_2011","LeftRoughTendency_POSSIBLEFWYS_2011","LeftRoughTendency_RELATIVETOPAR_2011","stat_name","year"
82,82,"Freddie Jacobson",92,13.18,128,971,0.13,"LeftRoughTendency",2011
83,83,"Alexandre Rocha",65,13.32,91,683,0.19,"LeftRoughTendency",2011
84,84,"Rich Beem",53,13.33,84,630,0.19,"LeftRoughTendency",2011
84,84,"Hunter Haas",96,13.33,157,1178,0.13,"LeftRoughTendency",2011
84,84,"Troy Matteson",91,13.33,148,1110,0.09,"LeftRoughTendency",2011
87,87,"Jeff Overton",92,13.42,135,1006,0.18,"LeftRoughTendency",2011
88,88,"Jarrod Lyle",83,13.45,133,989,0.21,"LeftRoughTendency",2011
89,89,"Charl Schwartzel",58,13.49,75,556,0.16,"LeftRoughTendency",2011
90,90,"Fabian Gomez",84,13.53,128,946,0.12,"LeftRoughTendency",2011
91,91,"DA Points",89,13.56,139,1025,0.21,"LeftRoughTendency",2011
91,91,"Jim Renner",65,13.56,99,730,0.21,"LeftRoughTendency",2011
93,93,"Johnson Wagner",81,13.57,132,973,0.14,"LeftRoughTendency",2011
94,94,"Tom Gillis",55,13.73,96,699,0.15,"LeftRoughTendency",2011
95,95,"Nate Smith",66,13.74,101,735,0.24,"LeftRoughTendency",2011
96,96,"KJ Choi",77,13.79,111,805,0.1,"LeftRoughTendency",2011
97,97,"Trevor Immelman",84,13.88,128,922,-0.03,"LeftRoughTendency",2011
97,97,"Rory Sabbatini",85,13.88,116,836,0.15,"LeftRoughTendency",2011
99,99,"Vijay Singh",79,13.92,137,984,0,"LeftRoughTendency",2011
100,100,"JJ Henry",96,13.96,153,1096,0.08,"LeftRoughTendency",2011
101,101,"Robert Allenby",84,14.02,136,970,0.04,"LeftRoughTendency",2011
102,102,"Geoff Ogilvy",69,14.09,105,745,0.07,"LeftRoughTendency",2011
103,103,"Martin Laird",77,14.18,120,846,0,"LeftRoughTendency",2011
104,104,"Luke Donald",73,14.19,102,719,0.06,"LeftRoughTendency",2011
105,105,"Michael Connell",76,14.24,143,1004,0.1,"LeftRoughTendency",2011
106,106,"Steve Marino",76,14.25,122,856,-0.01,"LeftRoughTendency",2011
107,107,"Rickie Fowler",84,14.32,131,915,-0.07,"LeftRoughTendency",2011
108,108,"Chris Kirk",87,14.34,152,1060,0.03,"LeftRoughTendency",2011
109,109,"Scott Piercy",78,14.35,124,864,0.08,"LeftRoughTendency",2011
110,110,"Billy Horschel",75,14.4,124,861,0.11,"LeftRoughTendency",2011
111,111,"Ernie Els",71,14.44,119,824,0.1,"LeftRoughTendency",2011
112,112,"Sergio Garcia",61,14.52,90,620,0.06,"LeftRoughTendency",2011
113,113,"Retief Goosen",50,14.57,80,549,0.18,"LeftRoughTendency",2011
114,114,"Ryan Moore",79,14.58,121,830,0.12,"LeftRoughTendency",2011
115,115,"Tommy Gainey",104,14.65,184,1256,0.03,"LeftRoughTendency",2011
116,116,"Ryuji Imada",83,14.69,155,1055,0.03,"LeftRoughTendency",2011
116,116,"Dustin Johnson",72,14.69,110,749,0.1,"LeftRoughTendency",2011
118,118,"Ryan Palmer",82,14.71,120,816,-0.02,"LeftRoughTendency",2011
119,119,"Matt Kuchar",94,14.73,146,991,0.03,"LeftRoughTendency",2011
120,120,"Cameron Beckman",71,14.74,129,875,0.05,"LeftRoughTendency",2011
121,121,"Aaron Baddeley",77,14.76,125,847,-0.11,"LeftRoughTendency",2011
121,121,"Bubba Watson",85,14.76,119,806,0.06,"LeftRoughTendency",2011
123,123,"Tim Herron",85,14.78,157,1062,0.11,"LeftRoughTendency",2011
124,124,"Nathan Green",81,14.81,144,972,0.09,"LeftRoughTendency",2011
125,125,"Jonathan Byrd",83,14.83,148,998,0,"LeftRoughTendency",2011
125,125,"Steve Flesch",88,14.83,160,1079,0.22,"LeftRoughTendency",2011
127,127,"DJ Trahan",91,14.94,169,1131,0.08,"LeftRoughTendency",2011
128,128,"William McGirt",103,14.95,190,1271,0.04,"LeftRoughTendency",2011
129,129,"Stewart Cink",72,14.97,106,708,-0.02,"LeftRoughTendency",2011
130,130,"Carl Pettersson",95,14.98,187,1248,0.07,"LeftRoughTendency",2011
131,131,"Tag Ridings",87,15.01,153,1019,0.1,"LeftRoughTendency",2011
132,132,"Vaughn Taylor",89,15.06,173,1149,0.13,"LeftRoughTendency",2011
133,133,"Bobby Gates",82,15.07,138,916,0.25,"LeftRoughTendency",2011
134,134,"Andres Romero",77,15.11,141,933,0.12,"LeftRoughTendency",2011
135,135,"Davis Love III",70,15.14,109,720,-0.01,"LeftRoughTendency",2011
136,136,"DJ Brigman",67,15.19,115,757,0.1,"LeftRoughTendency",2011
137,137,"Scott Gutschewski",67,15.22,116,762,0.27,"LeftRoughTendency",2011
138,138,"Dean Wilson",62,15.24,119,781,0.19,"LeftRoughTendency",2011
139,139,"Nick Watney",80,15.25,131,859,0.01,"LeftRoughTendency",2011
140,140,"Richard Johnson",64,15.27,115,753,0.13,"LeftRoughTendency",2011
140,140,"Brandt Snedeker",85,15.27,142,930,0,"LeftRoughTendency",2011
142,142,"Jason Bohn",74,15.28,143,936,0.11,"LeftRoughTendency",2011
143,143,"Bill Haas",93,15.33,153,998,0.05,"LeftRoughTendency",2011
143,143,"Webb Simpson",98,15.33,176,1148,0.05,"LeftRoughTendency",2011
145,145,"Garrett Willis",71,15.35,136,886,0.18,"LeftRoughTendency",2011
146,146,"Matt Jones",71,15.37,134,872,0.07,"LeftRoughTendency",2011
147,147,"James Driscoll",71,15.55,130,836,0.04,"LeftRoughTendency",2011
148,148,"Scott McCarron",65,15.62,117,749,0.05,"LeftRoughTendency",2011
149,149,"Lee Janzen",62,15.63,108,691,0.24,"LeftRoughTendency",2011
150,150,"Jim Herman",69,15.66,124,792,0.07,"LeftRoughTendency",2011
151,151,"Spencer Levin",113,15.68,204,1301,0.07,"LeftRoughTendency",2011
152,152,"Roland Thatcher",67,15.75,132,838,0.1,"LeftRoughTendency",2011
153,153,"Kevin Kisner",70,15.84,125,789,0.19,"LeftRoughTendency",2011
154,154,"Matt Bettencourt",84,15.89,168,1057,0.15,"LeftRoughTendency",2011
154,154,"Robert Garrigus",83,15.89,150,944,0.02,"LeftRoughTendency",2011
156,156,"Shaun Micheel",77,15.91,141,886,0.04,"LeftRoughTendency",2011
157,157,"Kevin Stadler",88,15.95,160,1003,0.2,"LeftRoughTendency",2011
157,157,"Steve Stricker",70,15.95,118,740,-0.08,"LeftRoughTendency",2011
159,159,"Ricky Barnes",78,16.12,142,881,0.08,"LeftRoughTendency",2011
160,160,"Lucas Glover",74,16.23,137,844,0.12,"LeftRoughTendency",2011
161,161,"Keegan Bradley",91,16.26,172,1058,0.27,"LeftRoughTendency",2011
161,161,"YE Yang",63,16.26,94,578,0.03,"LeftRoughTendency",2011
163,163,"Martin Piller",63,16.27,116,713,0.28,"LeftRoughTendency",2011
164,164,"Sean OHair",71,16.37,136,831,0.1,"LeftRoughTendency",2011
165,165,"Stuart Appleby",65,16.38,135,824,0.21,"LeftRoughTendency",2011
166,166,"Phil Mickelson",79,16.44,132,803,-0.01,"LeftRoughTendency",2011
167,167,"Alex Prugh",82,16.55,161,973,0.29,"LeftRoughTendency",2011
168,168,"Jason Day",76,16.67,136,816,0.04,"LeftRoughTendency",2011
169,169,"Joe Ogilvie",75,16.75,141,842,0.13,"LeftRoughTendency",2011
170,170,"JB Holmes",57,17.08,109,638,-0.06,"LeftRoughTendency",2011
171,171,"Gary Woodland",93,17.12,163,952,0.09,"LeftRoughTendency",2011
172,172,"Jimmy Walker",79,17.24,179,1038,0.2,"LeftRoughTendency",2011
173,173,"Michael Bradley",74,17.27,139,805,0.1,"LeftRoughTendency",2011
174,174,"Kevin Na",84,17.76,165,929,0.01,"LeftRoughTendency",2011
175,175,"Paul Stankowski",78,17.86,160,896,0.02,"LeftRoughTendency",2011
176,176,"Michael Putnam",67,17.98,130,723,0.11,"LeftRoughTendency",2011
177,177,"Angel Cabrera",50,18.01,87,483,0.08,"LeftRoughTendency",2011
178,178,"Robert Karlsson",61,18.14,111,612,0.14,"LeftRoughTendency",2011
179,179,"Jhonattan Vegas",84,18.43,176,955,0.05,"LeftRoughTendency",2011
180,180,"Arjun Atwal",91,18.89,215,1138,0.12,"LeftRoughTendency",2011
181,181,"David Duval",67,18.94,150,792,0.19,"LeftRoughTendency",2011
182,182,"Steven Bowditch",86,19.26,204,1059,0.11,"LeftRoughTendency",2011
183,183,"Harrison Frazar",58,19.36,109,563,0.17,"LeftRoughTendency",2011
184,184,"Padraig Harrington",60,19.38,118,609,0.03,"LeftRoughTendency",2011
185,185,"Anthony Kim",72,19.92,155,778,0.04,"LeftRoughTendency",2011
186,186,"Derek Lamely",65,20.28,158,779,0.13,"LeftRoughTendency",2011
