"Roundsinthe60s_RANKTHISWEEK_2009","Roundsinthe60s_RANKLASTWEEK_2009","Roundsinthe60s_PLAYERNAME_2009","Roundsinthe60s_EVENTS_2009","Roundsinthe60s_TOTALRNDS_2009","stat_name","year"
1,1,"David Toms",27,51,"Roundsinthe60s",2009
2,2,"Steve Marino",29,47,"Roundsinthe60s",2009
3,3,"Charley Hoffman",27,45,"Roundsinthe60s",2009
4,4,"Justin Leonard",26,44,"Roundsinthe60s",2009
4,4,"Bo Van Pelt",30,44,"Roundsinthe60s",2009
6,6,"Greg Chalmers",26,43,"Roundsinthe60s",2009
6,6,"Greg Owen",30,43,"Roundsinthe60s",2009
6,6,"Tim Petrovic",31,43,"Roundsinthe60s",2009
9,9,"Steve Stricker",22,42,"Roundsinthe60s",2009
9,9,"Kevin Sutherland",27,42,"Roundsinthe60s",2009
11,11,"Ben Crane",27,41,"Roundsinthe60s",2009
11,11,"Lucas Glover",26,41,"Roundsinthe60s",2009
11,11,"Bill Haas",29,41,"Roundsinthe60s",2009
11,11,"Zach Johnson",26,41,"Roundsinthe60s",2009
11,11,"Jerry Kelly",26,41,"Roundsinthe60s",2009
11,11,"Hunter Mahan",25,41,"Roundsinthe60s",2009
11,11,"Ryan Moore",27,41,"Roundsinthe60s",2009
11,11,"Kevin Streelman",29,41,"Roundsinthe60s",2009
19,19,"Charles Howell III",29,40,"Roundsinthe60s",2009
19,19,"Jeff Klauk",29,40,"Roundsinthe60s",2009
19,19,"Brett Quigley",28,40,"Roundsinthe60s",2009
19,19,"Vaughn Taylor",28,40,"Roundsinthe60s",2009
19,19,"Mark Wilson",28,40,"Roundsinthe60s",2009
24,24,"Chris DiMarco",29,39,"Roundsinthe60s",2009
24,24,"Jim Furyk",23,39,"Roundsinthe60s",2009
24,24,"Brian Gay",27,39,"Roundsinthe60s",2009
24,24,"JJ Henry",28,39,"Roundsinthe60s",2009
24,24,"Nick OHern",27,39,"Roundsinthe60s",2009
29,29,"Chad Campbell",26,38,"Roundsinthe60s",2009
29,29,"Nathan Green",30,38,"Roundsinthe60s",2009
29,29,"Michael Letzig",28,38,"Roundsinthe60s",2009
29,29,"Ted Purdy",30,38,"Roundsinthe60s",2009
29,29,"John Senden",29,38,"Roundsinthe60s",2009
29,29,"Heath Slocum",30,38,"Roundsinthe60s",2009
29,29,"Chris Stroud",28,38,"Roundsinthe60s",2009
29,29,"Scott Verplank",24,38,"Roundsinthe60s",2009
37,37,"Tim Clark",23,37,"Roundsinthe60s",2009
37,37,"Kevin Na",26,37,"Roundsinthe60s",2009
37,37,"DJ Trahan",30,37,"Roundsinthe60s",2009
40,40,"Harrison Frazar",28,36,"Roundsinthe60s",2009
40,40,"Matt Kuchar",24,36,"Roundsinthe60s",2009
40,40,"Troy Matteson",30,36,"Roundsinthe60s",2009
43,43,"Briny Baird",28,35,"Roundsinthe60s",2009
43,43,"Jason Bohn",25,35,"Roundsinthe60s",2009
43,43,"Jonathan Byrd",25,35,"Roundsinthe60s",2009
43,43,"Brian Davis",32,35,"Roundsinthe60s",2009
43,43,"Robert Garrigus",25,35,"Roundsinthe60s",2009
43,43,"Tim Herron",27,35,"Roundsinthe60s",2009
43,43,"Kenny Perry",24,35,"Roundsinthe60s",2009
43,43,"Scott Piercy",28,35,"Roundsinthe60s",2009
43,43,"DA Points",29,35,"Roundsinthe60s",2009
43,43,"Chris Riley",22,35,"Roundsinthe60s",2009
43,43,"Tiger Woods",17,35,"Roundsinthe60s",2009
54,54,"Alex Cejka",25,34,"Roundsinthe60s",2009
54,54,"Jason Dufner",26,34,"Roundsinthe60s",2009
54,54,"Scott McCarron",27,34,"Roundsinthe60s",2009
54,54,"George McNeill",26,34,"Roundsinthe60s",2009
54,54,"Sean OHair",23,34,"Roundsinthe60s",2009
54,54,"Tom Pernice Jr",26,34,"Roundsinthe60s",2009
54,54,"Brandt Snedeker",26,34,"Roundsinthe60s",2009
61,61,"Woody Austin",24,33,"Roundsinthe60s",2009
61,61,"Matt Bettencourt",31,33,"Roundsinthe60s",2009
61,61,"Freddie Jacobson",25,33,"Roundsinthe60s",2009
61,61,"Marc Leishman",28,33,"Roundsinthe60s",2009
65,65,"Bryce Molder",21,32,"Roundsinthe60s",2009
66,66,"Cameron Beckman",26,31,"Roundsinthe60s",2009
66,66,"Bob Estes",23,31,"Roundsinthe60s",2009
66,66,"Bill Lunde",27,31,"Roundsinthe60s",2009
66,66,"James Nitties",27,31,"Roundsinthe60s",2009
66,66,"Jeff Overton",28,31,"Roundsinthe60s",2009
66,66,"Rory Sabbatini",25,31,"Roundsinthe60s",2009
66,66,"Nick Watney",24,31,"Roundsinthe60s",2009
66,66,"Charlie Wi",28,31,"Roundsinthe60s",2009
66,66,"Dean Wilson",29,31,"Roundsinthe60s",2009
75,75,"Stephen Ames",23,30,"Roundsinthe60s",2009
75,75,"Rich Beem",26,30,"Roundsinthe60s",2009
75,75,"Dustin Johnson",25,30,"Roundsinthe60s",2009
75,75,"Cliff Kresge",28,30,"Roundsinthe60s",2009
75,75,"Mike Weir",24,30,"Roundsinthe60s",2009
80,80,"Daniel Chopra",28,29,"Roundsinthe60s",2009
80,80,"Luke Donald",21,29,"Roundsinthe60s",2009
80,80,"Steve Elkington",23,29,"Roundsinthe60s",2009
80,80,"Davis Love III",27,29,"Roundsinthe60s",2009
80,80,"Corey Pavin",23,29,"Roundsinthe60s",2009
80,80,"Justin Rose",22,29,"Roundsinthe60s",2009
80,80,"YE Yang",23,29,"Roundsinthe60s",2009
87,87,"Robert Allenby",21,28,"Roundsinthe60s",2009
87,87,"Mark Calcavecchia",23,28,"Roundsinthe60s",2009
87,87,"Brendon de Jonge",29,28,"Roundsinthe60s",2009
87,87,"Steve Flesch",27,28,"Roundsinthe60s",2009
87,87,"David Mathis",27,28,"Roundsinthe60s",2009
87,87,"John Merrick",28,28,"Roundsinthe60s",2009
87,87,"Geoff Ogilvy",20,28,"Roundsinthe60s",2009
87,87,"Rod Pampling",23,28,"Roundsinthe60s",2009
87,87,"Webb Simpson",30,28,"Roundsinthe60s",2009
87,87,"Nicholas Thompson",31,28,"Roundsinthe60s",2009
97,97,"Anthony Kim",22,27,"Roundsinthe60s",2009
97,97,"Jeff Maggert",28,27,"Roundsinthe60s",2009
97,97,"John Mallinger",27,27,"Roundsinthe60s",2009
97,97,"Rocco Mediate",22,27,"Roundsinthe60s",2009
97,97,"Joe Ogilvie",29,27,"Roundsinthe60s",2009
97,97,"Johnson Wagner",26,27,"Roundsinthe60s",2009
97,97,"Boo Weekley",22,27,"Roundsinthe60s",2009
104,104,"Michael Allen",22,26,"Roundsinthe60s",2009
104,104,"Jason Day",18,26,"Roundsinthe60s",2009
104,104,"Retief Goosen",20,26,"Roundsinthe60s",2009
104,104,"Martin Laird",24,26,"Roundsinthe60s",2009
104,104,"Spencer Levin",25,26,"Roundsinthe60s",2009
104,104,"Kevin Stadler",20,26,"Roundsinthe60s",2009
110,110,"Aaron Baddeley",23,25,"Roundsinthe60s",2009
110,110,"Padraig Harrington",20,25,"Roundsinthe60s",2009
110,110,"Ryuji Imada",25,25,"Roundsinthe60s",2009
110,110,"Richard Johnson",26,25,"Roundsinthe60s",2009
110,110,"Peter Lonard",30,25,"Roundsinthe60s",2009
110,110,"Steve Lowery",27,25,"Roundsinthe60s",2009
110,110,"Billy Mayfair",28,25,"Roundsinthe60s",2009
110,110,"Ryan Palmer",26,25,"Roundsinthe60s",2009
110,110,"Pat Perez",22,25,"Roundsinthe60s",2009
110,110,"Carl Pettersson",29,25,"Roundsinthe60s",2009
110,110,"Jeff Quinney",26,25,"Roundsinthe60s",2009
110,110,"Chez Reavie",27,25,"Roundsinthe60s",2009
110,110,"John Rollins",27,25,"Roundsinthe60s",2009
123,123,"Fred Couples",16,24,"Roundsinthe60s",2009
123,123,"Glen Day",26,24,"Roundsinthe60s",2009
123,123,"Matt Jones",17,24,"Roundsinthe60s",2009
123,123,"Aron Price",27,24,"Roundsinthe60s",2009
123,123,"Jimmy Walker",24,24,"Roundsinthe60s",2009
128,128,"Joe Durant",20,23,"Roundsinthe60s",2009
128,128,"Paul Goydos",25,23,"Roundsinthe60s",2009
128,128,"Todd Hamilton",29,23,"Roundsinthe60s",2009
128,128,"Lee Janzen",23,23,"Roundsinthe60s",2009
128,128,"Bubba Watson",24,23,"Roundsinthe60s",2009
133,133,"Mathew Goggin",26,22,"Roundsinthe60s",2009
133,133,"Jason Gore",24,22,"Roundsinthe60s",2009
133,133,"Kent Jones",24,22,"Roundsinthe60s",2009
133,133,"Phil Mickelson",18,22,"Roundsinthe60s",2009
133,133,"Charles Warren",20,22,"Roundsinthe60s",2009
133,133,"Matt Weibring",22,22,"Roundsinthe60s",2009
139,139,"Ernie Els",19,21,"Roundsinthe60s",2009
139,139,"Tag Ridings",16,21,"Roundsinthe60s",2009
139,139,"Scott Sterling",16,21,"Roundsinthe60s",2009
142,142,"Angel Cabrera",17,20,"Roundsinthe60s",2009
