"Front9Round4ScoringAverage_RANKTHISWEEK_2011","Front9Round4ScoringAverage_RANKLASTWEEK_2011","Front9Round4ScoringAverage_PLAYERNAME_2011","Front9Round4ScoringAverage__2011","Front9Round4ScoringAverage_AVG_2011","Front9Round4ScoringAverage_TOTALSTROKES_2011","Front9Round4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Bryce Molder",NA,34.07,477,14,"Front9Round4ScoringAverage",2011
2,2,"Heath Slocum",NA,34.13,512,15,"Front9Round4ScoringAverage",2011
3,3,"Tim Herron",NA,34.21,479,14,"Front9Round4ScoringAverage",2011
4,4,"Ryuji Imada",NA,34.25,411,12,"Front9Round4ScoringAverage",2011
5,5,"Aron Price",NA,34.3,343,10,"Front9Round4ScoringAverage",2011
6,6,"Brandt Snedeker",NA,34.31,549,16,"Front9Round4ScoringAverage",2011
7,7,"Luke Donald",NA,34.33,515,15,"Front9Round4ScoringAverage",2011
8,8,"Pat Perez",NA,34.36,481,14,"Front9Round4ScoringAverage",2011
9,9,"Derek Lamely",NA,34.43,241,7,"Front9Round4ScoringAverage",2011
10,10,"Webb Simpson",NA,34.45,758,22,"Front9Round4ScoringAverage",2011
11,11,"Charles Howell III",NA,34.48,793,23,"Front9Round4ScoringAverage",2011
12,12,"Ben Curtis",NA,34.5,345,10,"Front9Round4ScoringAverage",2011
12,12,"Robert Karlsson",NA,34.5,414,12,"Front9Round4ScoringAverage",2011
12,12,"Troy Merritt",NA,34.5,276,8,"Front9Round4ScoringAverage",2011
15,15,"Shane Bertsch",NA,34.55,380,11,"Front9Round4ScoringAverage",2011
15,15,"Hunter Mahan",NA,34.55,691,20,"Front9Round4ScoringAverage",2011
15,15,"Roland Thatcher",NA,34.55,380,11,"Front9Round4ScoringAverage",2011
18,18,"Kris Blanks",NA,34.56,553,16,"Front9Round4ScoringAverage",2011
18,18,"Phil Mickelson",NA,34.56,622,18,"Front9Round4ScoringAverage",2011
20,20,"Vijay Singh",NA,34.57,484,14,"Front9Round4ScoringAverage",2011
21,21,"Robert Allenby",NA,34.59,588,17,"Front9Round4ScoringAverage",2011
22,22,"Retief Goosen",NA,34.6,346,10,"Front9Round4ScoringAverage",2011
23,23,"Matt McQuillan",NA,34.63,277,8,"Front9Round4ScoringAverage",2011
24,24,"Michael Bradley",NA,34.67,416,12,"Front9Round4ScoringAverage",2011
24,24,"David Duval",NA,34.67,312,9,"Front9Round4ScoringAverage",2011
24,24,"Chris Kirk",NA,34.67,520,15,"Front9Round4ScoringAverage",2011
27,27,"Greg Chalmers",NA,34.69,555,16,"Front9Round4ScoringAverage",2011
28,28,"Stuart Appleby",NA,34.7,347,10,"Front9Round4ScoringAverage",2011
28,28,"Carl Pettersson",NA,34.7,694,20,"Front9Round4ScoringAverage",2011
30,30,"DA Points",NA,34.72,625,18,"Front9Round4ScoringAverage",2011
30,30,"Kevin Streelman",NA,34.72,625,18,"Front9Round4ScoringAverage",2011
32,32,"DJ Trahan",NA,34.73,521,15,"Front9Round4ScoringAverage",2011
33,33,"Charley Hoffman",NA,34.74,660,19,"Front9Round4ScoringAverage",2011
34,34,"Charl Schwartzel",NA,34.79,487,14,"Front9Round4ScoringAverage",2011
35,35,"Kevin Na",NA,34.8,522,15,"Front9Round4ScoringAverage",2011
36,36,"James Driscoll",NA,34.82,383,11,"Front9Round4ScoringAverage",2011
37,37,"Matt Kuchar",NA,34.85,697,20,"Front9Round4ScoringAverage",2011
38,38,"KJ Choi",NA,34.88,558,16,"Front9Round4ScoringAverage",2011
38,38,"Jerry Kelly",NA,34.88,558,16,"Front9Round4ScoringAverage",2011
40,40,"Anthony Kim",NA,34.9,349,10,"Front9Round4ScoringAverage",2011
41,41,"Kent Jones",NA,34.92,454,13,"Front9Round4ScoringAverage",2011
41,41,"Sean OHair",NA,34.92,419,12,"Front9Round4ScoringAverage",2011
41,41,"Adam Scott",NA,34.92,419,12,"Front9Round4ScoringAverage",2011
44,44,"Steven Bowditch",NA,34.93,524,15,"Front9Round4ScoringAverage",2011
44,44,"Ben Crane",NA,34.93,489,14,"Front9Round4ScoringAverage",2011
44,44,"John Rollins",NA,34.93,524,15,"Front9Round4ScoringAverage",2011
47,47,"Chris DiMarco",NA,34.94,559,16,"Front9Round4ScoringAverage",2011
48,48,"Briny Baird",NA,35,385,11,"Front9Round4ScoringAverage",2011
48,48,"Ricky Barnes",NA,35,560,16,"Front9Round4ScoringAverage",2011
48,48,"Jason Dufner",NA,35,525,15,"Front9Round4ScoringAverage",2011
48,48,"Rickie Fowler",NA,35,595,17,"Front9Round4ScoringAverage",2011
48,48,"Zach Johnson",NA,35,595,17,"Front9Round4ScoringAverage",2011
48,48,"Spencer Levin",NA,35,875,25,"Front9Round4ScoringAverage",2011
48,48,"Josh Teater",NA,35,700,20,"Front9Round4ScoringAverage",2011
48,48,"David Toms",NA,35,560,16,"Front9Round4ScoringAverage",2011
48,48,"Mark Wilson",NA,35,595,17,"Front9Round4ScoringAverage",2011
57,57,"Jason Day",NA,35.06,561,16,"Front9Round4ScoringAverage",2011
57,57,"Marc Leishman",NA,35.06,561,16,"Front9Round4ScoringAverage",2011
57,57,"Billy Mayfair",NA,35.06,631,18,"Front9Round4ScoringAverage",2011
60,60,"Dustin Johnson",NA,35.07,526,15,"Front9Round4ScoringAverage",2011
61,61,"Stephen Ames",NA,35.08,421,12,"Front9Round4ScoringAverage",2011
61,61,"Ben Martin",NA,35.08,421,12,"Front9Round4ScoringAverage",2011
63,63,"Woody Austin",NA,35.09,386,11,"Front9Round4ScoringAverage",2011
63,63,"Joe Durant",NA,35.09,386,11,"Front9Round4ScoringAverage",2011
63,63,"Camilo Villegas",NA,35.09,386,11,"Front9Round4ScoringAverage",2011
66,66,"Sung Kang",NA,35.1,351,10,"Front9Round4ScoringAverage",2011
66,66,"Scott McCarron",NA,35.1,351,10,"Front9Round4ScoringAverage",2011
66,66,"Jeff Overton",NA,35.1,702,20,"Front9Round4ScoringAverage",2011
69,69,"Blake Adams",NA,35.13,808,23,"Front9Round4ScoringAverage",2011
69,69,"Graeme McDowell",NA,35.13,281,8,"Front9Round4ScoringAverage",2011
69,69,"Steve Stricker",NA,35.13,562,16,"Front9Round4ScoringAverage",2011
69,69,"Jhonattan Vegas",NA,35.13,562,16,"Front9Round4ScoringAverage",2011
73,73,"Michael Thompson",NA,35.14,492,14,"Front9Round4ScoringAverage",2011
74,74,"Chad Campbell",NA,35.16,668,19,"Front9Round4ScoringAverage",2011
75,75,"Keegan Bradley",NA,35.18,598,17,"Front9Round4ScoringAverage",2011
75,75,"Nick Watney",NA,35.18,598,17,"Front9Round4ScoringAverage",2011
75,75,"Boo Weekley",NA,35.18,387,11,"Front9Round4ScoringAverage",2011
78,78,"Jason Bohn",NA,35.2,528,15,"Front9Round4ScoringAverage",2011
