"GIRPuttingAvg3035_RANKTHISWEEK_2013","GIRPuttingAvg3035_RANKLASTWEEK_2013","GIRPuttingAvg3035_PLAYERNAME_2013","GIRPuttingAvg3035_ROUNDS_2013","GIRPuttingAvg3035_PctMADE_2013","GIRPuttingAvg3035_ATTEMPTS_2013","GIRPuttingAvg3035_PUTTSMADE_2013","stat_name","year"
1,1,"Peter Hanson",45,1.67,18,3,"GIRPuttingAvg3035",2013
2,2,"DJ Trahan",48,1.62,37,6,"GIRPuttingAvg3035",2013
3,3,"Phil Mickelson",78,1.54,39,6,"GIRPuttingAvg3035",2013
4,4,"Tim Herron",45,1.33,30,4,"GIRPuttingAvg3035",2013
5,5,"David Lingmerth",68,1.3,46,6,"GIRPuttingAvg3035",2013
6,6,"Ken Duke",87,1.27,55,7,"GIRPuttingAvg3035",2013
7,7,"KJ Choi",85,1.25,72,9,"GIRPuttingAvg3035",2013
7,7,"Freddie Jacobson",63,1.25,40,5,"GIRPuttingAvg3035",2013
9,9,"Tiger Woods",61,1.21,33,4,"GIRPuttingAvg3035",2013
10,10,"Sangmoon Bae",83,1.19,59,7,"GIRPuttingAvg3035",2013
10,10,"William McGirt",75,1.19,59,7,"GIRPuttingAvg3035",2013
12,12,"Brandt Snedeker",79,1.15,52,6,"GIRPuttingAvg3035",2013
13,13,"Michael Bradley",56,1.14,44,5,"GIRPuttingAvg3035",2013
13,13,"Jordan Spieth",82,1.14,35,4,"GIRPuttingAvg3035",2013
15,15,"Stuart Appleby",88,1.13,71,8,"GIRPuttingAvg3035",2013
16,16,"Bill Haas",85,1.11,63,7,"GIRPuttingAvg3035",2013
17,17,"Harris English",95,1.08,74,8,"GIRPuttingAvg3035",2013
18,18,"Rickie Fowler",75,1.07,56,6,"GIRPuttingAvg3035",2013
19,19,"Casey Wittenberg",72,1.06,47,5,"GIRPuttingAvg3035",2013
20,20,"Tommy Gainey",84,1.05,57,6,"GIRPuttingAvg3035",2013
