"Approach125150yardsRTPScore_RANKTHISWEEK_2011","Approach125150yardsRTPScore_RANKLASTWEEK_2011","Approach125150yardsRTPScore_PLAYERNAME_2011","Approach125150yardsRTPScore_ROUNDS_2011","Approach125150yardsRTPScore_AVGRTP_2011","stat_name","year"
1,1,"Steve Stricker",70,-0.292,"Approach125150yardsRTPScore",2011
2,2,"Matt Kuchar",94,-0.257,"Approach125150yardsRTPScore",2011
3,3,"Robert Allenby",84,-0.245,"Approach125150yardsRTPScore",2011
4,4,"Gary Woodland",93,-0.233,"Approach125150yardsRTPScore",2011
5,5,"Justin Rose",79,-0.231,"Approach125150yardsRTPScore",2011
6,6,"Zach Johnson",79,-0.224,"Approach125150yardsRTPScore",2011
7,7,"Ryan Moore",79,-0.217,"Approach125150yardsRTPScore",2011
8,8,"Shane Bertsch",62,-0.209,"Approach125150yardsRTPScore",2011
8,8,"Brendon de Jonge",105,-0.209,"Approach125150yardsRTPScore",2011
8,8,"Retief Goosen",50,-0.209,"Approach125150yardsRTPScore",2011
11,11,"Arjun Atwal",91,-0.207,"Approach125150yardsRTPScore",2011
12,12,"Bill Haas",93,-0.206,"Approach125150yardsRTPScore",2011
13,13,"Hunter Mahan",92,-0.2,"Approach125150yardsRTPScore",2011
14,14,"Woody Austin",59,-0.192,"Approach125150yardsRTPScore",2011
15,15,"Brian Gay",90,-0.188,"Approach125150yardsRTPScore",2011
16,16,"Nathan Green",81,-0.187,"Approach125150yardsRTPScore",2011
17,17,"Aaron Baddeley",77,-0.183,"Approach125150yardsRTPScore",2011
18,18,"Rod Pampling",72,-0.182,"Approach125150yardsRTPScore",2011
19,19,"Ryuji Imada",83,-0.179,"Approach125150yardsRTPScore",2011
19,19,"Charl Schwartzel",58,-0.179,"Approach125150yardsRTPScore",2011
21,21,"John Senden",94,-0.176,"Approach125150yardsRTPScore",2011
22,22,"Brandt Snedeker",85,-0.175,"Approach125150yardsRTPScore",2011
23,23,"Webb Simpson",98,-0.168,"Approach125150yardsRTPScore",2011
24,24,"Vaughn Taylor",89,-0.167,"Approach125150yardsRTPScore",2011
25,25,"Charlie Wi",83,-0.163,"Approach125150yardsRTPScore",2011
26,26,"Adam Scott",60,-0.162,"Approach125150yardsRTPScore",2011
27,27,"Andres Romero",77,-0.16,"Approach125150yardsRTPScore",2011
28,28,"Jason Dufner",78,-0.158,"Approach125150yardsRTPScore",2011
28,28,"Chez Reavie",92,-0.158,"Approach125150yardsRTPScore",2011
30,30,"Ian Poulter",52,-0.157,"Approach125150yardsRTPScore",2011
31,31,"Nick OHern",89,-0.156,"Approach125150yardsRTPScore",2011
31,31,"John Rollins",85,-0.156,"Approach125150yardsRTPScore",2011
33,33,"Ben Crane",76,-0.154,"Approach125150yardsRTPScore",2011
34,34,"Jerry Kelly",85,-0.152,"Approach125150yardsRTPScore",2011
35,35,"Kevin Stadler",88,-0.151,"Approach125150yardsRTPScore",2011
36,36,"Jason Day",76,-0.15,"Approach125150yardsRTPScore",2011
37,37,"William McGirt",103,-0.148,"Approach125150yardsRTPScore",2011
37,37,"Kevin Streelman",90,-0.148,"Approach125150yardsRTPScore",2011
39,39,"David Hearn",88,-0.146,"Approach125150yardsRTPScore",2011
40,40,"Luke Donald",73,-0.144,"Approach125150yardsRTPScore",2011
